machine,app,ranks,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,rp
corona,kripke.exe,1,444000000,665884542,375056450,2046000000,63538758,-1,-1,-1,-1,-1,-1,538330,3059100,707388823,0.750750751
corona,kripke.exe,1,438000000,672294542,378443244,2014000000,64233891,-1,-1,-1,-1,-1,-1,541418,3059100,739324398,1.332
corona,kripke.exe,1,466000000,704273892,384205894,2116000000,63245599,-1,-1,-1,-1,-1,-1,547488,3059100,785951358,1.250750751
corona,kripke.exe,1,484000000,739254312,392609055,2180000000,64570242,-1,-1,-1,-1,-1,-1,541370,3059100,858222348,1.750750751
corona,kripke.exe,1,506000000,781914153,404183330,2260000000,65716949,-1,-1,-1,-1,-1,-1,539850,3059100,1002288569,2.001501502
corona,kripke.exe,1,554000000,938036122,548642070,2680000000,105503469,-1,-1,-1,-1,-1,-1,544448,3059100,1537226777,1.501501502
corona,kripke.exe,1,576000000,983959488,553777841,2746000000,103830226,-1,-1,-1,-1,-1,-1,545932,3059100,1620043345,1.750750751
corona,kripke.exe,1,604000000,1027157002,566777656,2844000000,106456554,-1,-1,-1,-1,-1,-1,547486,3059100,1703781747,2.752252252
corona,kripke.exe,1,664000000,1139542314,590994639,3054000000,107565856,-1,-1,-1,-1,-1,-1,542902,3059100,1968857960,3.003003003
corona,kripke.exe,1,726000000,1278044265,616531918,3258000000,111589558,-1,-1,-1,-1,-1,-1,541382,3059100,2223578627,4.253753754
corona,kripke.exe,1,386000000,557190150,295929811,1692000000,41545976,-1,-1,-1,-1,-1,-1,547500,3059100,470860035,0.750750751
corona,kripke.exe,1,388000000,563992642,1,1700000000,42840737,-1,-1,-1,-1,-1,-1,545583,3059100,476832030,0.5
corona,kripke.exe,1,390000000,570824621,299990666,1710000000,41545149,-1,-1,-1,-1,-1,-1,547522,3059100,478080838,1
corona,kripke.exe,1,404000000,592116476,304283194,1754000000,41212375,-1,-1,-1,-1,-1,-1,544434,3059100,544645787,1.332
corona,kripke.exe,1,412000000,606995847,309486113,1782000000,43379362,-1,-1,-1,-1,-1,-1,541370,3059100,560660927,1.250750751
corona,kripke.exe,1,414000000,557038158,281476304,1714000000,36352043,-1,-1,-1,-1,-1,-1,539850,3059100,576783658,1
corona,kripke.exe,1,420000000,571774491,287103284,1736000000,38568899,-1,-1,-1,-1,-1,-1,539850,3059100,601541613,1
corona,kripke.exe,1,436000000,599402395,290984992,1786000000,37166197,-1,-1,-1,-1,-1,-1,547474,3059100,659452766,1.332
corona,kripke.exe,1,456000000,636088842,300273590,1856000000,37778249,-1,-1,-1,-1,-1,-1,538318,3059100,741106064,2
corona,kripke.exe,1,468000000,677946014,311327691,1878000000,39376178,-1,-1,-1,-1,-1,-1,542902,3059100,816656516,1.750750751
corona,kripke.exe,1,500000000,729114192,354174849,2040000000,54254516,-1,-1,-1,-1,-1,-1,547498,3059100,1032705363,1.250750751
corona,kripke.exe,1,524000000,774740011,363569636,2126000000,53802916,-1,-1,-1,-1,-1,-1,539503,3059100,1120937797,2
corona,kripke.exe,1,548000000,823770321,375438114,2210000000,56023432,-1,-1,-1,-1,-1,-1,547498,3059100,1236805705,2.252252252
corona,kripke.exe,1,616000000,939295444,398475968,2426000000,57964329,-1,-1,-1,-1,-1,-1,545932,3059100,1451786734,3.003003003
corona,kripke.exe,1,672000000,1062227966,423920332,2624000000,60683360,-1,-1,-1,-1,-1,-1,539838,3059100,1726191658,4.253753754
corona,kripke.exe,1,366000000,496234591,246801011,1506000000,27363133,-1,-1,-1,-1,-1,-1,544458,3059100,406094532,1
corona,kripke.exe,1,368000000,505673068,249521703,1522000000,27606868,-1,-1,-1,-1,-1,-1,546002,3059100,413824601,1
corona,kripke.exe,1,372000000,1,250963830,1532000000,27521481,-1,-1,-1,-1,-1,-1,541418,3059100,430347959,0.750750751
corona,kripke.exe,1,386000000,531127976,256204181,1576000000,27285378,-1,-1,-1,-1,-1,-1,539838,3059100,481370928,1.332
corona,kripke.exe,1,392000000,549287570,261080031,1604000000,28728781,-1,-1,-1,-1,-1,-1,544470,3059100,508902358,1.332
corona,kripke.exe,1,512000000,843438355,469433900,2410000000,85210703,-1,-1,-1,-1,-1,-1,547498,3059100,1002611123,1.250750751
corona,kripke.exe,1,534000000,851256439,475876652,2500000000,88704345,-1,-1,-1,-1,-1,-1,542519,3059100,1064697977,1.666
corona,kripke.exe,1,554000000,895770701,482940092,2568000000,86335207,-1,-1,-1,-1,-1,-1,539862,3059100,1127874774,2
corona,kripke.exe,1,584000000,943323360,495079339,2660000000,87340394,-1,-1,-1,-1,-1,-1,544458,3059100,1247387402,2.252252252
corona,kripke.exe,1,616000000,1016199505,512324914,2786000000,90666558,-1,-1,-1,-1,-1,-1,544448,3059100,1376313557,2.752252252
corona,kripke.exe,1,700000000,1233887199,721355328,3452000000,148503451,-1,-1,-1,-1,-1,-1,547498,3059100,2245814262,2.001501502
corona,kripke.exe,1,728000000,1288809985,731895628,3546000000,144879200,-1,-1,-1,-1,-1,-1,545932,3059100,2400241321,2.752252252
corona,kripke.exe,1,764000000,1373772258,754788289,3674000000,150516154,-1,-1,-1,-1,-1,-1,546002,3059100,2557868947,2.600240096
corona,kripke.exe,1,862000000,1549097249,788341408,4006000000,154495541,-1,-1,-1,-1,-1,-1,538318,3059100,2911811390,4.504504505
corona,kripke.exe,1,958000000,1725042859,825320349,4332000000,158260365,-1,-1,-1,-1,-1,-1,547486,3059100,3204344942,4.801920768
corona,kripke.exe,1,438000000,670477568,349583601,1942000000,53849241,-1,-1,-1,-1,-1,-1,539838,3059100,641183709,1
corona,kripke.exe,1,444000000,676638540,352878838,1972000000,55608636,-1,-1,-1,-1,-1,-1,547486,3059100,677628995,1
corona,kripke.exe,1,450000000,677476976,352761888,1988000000,53785640,-1,-1,-1,-1,-1,-1,538330,3059100,696944090,1
corona,kripke.exe,1,470000000,720414496,362144189,2058000000,55170814,-1,-1,-1,-1,-1,-1,547115,3059100,780769139,1.250750751
corona,kripke.exe,1,482000000,743898273,369818239,2100000000,55172233,-1,-1,-1,-1,-1,-1,539850,3059100,818230313,1.750750751
corona,kripke.exe,1,478000000,671270258,323867723,1964000000,45816012,-1,-1,-1,-1,-1,-1,547488,3059100,823267925,1
corona,kripke.exe,1,486000000,684853857,330700133,2000000000,49767151,-1,-1,-1,-1,-1,-1,545932,3059100,870109430,1.666
corona,kripke.exe,1,508000000,726176141,338210181,2068000000,47206816,-1,-1,-1,-1,-1,-1,541382,3059100,947133718,2.332
corona,kripke.exe,1,536000000,784392982,351720714,2166000000,51836886,-1,-1,-1,-1,-1,-1,541370,3059100,1023059721,2.252252252
corona,kripke.exe,1,556000000,847073618,367694417,2222000000,51663263,-1,-1,-1,-1,-1,-1,539850,3059100,1207978753,3.003003003
corona,kripke.exe,1,612000000,929182952,432996110,2480000000,73021601,-1,-1,-1,-1,-1,-1,547500,3059100,1525569663,1.750750751
corona,kripke.exe,1,644000000,996607051,445458707,2578000000,73795006,-1,-1,-1,-1,-1,-1,539850,3059100,1631137921,2.001501502
corona,kripke.exe,1,686000000,1079811494,464608122,2734000000,75424013,-1,-1,-1,-1,-1,-1,541382,3059100,1821254761,2.800720288
corona,kripke.exe,1,780000000,1257500337,497700681,3042000000,78550328,-1,-1,-1,-1,-1,-1,539862,3059100,2178134031,3.400960384
corona,kripke.exe,1,872000000,1428164285,535363387,3362000000,82826389,-1,-1,-1,-1,-1,-1,541418,3059100,2535405109,6.255255255
corona,kripke.exe,1,414000000,576068898,274314235,1684000000,32434017,-1,-1,-1,-1,-1,-1,544458,3059100,571871450,1
corona,kripke.exe,1,418000000,587215188,277344334,1704000000,34404556,-1,-1,-1,-1,-1,-1,547498,3059100,580668397,1
corona,kripke.exe,1,426000000,599676482,279845646,1720000000,33473748,-1,-1,-1,-1,-1,-1,546002,3059100,615495641,1
corona,kripke.exe,1,440000000,632623618,287669497,1780000000,33886095,-1,-1,-1,-1,-1,-1,538318,3059100,683831513,1.666
corona,kripke.exe,1,448000000,655485166,295074924,1824000000,35553595,-1,-1,-1,-1,-1,-1,544470,3059100,710116619,2.332
corona,kripke.exe,1,792000000,1222144804,538836767,3194000000,97177065,-1,-1,-1,-1,-1,-1,539503,3059100,2053690210,2
corona,kripke.exe,1,814000000,1275019016,559641467,3294000000,109529001,-1,-1,-1,-1,-1,-1,547500,3059100,2195577152,2.752252252
corona,kripke.exe,1,862000000,1382127332,576568855,3420000000,99427543,-1,-1,-1,-1,-1,-1,541418,3059100,2402575881,3.200480192
corona,kripke.exe,1,946000000,1534210395,610951701,3732000000,103425409,-1,-1,-1,-1,-1,-1,547476,3059100,2714013419,3.800720288
corona,kripke.exe,1,1042000000,1696212363,653240808,4062000000,111006667,-1,-1,-1,-1,-1,-1,545932,3059100,3118025869,5.201680672
corona,kripke.exe,1,1166000000,1915629676,820051968,4654000000,6448774,-1,-1,-1,-1,-1,-1,546002,3059100,3901037351,3.00120048
corona,kripke.exe,1,1270000000,2098973369,851745504,4984000000,166613828,-1,-1,-1,-1,-1,-1,547474,3059100,4205516877,3.5
corona,kripke.exe,1,1382000000,2294008035,900311516,5376000000,172976606,-1,-1,-1,-1,-1,-1,538314,3059100,4681673949,5
corona,kripke.exe,1,1622000000,2780555843,992901146,6182000000,175076366,-1,-1,-1,-1,-1,-1,539838,3059100,5625177678,7.333
corona,kripke.exe,1,1880000000,3241205571,1090854236,7058000000,193253608,-1,-1,-1,-1,-1,-1,539850,3059100,6628127489,7.751687922
