machine,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
corona,Base_HIP,block_256,0.006749,0.005071,0.006311,0.011856,Not run,0.006896,0.005231,0.003414,0.011957,0.012446,0.012144,0.004058,0.009631,0.008089,0.115553,Not run,Not run,Not run,Not run,Not run,0.016138,0.010457,0.019859,Not run,0.015368,0.018809,0.012714,0.011648,0.024274,0.004161,0.016244,0.008181,0.011038,0.027860,0.030804,0.014576,0.040512,0.008863,0.009783,0.028880,0.011943,0.021912,0.033360,0.030360,0.013067,0.017666,Not run,0.013768,0.011688,Not run,0.023206,Not run,0.051501,0.015888,Not run,0.004541,0.009199,0.009215,Not run,Not run,0.009910,0.010766,0.022954,0.015719,0.004048,0.009942,Not run,Not run,Not run,0.002837,0.003477,Not run,Not run,0.089031,Not run
corona,Base_HIP,block_256,0.006570,0.005419,0.006203,0.011589,Not run,0.006871,0.005281,0.003223,0.011346,0.012327,0.012390,0.004087,0.009693,0.007793,0.131528,Not run,Not run,Not run,Not run,Not run,0.015011,0.009673,0.014634,Not run,0.014976,0.018819,0.012963,0.011377,0.021005,0.003841,0.015555,0.008228,0.011045,0.026344,0.030026,0.016320,0.040151,0.008851,0.009229,0.027361,0.011703,0.022378,0.034076,0.029619,0.013678,0.014131,Not run,0.018764,0.012516,Not run,0.005391,Not run,0.053069,0.015533,Not run,0.003911,0.009362,0.009214,Not run,Not run,0.010336,0.010890,0.017581,0.005874,0.004161,0.002173,Not run,Not run,Not run,0.002625,0.002978,Not run,Not run,0.103355,Not run
corona,Base_HIP,block_256,0.007224,0.005660,0.005809,0.011890,Not run,0.007394,0.005243,0.003893,0.011633,0.012730,0.019814,0.004017,0.009797,0.008350,0.126709,Not run,Not run,Not run,Not run,Not run,0.016205,0.009904,0.020683,Not run,0.015086,0.018425,0.012790,0.011157,0.022150,0.003547,0.015935,0.007426,0.010750,0.027726,0.030598,0.014139,0.040046,0.008660,0.009058,0.028305,0.011902,0.022513,0.032942,0.030298,0.012879,0.013938,Not run,0.013627,0.012177,Not run,0.013474,Not run,0.051315,0.016142,Not run,0.004529,0.009535,0.009489,Not run,Not run,0.010197,0.010722,0.017233,0.005898,0.004083,0.002011,Not run,Not run,Not run,0.002809,0.003411,Not run,Not run,0.090631,Not run
matrix,Base_CUDA,block_256,0.004094,0.000838,0.000939,0.004165,Not run,0.000837,0.001148,0.001093,0.001525,0.004089,0.004095,0.000606,0.001150,0.001947,0.026564,Not run,Not run,Not run,Not run,Not run,0.009543,0.001234,0.003561,Not run,0.003580,0.002779,0.002029,0.004968,0.003307,0.000381,0.002102,0.003856,0.001197,0.014102,0.006779,0.002634,0.011231,0.000851,0.007590,0.005934,0.002192,0.006402,0.008650,0.005253,0.002038,0.003330,Not run,0.003344,0.002001,Not run,0.000646,Not run,0.029747,0.002591,Not run,0.000477,0.004941,0.004831,Not run,Not run,0.001952,0.001148,0.006243,0.003532,0.000477,0.000626,Not run,Not run,Not run,0.000375,0.000396,Not run,Not run,0.068973,Not run
matrix,Base_CUDA,block_256,0.002630,0.000841,0.000940,0.003927,Not run,0.000835,0.001140,0.001102,0.001537,0.003961,0.003964,0.000580,0.001149,0.001939,0.026433,Not run,Not run,Not run,Not run,Not run,0.009471,0.001232,0.003538,Not run,0.003526,0.002762,0.002028,0.004441,0.003311,0.000377,0.002082,0.004161,0.001188,0.018255,0.006770,0.002647,0.011235,0.000878,0.008103,0.005915,0.002219,0.006378,0.008702,0.005259,0.002057,0.003337,Not run,0.003362,0.002016,Not run,0.000665,Not run,0.029808,0.002559,Not run,0.000475,0.004943,0.004967,Not run,Not run,0.001944,0.001154,0.006237,0.003599,0.000484,0.000633,Not run,Not run,Not run,0.000376,0.000388,Not run,Not run,0.071612,Not run
matrix,Base_CUDA,block_256,0.004574,0.000813,0.000952,0.004263,Not run,0.000805,0.001078,0.001068,0.001492,0.004140,0.004153,0.000570,0.001101,0.001945,0.026385,Not run,Not run,Not run,Not run,Not run,0.009627,0.001201,0.003578,Not run,0.003603,0.002732,0.001992,0.004984,0.003256,0.000340,0.002085,0.004199,0.001190,0.014201,0.006667,0.002614,0.011255,0.000841,0.005710,0.005846,0.002193,0.006428,0.008709,0.005207,0.002044,0.003361,Not run,0.003376,0.002017,Not run,0.000602,Not run,0.029858,0.002522,Not run,0.000478,0.005169,0.004074,Not run,Not run,0.001900,0.001100,0.006423,0.003476,0.000434,0.000644,Not run,Not run,Not run,0.000368,0.000373,Not run,Not run,0.070151,Not run
tioga,Base_HIP,block_256,0.002824,0.001793,0.001846,0.002566,Not run,0.002438,0.002082,0.001767,0.004927,0.005207,0.016663,0.013306,0.003946,0.002747,0.112258,Not run,Not run,Not run,Not run,Not run,0.006818,0.004421,0.015176,Not run,0.015163,0.007597,0.006047,0.005533,0.008574,0.000970,0.008241,0.003438,0.004941,0.025525,0.014896,0.009328,0.029995,0.003654,0.003807,0.035156,0.005523,0.011317,0.019515,0.014462,0.015943,0.006008,Not run,0.006135,0.006035,Not run,0.002014,Not run,0.003867,0.007759,Not run,0.001658,0.004506,0.004403,Not run,Not run,0.005457,0.003689,0.008600,0.002218,0.001425,0.000836,Not run,Not run,Not run,0.000722,0.000838,Not run,Not run,0.091459,Not run
tioga,Base_HIP,block_256,0.002862,0.001824,0.001869,0.002607,Not run,0.002586,0.002060,0.001762,0.007906,0.005344,0.005219,0.001477,0.013854,0.002737,0.080633,Not run,Not run,Not run,Not run,Not run,0.007042,0.004448,0.006721,Not run,0.006753,0.007609,0.006104,0.007423,0.013336,0.001031,0.008039,0.003526,0.004980,0.025856,0.015454,0.006703,0.030330,0.003707,0.004096,0.035056,0.005645,0.011137,0.019654,0.017552,0.006073,0.006069,Not run,0.006207,0.006072,Not run,0.002093,Not run,0.003913,0.007731,Not run,0.001668,0.012869,0.004434,Not run,Not run,0.005611,0.003638,0.015548,0.002248,0.001429,0.000813,Not run,Not run,Not run,0.017004,0.000810,Not run,Not run,0.078283,Not run
tioga,Base_HIP,block_256,0.002829,0.001786,0.001857,0.002602,Not run,0.002566,0.025028,0.001760,0.004950,0.005193,0.005218,0.001435,0.003927,0.002734,0.110766,Not run,Not run,Not run,Not run,Not run,0.007057,0.022377,0.010467,Not run,0.006744,0.007608,0.006013,0.013376,0.010940,0.000991,0.007890,0.003510,0.004976,0.026028,0.015400,0.015077,0.022898,0.003723,0.003929,0.035361,0.005660,0.011172,0.019736,0.014886,0.006022,0.015565,Not run,0.015263,0.006059,Not run,0.002067,Not run,0.003873,0.007808,Not run,0.001671,0.004493,0.004354,Not run,Not run,0.005414,0.003591,0.014174,0.002185,0.001371,0.000824,Not run,Not run,Not run,0.000673,0.000779,Not run,Not run,0.091834,Not run
tuolumne,Base_HIP,block_256,0.001687,0.001195,0.001514,0.001396,Not run,0.001415,0.002980,0.002675,0.002060,0.005250,0.005295,0.000837,0.001897,0.002630,0.002255,Not run,Not run,Not run,Not run,Not run,0.003529,0.001883,0.003774,Not run,0.003768,0.004428,0.014007,0.003049,0.003260,0.000848,0.002581,0.001988,0.003045,0.014314,0.010501,0.005087,0.013651,0.002010,0.004318,0.011103,0.004913,0.010644,0.020037,0.009846,0.002029,0.003143,Not run,0.003162,0.002046,Not run,0.001340,Not run,0.002388,0.003389,Not run,0.000657,0.001827,0.001774,Not run,Not run,0.002457,0.001828,0.004326,0.001476,0.000943,0.001361,Not run,Not run,Not run,0.000570,0.000484,Not run,Not run,0.060050,Not run
