machine,core,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
corona-cpu,96,Base_OpenMP,default,0.004852,0.003783,0.011634,0.018595,0.017920,0.006850,0.004242,0.008798,0.014968,0.057660,0.053933,0.007693,0.010449,0.022919,0.718018,0.001677,0.002318,0.002989,0.002568,0.342186,0.008740,0.013329,0.046177,0.004938,0.046100,0.094999,0.024254,0.008359,0.012920,0.002414,0.022374,0.015487,0.021505,0.005492,0.005535,0.031725,0.135146,0.018058,0.005836,0.002794,0.052986,0.071818,0.134807,0.002960,0.022087,0.040671,0.050842,0.041859,0.021686,0.002527,0.006573,0.003933,0.086652,0.008370,0.000000,0.006009,0.004770,0.004812,0.000000,0.002010,0.011274,0.014671,0.018617,0.008207,0.003975,0.003359,Not run,Not run,0.001443,0.002609,0.002574,Not run,0.082940,0.500419,Not run
corona-cpu,48,Base_OpenMP,default,0.006240,0.003895,0.007658,0.021708,0.011259,0.007034,0.004738,0.007949,0.012364,0.044421,0.036771,0.007595,0.008055,0.018719,0.598963,0.002048,0.001692,0.001830,0.003371,0.245541,0.010909,0.010658,0.029759,0.003281,0.029539,0.126010,0.016493,0.010555,0.011523,0.002855,0.018451,0.027889,0.038327,0.006280,0.004187,0.023158,0.084494,0.031676,0.005424,0.002066,0.041082,0.048591,0.090173,0.002440,0.015745,0.025299,0.031212,0.026677,0.019734,0.003090,0.008340,0.006984,0.163254,0.010690,0.000000,0.006468,0.007431,0.007451,0.000000,0.002188,0.018704,0.024800,0.014927,0.012054,0.003881,0.002722,Not run,Not run,0.000981,0.001520,0.001860,Not run,0.093578,0.306021,Not run
corona-cpu,32,Base_OpenMP,default,0.008287,0.004281,0.005796,0.026056,0.008112,0.007610,0.005860,0.007738,0.009965,0.039793,0.028881,0.010460,0.009514,0.018665,0.530433,0.002174,0.001257,0.001453,0.003772,0.243453,0.014035,0.009559,0.020775,0.002578,0.021021,0.096199,0.013514,0.013779,0.011600,0.003070,0.014983,0.036529,0.055891,0.007357,0.003486,0.016411,0.067221,0.040470,0.003492,0.001649,0.030346,0.034680,0.068181,0.002267,0.015243,0.017932,0.024012,0.028373,0.024271,0.003233,0.010655,0.008128,0.243944,0.013788,0.000000,0.007540,0.009438,0.009399,0.000000,0.002426,0.026123,0.035286,0.013911,0.016240,0.004114,0.002528,Not run,Not run,0.000768,0.001125,0.001441,Not run,0.100128,0.215970,Not run
corona-cpu,16,Base_OpenMP,default,0.009227,0.004306,0.004010,0.045406,0.005818,0.007436,0.008358,0.009949,0.008351,0.033270,0.021318,0.009156,0.008009,0.016065,0.477000,0.001594,0.000718,0.001285,0.003978,0.223964,0.014905,0.007794,0.014847,0.002153,0.018218,0.175931,0.009637,0.014118,0.010598,0.002703,0.012547,0.033914,0.050524,0.009855,0.002672,0.010988,0.046838,0.040956,0.004157,0.001705,0.028695,0.025610,0.049587,0.001988,0.011771,0.015719,0.017732,0.021729,0.030990,0.004017,0.011753,0.008628,0.279526,0.014209,0.000000,0.007147,0.014995,0.015041,0.000000,0.002403,0.027100,0.068188,0.012482,0.017126,0.003862,0.002757,Not run,Not run,0.000597,0.000811,0.001120,Not run,0.099717,0.108647,Not run
corona-cpu,8,Base_OpenMP,default,0.023909,0.007872,0.004911,0.084857,0.006341,0.012693,0.015777,0.018262,0.011166,0.053506,0.030035,0.011618,0.007803,0.026515,0.401825,0.002535,0.000829,0.003256,0.006796,0.120568,0.026257,0.010874,0.018687,0.002568,0.018865,0.076294,0.013281,0.024012,0.019964,0.004099,0.015917,0.062396,0.092387,0.014342,0.003525,0.012683,0.058667,0.074102,0.003371,0.002428,0.026660,0.033320,0.057845,0.002928,0.012215,0.015641,0.019562,0.016068,0.012359,0.004103,0.021674,0.016084,0.551755,0.033266,0.000000,0.012782,0.028809,0.028871,0.000000,0.004085,0.053875,0.132952,0.017449,0.032565,0.006387,0.004163,Not run,Not run,0.000660,0.000791,0.001885,Not run,0.073261,0.057309,Not run
corona-cpu,4,Base_OpenMP,default,0.059969,0.032017,0.007954,0.169875,0.010669,0.024402,0.031282,0.035866,0.019768,0.101157,0.053518,0.020753,0.013757,0.051551,0.303752,0.004954,0.000609,0.002925,0.013809,0.084954,0.068387,0.019138,0.031343,0.004512,0.031798,0.061178,0.022055,0.051374,0.093900,0.007322,0.029559,0.123159,0.187533,0.028017,0.006089,0.020044,0.100975,0.149120,0.004805,0.003780,0.039917,0.062447,0.100451,0.005378,0.021217,0.028755,0.033380,0.029499,0.020457,0.007836,0.043187,0.034249,1.113668,0.117051,0.000000,0.024895,0.057108,0.057060,0.000000,0.007617,0.112878,0.267796,0.033667,0.064900,0.012006,0.007550,Not run,Not run,0.000996,0.001549,0.002630,Not run,0.077197,0.043432,Not run
corona-cpu,96,Base_OpenMP,default,0.004803,0.003625,0.011794,0.018540,0.018247,0.006282,0.004166,0.008565,0.014251,0.057369,0.053163,0.007441,0.009793,0.022975,0.725328,0.001801,0.002274,0.002816,0.002278,0.344078,0.008831,0.014108,0.045250,0.004991,0.045498,0.101600,0.024094,0.008480,0.013174,0.002455,0.022827,0.014601,0.021353,0.005647,0.005605,0.030915,0.134219,0.017502,0.005746,0.002761,0.074966,0.072202,0.130410,0.002928,0.021356,0.039557,0.050734,0.040036,0.021550,0.002423,0.006404,0.004116,0.086674,0.008496,0.000000,0.005971,0.004709,0.004691,0.000000,0.002099,0.011303,0.014763,0.018436,0.008193,0.003936,0.003324,Not run,Not run,0.001386,0.002232,0.002558,Not run,0.084416,0.514397,Not run
corona-cpu,48,Base_OpenMP,default,0.006241,0.003855,0.007719,0.021859,0.011377,0.006867,0.004733,0.007818,0.012252,0.043888,0.036006,0.007863,0.008367,0.018841,0.601627,0.001792,0.001680,0.001811,0.003329,0.251365,0.011376,0.010508,0.029088,0.003248,0.029120,0.125033,0.016116,0.010601,0.011719,0.002853,0.019003,0.026910,0.038899,0.006239,0.004150,0.022635,0.087267,0.034198,0.004227,0.002075,0.041026,0.048798,0.127498,0.002516,0.016195,0.024296,0.031187,0.027283,0.019140,0.002718,0.008435,0.006312,0.164452,0.010734,0.000000,0.006517,0.007571,0.007428,0.000000,0.002179,0.018825,0.025120,0.014980,0.012146,0.003893,0.002652,Not run,Not run,0.000965,0.001515,0.001812,Not run,0.094734,0.293737,Not run
corona-cpu,32,Base_OpenMP,default,0.008287,0.004225,0.005744,0.026709,0.008374,0.007606,0.005547,0.007863,0.009752,0.040173,0.028339,0.010170,0.007704,0.019125,0.540848,0.001871,0.001302,0.001460,0.003861,0.252576,0.013979,0.009584,0.020114,0.002564,0.020926,0.066083,0.013846,0.013958,0.010995,0.002695,0.015116,0.037417,0.055755,0.007571,0.003504,0.016633,0.067904,0.046741,0.003562,0.001690,0.029652,0.036274,0.067851,0.002260,0.015777,0.019074,0.024062,0.025916,0.019376,0.003065,0.010816,0.007967,0.246241,0.013694,0.000000,0.007598,0.009565,0.009403,0.000000,0.002466,0.026422,0.035623,0.013461,0.015983,0.004087,0.002452,Not run,Not run,0.000764,0.001139,0.001453,Not run,0.100748,0.226905,Not run
corona-cpu,16,Base_OpenMP,default,0.009164,0.004134,0.004051,0.045935,0.005554,0.007315,0.008284,0.010197,0.009007,0.033257,0.021213,0.011332,0.008464,0.015949,0.485979,0.001818,0.000647,0.001322,0.003910,0.229223,0.015416,0.007846,0.014769,0.002082,0.015308,0.223815,0.016045,0.014009,0.010478,0.002738,0.016106,0.034132,0.051281,0.009883,0.002705,0.011242,0.047953,0.043591,0.003174,0.001664,0.026412,0.025203,0.054015,0.002203,0.015779,0.012952,0.018971,0.024093,0.031576,0.003348,0.012184,0.008548,0.280166,0.014538,0.000000,0.007302,0.015172,0.015118,0.000000,0.002427,0.027036,0.068915,0.012969,0.017394,0.003941,0.002771,Not run,Not run,0.000590,0.000806,0.001100,Not run,0.094925,0.106431,Not run
corona-cpu,8,Base_OpenMP,default,0.023831,0.007972,0.005226,0.086992,0.006845,0.012660,0.016127,0.018662,0.010794,0.054164,0.030430,0.011652,0.008158,0.027254,0.416741,0.002853,0.000746,0.003254,0.006840,0.122955,0.026827,0.010850,0.018924,0.002779,0.018794,0.075356,0.013386,0.024422,0.019370,0.004149,0.017708,0.062855,0.093714,0.014572,0.003575,0.012668,0.059447,0.075309,0.003368,0.002334,0.026801,0.033511,0.058606,0.003003,0.011920,0.016068,0.019940,0.016473,0.011988,0.004156,0.022162,0.016344,0.559268,0.031958,0.000000,0.012793,0.029297,0.029273,0.000000,0.004082,0.054562,0.135213,0.017917,0.033142,0.006517,0.004243,Not run,Not run,0.000637,0.000746,0.001741,Not run,0.074856,0.055235,Not run
corona-cpu,4,Base_OpenMP,default,0.060286,0.031484,0.008297,0.170240,0.011099,0.024903,0.031467,0.036179,0.018983,0.102727,0.056995,0.021534,0.013560,0.051920,0.297232,0.004961,0.000422,0.001858,0.014001,0.085445,0.069064,0.019554,0.032252,0.004337,0.032365,0.061197,0.022518,0.052528,0.096027,0.007409,0.028967,0.123060,0.187588,0.027951,0.006149,0.020323,0.101014,0.149022,0.004795,0.003711,0.039726,0.059747,0.101967,0.005418,0.021753,0.028706,0.033947,0.027755,0.021454,0.007714,0.042612,0.033773,1.117932,0.116318,0.000000,0.025128,0.057143,0.057121,0.000000,0.007633,0.112498,0.270191,0.034506,0.065307,0.012607,0.007665,Not run,Not run,0.001012,0.001379,0.002506,Not run,0.064265,0.042105,Not run
corona-cpu,96,Base_OpenMP,default,0.004840,0.004093,0.011722,0.018687,0.017939,0.006869,0.004213,0.008888,0.013650,0.057301,0.053286,0.008205,0.010168,0.023192,0.699697,0.001602,0.002222,0.002801,0.002375,0.352991,0.009023,0.013905,0.045930,0.004863,0.046322,0.106385,0.025181,0.008108,0.013010,0.002503,0.023275,0.014996,0.021138,0.005691,0.005619,0.030568,0.136059,0.018398,0.006277,0.002849,0.073680,0.071785,0.165655,0.003048,0.022639,0.041512,0.052607,0.043853,0.022647,0.002522,0.006583,0.003885,0.086728,0.008383,0.000000,0.005894,0.004790,0.004748,0.000000,0.002019,0.011309,0.014908,0.017406,0.008284,0.004065,0.003451,Not run,Not run,0.001440,0.002228,0.002559,Not run,0.083986,0.498046,Not run
corona-cpu,48,Base_OpenMP,default,0.006289,0.003920,0.007846,0.022475,0.011550,0.007047,0.004923,0.008050,0.010895,0.043929,0.037091,0.007941,0.008201,0.018482,0.598193,0.001986,0.001719,0.001835,0.003441,0.249610,0.011235,0.010166,0.029448,0.003260,0.029629,0.100717,0.016831,0.010691,0.010573,0.002910,0.019032,0.026762,0.038628,0.006241,0.004178,0.023067,0.088467,0.030868,0.004101,0.002065,0.043325,0.049300,0.101225,0.002516,0.015824,0.026077,0.032422,0.029117,0.020973,0.002899,0.008390,0.006235,0.162973,0.010683,0.000000,0.006474,0.007427,0.007390,0.000000,0.002192,0.018805,0.025049,0.016315,0.012080,0.003905,0.002710,Not run,Not run,0.000996,0.001556,0.001839,Not run,0.093817,0.293017,Not run
corona-cpu,32,Base_OpenMP,default,0.008186,0.004116,0.005737,0.026162,0.007762,0.007447,0.005643,0.007815,0.009674,0.039611,0.028687,0.010453,0.007836,0.018455,0.532766,0.002140,0.001281,0.001484,0.004232,0.239264,0.013918,0.009117,0.021190,0.002424,0.021484,0.159974,0.012778,0.013290,0.010738,0.002942,0.014432,0.037175,0.053721,0.007485,0.003514,0.016865,0.065916,0.046125,0.004490,0.001776,0.037934,0.035342,0.066656,0.002449,0.018945,0.019825,0.026243,0.026785,0.024224,0.003700,0.010765,0.007991,0.244049,0.013398,0.000000,0.007549,0.009456,0.009362,0.000000,0.002487,0.026147,0.035189,0.013490,0.016134,0.004043,0.002468,Not run,Not run,0.000732,0.001139,0.001489,Not run,0.101905,0.209455,Not run
corona-cpu,16,Base_OpenMP,default,0.009156,0.004169,0.004063,0.045441,0.005903,0.007419,0.008255,0.010157,0.008072,0.033432,0.021365,0.011076,0.007390,0.015950,0.473466,0.002009,0.000719,0.001298,0.004167,0.229162,0.015137,0.007877,0.015076,0.002109,0.018424,0.176222,0.010500,0.013290,0.010569,0.002726,0.012911,0.034204,0.051269,0.009958,0.002665,0.011317,0.046347,0.040415,0.003393,0.001647,0.022796,0.026074,0.046440,0.001925,0.011586,0.014087,0.022761,0.027580,0.030727,0.003277,0.011842,0.008558,0.279470,0.014608,0.000000,0.007242,0.014951,0.014975,0.000000,0.002402,0.026944,0.067733,0.011646,0.017291,0.003893,0.002739,Not run,Not run,0.000589,0.000816,0.001154,Not run,0.097282,0.106007,Not run
corona-cpu,8,Base_OpenMP,default,0.023663,0.007840,0.005199,0.085244,0.006509,0.012627,0.015888,0.018438,0.010839,0.054568,0.030632,0.011497,0.007759,0.027004,0.396076,0.002553,0.000564,0.003217,0.007136,0.121078,0.026451,0.011002,0.018960,0.002911,0.019108,0.075653,0.012992,0.023930,0.018620,0.004158,0.016029,0.061902,0.093256,0.014401,0.003525,0.013012,0.060085,0.074246,0.003391,0.002466,0.027024,0.034017,0.060053,0.002950,0.012749,0.016466,0.020268,0.020070,0.012639,0.004149,0.021639,0.016132,0.551237,0.031369,0.000000,0.012801,0.028862,0.028750,0.000000,0.004092,0.053841,0.133618,0.016725,0.032645,0.006399,0.004188,Not run,Not run,0.000679,0.000864,0.002020,Not run,0.080544,0.062721,Not run
corona-cpu,4,Base_OpenMP,default,0.060080,0.032232,0.008196,0.169668,0.010623,0.024578,0.031344,0.035854,0.019839,0.101928,0.054092,0.020752,0.014124,0.051690,0.295393,0.004837,0.000595,0.002965,0.013177,0.085322,0.069294,0.019652,0.031657,0.004518,0.032197,0.061394,0.021997,0.051015,0.093626,0.007391,0.029645,0.122574,0.186759,0.027786,0.006066,0.020156,0.101504,0.148745,0.004785,0.003718,0.039562,0.058991,0.102975,0.005329,0.021459,0.028431,0.033585,0.027422,0.021478,0.007711,0.042045,0.034509,1.111110,0.117454,0.000000,0.024773,0.056805,0.056815,0.000000,0.007569,0.111504,0.267929,0.033268,0.064363,0.012301,0.007557,Not run,Not run,0.001032,0.001486,0.002549,Not run,0.069314,0.046592,Not run
dane,224,Base_OpenMP,default,0.002801,0.001999,0.011496,0.018820,0.021835,0.005044,0.003704,0.008742,0.011871,0.053183,0.053375,0.003952,0.008438,0.021940,9.900761,0.002864,0.016657,0.016405,0.003578,1.200593,0.006644,0.011553,0.044457,0.031818,0.044116,0.052533,0.022223,0.004040,0.009703,0.001451,0.022277,0.005836,0.007993,0.002286,0.006639,0.034289,0.130143,0.007973,0.002730,0.002804,0.028049,0.086712,0.109853,0.002665,0.024158,0.040123,0.106040,0.041693,0.022354,0.001571,0.003824,0.002804,0.032822,0.004961,0.000000,0.004785,0.003253,0.003204,0.000000,0.001406,0.005745,0.016351,0.016334,0.004266,0.002562,0.003257,Not run,Not run,0.002755,0.002291,0.002381,Not run,0.306462,0.677941,Not run
dane,112,Base_OpenMP,default,0.002830,0.001569,0.004720,0.017957,0.008510,0.003156,0.002391,0.004155,0.005616,0.024372,0.024017,0.004627,0.003990,0.009437,1.910776,0.001095,0.003612,0.003572,0.001209,1.053395,0.005762,0.005244,0.018315,0.007591,0.018276,0.040048,0.009423,0.004083,0.004944,0.000969,0.009405,0.010247,0.014855,0.002026,0.003782,0.015279,0.054732,0.011703,0.003518,0.001219,0.018567,0.035257,0.053009,0.001524,0.009928,0.016341,0.023304,0.016413,0.009211,0.000977,0.003074,0.002179,0.050663,0.004246,0.000000,0.002630,0.002989,0.002944,0.000000,0.000865,0.006564,0.023940,0.007640,0.004148,0.001518,0.001695,Not run,Not run,0.000731,0.001062,0.001053,Not run,0.335561,0.262490,Not run
dane,56,Base_OpenMP,default,0.002948,0.001546,0.003267,0.015082,0.006125,0.002655,0.002238,0.002522,0.007235,0.015345,0.015365,0.003268,0.005103,0.006027,0.881772,0.000661,0.001460,0.001601,0.000953,0.374967,0.004742,0.004303,0.013062,0.003583,0.012650,0.039625,0.007101,0.004950,0.004233,0.001538,0.006808,0.009565,0.012549,0.002573,0.001710,0.008449,0.036265,0.011036,0.002878,0.000910,0.013473,0.020796,0.028502,0.000984,0.006441,0.011278,0.013875,0.011177,0.006618,0.000855,0.002912,0.002002,0.054159,0.004240,0.000000,0.002184,0.002718,0.002714,0.000000,0.000722,0.006033,0.025623,0.006653,0.003870,0.001341,0.001206,Not run,Not run,0.000424,0.000672,0.000720,Not run,0.140249,0.172264,Not run
dane,32,Base_OpenMP,default,0.006562,0.001712,0.002301,0.022567,0.003972,0.003274,0.003318,0.002086,0.009871,0.009947,0.010119,0.003774,0.006960,0.003737,0.706030,0.000597,0.000663,0.000770,0.000888,0.306332,0.008074,0.004310,0.008636,0.001903,0.008720,0.029068,0.005524,0.006565,0.004908,0.000911,0.005332,0.016283,0.021865,0.004957,0.001219,0.007125,0.027604,0.019019,0.001676,0.000686,0.015541,0.015314,0.025281,0.000867,0.004502,0.007489,0.009207,0.007586,0.004510,0.000924,0.004036,0.002599,0.090260,0.005958,0.000000,0.002717,0.004157,0.004093,0.000000,0.000842,0.009436,0.039333,0.007707,0.005627,0.001545,0.001050,Not run,Not run,0.000296,0.000472,0.000490,Not run,0.122875,0.092899,Not run
dane,16,Base_OpenMP,default,0.015050,0.003876,0.002232,0.040669,0.003444,0.005485,0.005969,0.002580,0.018413,0.008383,0.008431,0.004591,0.012346,0.003507,0.568170,0.000661,0.000260,0.000429,0.001296,0.261703,0.015730,0.006010,0.008328,0.002066,0.008451,0.027036,0.006115,0.010445,0.032861,0.001387,0.006297,0.026699,0.040817,0.006024,0.001198,0.005995,0.028485,0.031170,0.001012,0.000683,0.011373,0.013654,0.024714,0.001093,0.004430,0.006886,0.008587,0.007048,0.004398,0.001338,0.007823,0.004396,0.163465,0.015800,0.000000,0.003990,0.007556,0.007502,0.000000,0.001236,0.017751,0.063706,0.011911,0.010149,0.002345,0.001310,Not run,Not run,0.000227,0.000399,0.000456,Not run,0.105193,0.040649,Not run
dane,8,Base_OpenMP,default,0.038027,0.024474,0.002883,0.080329,0.005006,0.010321,0.011912,0.004416,0.020745,0.012250,0.012177,0.007961,0.013475,0.005795,0.522315,0.000979,0.000196,0.000531,0.002287,0.208440,0.034071,0.009522,0.011283,0.003507,0.012980,0.044133,0.010212,0.026103,0.041604,0.002671,0.015425,0.044416,0.066052,0.010107,0.001998,0.008801,0.045976,0.053201,0.001143,0.001104,0.016544,0.021454,0.039309,0.001741,0.007200,0.010292,0.010478,0.010175,0.007048,0.002559,0.014582,0.009601,0.326688,0.063477,0.000000,0.007080,0.014552,0.014434,0.000000,0.002297,0.049549,0.126987,0.019507,0.020412,0.004610,0.002362,Not run,Not run,0.000299,0.000555,0.000635,Not run,0.103252,0.025831,Not run
dane,4,Base_OpenMP,default,0.050842,0.039202,0.007582,0.160689,0.008885,0.020492,0.024154,0.008950,0.039253,0.022014,0.021872,0.014974,0.027499,0.010941,0.464251,0.001802,0.000271,0.001039,0.004287,0.183103,0.102544,0.029780,0.032412,0.006745,0.034959,0.077640,0.039160,0.061586,0.102623,0.005184,0.058123,0.082831,0.123867,0.019509,0.003577,0.027192,0.095914,0.099688,0.001821,0.002183,0.028538,0.042798,0.071789,0.003182,0.038532,0.028420,0.026899,0.029214,0.038569,0.005966,0.031193,0.021235,0.652999,0.121903,0.000000,0.014393,0.028563,0.028310,0.000000,0.004564,0.088566,0.254127,0.058830,0.040513,0.009342,0.004451,Not run,Not run,0.000512,0.000936,0.001623,Not run,0.100224,0.019607,Not run
dane,224,Base_OpenMP,default,0.002711,0.001893,0.010525,0.018008,0.020153,0.004742,0.003579,0.008329,0.011093,0.049274,0.049578,0.004161,0.007894,0.020826,10.892517,0.002689,0.014630,0.014737,0.002916,1.115035,0.006368,0.010734,0.041328,0.029224,0.041344,0.050771,0.020763,0.003992,0.009163,0.001361,0.020737,0.005790,0.007829,0.002167,0.006314,0.033001,0.120726,0.006777,0.002614,0.002591,0.027015,0.080601,0.102165,0.002519,0.022269,0.036883,0.092087,0.036964,0.020483,0.001476,0.003601,0.002735,0.032778,0.004729,0.000000,0.004419,0.003186,0.003152,0.000000,0.001384,0.005434,0.016257,0.015258,0.004127,0.002395,0.003115,Not run,Not run,0.002224,0.002131,0.002194,Not run,0.296952,0.636248,Not run
dane,112,Base_OpenMP,default,0.002729,0.001569,0.004706,0.017893,0.008435,0.003182,0.002314,0.004000,0.005562,0.023533,0.023757,0.003947,0.004014,0.009293,1.688519,0.001063,0.003023,0.003265,0.001209,0.990590,0.005816,0.005188,0.018008,0.006738,0.018283,0.039813,0.009428,0.004056,0.004823,0.000880,0.009251,0.009941,0.014233,0.001987,0.003795,0.015193,0.054390,0.011532,0.003440,0.001210,0.018408,0.035709,0.053772,0.001498,0.009905,0.015926,0.022658,0.016270,0.009167,0.001025,0.003096,0.002143,0.049243,0.004273,0.000000,0.002646,0.002974,0.003070,0.000000,0.000878,0.006356,0.022990,0.007584,0.004092,0.001510,0.001597,Not run,Not run,0.000707,0.001027,0.000996,Not run,0.388817,0.255364,Not run
dane,56,Base_OpenMP,default,0.002850,0.001458,0.003180,0.014723,0.006197,0.002530,0.002277,0.002393,0.007119,0.015127,0.014944,0.003346,0.004982,0.006069,0.741402,0.000659,0.001825,0.002056,0.000868,0.353105,0.004726,0.003801,0.011194,0.004457,0.011271,0.041274,0.006604,0.004877,0.003939,0.000796,0.006279,0.009018,0.012392,0.002555,0.001786,0.008049,0.036911,0.010374,0.002882,0.000946,0.013351,0.019539,0.028100,0.000968,0.005863,0.010263,0.012642,0.010733,0.005906,0.000841,0.002896,0.002027,0.052294,0.004028,0.000000,0.002097,0.002792,0.002725,0.000000,0.000698,0.006180,0.025593,0.006218,0.003968,0.001452,0.001132,Not run,Not run,0.000411,0.000611,0.000661,Not run,0.134301,0.164995,Not run
dane,32,Base_OpenMP,default,0.005772,0.001844,0.003312,0.023469,0.006089,0.003615,0.003831,0.002724,0.010892,0.014864,0.014912,0.003704,0.007745,0.005856,0.666761,0.000676,0.000861,0.000854,0.001009,0.342375,0.008601,0.005616,0.012677,0.002181,0.012831,0.024153,0.007464,0.007872,0.005466,0.001053,0.007408,0.015632,0.021255,0.005001,0.001743,0.009786,0.028497,0.018761,0.001646,0.000662,0.015544,0.015648,0.025900,0.000901,0.004628,0.007528,0.009283,0.007820,0.004618,0.000959,0.004560,0.002638,0.091114,0.006190,0.000000,0.002572,0.004621,0.004278,0.000000,0.000864,0.009651,0.040238,0.007747,0.005971,0.001761,0.001074,Not run,Not run,0.000289,0.000473,0.000488,Not run,0.126687,0.094006,Not run
dane,16,Base_OpenMP,default,0.014323,0.003466,0.002645,0.040955,0.004125,0.005691,0.006091,0.002782,0.017617,0.010137,0.010120,0.004524,0.014777,0.004131,0.543738,0.000698,0.000292,0.000468,0.001279,0.246594,0.015018,0.006641,0.009756,0.002136,0.009903,0.020895,0.006903,0.010646,0.028939,0.001425,0.007003,0.025803,0.040053,0.006022,0.001434,0.006940,0.032653,0.030815,0.001137,0.000791,0.011688,0.016146,0.027855,0.001277,0.005166,0.008156,0.009821,0.008306,0.005143,0.001560,0.007850,0.004762,0.163507,0.014403,0.000000,0.003913,0.007776,0.007666,0.000000,0.001283,0.017796,0.063764,0.012540,0.010307,0.002503,0.001399,Not run,Not run,0.000259,0.000456,0.000539,Not run,0.104242,0.061005,Not run
dane,8,Base_OpenMP,default,0.038126,0.024380,0.002882,0.080347,0.005046,0.010353,0.012067,0.004548,0.019229,0.012300,0.012198,0.007867,0.013803,0.007758,0.489731,0.000989,0.000207,0.000553,0.002295,0.191718,0.032975,0.010250,0.020553,0.003492,0.020853,0.044916,0.012432,0.026587,0.041374,0.002589,0.018257,0.043160,0.064459,0.009978,0.002397,0.009958,0.053610,0.051812,0.001264,0.001296,0.016953,0.022276,0.040502,0.002340,0.011179,0.011734,0.010826,0.011200,0.011024,0.002822,0.014512,0.009582,0.326746,0.064004,0.000000,0.007125,0.015107,0.014888,0.000000,0.002316,0.050185,0.127061,0.021093,0.020350,0.004524,0.002369,Not run,Not run,0.000307,0.000550,0.000705,Not run,0.105698,0.025530,Not run
dane,4,Base_OpenMP,default,0.050536,0.038981,0.011264,0.161102,0.008999,0.020514,0.024345,0.009030,0.039212,0.022293,0.022206,0.014988,0.027580,0.008945,0.476546,0.001805,0.000289,0.001277,0.004282,0.179596,0.105230,0.027825,0.046058,0.006748,0.046520,0.069774,0.035771,0.062307,0.101515,0.005240,0.055360,0.081941,0.121518,0.019497,0.003595,0.026232,0.097281,0.097602,0.001812,0.002191,0.028751,0.046365,0.073500,0.003189,0.035177,0.040945,0.043197,0.040895,0.035155,0.006003,0.029172,0.021070,0.653085,0.121678,0.000000,0.014210,0.029142,0.028919,0.000000,0.004591,0.089185,0.254089,0.058472,0.040536,0.009270,0.004771,Not run,Not run,0.000506,0.000948,0.002297,Not run,0.102730,0.023123,Not run
dane,224,Base_OpenMP,default,0.002688,0.001944,0.010797,0.018207,0.020864,0.004802,0.003592,0.008566,0.011369,0.050710,0.051436,0.004134,0.008148,0.021057,8.790304,0.002598,0.014342,0.015340,0.003194,1.184950,0.006399,0.011044,0.042475,0.028905,0.042579,0.051797,0.021255,0.004001,0.009270,0.001425,0.021317,0.005700,0.008179,0.002276,0.006680,0.033718,0.125890,0.006689,0.002666,0.002670,0.027298,0.083692,0.105789,0.002603,0.022819,0.038215,0.092355,0.038218,0.021095,0.001519,0.003660,0.002757,0.032857,0.004815,0.000000,0.004596,0.003175,0.003227,0.000000,0.001371,0.005547,0.016919,0.015503,0.004172,0.002509,0.003067,Not run,Not run,0.002168,0.002224,0.002295,Not run,0.304186,0.644325,Not run
