machine, rep, sz, n_threads, Basic_ARRAY_OF_PTRS, Basic_COPY8, Basic_DAXPY, Basic_DAXPY_ATOMIC, Basic_EMPTY, Basic_IF_QUAD, Basic_INDEXLIST, Basic_INDEXLIST_3LOOP, Basic_INIT3, Basic_INIT_VIEW1D, Basic_INIT_VIEW1D_OFFSET, Basic_MAT_MAT_SHARED, Basic_MULADDSUB, Basic_NESTED_INIT, Basic_PI_ATOMIC, Basic_PI_REDUCE, Basic_REDUCE3_INT, Basic_REDUCE_STRUCT, Basic_TRAP_INT, Basic_MULTI_REDUCE, Lcals_DIFF_PREDICT, Lcals_EOS, Lcals_FIRST_DIFF, Lcals_FIRST_MIN, Lcals_FIRST_SUM, Lcals_GEN_LIN_RECUR, Lcals_HYDRO_1D, Lcals_HYDRO_2D, Lcals_INT_PREDICT, Lcals_PLANCKIAN, Lcals_TRIDIAG_ELIM, Polybench_2MM, Polybench_3MM, Polybench_ADI, Polybench_ATAX, Polybench_FDTD_2D, Polybench_FLOYD_WARSHALL, Polybench_GEMM, Polybench_GEMVER, Polybench_GESUMMV, Polybench_HEAT_3D, Polybench_JACOBI_1D, Polybench_JACOBI_2D, Polybench_MVT, Stream_ADD, Stream_COPY, Stream_DOT, Stream_MUL, Stream_TRIAD, Apps_CONVECTION3DPA, Apps_DEL_DOT_VEC_2D, Apps_DIFFUSION3DPA, Apps_EDGE3D, Apps_ENERGY, Apps_FEMSWEEP, Apps_FIR, Apps_LTIMES, Apps_LTIMES_NOVIEW, Apps_MASS3DEA, Apps_MASS3DPA, Apps_MATVEC_3D_STENCIL, Apps_NODAL_ACCUMULATION_3D, Apps_PRESSURE, Apps_VOL3D, Apps_ZONAL_ACCUMULATION_3D, Algorithm_SCAN, Algorithm_SORT, Algorithm_SORTPAIRS, Algorithm_REDUCE_SUM, Algorithm_MEMSET, Algorithm_MEMCPY, Algorithm_ATOMIC, Algorithm_HISTOGRAM, Comm_HALO_PACKING, Comm_HALO_PACKING_FUSED
tioga-cpu, 0.5, 0.5, 1, 0.200668, 0.056470, 0.038233, 0.040220, 0.105090, 0.445679, 0.135613, 0.119399, 0.080413, 0.362349, 0.346311, 0.242780, 0.064980, 0.160246, 0.018824, 0.019063, 0.003602, 0.015197, 0.055857, 0.049580, 0.123294, 0.169785, 0.154559, 0.014506, 0.159276, 0.144922, 0.120286, 0.148509, 0.179627, 0.181139, 0.122366, 0.733502, 1.102354, 0.073978, 0.048420, 0.119532, 0.449595, 0.833988, 0.011887, 0.029877, 0.242291, 0.283169, 0.554925, 0.048428, 0.089926, 0.106209, 0.494908, 0.124810, 0.089701, 0.083434, 0.257149, 0.219433, 5.864456, 0.227015, 0.000002, 0.258476, 0.208139, 0.208766, 0.000000, 0.068838, 0.401565, 0.196317, 0.284808, 0.168865, 0.042798, 0.024937, 0.469058, 0.494547, 0.012271, 0.006088, 0.007545, , 0.005462, 0.022942, 
tioga-cpu, 0.5, 1.0, 1, 0.426698, 0.131648, 0.074525, 0.081848, 0.186354, 0.893024, 0.269264, 0.234423, 0.203884, 0.708327, 0.673702, 0.660843, 0.160008, 0.303262, 0.037549, 0.038311, 0.007177, 0.030443, 0.111532, 0.099694, 0.344408, 0.345237, 0.300649, 0.029172, 0.317101, 0.334745, 0.251489, 0.310182, 0.441697, 0.335377, 0.294276, 2.091145, 3.154471, 0.148400, 0.097881, 0.240363, 1.160624, 2.400388, 0.023971, 0.060133, 0.469897, 0.554921, 1.216258, 0.097511, 0.199838, 0.221647, 0.989829, 0.248166, 0.202331, 0.169522, 0.504345, 0.467248, 11.580151, 0.472959, 0.000001, 0.517354, 0.399211, 0.400879, 0.000000, 0.134996, 0.842046, 0.401115, 0.613340, 0.324318, 0.090394, 0.049781, 0.991354, 1.046756, 0.024547, 0.012163, 0.014947, , 0.010891, 0.036995, 
tioga-cpu, 0.5, 2.0, 1, 1.669744, 0.278585, 0.191370, 0.199540, 0.341449, 1.785041, 0.536505, 0.472631, 0.618971, 1.409512, 1.333351, 1.917752, 0.456010, 0.598621, 0.075188, 0.076398, 0.014382, 0.061602, 0.222508, 0.197766, 0.839656, 0.711544, 0.739712, 0.058496, 0.811304, 0.953975, 0.638417, 0.620143, 1.041929, 0.645427, 0.811435, 6.162334, 9.157809, 0.295917, 0.199608, 0.594887, 4.591985, 7.226661, 0.049915, 0.122818, 0.946128, 1.288705, 2.367678, 0.196975, 0.560442, 0.608858, 2.007296, 0.651406, 0.615745, 0.356351, 0.993462, 0.938440, 22.656058, 0.996277, 0.000000, 1.034421, 0.781780, 0.785114, 0.000000, 0.249374, 1.545838, 0.787871, 1.260092, 0.607769, 0.167865, 0.100265, 2.066913, 2.182072, 0.049040, 0.024286, 0.035555, , 0.022050, 0.088316, 
tuolumne, 0.5, 0.5, 1, 0.001685, 0.001221, 0.005406, 0.001400, , 0.001421, 0.002523, 0.002136, 0.004982, 0.004834, 0.004817, 0.000798, 0.002032, 0.002512, 0.010803, , , , , , 0.003610, 0.005038, 0.003793, , 0.005489, 0.004992, 0.009035, 0.002979, 0.010586, 0.000994, 0.002629, 0.002048, 0.003099, 0.014521, 0.011652, 0.008182, 0.017709, 0.002151, 0.004391, 0.011081, 0.005093, 0.010886, 0.020164, 0.009908, 0.002056, 0.005008, , 0.007027, 0.002072, , 0.001491, , 0.006198, 0.003572, , 0.000660, 0.001920, 0.001856, , , 0.002361, 0.001935, 0.004315, 0.005584, 0.001055, 0.001345, , , , 0.000832, 0.000580, , , 0.113074, 
tuolumne, 0.5, 1.0, 1, 0.002406, 0.001655, 0.002313, 0.002229, , 0.002299, 0.003381, 0.002148, 0.003862, 0.010444, 0.007074, 0.001708, 0.003066, 0.003881, 0.012014, , , , , , 0.005940, 0.003023, 0.005632, , 0.005735, 0.007741, 0.003897, 0.004740, 0.008904, 0.001168, 0.005030, 0.004206, 0.008777, 0.019185, 0.018327, 0.007530, 0.025740, 0.004974, 0.004824, 0.016735, 0.007491, 0.017035, 0.025191, 0.015669, 0.007276, 0.005297, , 0.005302, 0.003630, , 0.002247, , 0.003816, 0.005555, , 0.001190, 0.003369, 0.003370, , , 0.004293, 0.003093, 0.006930, 0.005965, 0.001523, 0.002333, , , , 0.000882, 0.000833, , , 0.102565, 
tuolumne, 0.5, 2.0, 1, 0.004639, 0.002681, 0.004355, 0.003546, , 0.003297, 0.005915, 0.003091, 0.006319, 0.011858, 0.011801, 0.003571, 0.004984, 0.005992, 0.007449, , , , , , 0.010767, 0.005617, 0.010178, , 0.010379, 0.013234, 0.008011, 0.007731, 0.009521, 0.001539, 0.009832, 0.009109, 0.013334, 0.026314, 0.032008, 0.014166, 0.079355, 0.010618, 0.007696, 0.030812, 0.011508, 0.021153, 0.034644, 0.030078, 0.007893, 0.009124, , 0.009200, 0.007975, , 0.003288, , 0.006736, 0.009110, , 0.002240, 0.006056, 0.006004, , , 0.008166, 0.005152, 0.011284, 0.003385, 0.002132, 0.004510, , , , 0.001220, 0.001267, , , 0.080494, 
tuolumne-cpu, 0.5, 0.5, 1, 0.388473, 0.067763, 0.027384, 0.027281, 0.079390, 0.379775, 0.113934, 0.093924, 0.064446, 0.289330, 0.272884, 0.204798, 0.046796, 0.131833, 0.016131, 0.015824, 0.002610, 0.011366, 0.046206, 0.040667, 0.156988, 0.123830, 0.105799, 0.019475, 0.110859, 0.098635, 0.084678, 0.215122, 0.289968, 0.133817, 0.091912, 0.618357, 0.922109, 0.061907, 0.039785, 0.087038, 0.315418, 0.699695, 0.009619, 0.024376, 0.183296, 0.210916, 0.424230, 0.040719, 0.064028, 0.076194, 0.407990, 0.083571, 0.063939, 0.069023, 0.188200, 0.233224, 4.518849, 0.214766, 0.000003, 0.200446, 0.164350, 0.163883, 0.000000, 0.051891, 0.593352, 0.165781, 0.203386, 0.132503, 0.031717, 0.020368, 0.384348, 0.423893, 0.010215, 0.004235, 0.005044, , 0.003922, 0.015239, 
tuolumne-cpu, 0.5, 1.0, 1, 0.831717, 0.121931, 0.053507, 0.055902, 0.153338, 0.767055, 0.228700, 0.186857, 0.308996, 0.574643, 0.539508, 0.548150, 0.216826, 0.259177, 0.031813, 0.031629, 0.005259, 0.022715, 0.092371, 0.081354, 0.343401, 0.271291, 0.211521, 0.038944, 0.224023, 0.386662, 0.214206, 0.399065, 0.657089, 0.250497, 0.394252, 1.720131, 2.583747, 0.133665, 0.080403, 0.211517, 0.822650, 1.954419, 0.020268, 0.048919, 0.349303, 0.411713, 1.067534, 0.080478, 0.180082, 0.157055, 0.816236, 0.169596, 0.187058, 0.211220, 0.364901, 0.979919, 8.912552, 0.486132, 0.000001, 0.401045, 0.321300, 0.321090, 0.000001, 0.103593, 1.499265, 0.338092, 0.552977, 0.257821, 0.075118, 0.040756, 0.814175, 0.881258, 0.020415, 0.008693, 0.010400, , 0.007833, 0.026189, 
tuolumne-cpu, 0.5, 2.0, 1, 1.948390, 0.257621, 0.247175, 0.241419, 0.285232, 1.538439, 0.456819, 0.406453, 0.699964, 1.146071, 1.072990, 1.536645, 0.489979, 0.514945, 0.063155, 0.062940, 0.010515, 0.045871, 0.184750, 0.162755, 0.737406, 0.628205, 0.745493, 0.077895, 0.774759, 1.055291, 0.811883, 1.055078, 1.406994, 0.483250, 1.048952, 5.176534, 7.927988, 0.280039, 0.166816, 0.953391, 7.700569, 6.533986, 0.043314, 0.119871, 0.972137, 1.292045, 3.468069, 0.166636, 0.730855, 0.647497, 1.652249, 0.645567, 0.764504, 0.714975, 0.735462, 2.435356, 17.462039, 1.006416, 0.000001, 0.802745, 0.634796, 0.635067, 0.000001, 0.195511, 2.422660, 0.677358, 1.243375, 0.505870, 0.199945, 0.082290, 1.695644, 1.845186, 0.040815, 0.017304, 0.039465, , 0.015786, 0.070328, 
borax, 0.5, 0.5, 72, 0.019473, 0.005409, 0.009605, 0.038975, 0.016609, 0.010524, 0.004745, 0.008678, 0.021138, 0.048134, 0.047547, 0.009878, 0.015213, 0.020835, 0.977974, 0.001607, 0.003045, 0.003432, 0.002901, 0.674960, 0.015580, 0.015717, 0.035720, 0.007221, 0.036645, 0.108865, 0.025130, 0.012441, 0.020582, 0.002966, 0.029738, 0.031262, 0.047391, 0.004270, 0.005695, 0.023346, 0.102650, 0.040473, 0.004681, 0.002697, 0.028146, 0.059514, 0.081052, 0.002209, 0.021567, 0.031337, 0.036829, 0.033054, 0.024908, 0.002408, 0.009681, 0.006161, 0.178614, 0.019978, 0.000000, 0.006329, 0.010433, 0.010274, 0.000000, 0.002075, 0.024658, 0.047824, 0.026681, 0.012457, 0.004522, 0.003046, , , 0.001207, 0.001899, 0.002087, , 0.215783, 0.386409, 
borax, 0.5, 0.5, 32, 0.031820, 0.007054, 0.012924, 0.070629, 0.009131, 0.018278, 0.007678, 0.010738, 0.024863, 0.039845, 0.039953, 0.015105, 0.018643, 0.018404, 1.097182, 0.001956, 0.001197, 0.001383, 0.004346, 1.149255, 0.021374, 0.014973, 0.046838, 0.003189, 0.046777, 0.066696, 0.031687, 0.021992, 0.025205, 0.003633, 0.029818, 0.066069, 0.101700, 0.006558, 0.007886, 0.029650, 0.107581, 0.079322, 0.003633, 0.003067, 0.037565, 0.066826, 0.098458, 0.003582, 0.031530, 0.041701, 0.039571, 0.042650, 0.031839, 0.003434, 0.018468, 0.011274, 0.399672, 0.029717, 0.000000, 0.009546, 0.019777, 0.019508, 0.000000, 0.002864, 0.047548, 0.104003, 0.032977, 0.024802, 0.005268, 0.003762, , , 0.000733, 0.001323, 0.002707, , 0.377053, 0.184846, 
borax, 0.5, 0.5, 16, 0.026122, 0.007135, 0.012040, 0.062786, 0.006384, 0.018235, 0.010572, 0.013483, 0.031566, 0.035137, 0.036979, 0.015345, 0.022897, 0.015960, 0.642930, 0.001772, 0.000657, 0.001389, 0.004555, 0.533095, 0.025761, 0.017909, 0.044061, 0.003347, 0.043964, 0.090671, 0.029610, 0.022754, 0.024610, 0.004613, 0.026166, 0.056791, 0.086576, 0.010238, 0.005269, 0.026289, 0.104357, 0.066835, 0.003650, 0.003897, 0.032236, 0.061786, 0.081107, 0.003311, 0.029580, 0.039126, 0.035575, 0.039967, 0.029668, 0.003816, 0.018217, 0.012801, 0.438288, 0.033255, 0.000000, 0.010575, 0.029672, 0.028918, 0.000000, 0.003001, 0.039700, 0.097065, 0.038675, 0.026979, 0.005907, 0.004137, , , 0.000625, 0.001024, 0.002537, , 0.155982, 0.112236, 
borax, 0.5, 0.5, 8, 0.058532, 0.031233, 0.012906, 0.122022, 0.007234, 0.033598, 0.018256, 0.022044, 0.035410, 0.054674, 0.058602, 0.021000, 0.024224, 0.025915, 0.780545, 0.002854, 0.000478, 0.001175, 0.007532, 0.301762, 0.055970, 0.022608, 0.052218, 0.004733, 0.052226, 0.058995, 0.033972, 0.045339, 0.053108, 0.006550, 0.041979, 0.112369, 0.169641, 0.016149, 0.005745, 0.028290, 0.148582, 0.132194, 0.002062, 0.002333, 0.043669, 0.083834, 0.110736, 0.005286, 0.033708, 0.044290, 0.035658, 0.046683, 0.033792, 0.005806, 0.034980, 0.023069, 0.874586, 0.083690, 0.000000, 0.019931, 0.056602, 0.055071, 0.000000, 0.005048, 0.103891, 0.192435, 0.046718, 0.052962, 0.009732, 0.005613, , , 0.000583, 0.001677, 0.002463, , 0.160494, 0.039496, 
borax, 0.5, 0.5, 4, 0.100908, 0.043496, 0.022743, 0.220089, 0.011605, 0.060133, 0.032915, 0.039736, 0.063172, 0.095761, 0.102834, 0.037449, 0.044383, 0.045410, 0.655228, 0.005019, 0.000630, 0.002066, 0.013481, 0.317483, 0.100525, 0.040849, 0.091232, 0.008335, 0.091572, 0.103345, 0.060233, 0.082958, 0.096824, 0.011708, 0.074996, 0.203733, 0.307086, 0.029195, 0.009687, 0.049640, 0.262560, 0.239250, 0.003276, 0.004058, 0.075451, 0.148094, 0.194521, 0.009345, 0.060228, 0.079412, 0.064887, 0.082005, 0.060283, 0.010303, 0.063203, 0.041559, 1.571350, 0.147937, 0.000000, 0.035839, 0.100840, 0.098101, 0.000000, 0.009077, 0.187915, 0.347874, 0.083053, 0.095844, 0.017417, 0.010225, , , 0.000956, 0.002896, 0.004407, , 0.127177, 0.030901, 
boraxo, 0.5, 0.5, 72, 0.014073, 0.004464, 0.007514, 0.039313, 0.013930, 0.006423, 0.004408, 0.005805, 0.010578, 0.035595, 0.035304, 0.010144, 0.007482, 0.014493, 2.979364, 0.001450, 0.003072, 0.003332, 0.002022, 0.784127, 0.011648, 0.009406, 0.028965, 0.006902, 0.029088, 0.097232, 0.015799, 0.011492, 0.016878, 0.002178, 0.015810, 0.046901, 0.060775, 0.004329, 0.014070, 0.019244, 0.084868, 0.065686, 0.005153, 0.002639, 0.018275, 0.049541, 0.067551, 0.002422, 0.015296, 0.025676, 0.037138, 0.025582, 0.015005, 0.001826, 0.009183, 0.005289, 0.156245, 0.015001, 0.000000, 0.006956, 0.009139, 0.009756, 0.000000, 0.001649, 0.030725, 0.052021, 0.013500, 0.012734, 0.003526, 0.002652, , , 0.001116, 0.001509, 0.001644, , 0.318773, 0.384350, 
boraxo, 0.5, 0.5, 32, 0.028249, 0.007176, 0.006029, 0.075213, 0.009539, 0.009654, 0.006848, 0.005419, 0.015201, 0.024118, 0.023965, 0.012588, 0.010750, 0.010304, 2.141088, 0.001565, 0.001010, 0.001254, 0.002631, 1.248733, 0.021524, 0.010196, 0.022476, 0.003599, 0.022434, 0.059399, 0.013675, 0.023643, 0.028853, 0.003182, 0.016656, 0.116868, 0.135704, 0.006855, 0.012315, 0.015362, 0.064529, 0.193531, 0.004725, 0.005263, 0.024948, 0.040575, 0.067505, 0.003806, 0.012912, 0.018474, 0.023746, 0.018655, 0.012956, 0.002569, 0.017463, 0.010349, 0.351176, 0.031740, 0.000000, 0.007993, 0.017079, 0.018436, 0.000000, 0.002311, 0.076204, 0.114023, 0.019537, 0.025881, 0.005245, 0.002684, , , 0.000663, 0.001048, 0.001177, , 0.373383, 0.185522, 
boraxo, 0.5, 0.5, 16, 0.019598, 0.007372, 0.004872, 0.067283, 0.006785, 0.009112, 0.009876, 0.004914, 0.018232, 0.018706, 0.018536, 0.010840, 0.012140, 0.007886, 1.148672, 0.001173, 0.000572, 0.000914, 0.002497, 0.983393, 0.022610, 0.009476, 0.019306, 0.003879, 0.019324, 0.082790, 0.011811, 0.024823, 0.028833, 0.005661, 0.015059, 0.047275, 0.068812, 0.010075, 0.010063, 0.012192, 0.050670, 0.053419, 0.004838, 0.011273, 0.021132, 0.034477, 0.052609, 0.002639, 0.010929, 0.015350, 0.021972, 0.015705, 0.010732, 0.002682, 0.019829, 0.010735, 0.376600, 0.032308, 0.000000, 0.008136, 0.025311, 0.024842, 0.000000, 0.002382, 0.041422, 0.104919, 0.019181, 0.029288, 0.005175, 0.003669, , , 0.000803, 0.000893, 0.000951, , 0.178707, 0.104379, 
boraxo, 0.5, 0.5, 8, 0.035781, 0.021616, 0.006396, 0.131881, 0.008295, 0.017295, 0.019370, 0.008051, 0.031085, 0.022300, 0.021860, 0.017519, 0.021798, 0.010996, 0.922343, 0.001550, 0.000340, 0.000897, 0.003601, 0.421649, 0.052775, 0.023631, 0.028351, 0.005735, 0.030448, 0.053394, 0.031574, 0.052152, 0.070603, 0.010883, 0.047192, 0.094421, 0.134510, 0.016847, 0.005961, 0.023644, 0.090508, 0.110268, 0.002433, 0.002226, 0.035352, 0.058892, 0.091725, 0.004260, 0.031535, 0.025587, 0.031869, 0.025647, 0.031553, 0.005043, 0.039542, 0.022003, 0.752591, 0.081867, 0.000000, 0.015487, 0.048763, 0.047558, 0.000000, 0.004533, 0.087366, 0.208655, 0.047614, 0.057978, 0.009720, 0.006405, , , 0.000803, 0.000785, 0.001428, , 0.175135, 0.046054, 
boraxo, 0.5, 0.5, 4, 0.065419, 0.032742, 0.022138, 0.264283, 0.014716, 0.034571, 0.041180, 0.017615, 0.062383, 0.047123, 0.046385, 0.034259, 0.043863, 0.022584, 0.969811, 0.002860, 0.000445, 0.002271, 0.006953, 0.472755, 0.092363, 0.045911, 0.088970, 0.011105, 0.089239, 0.099439, 0.068750, 0.105133, 0.130547, 0.021660, 0.092003, 0.182809, 0.269750, 0.033343, 0.008732, 0.053282, 0.212699, 0.219743, 0.003426, 0.005375, 0.072066, 0.145759, 0.199158, 0.008443, 0.068349, 0.080191, 0.088349, 0.080222, 0.068290, 0.010354, 0.078623, 0.045637, 1.504871, 0.151947, 0.000000, 0.031406, 0.095101, 0.093342, 0.000000, 0.009104, 0.166839, 0.416987, 0.098905, 0.115803, 0.019694, 0.013116, , , 0.001441, 0.001778, 0.004436, , 0.169827, 0.040353, 
corona-cpu, 0.5, 0.5, 96, 0.004832, 0.003834, 0.011717, 0.018607, 0.018035, 0.006667, 0.004207, 0.008750, 0.014290, 0.057443, 0.053461, 0.007780, 0.010137, 0.023029, 0.714348, 0.001693, 0.002271, 0.002869, 0.002407, 0.346418, 0.008865, 0.013781, 0.045786, 0.004931, 0.045973, 0.100995, 0.024510, 0.008316, 0.013035, 0.002457, 0.022825, 0.015028, 0.021332, 0.005610, 0.005586, 0.031069, 0.135141, 0.017986, 0.005953, 0.002801, 0.067211, 0.071935, 0.143624, 0.002979, 0.022027, 0.040580, 0.051394, 0.041916, 0.021961, 0.002491, 0.006520, 0.003978, 0.086685, 0.008416, 0.000000, 0.005958, 0.004756, 0.004750, 0.000000, 0.002043, 0.011295, 0.014781, 0.018153, 0.008228, 0.003992, 0.003378, , , 0.001423, 0.002356, 0.002564, , 0.083781, 0.504287, 
corona-cpu, 0.5, 0.5, 48, 0.006257, 0.003890, 0.007741, 0.022014, 0.011395, 0.006983, 0.004798, 0.007939, 0.011837, 0.044079, 0.036623, 0.007800, 0.008208, 0.018681, 0.599594, 0.001942, 0.001697, 0.001825, 0.003380, 0.248839, 0.011173, 0.010444, 0.029432, 0.003263, 0.029429, 0.117253, 0.016480, 0.010616, 0.011272, 0.002873, 0.018829, 0.027187, 0.038618, 0.006253, 0.004172, 0.022953, 0.086743, 0.032247, 0.004584, 0.002069, 0.041811, 0.048896, 0.106299, 0.002491, 0.015921, 0.025224, 0.031607, 0.027692, 0.019949, 0.002902, 0.008388, 0.006510, 0.163560, 0.010702, 0.000000, 0.006486, 0.007476, 0.007423, 0.000000, 0.002186, 0.018778, 0.024990, 0.015407, 0.012093, 0.003893, 0.002695, , , 0.000981, 0.001530, 0.001837, , 0.094043, 0.297592, 
corona-cpu, 0.5, 0.5, 32, 0.008253, 0.004207, 0.005759, 0.026309, 0.008083, 0.007554, 0.005683, 0.007805, 0.009797, 0.039859, 0.028636, 0.010361, 0.008351, 0.018748, 0.534682, 0.002062, 0.001280, 0.001466, 0.003955, 0.245098, 0.013977, 0.009420, 0.020693, 0.002522, 0.021144, 0.107419, 0.013379, 0.013676, 0.011111, 0.002902, 0.014844, 0.037040, 0.055122, 0.007471, 0.003501, 0.016636, 0.067014, 0.044445, 0.003848, 0.001705, 0.032644, 0.035432, 0.067563, 0.002325, 0.016655, 0.018944, 0.024772, 0.027025, 0.022624, 0.003333, 0.010745, 0.008029, 0.244745, 0.013627, 0.000000, 0.007562, 0.009486, 0.009388, 0.000000, 0.002460, 0.026231, 0.035366, 0.013621, 0.016119, 0.004081, 0.002483, , , 0.000755, 0.001134, 0.001461, , 0.100927, 0.217443, 
corona-cpu, 0.5, 0.5, 16, 0.009182, 0.004203, 0.004041, 0.045594, 0.005758, 0.007390, 0.008299, 0.010101, 0.008477, 0.033320, 0.021299, 0.010521, 0.007954, 0.015988, 0.478815, 0.001807, 0.000695, 0.001302, 0.004018, 0.227450, 0.015153, 0.007839, 0.014897, 0.002115, 0.017317, 0.191989, 0.012061, 0.013806, 0.010548, 0.002722, 0.013855, 0.034083, 0.051025, 0.009899, 0.002681, 0.011182, 0.047046, 0.041654, 0.003575, 0.001672, 0.025968, 0.025629, 0.050014, 0.002039, 0.013045, 0.014253, 0.019821, 0.024467, 0.031098, 0.003547, 0.011926, 0.008578, 0.279721, 0.014452, 0.000000, 0.007230, 0.015039, 0.015045, 0.000000, 0.002411, 0.027027, 0.068279, 0.012366, 0.017270, 0.003899, 0.002756, , , 0.000592, 0.000811, 0.001125, , 0.097308, 0.107028, 
corona-cpu, 0.5, 0.5, 8, 0.023801, 0.007895, 0.005112, 0.085698, 0.006565, 0.012660, 0.015931, 0.018454, 0.010933, 0.054079, 0.030366, 0.011589, 0.007907, 0.026924, 0.404881, 0.002647, 0.000713, 0.003242, 0.006924, 0.121534, 0.026512, 0.010909, 0.018857, 0.002753, 0.018922, 0.075768, 0.013220, 0.024121, 0.019318, 0.004135, 0.016551, 0.062384, 0.093119, 0.014438, 0.003542, 0.012788, 0.059400, 0.074552, 0.003377, 0.002409, 0.026828, 0.033616, 0.058835, 0.002960, 0.012295, 0.016058, 0.019923, 0.017537, 0.012329, 0.004136, 0.021825, 0.016187, 0.554087, 0.032198, 0.000000, 0.012792, 0.028989, 0.028965, 0.000000, 0.004086, 0.054093, 0.133928, 0.017364, 0.032784, 0.006434, 0.004198, , , 0.000659, 0.000800, 0.001882, , 0.076220, 0.058422, 
corona-cpu, 0.5, 0.5, 4, 0.060112, 0.031911, 0.008149, 0.169928, 0.010797, 0.024628, 0.031364, 0.035966, 0.019530, 0.101937, 0.054868, 0.021013, 0.013814, 0.051720, 0.298792, 0.004917, 0.000542, 0.002583, 0.013662, 0.085240, 0.068915, 0.019448, 0.031751, 0.004456, 0.032120, 0.061256, 0.022190, 0.051639, 0.094518, 0.007374, 0.029390, 0.122931, 0.187293, 0.027918, 0.006101, 0.020174, 0.101164, 0.148962, 0.004795, 0.003736, 0.039735, 0.060395, 0.101798, 0.005375, 0.021476, 0.028631, 0.033637, 0.028225, 0.021130, 0.007754, 0.042615, 0.034177, 1.114237, 0.116941, 0.000000, 0.024932, 0.057019, 0.056999, 0.000000, 0.007606, 0.112293, 0.268639, 0.033814, 0.064857, 0.012305, 0.007591, , , 0.001013, 0.001471, 0.002562, , 0.070259, 0.044043, 
dane, 0.5, 0.5, 224, 0.002733, 0.001945, 0.010939, 0.018345, 0.020951, 0.004863, 0.003625, 0.008546, 0.011444, 0.051056, 0.051463, 0.004082, 0.008160, 0.021274, 9.861194, 0.002717, 0.015210, 0.015494, 0.003229, 1.166859, 0.006470, 0.011110, 0.042753, 0.029982, 0.042680, 0.051700, 0.021414, 0.004011, 0.009379, 0.001412, 0.021444, 0.005775, 0.008000, 0.002243, 0.006544, 0.033669, 0.125586, 0.007146, 0.002670, 0.002688, 0.027454, 0.083668, 0.105936, 0.002596, 0.023082, 0.038407, 0.096827, 0.038958, 0.021311, 0.001522, 0.003695, 0.002765, 0.032819, 0.004835, 0.000000, 0.004600, 0.003205, 0.003194, 0.000000, 0.001387, 0.005575, 0.016509, 0.015698, 0.004188, 0.002489, 0.003146, , , 0.002382, 0.002215, 0.002290, , 0.302533, 0.652838, 
dane, 0.5, 0.5, 112, 0.002791, 0.001565, 0.004671, 0.017722, 0.008410, 0.003152, 0.002310, 0.004016, 0.005601, 0.023737, 0.023598, 0.004389, 0.004001, 0.009330, 1.808516, 0.001076, 0.003843, 0.003969, 0.001204, 1.078026, 0.005761, 0.005222, 0.018029, 0.008223, 0.018061, 0.039907, 0.009303, 0.004040, 0.004873, 0.000914, 0.009290, 0.010198, 0.014644, 0.002005, 0.003824, 0.015192, 0.054279, 0.011704, 0.003477, 0.001218, 0.018417, 0.035182, 0.053287, 0.001499, 0.009863, 0.016062, 0.022630, 0.016116, 0.009156, 0.001000, 0.003068, 0.002165, 0.050114, 0.004250, 0.000000, 0.002628, 0.002985, 0.003013, 0.000000, 0.000875, 0.006461, 0.023491, 0.007650, 0.004104, 0.001521, 0.001620, , , 0.000713, 0.001031, 0.001025, , 0.356993, 0.256141, 
dane, 0.5, 0.5, 56, 0.002905, 0.001484, 0.003238, 0.014849, 0.006199, 0.002614, 0.002280, 0.002537, 0.007252, 0.015263, 0.015103, 0.003300, 0.005074, 0.006050, 0.816063, 0.000666, 0.001560, 0.001701, 0.000910, 0.362417, 0.004753, 0.004080, 0.012249, 0.003755, 0.012103, 0.040094, 0.006908, 0.004885, 0.004140, 0.001289, 0.006693, 0.009304, 0.012440, 0.002564, 0.001723, 0.008261, 0.036620, 0.010783, 0.002890, 0.000926, 0.013477, 0.020343, 0.028447, 0.000981, 0.006230, 0.010935, 0.013301, 0.011040, 0.006356, 0.000857, 0.002907, 0.002007, 0.053020, 0.004175, 0.000000, 0.002161, 0.002796, 0.002702, 0.000000, 0.000712, 0.006185, 0.025692, 0.006602, 0.003888, 0.001413, 0.001167, , , 0.000421, 0.000647, 0.000696, , 0.138532, 0.167890, 
dane, 0.5, 0.5, 32, 0.006171, 0.001791, 0.002643, 0.023105, 0.004694, 0.003444, 0.003495, 0.002303, 0.010391, 0.011651, 0.011645, 0.003769, 0.007351, 0.004482, 0.687381, 0.000624, 0.000734, 0.000802, 0.000944, 0.336278, 0.008259, 0.004813, 0.010008, 0.001986, 0.010123, 0.027969, 0.006212, 0.007173, 0.005122, 0.000982, 0.006048, 0.015910, 0.021528, 0.004964, 0.001426, 0.008050, 0.028148, 0.018875, 0.001662, 0.000677, 0.015558, 0.015736, 0.025765, 0.000889, 0.004584, 0.007540, 0.009272, 0.007741, 0.004573, 0.000968, 0.004323, 0.002684, 0.090728, 0.006066, 0.000000, 0.002683, 0.004387, 0.004168, 0.000000, 0.000840, 0.009640, 0.039989, 0.007779, 0.005847, 0.001640, 0.001055, , , 0.000292, 0.000474, 0.000494, , 0.124674, 0.093021, 
