machine,core,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
borax,72,Base_OpenMP,default,0.107157,0.080975,0.024184,0.125968,0.021023,0.033926,0.014346,0.021112,0.055748,0.089769,0.090041,0.056230,0.039568,0.036067,5.031728,0.003552,0.003607,0.004095,0.007896,2.617492,0.500737,0.035212,0.081172,0.008325,0.081865,0.481387,0.065015,0.213725,0.399489,0.008140,0.064049,0.859037,1.322681,0.015578,0.019215,0.050072,0.425191,1.103234,0.011786,0.006498,0.061462,0.126612,0.164947,0.017451,0.053769,0.074011,0.069521,0.073581,0.053904,0.006577,0.034672,0.023605,0.687263,0.271211,0.000000,0.017579,0.035050,0.034536,0.000000,0.005691,0.214603,0.187809,0.072264,0.044203,0.010479,0.008277,Not run,Not run,0.002485,0.005048,0.005407,Not run,0.626657,0.375828,Not run
borax,32,Base_OpenMP,default,0.172533,0.105252,0.039985,0.268995,0.018762,0.069587,0.027035,0.039247,0.081806,0.115938,0.110869,0.091339,0.056955,0.051741,4.271577,0.006203,0.001567,0.004613,0.015649,3.282620,0.480397,0.048697,0.112010,0.007413,0.113515,0.288632,0.074963,0.192297,0.403923,0.012497,0.091715,1.861758,2.949073,0.026680,0.039187,0.067267,0.630098,2.498368,0.011526,0.007407,0.112728,0.187031,0.282205,0.032214,0.074429,0.097153,0.104952,0.101045,0.074625,0.011485,0.073074,0.047776,1.538056,0.349654,0.000000,0.034570,0.075782,0.074876,0.000000,0.010431,0.379731,0.422075,0.112893,0.094484,0.018898,0.010826,Not run,Not run,0.002409,0.006031,0.006816,Not run,2.163010,0.193209,Not run
borax,16,Base_OpenMP,default,0.125120,0.092513,0.030083,0.244946,0.015670,0.068791,0.039038,0.046356,0.088908,0.118666,0.124281,0.093873,0.061303,0.053675,2.485703,0.005957,0.001559,0.004897,0.015343,1.492852,0.461327,0.050902,0.110452,0.010497,0.110776,0.410289,0.074013,0.193747,0.398952,0.014710,0.093367,0.558060,0.875993,0.036358,0.014504,0.063746,0.627024,0.758840,0.008510,0.007314,0.101753,0.176306,0.286424,0.013200,0.073783,0.096391,0.101170,0.118173,0.073782,0.013412,0.074740,0.063290,1.696860,0.344825,0.000000,0.040679,0.111961,0.108998,0.000000,0.011323,0.247966,0.391549,0.122189,0.104301,0.021448,0.012695,Not run,Not run,0.002404,0.006093,0.006779,Not run,0.630982,0.126564,Not run
borax,8,Base_OpenMP,default,0.209060,0.166891,0.050475,0.486953,0.025299,0.171736,0.073224,0.088008,0.545738,0.209603,0.225378,0.171082,0.379295,0.097358,3.094075,0.011015,0.001239,0.004580,0.029748,1.256764,0.595795,0.250472,0.201995,0.018291,0.202660,0.448556,0.194254,0.345474,0.624094,0.047574,0.507232,1.108914,1.731512,0.071785,0.024932,0.156491,1.184372,1.515386,0.007826,0.008970,0.191282,0.326971,0.535760,0.023822,0.197465,0.175295,0.139963,0.182943,0.209375,0.035888,0.156757,0.136395,3.389252,0.732115,0.000000,0.078978,0.222675,0.216720,0.000000,0.020188,0.474729,0.784008,0.570055,0.211534,0.044499,0.022520,Not run,Not run,0.002126,0.006397,0.009659,Not run,0.786653,0.050577,Not run
borax,4,Base_OpenMP,default,0.361110,0.214572,0.093815,0.884615,0.044475,0.267937,0.133030,0.159655,0.683778,0.376315,0.404667,0.305608,0.484568,0.174782,2.546372,0.019780,0.002149,0.008912,0.053928,1.204854,0.718269,0.375295,0.382298,0.032941,0.387529,0.688125,0.394440,0.509292,0.875513,0.067674,0.731253,2.002542,3.108687,0.131309,0.044443,0.285250,2.210535,2.749417,0.013750,0.017052,0.321445,0.609521,0.977469,0.042572,0.376811,0.329066,0.259131,0.343771,0.386029,0.065227,0.282750,0.244568,6.097403,1.052290,0.000000,0.142541,0.402873,0.392931,0.000000,0.036507,0.830363,1.423249,0.816383,0.383963,0.080534,0.041837,Not run,Not run,0.003674,0.011620,0.019031,Not run,0.497688,0.056713,Not run
boraxo,72,Base_OpenMP,default,0.081636,0.044912,0.011849,0.135400,0.018553,0.024555,0.013084,0.011053,0.059149,0.049030,0.047793,0.052960,0.041828,0.020680,12.522813,0.002374,0.003327,0.003905,0.004377,5.116973,0.283368,0.040671,0.045526,0.009055,0.046406,0.376391,0.050053,0.128263,0.255018,0.007253,0.078825,1.095314,1.654002,0.013591,0.026408,0.039254,0.260427,1.242923,0.010313,0.005414,0.046177,0.082500,0.127468,0.020820,0.049604,0.039015,0.048507,0.038897,0.049269,0.005112,0.033075,0.021620,0.604569,0.163219,0.000000,0.014965,0.029596,0.032257,0.000000,0.004433,0.190709,0.205698,0.083334,0.045902,0.009921,0.005224,Not run,Not run,0.001595,0.002124,0.002618,Not run,0.850721,0.383775,Not run
boraxo,32,Base_OpenMP,default,0.149932,0.055823,0.026768,0.292325,0.020311,0.039045,0.028228,0.018790,0.109273,0.051491,0.051574,0.075763,0.077848,0.022978,8.867462,0.003466,0.001550,0.003559,0.007421,4.086052,0.260627,0.062145,0.105714,0.007743,0.105930,0.299609,0.079383,0.123139,0.271216,0.013149,0.121997,2.451603,3.709983,0.025434,0.054420,0.065568,0.490126,2.784626,0.013385,0.008369,0.088759,0.169430,0.244443,0.044345,0.079328,0.095182,0.105739,0.094991,0.078509,0.010918,0.069316,0.045456,1.359189,0.210984,0.000000,0.029246,0.064388,0.070139,0.000000,0.008472,0.405299,0.459900,0.144473,0.100525,0.019971,0.008932,Not run,Not run,0.001416,0.002164,0.005716,Not run,1.681525,0.199090,Not run
boraxo,16,Base_OpenMP,default,0.092683,0.057913,0.025418,0.265860,0.017524,0.039569,0.042333,0.019427,0.115552,0.048515,0.047858,0.088393,0.081485,0.021573,4.426262,0.003445,0.001189,0.003104,0.007340,2.591277,0.265813,0.063902,0.100862,0.012081,0.101263,0.392627,0.080185,0.128195,0.271012,0.022764,0.124359,1.311665,2.059282,0.041070,0.022092,0.066976,0.484182,2.144809,0.008976,0.007342,0.085548,0.161268,0.247620,0.020287,0.079481,0.090758,0.100404,0.090526,0.078973,0.013270,0.079741,0.051940,1.459882,0.215797,0.000000,0.031246,0.096099,0.093770,0.000000,0.009357,0.188890,0.424723,0.148714,0.113719,0.021356,0.013961,Not run,Not run,0.001795,0.002018,0.005512,Not run,0.725758,0.112838,Not run
boraxo,8,Base_OpenMP,default,0.153380,0.112048,0.059942,0.530078,0.028761,0.090448,0.085544,0.040999,0.308491,0.124703,0.124877,0.160110,0.215019,0.052865,3.691288,0.005641,0.001114,0.006560,0.013870,1.677425,0.355164,0.179136,0.266565,0.022150,0.269583,0.402426,0.240344,0.237569,0.433461,0.045470,0.348495,2.613456,4.109901,0.076694,0.039507,0.196534,1.479097,4.283121,0.009885,0.015184,0.180124,0.415205,0.606200,0.041132,0.234395,0.238472,0.239121,0.237973,0.238769,0.030008,0.157363,0.106674,2.917241,0.454017,0.000000,0.063841,0.190920,0.186397,0.000000,0.019198,0.365862,0.847946,0.376838,0.226125,0.043787,0.028637,Not run,Not run,0.002827,0.004953,0.013209,Not run,0.963849,0.081063,Not run
boraxo,4,Base_OpenMP,default,0.273319,0.159585,0.118787,1.058492,0.055782,0.151355,0.170440,0.084385,0.469213,0.257476,0.257626,0.319755,0.318789,0.100629,3.987084,0.011080,0.002404,0.012831,0.027455,1.937150,0.486839,0.293907,0.522001,0.044159,0.533180,0.652356,0.408890,0.438110,0.707601,0.089535,0.563491,5.188934,8.173935,0.153056,0.082600,0.328277,3.022681,8.563026,0.019673,0.030743,0.345271,0.814843,1.202480,0.080741,0.400230,0.459050,0.458575,0.466193,0.404913,0.057577,0.313370,0.211412,5.834546,0.776087,0.000000,0.125237,0.382081,0.373194,0.000000,0.039360,0.689554,1.694758,0.622169,0.449575,0.084500,0.056764,Not run,Not run,0.005725,0.010324,0.025669,Not run,0.691287,0.097175,Not run
boraxo,72,Base_OpenMP,default,0.080549,0.043209,0.012007,0.134888,0.018541,0.021141,0.012993,0.010997,0.055123,0.048661,0.048139,0.054125,0.038773,0.020503,11.159509,0.002615,0.003323,0.004006,0.004202,5.136456,0.273871,0.039887,0.045957,0.009313,0.046956,0.376291,0.051158,0.124306,0.258639,0.006853,0.079099,1.092060,1.654584,0.013500,0.026537,0.040483,0.259094,1.244249,0.010305,0.005301,0.049827,0.081961,0.126577,0.020812,0.049688,0.039213,0.048119,0.039112,0.049318,0.005104,0.033292,0.021386,0.604774,0.154775,0.000000,0.014813,0.029621,0.032224,0.000000,0.004442,0.183865,0.205932,0.081538,0.045920,0.009908,0.005251,Not run,Not run,0.001572,0.002145,0.002651,Not run,0.824735,0.382411,Not run
boraxo,32,Base_OpenMP,default,0.144790,0.053449,0.026225,0.292355,0.019816,0.038774,0.028104,0.019082,0.105580,0.051169,0.050865,0.076090,0.075730,0.022955,9.044369,0.003820,0.001485,0.003483,0.007702,4.342915,0.249595,0.059084,0.103561,0.007752,0.103295,0.295984,0.077541,0.120847,0.270995,0.015903,0.118320,2.454499,3.714429,0.025304,0.054256,0.066537,0.517442,2.788365,0.013122,0.009168,0.087628,0.166445,0.243400,0.044611,0.077635,0.093766,0.104440,0.093670,0.077254,0.010610,0.069367,0.044687,1.359061,0.200881,0.000000,0.029262,0.064421,0.070198,0.000000,0.008557,0.394988,0.459829,0.137260,0.100313,0.019825,0.008870,Not run,Not run,0.001375,0.002193,0.005587,Not run,1.667352,0.196019,Not run
boraxo,16,Base_OpenMP,default,0.089417,0.055250,0.024739,0.265944,0.017383,0.038743,0.042586,0.019494,0.108890,0.046868,0.046099,0.093720,0.077442,0.021854,4.391640,0.003150,0.001171,0.003052,0.007400,2.752814,0.254715,0.059130,0.098532,0.012046,0.098193,0.388272,0.076431,0.124387,0.269131,0.027203,0.116961,1.317238,2.072558,0.040718,0.021895,0.069382,0.531703,2.146375,0.008876,0.007769,0.084358,0.158792,0.249622,0.020275,0.076589,0.088088,0.098420,0.088168,0.076501,0.012928,0.079865,0.050111,1.460088,0.202419,0.000000,0.031227,0.096169,0.093909,0.000000,0.009338,0.184221,0.424809,0.139058,0.113589,0.021131,0.013920,Not run,Not run,0.001815,0.002046,0.005356,Not run,0.711308,0.110584,Not run
boraxo,8,Base_OpenMP,default,0.144555,0.107202,0.056403,0.530066,0.028749,0.086881,0.085311,0.041529,0.296889,0.122971,0.122909,0.151688,0.203070,0.051664,3.578033,0.005666,0.001108,0.006125,0.013839,1.646988,0.336336,0.171023,0.254474,0.022154,0.257877,0.379354,0.229484,0.231181,0.412458,0.045170,0.327497,2.613648,4.099193,0.076104,0.040189,0.183942,1.421909,4.285756,0.010038,0.014231,0.178334,0.383068,0.576406,0.039466,0.222961,0.225309,0.222292,0.219654,0.222397,0.028714,0.157295,0.103176,2.917656,0.427024,0.000000,0.063249,0.190935,0.186394,0.000000,0.019117,0.358991,0.847804,0.355577,0.226307,0.043096,0.028178,Not run,Not run,0.002822,0.004888,0.012437,Not run,0.942102,0.080322,Not run
boraxo,4,Base_OpenMP,default,0.263330,0.150230,0.111333,1.058082,0.055864,0.146918,0.169453,0.084001,0.444195,0.260135,0.259725,0.339496,0.302731,0.100348,3.793952,0.011074,0.002331,0.011824,0.027438,1.942791,0.458006,0.274523,0.493151,0.044115,0.504822,0.615840,0.382411,0.430614,0.666997,0.088027,0.532315,5.204533,8.227149,0.151184,0.082844,0.303064,2.844037,8.575204,0.019790,0.028557,0.336811,0.785366,1.162594,0.081078,0.383449,0.432572,0.434199,0.440593,0.384883,0.053670,0.313087,0.204526,5.835822,0.732170,0.000000,0.124645,0.382046,0.373115,0.000000,0.038893,0.680606,1.694601,0.583161,0.449132,0.083575,0.055474,Not run,Not run,0.005759,0.010488,0.024007,Not run,0.686123,0.096539,Not run
boraxo,72,Base_OpenMP,default,0.078925,0.043666,0.011909,0.140167,0.018616,0.025963,0.012979,0.010816,0.064036,0.048313,0.048051,0.053426,0.045132,0.020600,12.600481,0.002431,0.003228,0.003851,0.004133,5.116062,0.271993,0.041622,0.045893,0.008812,0.046452,0.385536,0.050736,0.121897,0.254895,0.007460,0.083395,1.092293,1.651670,0.013497,0.026549,0.039253,0.261712,1.241029,0.010325,0.005537,0.045161,0.082361,0.127354,0.020742,0.050831,0.039055,0.048151,0.039381,0.050365,0.005546,0.032951,0.021244,0.604725,0.157049,0.000000,0.014781,0.029678,0.032223,0.000000,0.004468,0.184885,0.205711,0.086418,0.045799,0.009933,0.005255,Not run,Not run,0.001626,0.002122,0.002655,Not run,0.813403,0.377477,Not run
boraxo,32,Base_OpenMP,default,0.144849,0.053414,0.026753,0.292319,0.019845,0.038697,0.028083,0.018912,0.104212,0.051331,0.051245,0.076202,0.074258,0.022852,8.737643,0.003491,0.001485,0.003539,0.007718,4.153590,0.251137,0.059238,0.105571,0.007760,0.105715,0.294259,0.079242,0.119904,0.270638,0.012858,0.117039,2.451837,3.710612,0.025328,0.054360,0.065538,0.493398,2.784210,0.013189,0.008390,0.087515,0.169120,0.244731,0.044188,0.078311,0.095469,0.105948,0.095240,0.078325,0.010620,0.069345,0.044661,1.359059,0.201095,0.000000,0.029226,0.064367,0.070167,0.000000,0.008565,0.393848,0.459887,0.139476,0.100342,0.019800,0.008873,Not run,Not run,0.001386,0.002198,0.005679,Not run,1.703663,0.194819,Not run
boraxo,16,Base_OpenMP,default,0.089271,0.055329,0.025435,0.265834,0.017389,0.038838,0.042448,0.019231,0.109895,0.047355,0.046449,0.086680,0.077604,0.022580,4.725101,0.003241,0.001043,0.003075,0.007759,2.662165,0.260600,0.060506,0.101273,0.012080,0.101593,0.390669,0.078534,0.124315,0.270204,0.027303,0.116138,1.309418,2.054526,0.040578,0.021748,0.063735,0.482599,2.143451,0.009119,0.007363,0.084744,0.161420,0.246637,0.020292,0.078181,0.091635,0.100983,0.091409,0.077251,0.013061,0.079530,0.050329,1.460184,0.204046,0.000000,0.031222,0.096123,0.093982,0.000000,0.009355,0.184005,0.424685,0.139682,0.113345,0.021101,0.013918,Not run,Not run,0.001804,0.002363,0.005466,Not run,0.694742,0.111493,Not run
boraxo,8,Base_OpenMP,default,0.146068,0.107131,0.057396,0.529994,0.028823,0.086201,0.084851,0.040425,0.297002,0.125489,0.125489,0.154810,0.206483,0.052416,3.586283,0.005627,0.001129,0.006194,0.013828,1.707938,0.343022,0.171042,0.256581,0.022157,0.259835,0.385008,0.226473,0.231306,0.413696,0.044883,0.327948,2.615901,4.109754,0.076081,0.040574,0.183465,1.440727,4.285678,0.009876,0.014345,0.169201,0.388629,0.581023,0.040012,0.225524,0.231854,0.230272,0.230402,0.224232,0.028586,0.157376,0.103020,2.917762,0.430264,0.000000,0.063254,0.190864,0.186438,0.000000,0.019038,0.359503,0.847481,0.356205,0.225960,0.043146,0.028041,Not run,Not run,0.002836,0.004995,0.012816,Not run,0.938803,0.081791,Not run
boraxo,4,Base_OpenMP,default,0.264659,0.150870,0.111629,1.058074,0.055729,0.147519,0.169400,0.082081,0.446722,0.257098,0.256883,0.310537,0.303043,0.104823,3.991430,0.011068,0.002330,0.012004,0.027448,1.804808,0.454620,0.276929,0.497197,0.044098,0.507538,0.623434,0.386647,0.430196,0.672503,0.088854,0.536072,5.172259,8.158361,0.151605,0.082517,0.306507,2.825960,8.568690,0.019678,0.028745,0.337663,0.780698,1.150412,0.080599,0.380599,0.437651,0.435813,0.442820,0.384847,0.053815,0.313186,0.203667,5.833231,0.738692,0.000000,0.124834,0.382158,0.373222,0.000000,0.039132,0.679384,1.694664,0.592809,0.449392,0.083622,0.055590,Not run,Not run,0.005666,0.010307,0.024122,Not run,0.675596,0.095397,Not run
