machine,core,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
corona-cpu,96,Base_OpenMP,default,0.078353,0.011334,0.014080,0.039858,0.020583,0.011426,0.009945,0.015746,0.017768,0.082375,0.069409,0.026539,0.013941,0.040388,2.601786,0.003806,0.002813,0.003542,0.006433,1.271905,0.021487,0.020688,0.052230,0.007018,0.058477,0.318396,0.031537,0.020965,0.023276,0.004192,0.034378,0.314641,0.481757,0.014730,0.012626,0.058057,0.341278,0.410428,0.014787,0.004918,0.087964,0.082468,0.133137,0.009303,0.031049,0.060703,0.067818,0.051219,0.031482,0.005018,0.015374,0.011461,0.337008,0.026535,0.000000,0.012235,0.014019,0.014004,0.000000,0.004841,0.047545,0.048160,0.027161,0.022872,0.006556,0.005931,Not run,Not run,0.001973,0.002759,0.004191,Not run,0.318220,0.515431,Not run
corona-cpu,48,Base_OpenMP,default,0.075877,0.019650,0.012263,0.066637,0.016762,0.016826,0.014628,0.019981,0.018192,0.095814,0.066110,0.050314,0.014245,0.043130,2.394325,0.004496,0.002030,0.003064,0.010220,0.947344,0.034994,0.019181,0.045586,0.005973,0.046245,0.348220,0.028015,0.032996,0.047032,0.005441,0.029140,0.586567,1.007230,0.019419,0.014700,0.035204,0.279007,0.871351,0.008880,0.004066,0.128248,0.067930,0.116977,0.012634,0.024413,0.047559,0.042103,0.047319,0.025052,0.005829,0.025696,0.019735,0.630948,0.051359,0.000000,0.019199,0.024701,0.024279,0.000000,0.006678,0.091419,0.093198,0.026591,0.038940,0.009458,0.005619,Not run,Not run,0.001952,0.003315,0.004231,Not run,0.383609,0.345879,Not run
corona-cpu,32,Base_OpenMP,default,0.087196,0.038457,0.012892,0.090571,0.015207,0.022561,0.020240,0.024672,0.020081,0.114174,0.068055,0.070010,0.014521,0.049600,2.103020,0.006050,0.001747,0.004748,0.014080,0.952345,0.093058,0.021589,0.041662,0.005840,0.042197,0.156432,0.027473,0.050166,0.131386,0.006610,0.033117,1.043849,1.506004,0.020919,0.018722,0.031751,0.281369,1.275060,0.010314,0.004848,0.082245,0.065234,0.129020,0.017526,0.025891,0.037968,0.038667,0.046784,0.025161,0.007404,0.036972,0.029214,0.945638,0.107607,0.000000,0.026321,0.035486,0.035050,0.000000,0.008766,0.135461,0.138018,0.031778,0.056918,0.012211,0.006281,Not run,Not run,0.002009,0.003104,0.004169,Not run,0.419100,0.228344,Not run
corona-cpu,16,Base_OpenMP,default,0.113340,0.047238,0.010799,0.172675,0.013380,0.025691,0.032463,0.037943,0.022957,0.109973,0.062902,0.102514,0.020356,0.047809,1.829414,0.005146,0.001610,0.004709,0.013880,0.863721,0.110048,0.021729,0.039163,0.005590,0.043993,0.261268,0.026263,0.057982,0.160322,0.008127,0.031984,0.708140,1.037738,0.031719,0.008835,0.026687,0.247557,0.927175,0.010146,0.004806,0.072627,0.065689,0.118573,0.007305,0.023489,0.034487,0.041084,0.034276,0.024126,0.008359,0.042836,0.039654,1.079255,0.132526,0.000000,0.026470,0.057427,0.057794,0.000000,0.010242,0.116615,0.275152,0.035678,0.063326,0.013086,0.009003,Not run,Not run,0.001916,0.002409,0.003878,Not run,0.384369,0.112793,Not run
corona-cpu,8,Base_OpenMP,default,0.131656,0.097787,0.016365,0.336582,0.021220,0.059915,0.062396,0.071143,0.119573,0.200084,0.107213,0.159609,0.080176,0.087412,1.530146,0.009716,0.003453,0.005797,0.026571,0.517829,0.289574,0.051329,0.065058,0.008879,0.061341,0.417226,0.049658,0.157384,0.378232,0.016043,0.091392,0.999665,1.503378,0.055741,0.013770,0.049833,0.386749,1.295181,0.011222,0.007679,0.088852,0.113279,0.211367,0.012190,0.050611,0.055911,0.064535,0.054440,0.053078,0.018109,0.084254,0.084992,2.133273,0.395954,0.000000,0.049521,0.112698,0.113772,0.000000,0.018447,0.227058,0.539373,0.142188,0.125281,0.024075,0.015098,Not run,Not run,0.002520,0.002692,0.004400,Not run,0.337118,0.066535,Not run
corona-cpu,4,Base_OpenMP,default,0.246779,0.168535,0.051834,0.679748,0.039399,0.161036,0.125791,0.146177,0.456888,0.394453,0.208630,0.329035,0.322269,0.180069,1.260467,0.019443,0.002888,0.007492,0.053067,0.354001,0.548440,0.271605,0.227215,0.016997,0.228450,0.577137,0.326642,0.343202,0.767103,0.042814,0.533366,2.009761,2.948029,0.107826,0.034732,0.218797,1.394492,2.640488,0.015743,0.015759,0.170898,0.376519,0.530364,0.035021,0.323419,0.201004,0.217000,0.201561,0.321006,0.049128,0.172536,0.184733,4.304299,0.881360,0.000000,0.100525,0.227218,0.227608,0.000000,0.037077,0.450569,1.087874,0.600427,0.254930,0.056794,0.031370,Not run,Not run,0.003661,0.004403,0.012473,Not run,0.299374,0.075202,Not run
corona-cpu,96,Base_OpenMP,default,0.077162,0.012364,0.016221,0.039784,0.020778,0.023064,0.009945,0.015862,0.018880,0.082985,0.068116,0.027010,0.014327,0.040857,2.539940,0.003831,0.002783,0.003670,0.006107,1.251263,0.021442,0.020471,0.052951,0.006755,0.056854,0.312710,0.033832,0.021081,0.036356,0.003762,0.034123,0.313212,0.477666,0.016622,0.012235,0.050507,0.346596,0.412486,0.014929,0.004865,0.088228,0.085508,0.132490,0.009290,0.031429,0.059452,0.062821,0.050489,0.031628,0.004868,0.015488,0.011468,0.337040,0.025980,0.000000,0.012878,0.013950,0.013916,0.000000,0.004261,0.047216,0.048291,0.030626,0.023232,0.006671,0.005517,Not run,Not run,0.001991,0.003087,0.004376,Not run,0.308307,0.519448,Not run
corona-cpu,48,Base_OpenMP,default,0.075996,0.019802,0.012321,0.066748,0.016704,0.016915,0.014815,0.020202,0.018431,0.097220,0.066221,0.050241,0.014228,0.043835,2.443649,0.004294,0.002154,0.003199,0.010357,0.971081,0.034698,0.019425,0.044715,0.005850,0.068459,0.370110,0.025779,0.033323,0.045981,0.005418,0.029184,0.567171,0.999535,0.017589,0.014864,0.034845,0.278229,0.867100,0.009008,0.004065,0.071707,0.068005,0.119735,0.012908,0.025013,0.049368,0.043572,0.042930,0.025508,0.005815,0.026409,0.019730,0.633976,0.051366,0.000000,0.019214,0.024695,0.024422,0.000000,0.006230,0.090919,0.094032,0.026910,0.039522,0.009483,0.006063,Not run,Not run,0.002120,0.003438,0.003807,Not run,0.385776,0.343889,Not run
corona-cpu,32,Base_OpenMP,default,0.087331,0.038624,0.011744,0.091573,0.015394,0.022839,0.020413,0.024841,0.020260,0.117962,0.069435,0.069883,0.014585,0.050532,2.137244,0.006476,0.001750,0.004672,0.014603,0.971028,0.092077,0.021769,0.042552,0.005752,0.049584,0.153557,0.026782,0.050442,0.130621,0.006971,0.032625,1.044271,1.513176,0.021416,0.018656,0.030271,0.283377,1.293344,0.010158,0.004705,0.069423,0.066072,0.129163,0.017522,0.025504,0.038160,0.038371,0.038127,0.032044,0.007498,0.037308,0.029506,0.951146,0.107700,0.000000,0.026515,0.036021,0.035436,0.000000,0.008148,0.134728,0.139903,0.032215,0.057530,0.012485,0.006767,Not run,Not run,0.002005,0.002888,0.004502,Not run,0.416083,0.235617,Not run
corona-cpu,16,Base_OpenMP,default,0.112924,0.045274,0.012190,0.173972,0.013129,0.026415,0.032922,0.038100,0.022000,0.109477,0.062928,0.098496,0.015577,0.048136,1.878626,0.005746,0.001385,0.005635,0.013965,0.892250,0.107482,0.021820,0.039779,0.005567,0.039329,0.252463,0.026572,0.057747,0.154623,0.008014,0.032217,0.668976,1.050831,0.031902,0.008865,0.026757,0.250795,0.930145,0.009315,0.004861,0.063338,0.066214,0.121682,0.008670,0.023680,0.034422,0.043189,0.034898,0.024034,0.008442,0.042825,0.041121,1.083701,0.132405,0.000000,0.026427,0.057876,0.057915,0.000000,0.008633,0.117657,0.275260,0.037219,0.064082,0.013300,0.008795,Not run,Not run,0.001944,0.002452,0.003728,Not run,0.397189,0.116606,Not run
corona-cpu,8,Base_OpenMP,default,0.131782,0.097969,0.016205,0.340348,0.020926,0.060947,0.063206,0.073668,0.120356,0.200570,0.109125,0.160761,0.084680,0.088591,1.616045,0.010455,0.003360,0.006169,0.027367,0.538312,0.288150,0.054386,0.076278,0.008742,0.077674,0.430898,0.055568,0.157038,0.377407,0.016041,0.100578,1.016157,1.527502,0.056491,0.014052,0.051343,0.392474,1.277598,0.011312,0.007507,0.088791,0.118385,0.209978,0.012477,0.053965,0.060924,0.065288,0.055106,0.061115,0.018696,0.086177,0.087221,2.164412,0.398457,0.000000,0.050224,0.114759,0.114723,0.000000,0.015538,0.231834,0.546944,0.143161,0.127501,0.025130,0.015351,Not run,Not run,0.002377,0.002788,0.004644,Not run,0.303958,0.064778,Not run
corona-cpu,4,Base_OpenMP,default,0.246998,0.168802,0.058683,0.682700,0.039513,0.161856,0.127337,0.147772,0.460712,0.398499,0.209660,0.314197,0.323456,0.173320,1.206049,0.020037,0.001815,0.007762,0.053522,0.383698,0.548931,0.271080,0.222368,0.017097,0.226444,0.574515,0.310323,0.344028,0.768648,0.043165,0.548397,2.003628,3.053282,0.108028,0.028104,0.217601,1.389319,2.550400,0.015311,0.015505,0.163538,0.390222,0.547304,0.026797,0.308890,0.214715,0.226201,0.212324,0.306071,0.049411,0.175290,0.181319,4.332762,0.881380,0.000000,0.101467,0.228755,0.229239,0.000000,0.030905,0.456856,1.096997,0.599483,0.256461,0.056402,0.032266,Not run,Not run,0.003642,0.004086,0.012807,Not run,0.257573,0.074898,Not run
corona-cpu,96,Base_OpenMP,default,0.076261,0.012247,0.014047,0.039832,0.021462,0.011390,0.009969,0.015582,0.017884,0.082588,0.067796,0.026184,0.013816,0.041201,2.606541,0.003735,0.002839,0.003566,0.006449,1.262537,0.021316,0.022874,0.051914,0.006640,0.062809,0.315118,0.031728,0.021026,0.023393,0.004024,0.033512,0.310148,0.477614,0.016601,0.008858,0.061697,0.342286,0.414615,0.014846,0.004630,0.089008,0.084007,0.137224,0.005382,0.030380,0.058404,0.067173,0.051093,0.031249,0.004782,0.015401,0.011439,0.337118,0.025928,0.000000,0.012372,0.013838,0.014006,0.000000,0.004359,0.048156,0.048132,0.030566,0.023162,0.006532,0.005620,Not run,Not run,0.001956,0.003057,0.004275,Not run,0.312226,0.515731,Not run
corona-cpu,48,Base_OpenMP,default,0.076852,0.019892,0.012374,0.066154,0.016418,0.016802,0.014656,0.020209,0.018174,0.096337,0.066343,0.052045,0.014224,0.043394,2.406032,0.004769,0.002072,0.003382,0.010290,0.955808,0.035744,0.019458,0.043972,0.005895,0.045904,0.326940,0.028785,0.033195,0.045415,0.005545,0.029155,0.747137,1.010652,0.019793,0.014645,0.032011,0.273837,0.866021,0.008795,0.004253,0.141052,0.067640,0.117604,0.012745,0.024466,0.049702,0.045167,0.049135,0.025357,0.005771,0.025670,0.019703,0.630427,0.050677,0.000000,0.019110,0.024631,0.024222,0.000000,0.006267,0.090858,0.093507,0.026790,0.038835,0.009482,0.005768,Not run,Not run,0.002069,0.003304,0.004239,Not run,0.386381,0.342657,Not run
corona-cpu,32,Base_OpenMP,default,0.087210,0.039472,0.011704,0.090500,0.014792,0.022494,0.020104,0.024660,0.020292,0.114152,0.067801,0.070675,0.014563,0.049294,2.104688,0.006377,0.001759,0.004754,0.014287,0.952213,0.090955,0.021712,0.048680,0.006101,0.047888,0.155794,0.026538,0.050314,0.133764,0.006944,0.032256,1.040137,1.491793,0.021336,0.019223,0.030808,0.282401,1.278619,0.010385,0.004722,0.070683,0.065560,0.127848,0.017822,0.025685,0.058422,0.038835,0.046611,0.025207,0.007443,0.036987,0.029134,0.946436,0.108422,0.000000,0.026201,0.035518,0.035080,0.000000,0.008017,0.135520,0.138082,0.031874,0.056817,0.012357,0.006412,Not run,Not run,0.002099,0.002996,0.004844,Not run,0.412452,0.228429,Not run
corona-cpu,16,Base_OpenMP,default,0.113608,0.045015,0.012396,0.173386,0.013133,0.025687,0.032653,0.038127,0.021888,0.110673,0.062907,0.105307,0.015252,0.048251,1.842967,0.005294,0.001501,0.004619,0.013873,0.881199,0.108307,0.021768,0.038807,0.005700,0.038475,0.260384,0.026749,0.057804,0.156875,0.008059,0.032838,0.684595,0.995616,0.031940,0.008936,0.026777,0.246048,0.918003,0.009442,0.004966,0.062410,0.066111,0.122190,0.007241,0.024211,0.041682,0.043785,0.033693,0.024194,0.008497,0.043031,0.038935,1.082964,0.132746,0.000000,0.026537,0.057913,0.057806,0.000000,0.008591,0.116581,0.274449,0.036817,0.063780,0.013218,0.008828,Not run,Not run,0.001946,0.002510,0.003769,Not run,0.387024,0.122699,Not run
corona-cpu,8,Base_OpenMP,default,0.131726,0.098193,0.015679,0.335917,0.021232,0.060778,0.062345,0.070719,0.112569,0.200110,0.107845,0.152016,0.082604,0.087814,1.577418,0.009764,0.003314,0.005801,0.026665,0.491280,0.286958,0.052983,0.062465,0.008949,0.061747,0.419452,0.051000,0.157241,0.376292,0.015919,0.094199,0.992141,1.481773,0.055738,0.014284,0.048845,0.424294,1.294800,0.011067,0.007576,0.088433,0.112972,0.209327,0.012952,0.056046,0.053230,0.065004,0.053079,0.052694,0.018142,0.084277,0.084547,2.135304,0.397747,0.000000,0.049592,0.112978,0.112910,0.000000,0.015301,0.227650,0.539835,0.140613,0.125364,0.024917,0.014980,Not run,Not run,0.002456,0.002750,0.004311,Not run,0.336784,0.069999,Not run
corona-cpu,4,Base_OpenMP,default,0.247007,0.168929,0.056266,0.680308,0.039989,0.162218,0.126729,0.145976,0.457955,0.391872,0.205045,0.331568,0.323022,0.172843,1.185936,0.020096,0.002866,0.007443,0.052784,0.383621,0.547627,0.271568,0.227979,0.016794,0.231196,0.578672,0.309652,0.343794,0.767782,0.043110,0.537593,2.049791,3.082118,0.107904,0.029404,0.220305,1.407727,2.626183,0.015620,0.015780,0.168798,0.364949,0.513625,0.028385,0.317210,0.202190,0.216349,0.199094,0.314091,0.049580,0.174040,0.188083,4.307295,0.880557,0.000000,0.100472,0.227074,0.227769,0.000000,0.030716,0.452857,1.090802,0.601541,0.255445,0.056099,0.032413,Not run,Not run,0.003620,0.003936,0.012585,Not run,0.254575,0.071339,Not run
dane,224,Base_OpenMP,default,0.017010,0.004293,0.012226,0.042965,0.023243,0.007974,0.005952,0.009648,0.013913,0.061564,0.060449,0.016101,0.010060,0.022839,32.105571,0.003036,0.015738,0.016654,0.003975,4.258742,0.014653,0.015473,0.047737,0.031657,0.047173,0.167854,0.024866,0.010537,0.015801,0.002409,0.024640,0.225755,0.342994,0.005668,0.009555,0.036036,0.278452,0.264536,0.004681,0.003162,0.041618,0.083421,0.114239,0.006397,0.025654,0.041886,0.088164,0.042337,0.023949,0.002511,0.007898,0.005514,0.126138,0.011855,0.000000,0.007251,0.006810,0.006732,0.000000,0.002258,0.019266,0.055811,0.020139,0.009778,0.003999,0.004200,Not run,Not run,0.002538,0.002595,0.003664,Not run,1.217447,0.661817,Not run
dane,112,Base_OpenMP,default,0.032892,0.005657,0.006060,0.061711,0.011334,0.008162,0.006512,0.006645,0.012911,0.029194,0.028376,0.015916,0.009428,0.011462,7.893165,0.001378,0.004053,0.004393,0.002065,3.731094,0.025448,0.009032,0.023417,0.008795,0.023440,0.119874,0.013242,0.015572,0.043790,0.002163,0.013475,0.385779,0.588738,0.005914,0.010144,0.021506,0.147795,0.462996,0.011792,0.001943,0.040417,0.041719,0.087558,0.008013,0.012900,0.020165,0.026957,0.021658,0.012055,0.002242,0.010239,0.006284,0.195631,0.023679,0.000000,0.006381,0.009804,0.009696,0.000000,0.002209,0.024367,0.093398,0.014822,0.013811,0.003235,0.002917,Not run,Not run,0.000904,0.001352,0.001665,Not run,1.385222,0.260124,Not run
dane,56,Base_OpenMP,default,0.032774,0.005377,0.004817,0.054152,0.007911,0.008083,0.008714,0.005086,0.024940,0.019959,0.020690,0.019323,0.018641,0.012246,3.069322,0.001315,0.002592,0.002923,0.002096,1.397997,0.022170,0.011116,0.017654,0.005660,0.017862,0.139508,0.011583,0.015850,0.041115,0.002510,0.011206,0.098815,0.143384,0.007592,0.004097,0.015453,0.110023,0.121406,0.010234,0.001707,0.027604,0.031640,0.052071,0.002305,0.009345,0.015605,0.018663,0.016072,0.009521,0.002176,0.010106,0.006548,0.204796,0.022945,0.000000,0.006127,0.009787,0.009711,0.000000,0.002186,0.025754,0.082059,0.018144,0.013642,0.003502,0.002607,Not run,Not run,0.000676,0.000997,0.001346,Not run,0.548722,0.174027,Not run
dane,32,Base_OpenMP,default,0.051196,0.025248,0.004274,0.090149,0.007321,0.012030,0.013628,0.006241,0.022951,0.017913,0.017994,0.023597,0.017384,0.007037,2.903171,0.001340,0.000977,0.001194,0.002776,1.469138,0.068286,0.012182,0.016799,0.004370,0.018503,0.109215,0.013574,0.079841,0.089808,0.002985,0.018816,0.168117,0.246043,0.012501,0.003624,0.019770,0.120428,0.210082,0.005185,0.001595,0.029153,0.031434,0.065357,0.002834,0.010555,0.014391,0.016250,0.015071,0.011752,0.003195,0.015975,0.011011,0.358317,0.065311,0.000000,0.008681,0.016430,0.015743,0.000000,0.002717,0.060635,0.143724,0.022545,0.022368,0.005520,0.003144,Not run,Not run,0.000468,0.000777,0.001056,Not run,0.519259,0.094566,Not run
dane,16,Base_OpenMP,default,0.097570,0.073887,0.006564,0.160861,0.010289,0.022172,0.025771,0.010971,0.058599,0.023654,0.023545,0.034154,0.040790,0.010180,2.300665,0.001960,0.000590,0.001189,0.004437,0.961803,0.331172,0.036540,0.028623,0.007072,0.031451,0.125102,0.043869,0.184100,0.254853,0.015100,0.072562,0.294637,0.457627,0.020481,0.005190,0.091962,0.211646,0.373014,0.003281,0.002631,0.039686,0.058413,0.096358,0.004860,0.042371,0.026114,0.026179,0.027259,0.044819,0.006784,0.034695,0.031444,0.633886,0.223740,0.000000,0.014465,0.028710,0.028455,0.000000,0.004730,0.145337,0.257932,0.082357,0.039699,0.009238,0.004704,Not run,Not run,0.000549,0.001040,0.001623,Not run,0.429304,0.064066,Not run
dane,8,Base_OpenMP,default,0.177273,0.163223,0.036869,0.323128,0.017474,0.127034,0.054561,0.023508,0.417460,0.046633,0.046277,0.060980,0.293146,0.020219,1.976503,0.003545,0.000622,0.003919,0.008524,0.776938,0.532041,0.215863,0.158894,0.013474,0.159075,0.460699,0.181684,0.315828,0.548154,0.036723,0.412658,0.508723,0.864344,0.043557,0.012238,0.196032,0.864412,0.742203,0.005478,0.009041,0.074097,0.233538,0.293944,0.011795,0.180108,0.149501,0.149946,0.150289,0.181414,0.023185,0.089898,0.068811,1.267170,0.588010,0.000000,0.028689,0.057466,0.056967,0.000000,0.009623,0.283114,0.520294,0.475812,0.086556,0.026934,0.011456,Not run,Not run,0.000952,0.002022,0.008497,Not run,0.411870,0.039499,Not run
dane,4,Base_OpenMP,default,0.203174,0.205226,0.073576,0.647902,0.033752,0.184541,0.108392,0.048201,0.627802,0.153791,0.153824,0.117191,0.439757,0.064665,1.814434,0.006832,0.001256,0.008269,0.016699,0.735492,0.719106,0.340316,0.348943,0.026639,0.343300,0.817758,0.459529,0.410082,0.703899,0.054506,0.643081,1.058611,1.581674,0.087154,0.023389,0.322615,1.788924,1.692549,0.006270,0.017388,0.167229,0.500761,0.662938,0.022600,0.458315,0.313133,0.282832,0.311830,0.454963,0.040867,0.151888,0.125446,2.532248,0.802282,0.000000,0.061235,0.114339,0.113379,0.000000,0.021432,0.405768,1.032667,0.689131,0.174182,0.058379,0.026420,Not run,Not run,0.002985,0.006149,0.017338,Not run,0.390748,0.063569,Not run
dane,224,Base_OpenMP,default,0.016570,0.004313,0.011891,0.042659,0.022745,0.007930,0.005852,0.009608,0.013770,0.060107,0.059005,0.015816,0.009832,0.023112,38.534807,0.002954,0.016290,0.016340,0.003301,4.166373,0.014421,0.015201,0.046705,0.031575,0.046288,0.164065,0.024287,0.010459,0.015548,0.002294,0.024398,0.225381,0.343173,0.005655,0.009489,0.035631,0.272306,0.264437,0.004643,0.003123,0.043207,0.082973,0.113770,0.006375,0.025112,0.041421,0.079826,0.041774,0.023728,0.002506,0.007882,0.005499,0.126223,0.011581,0.000000,0.007138,0.006759,0.006795,0.000000,0.002226,0.018912,0.055769,0.019434,0.009701,0.003917,0.004174,Not run,Not run,0.002280,0.003760,0.002826,Not run,1.149071,0.659203,Not run
dane,112,Base_OpenMP,default,0.032176,0.006067,0.006246,0.062076,0.011429,0.008294,0.006597,0.006529,0.012932,0.029045,0.028712,0.016544,0.009541,0.011393,7.147880,0.001352,0.003535,0.004009,0.002057,4.375012,0.025188,0.009239,0.023512,0.007536,0.023281,0.119997,0.013145,0.015430,0.047754,0.002111,0.013638,0.395554,0.602650,0.005873,0.010444,0.021276,0.148503,0.469474,0.011753,0.001959,0.041436,0.040722,0.087315,0.008137,0.012877,0.020192,0.026517,0.021651,0.012206,0.002283,0.010254,0.006586,0.196356,0.026148,0.000000,0.006510,0.009741,0.009643,0.000000,0.002280,0.024411,0.094718,0.015229,0.013786,0.003240,0.003056,Not run,Not run,0.000890,0.001347,0.001612,Not run,1.426851,0.259771,Not run
dane,56,Base_OpenMP,default,0.032025,0.005343,0.004969,0.053571,0.008125,0.007969,0.008891,0.005094,0.027857,0.019716,0.019554,0.019451,0.020281,0.012086,3.193430,0.001312,0.001875,0.002435,0.002047,1.393045,0.022172,0.009781,0.017228,0.004800,0.017505,0.136224,0.011285,0.016242,0.045852,0.002459,0.011168,0.099718,0.144326,0.008152,0.003821,0.020718,0.153827,0.120718,0.010231,0.001717,0.027435,0.031784,0.054039,0.002340,0.009332,0.015098,0.018156,0.015890,0.009497,0.002540,0.010214,0.006628,0.209452,0.023621,0.000000,0.006768,0.010167,0.010126,0.000000,0.002405,0.026067,0.083638,0.021319,0.013917,0.003926,0.002983,Not run,Not run,0.000899,0.001434,0.001743,Not run,0.551719,0.314769,Not run
dane,32,Base_OpenMP,default,0.050154,0.025249,0.004420,0.091183,0.007408,0.012016,0.014386,0.006253,0.025305,0.018067,0.018232,0.024813,0.018104,0.009226,2.796962,0.001371,0.000886,0.001078,0.002712,1.283412,0.067622,0.011944,0.016821,0.004576,0.018618,0.109960,0.013683,0.079062,0.092365,0.003104,0.018704,0.172046,0.249023,0.012492,0.003767,0.022554,0.123268,0.213404,0.005237,0.001618,0.029714,0.031790,0.066668,0.002900,0.011841,0.014352,0.016001,0.015284,0.010395,0.003268,0.016282,0.010944,0.365979,0.064626,0.000000,0.009732,0.016994,0.016812,0.000000,0.002899,0.061365,0.145323,0.022012,0.022352,0.005329,0.003102,Not run,Not run,0.000469,0.000792,0.000992,Not run,0.525090,0.095505,Not run
dane,16,Base_OpenMP,default,0.097315,0.073937,0.006461,0.160749,0.009678,0.021544,0.025521,0.010277,0.050337,0.023731,0.023497,0.035283,0.034599,0.010741,2.185731,0.001939,0.000516,0.001163,0.004398,0.950305,0.330247,0.031490,0.029759,0.007027,0.035358,0.115835,0.041778,0.186337,0.252448,0.006426,0.061776,0.294514,0.470230,0.020474,0.006037,0.073836,0.283361,0.383693,0.003518,0.003444,0.034022,0.061824,0.096035,0.005388,0.041000,0.024220,0.022330,0.025576,0.041283,0.006617,0.034314,0.031273,0.633157,0.219746,0.000000,0.014456,0.028992,0.028690,0.000000,0.004749,0.145511,0.258962,0.070926,0.039646,0.009265,0.004660,Not run,Not run,0.000559,0.001014,0.001565,Not run,0.424120,0.042948,Not run
dane,8,Base_OpenMP,default,0.177547,0.163185,0.032571,0.322747,0.017459,0.126335,0.054181,0.023815,0.416272,0.047937,0.048542,0.063563,0.293451,0.022791,1.937402,0.003563,0.000831,0.003328,0.008509,0.751849,0.531636,0.216539,0.153634,0.013450,0.150895,0.462128,0.174807,0.316400,0.549951,0.036101,0.414316,0.505299,0.818473,0.043489,0.012217,0.197231,0.889795,0.732525,0.004641,0.008071,0.068215,0.205692,0.274999,0.011558,0.173310,0.136213,0.129104,0.137251,0.181401,0.023199,0.089748,0.069111,1.266838,0.590070,0.000000,0.028782,0.057432,0.056894,0.000000,0.009690,0.283110,0.516109,0.474155,0.086642,0.026233,0.010659,Not run,Not run,0.000971,0.002035,0.007729,Not run,0.413139,0.036975,Not run
dane,4,Base_OpenMP,default,0.203190,0.205489,0.064572,0.646626,0.033705,0.183124,0.107618,0.047495,0.626378,0.149715,0.149841,0.114543,0.439609,0.062853,1.825097,0.006825,0.001207,0.007571,0.016752,0.711152,0.718937,0.339673,0.305433,0.026623,0.300943,0.827526,0.459732,0.410691,0.706259,0.054335,0.644305,1.087716,1.559493,0.087033,0.023452,0.320388,1.876767,1.714589,0.006223,0.017231,0.196258,0.511828,0.668052,0.022467,0.458524,0.279256,0.259947,0.275797,0.461324,0.040854,0.150962,0.125869,2.533826,0.799421,0.000000,0.059409,0.114484,0.113480,0.000000,0.020931,0.406319,1.032874,0.685619,0.174079,0.058446,0.024955,Not run,Not run,0.002893,0.005981,0.015356,Not run,0.411889,0.061377,Not run
dane,224,Base_OpenMP,default,0.016011,0.004138,0.011174,0.041622,0.020700,0.007580,0.005684,0.009129,0.012859,0.054159,0.054111,0.016210,0.009184,0.020796,31.324913,0.002854,0.013946,0.014189,0.003374,4.435966,0.013812,0.013878,0.043029,0.027549,0.042602,0.170916,0.022226,0.010312,0.014569,0.002389,0.022390,0.224688,0.340445,0.005619,0.009229,0.033300,0.251266,0.266364,0.004593,0.002933,0.040622,0.076535,0.105838,0.006131,0.023000,0.037885,0.075365,0.038172,0.021537,0.002440,0.007609,0.005301,0.126244,0.011255,0.000000,0.006701,0.006683,0.006620,0.000000,0.002141,0.017412,0.055584,0.017637,0.009553,0.003685,0.003896,Not run,Not run,0.002079,0.002415,0.002639,Not run,1.166953,0.595902,Not run
