machine,core,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
borax,72,Base_OpenMP,default,0.054221,0.026907,0.014844,0.066142,0.017982,0.018168,0.008039,0.012107,0.030206,0.054985,0.055090,0.022600,0.022101,0.025722,2.133901,0.002522,0.003395,0.003309,0.004422,1.357501,0.072888,0.021262,0.053157,0.008220,0.052969,0.204793,0.034329,0.023288,0.044413,0.004087,0.039259,0.108648,0.169232,0.008186,0.009085,0.033594,0.209704,0.141718,0.005359,0.004570,0.044332,0.096217,0.126270,0.005531,0.034345,0.048231,0.048425,0.056453,0.034376,0.003911,0.017772,0.011429,0.352390,0.060358,0.000000,0.009997,0.017754,0.017505,0.000000,0.003289,0.078709,0.094765,0.039824,0.023254,0.005939,0.004326,Not run,Not run,0.001364,0.002203,0.003448,Not run,0.454666,0.373542,Not run
borax,32,Base_OpenMP,default,0.084218,0.045856,0.022647,0.136956,0.012425,0.035296,0.013995,0.020758,0.042213,0.066827,0.067030,0.032598,0.030333,0.030634,2.352902,0.003249,0.001308,0.002543,0.008077,2.165160,0.087366,0.026500,0.077637,0.004674,0.077718,0.126709,0.041005,0.044587,0.076725,0.006725,0.049509,0.236952,0.366799,0.013901,0.011213,0.037802,0.260152,0.309100,0.006009,0.005702,0.065137,0.107342,0.157908,0.009980,0.041023,0.069673,0.063684,0.070917,0.041207,0.006117,0.036144,0.022186,0.786928,0.097931,0.000000,0.017953,0.039059,0.038532,0.000000,0.005399,0.160377,0.212612,0.053894,0.048545,0.009833,0.007851,Not run,Not run,0.001314,0.003194,0.004947,Not run,0.748817,0.178287,Not run
borax,16,Base_OpenMP,default,0.067723,0.039942,0.016024,0.123468,0.009631,0.034676,0.020539,0.026748,0.040536,0.066433,0.068079,0.033281,0.029058,0.031026,1.214554,0.003258,0.000790,0.002711,0.007748,0.712521,0.081318,0.027214,0.075678,0.005800,0.076035,0.174085,0.039958,0.049744,0.080926,0.007495,0.048114,0.173867,0.264310,0.021222,0.010427,0.034395,0.249104,0.197648,0.005365,0.005172,0.057004,0.106055,0.151867,0.006411,0.039902,0.068159,0.060673,0.069022,0.039843,0.006596,0.035902,0.024444,0.866732,0.102523,0.000000,0.020635,0.056921,0.055436,0.000000,0.005800,0.109486,0.196049,0.067201,0.053114,0.010929,0.006606,Not run,Not run,0.001278,0.003153,0.004813,Not run,0.331048,0.111948,Not run
borax,8,Base_OpenMP,default,0.116708,0.083517,0.025322,0.245030,0.013233,0.067870,0.036458,0.043945,0.076373,0.106403,0.114276,0.052365,0.053850,0.052164,1.564399,0.005554,0.000674,0.002373,0.014870,0.613363,0.299252,0.045509,0.101452,0.009241,0.101516,0.123635,0.067179,0.149442,0.306689,0.013697,0.083557,0.344329,0.529308,0.034029,0.011717,0.054785,0.407301,0.391162,0.003698,0.004331,0.081392,0.166840,0.250551,0.011174,0.067111,0.086935,0.070879,0.090847,0.066655,0.011547,0.072618,0.057697,1.729258,0.294050,0.000000,0.039622,0.111411,0.108456,0.000000,0.010094,0.215473,0.390018,0.104287,0.105567,0.020054,0.011262,Not run,Not run,0.001091,0.003247,0.004833,Not run,0.299167,0.041989,Not run
borax,4,Base_OpenMP,default,0.200236,0.108775,0.045038,0.440599,0.022593,0.122832,0.066094,0.079369,0.149505,0.189047,0.203444,0.095514,0.112770,0.091542,1.267019,0.009953,0.001091,0.004182,0.027169,0.420678,0.367456,0.087972,0.182700,0.016503,0.183044,0.218266,0.124260,0.226748,0.426797,0.025081,0.160454,0.632330,0.960125,0.061308,0.020808,0.096898,0.725838,0.716150,0.006503,0.007514,0.142417,0.297545,0.447352,0.020248,0.121454,0.158850,0.124704,0.163631,0.118489,0.020977,0.131672,0.103687,3.109671,0.459266,0.000000,0.070373,0.202233,0.196250,0.000000,0.017811,0.386944,0.705612,0.181948,0.190817,0.036330,0.020145,Not run,Not run,0.001802,0.005824,0.008727,Not run,0.339306,0.038257,Not run
boraxo,72,Base_OpenMP,default,0.036747,0.017722,0.008981,0.070964,0.015365,0.010698,0.007552,0.007706,0.018022,0.039323,0.038881,0.017510,0.012976,0.016157,6.079409,0.002008,0.003027,0.003554,0.002610,1.732926,0.064978,0.013430,0.033806,0.007377,0.033872,0.181190,0.020029,0.025461,0.059469,0.003973,0.021101,0.349024,0.520281,0.007443,0.016638,0.022496,0.133967,0.416767,0.006088,0.006135,0.025275,0.059141,0.092190,0.009359,0.018605,0.030442,0.039683,0.029090,0.019087,0.002933,0.016863,0.009660,0.308582,0.056827,0.000000,0.008493,0.015153,0.016509,0.000000,0.002654,0.081493,0.103800,0.023219,0.023864,0.005771,0.003573,Not run,Not run,0.001324,0.001695,0.002062,Not run,0.645407,0.383845,Not run
boraxo,32,Base_OpenMP,default,0.069592,0.024617,0.009509,0.146953,0.012724,0.018588,0.013282,0.009484,0.033911,0.032123,0.032269,0.024381,0.023454,0.014219,4.316037,0.002000,0.001352,0.001665,0.004138,2.556669,0.077900,0.026324,0.037325,0.004965,0.037381,0.115974,0.036764,0.052920,0.095275,0.005965,0.052313,0.733322,1.121687,0.012714,0.024370,0.029076,0.135789,0.900427,0.007672,0.005477,0.041089,0.065253,0.129099,0.018338,0.036513,0.030427,0.035804,0.028169,0.035759,0.005026,0.035168,0.021472,0.693531,0.089095,0.000000,0.015028,0.033454,0.036368,0.000000,0.004371,0.178298,0.230389,0.051882,0.050660,0.009958,0.004550,Not run,Not run,0.000913,0.001387,0.001976,Not run,0.741616,0.184792,Not run
boraxo,16,Base_OpenMP,default,0.044428,0.025500,0.006190,0.132865,0.010348,0.017904,0.020363,0.009068,0.032600,0.026938,0.026487,0.026825,0.023161,0.011275,2.278019,0.002040,0.000839,0.001381,0.004170,1.205672,0.079606,0.025101,0.030794,0.006531,0.032746,0.159758,0.034639,0.054286,0.095470,0.011029,0.049698,0.316356,0.453814,0.020973,0.017723,0.025264,0.132575,0.393697,0.006942,0.007276,0.036510,0.063404,0.125229,0.011396,0.034287,0.027539,0.036424,0.026719,0.034025,0.005392,0.039769,0.023023,0.744581,0.091133,0.000000,0.015799,0.048735,0.047946,0.000000,0.004701,0.092840,0.212297,0.050898,0.057512,0.010413,0.006855,Not run,Not run,0.001004,0.001071,0.001849,Not run,0.368331,0.096681,Not run
boraxo,8,Base_OpenMP,default,0.075604,0.053966,0.023715,0.264482,0.015057,0.037757,0.041630,0.017954,0.095204,0.044519,0.043524,0.046325,0.066492,0.018781,1.855697,0.002911,0.000607,0.002406,0.007017,0.871212,0.163484,0.058412,0.094666,0.011203,0.094723,0.126136,0.073025,0.112960,0.196012,0.022415,0.110936,0.630889,0.905143,0.037123,0.021153,0.056690,0.319249,0.782174,0.005428,0.005684,0.065304,0.154278,0.243862,0.020375,0.073196,0.085355,0.094817,0.085225,0.072794,0.012373,0.079572,0.051050,1.487984,0.201136,0.000000,0.030832,0.095541,0.093314,0.000000,0.009045,0.178391,0.422242,0.134043,0.115207,0.020478,0.013271,Not run,Not run,0.001454,0.001682,0.004742,Not run,0.368465,0.047247,Not run
boraxo,4,Base_OpenMP,default,0.133376,0.078889,0.046171,0.528050,0.028374,0.072479,0.082192,0.037030,0.171493,0.119057,0.119068,0.091573,0.119747,0.047993,1.915523,0.005603,0.000912,0.004716,0.013789,0.673136,0.235021,0.117395,0.188377,0.022082,0.189755,0.244189,0.151276,0.214161,0.325653,0.044087,0.217877,1.199206,1.891559,0.073964,0.032877,0.116057,0.613984,1.561254,0.009655,0.010864,0.141101,0.294433,0.477367,0.039857,0.151766,0.162167,0.180083,0.162056,0.146238,0.024764,0.157183,0.101086,2.975432,0.357190,0.000000,0.061455,0.191153,0.186676,0.000000,0.018305,0.337099,0.846003,0.257787,0.229245,0.041252,0.026720,Not run,Not run,0.002792,0.004807,0.009180,Not run,0.487097,0.046361,Not run
boraxo,72,Base_OpenMP,default,0.036818,0.017221,0.008898,0.071152,0.015395,0.010136,0.007363,0.007718,0.017580,0.039246,0.038957,0.017188,0.012506,0.016038,5.897904,0.002049,0.003108,0.003584,0.002684,1.757627,0.052991,0.012927,0.033576,0.007396,0.033711,0.181648,0.019698,0.025037,0.058629,0.003345,0.021109,0.340977,0.517224,0.007377,0.016657,0.022611,0.133149,0.416830,0.006148,0.005943,0.025112,0.059484,0.091857,0.009383,0.018543,0.030224,0.039325,0.029064,0.018803,0.002928,0.016884,0.009714,0.308569,0.056785,0.000000,0.008464,0.015274,0.016537,0.000000,0.002642,0.079525,0.103780,0.024287,0.023893,0.005718,0.003551,Not run,Not run,0.001296,0.001674,0.002009,Not run,0.649724,0.383552,Not run
boraxo,32,Base_OpenMP,default,0.067263,0.023716,0.009809,0.147017,0.012802,0.018390,0.013625,0.009644,0.033132,0.031990,0.032085,0.024273,0.023346,0.014076,4.187747,0.002014,0.001191,0.001548,0.004120,2.478553,0.075969,0.025621,0.044749,0.005023,0.045082,0.116702,0.034829,0.052527,0.093002,0.006086,0.051341,0.733143,1.122088,0.012636,0.023969,0.028538,0.152407,0.900938,0.007728,0.005566,0.040662,0.067754,0.129084,0.018313,0.034715,0.036068,0.038819,0.035508,0.035072,0.005012,0.034785,0.021616,0.693411,0.085500,0.000000,0.014986,0.033520,0.036318,0.000000,0.004340,0.172918,0.230423,0.050734,0.050708,0.009971,0.004502,Not run,Not run,0.000874,0.001382,0.002056,Not run,0.745033,0.181712,Not run
boraxo,16,Base_OpenMP,default,0.042844,0.024407,0.009610,0.133122,0.010081,0.017760,0.020045,0.009245,0.033897,0.026802,0.026239,0.026762,0.023756,0.011174,2.308824,0.001868,0.000849,0.001368,0.003993,1.225280,0.079077,0.024728,0.034452,0.006595,0.036378,0.158279,0.033299,0.053225,0.092949,0.011046,0.048874,0.316732,0.453658,0.020792,0.017478,0.025377,0.129732,0.393743,0.006905,0.007081,0.036447,0.066783,0.123201,0.011367,0.032219,0.032107,0.038694,0.031574,0.032621,0.005396,0.039682,0.023156,0.744812,0.085861,0.000000,0.015835,0.049031,0.047558,0.000000,0.004683,0.090657,0.212312,0.050493,0.057541,0.010292,0.006875,Not run,Not run,0.000995,0.001073,0.001960,Not run,0.355697,0.093445,Not run
boraxo,8,Base_OpenMP,default,0.071515,0.051339,0.023523,0.264560,0.015079,0.036891,0.041605,0.018081,0.094811,0.043854,0.043689,0.046091,0.066578,0.020732,1.858695,0.002942,0.000597,0.002444,0.007004,0.834151,0.150307,0.056835,0.094596,0.011209,0.094732,0.136014,0.076746,0.110678,0.184653,0.022252,0.111040,0.629554,0.904247,0.037052,0.021174,0.060470,0.339620,0.785625,0.005455,0.005685,0.066755,0.152877,0.242419,0.020369,0.077269,0.084134,0.093281,0.084056,0.075079,0.012423,0.079499,0.049312,1.487842,0.190085,0.000000,0.030865,0.095559,0.093349,0.000000,0.009043,0.176015,0.423228,0.129131,0.115242,0.020495,0.013260,Not run,Not run,0.001459,0.001617,0.004744,Not run,0.356100,0.046711,Not run
boraxo,4,Base_OpenMP,default,0.129336,0.073972,0.046538,0.527977,0.028408,0.071524,0.082104,0.037499,0.166531,0.121407,0.121226,0.091419,0.116751,0.049020,1.895650,0.005635,0.001067,0.004699,0.013785,0.682201,0.224353,0.112732,0.191668,0.022093,0.193134,0.241600,0.154331,0.210762,0.307212,0.043955,0.210718,1.199690,1.886929,0.073704,0.032994,0.123453,0.782692,1.563740,0.009659,0.012025,0.149481,0.308824,0.486045,0.039872,0.148506,0.180522,0.193491,0.179421,0.152375,0.024711,0.157172,0.098025,2.975782,0.339375,0.000000,0.061601,0.191131,0.186704,0.000000,0.018420,0.334375,0.845865,0.245817,0.228910,0.040865,0.026855,Not run,Not run,0.002793,0.004773,0.010065,Not run,0.485770,0.046480,Not run
boraxo,72,Base_OpenMP,default,0.037055,0.017337,0.008933,0.070949,0.015372,0.010124,0.007314,0.007604,0.018009,0.039190,0.038781,0.014552,0.012695,0.016220,5.640091,0.002040,0.003314,0.003608,0.002683,1.664650,0.055533,0.013094,0.033344,0.007499,0.033572,0.181102,0.019761,0.025131,0.059259,0.003343,0.021883,0.346210,0.519992,0.007389,0.016435,0.027807,0.132782,0.416414,0.006191,0.006092,0.024969,0.058709,0.091573,0.009340,0.018544,0.030300,0.040226,0.028944,0.018779,0.002940,0.016848,0.009649,0.309118,0.056155,0.000000,0.008543,0.015172,0.016462,0.000000,0.002657,0.078746,0.103787,0.022993,0.023885,0.005719,0.003552,Not run,Not run,0.001299,0.001687,0.001984,Not run,0.656970,0.376019,Not run
boraxo,32,Base_OpenMP,default,0.067066,0.023656,0.009642,0.147045,0.012701,0.018386,0.013617,0.009373,0.033315,0.032439,0.032332,0.024354,0.023421,0.014222,4.362820,0.002364,0.001408,0.001648,0.004046,2.550272,0.077415,0.026260,0.037657,0.005006,0.037810,0.115235,0.035540,0.052269,0.094952,0.006052,0.052304,0.733199,1.120987,0.012914,0.024058,0.028616,0.141107,0.900230,0.007696,0.005537,0.040915,0.066421,0.131724,0.018339,0.036433,0.032449,0.036491,0.030994,0.035449,0.005019,0.035131,0.021273,0.693322,0.085439,0.000000,0.015058,0.033401,0.036319,0.000000,0.004352,0.171640,0.230379,0.051662,0.050611,0.009996,0.004550,Not run,Not run,0.000885,0.001406,0.002312,Not run,0.737821,0.185257,Not run
boraxo,16,Base_OpenMP,default,0.043028,0.024480,0.007819,0.133087,0.010113,0.017914,0.019964,0.009241,0.032625,0.026771,0.026204,0.026611,0.022810,0.011175,2.273274,0.001810,0.000838,0.001394,0.003847,1.210808,0.078573,0.025020,0.035647,0.006500,0.036849,0.159383,0.033414,0.053666,0.094981,0.011028,0.049550,0.316576,0.453615,0.020898,0.017699,0.025047,0.133383,0.393559,0.006576,0.008137,0.036384,0.062858,0.123720,0.011370,0.033643,0.029689,0.037219,0.029723,0.033225,0.005383,0.039969,0.022658,0.744652,0.086700,0.000000,0.015858,0.049186,0.047902,0.000000,0.004665,0.091026,0.212294,0.049931,0.057751,0.010337,0.006867,Not run,Not run,0.000997,0.001070,0.002058,Not run,0.350798,0.093484,Not run
boraxo,8,Base_OpenMP,default,0.072001,0.051367,0.023739,0.264434,0.015018,0.037196,0.041609,0.018003,0.091854,0.042250,0.041623,0.046082,0.064720,0.020358,1.814235,0.002922,0.000601,0.002411,0.007027,0.858849,0.154339,0.055276,0.094427,0.011202,0.094558,0.126199,0.073820,0.110944,0.184004,0.022417,0.105933,0.630111,0.905139,0.037032,0.021110,0.056905,0.319876,0.785291,0.005519,0.005696,0.065422,0.153658,0.244254,0.020408,0.072591,0.085367,0.094798,0.085281,0.072116,0.012071,0.079449,0.049699,1.488025,0.188589,0.000000,0.030853,0.095678,0.093342,0.000000,0.009037,0.174942,0.423329,0.125997,0.115260,0.020663,0.013240,Not run,Not run,0.001457,0.001635,0.004734,Not run,0.366717,0.046541,Not run
boraxo,4,Base_OpenMP,default,0.130315,0.074177,0.045621,0.528018,0.028402,0.071676,0.082100,0.037032,0.167167,0.119697,0.119740,0.091110,0.117394,0.048268,1.943488,0.005590,0.001066,0.004629,0.013788,0.654935,0.225025,0.112391,0.185103,0.022072,0.187719,0.237884,0.148452,0.210416,0.308645,0.044293,0.210477,1.200465,1.890412,0.073637,0.032946,0.115552,0.644458,1.559949,0.009661,0.010972,0.126676,0.298059,0.475992,0.039869,0.143450,0.168097,0.185757,0.168507,0.144377,0.024113,0.157205,0.098382,2.975373,0.340587,0.000000,0.061493,0.191115,0.186654,0.000000,0.018321,0.334638,0.846060,0.244723,0.229291,0.041006,0.026783,Not run,Not run,0.002803,0.004823,0.009182,Not run,0.483827,0.047127,Not run
