machine,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
borax,Base_Seq,default,0.450762,0.330565,0.160202,0.160199,0.076081,0.414663,0.225940,0.254690,0.542338,0.676045,0.765214,0.323320,0.374808,0.323588,0.034238,0.034868,0.003655,0.013152,0.093261,0.068588,1.124754,0.284202,0.650973,0.056893,0.653110,0.711040,0.432897,0.658268,1.432162,0.075182,0.555922,2.222255,3.372296,0.205306,0.071295,0.345593,2.601366,2.529437,0.018729,0.026997,0.485956,1.059706,1.635899,0.068916,0.430785,0.563925,0.447323,0.582034,0.428952,0.081068,0.455178,0.338529,10.361982,1.436954,0.000000,0.209361,0.662796,0.684129,0.000000,0.063862,1.023668,0.299508,0.688453,0.666719,0.110406,0.046043,0.722651,0.825547,0.006195,0.020431,0.031328,Not run,0.045902,0.066709,Not run
borax,Base_Seq,default,0.449873,0.331031,0.160292,0.160186,0.076248,0.413926,0.225866,0.254592,0.544719,0.676294,0.765335,0.321177,0.383939,0.323870,0.034235,0.035246,0.003666,0.013275,0.093450,0.068579,0.951056,0.288031,0.650201,0.056782,0.653242,0.707777,0.432624,0.664943,1.426020,0.075423,0.569600,2.222324,3.372123,0.205194,0.071269,0.347577,2.602569,2.530253,0.018723,0.027083,0.485660,1.060795,1.635601,0.068894,0.431081,0.563450,0.447653,0.580850,0.428512,0.080730,0.454699,0.340701,10.366133,1.435021,0.000000,0.209473,0.686609,0.684452,0.000000,0.064051,1.021163,0.299479,0.695379,0.666683,0.110260,0.045890,0.722687,0.824512,0.006233,0.020428,0.031314,Not run,0.045825,0.066874,Not run
borax,Base_Seq,default,0.449555,0.326541,0.160206,0.159918,0.076083,0.414592,0.227343,0.254710,0.574677,0.675862,0.765364,0.329100,0.429651,0.323834,0.034239,0.034655,0.003726,0.015120,0.093887,0.068721,1.000022,0.300704,0.652424,0.056988,0.655764,0.732228,0.436843,0.668066,1.422071,0.074973,0.560924,2.222507,3.371481,0.205341,0.071408,0.347189,2.603167,2.530174,0.018716,0.027001,0.485648,1.059936,1.635249,0.068901,0.435812,0.564294,0.448570,0.581526,0.434801,0.083026,0.455248,0.338268,10.366305,1.438205,0.000000,0.209368,0.667558,0.684664,0.000000,0.064019,1.024115,0.300897,0.732468,0.668024,0.110412,0.045924,0.722492,0.825253,0.006193,0.020430,0.031458,Not run,0.045827,0.066610,Not run
borax,Base_Seq,default,0.449721,0.338382,0.159670,0.159657,0.076315,0.414607,0.226003,0.254559,0.525897,0.676301,0.765208,0.327053,0.368462,0.323643,0.034239,0.035242,0.003674,0.013079,0.093252,0.068617,0.938838,0.301798,0.648042,0.057002,0.651261,0.723311,0.438752,0.683198,1.420572,0.076010,0.557458,2.225837,3.368454,0.207728,0.071230,0.348502,2.599566,2.533689,0.018747,0.026986,0.485424,1.060303,1.682857,0.068860,0.436936,0.562123,0.447291,0.579909,0.435086,0.074837,0.455630,0.341666,10.369586,1.471247,0.000000,0.209461,0.679188,0.684332,0.000000,0.064690,1.044073,0.300973,0.715513,0.667186,0.111254,0.045910,0.722559,0.827888,0.006179,0.020346,0.031226,Not run,0.045822,0.066794,Not run
borax,Base_Seq,default,0.449960,0.329922,0.160340,0.160342,0.076079,0.414987,0.225990,0.253868,0.580305,0.675986,0.765127,0.328181,0.413034,0.323516,0.034249,0.034679,0.003724,0.014985,0.093951,0.068719,0.948128,0.318522,0.650421,0.057042,0.652972,0.752061,0.432067,0.662555,1.423013,0.074993,0.620265,2.221945,3.372344,0.205716,0.071478,0.356543,2.603303,2.529622,0.018715,0.027149,0.485456,1.059764,1.636375,0.068916,0.448305,0.564071,0.447637,0.581947,0.446601,0.083558,0.455883,0.338777,10.363575,1.429941,0.000000,0.209379,0.686608,0.684218,0.000000,0.065343,1.023857,0.299643,0.698836,0.666957,0.110551,0.045881,0.722846,0.824785,0.006226,0.020425,0.031318,Not run,0.045920,0.066574,Not run
borax,Base_Seq,default,0.453065,0.331407,0.160511,0.160270,0.076084,0.414769,0.226242,0.254790,0.497382,0.676426,0.764829,0.327634,0.365782,0.323347,0.034241,0.034676,0.003662,0.013224,0.093561,0.068590,0.947831,0.282687,0.650589,0.057043,0.653317,0.709871,0.432851,0.665751,1.429945,0.074652,0.551176,2.223824,3.374445,0.205173,0.071420,0.345294,2.602406,2.528241,0.018724,0.026990,0.485390,1.059468,1.636655,0.069082,0.430503,0.564000,0.447479,0.585880,0.428761,0.080296,0.456113,0.337112,10.363063,1.437145,0.000000,0.209348,0.667257,0.684215,0.000000,0.063824,1.027531,0.299273,0.677823,0.667065,0.110318,0.045862,0.722476,0.825890,0.006224,0.020420,0.031327,Not run,0.045897,0.066546,Not run
borax,Base_Seq,default,0.450301,0.331579,0.160122,0.160128,0.076140,0.414411,0.225864,0.254614,0.492093,0.675787,0.764952,0.322023,0.349057,0.323453,0.034242,0.035227,0.003672,0.013118,0.093241,0.068588,0.946758,0.282614,0.650439,0.056793,0.653555,0.705710,0.432397,0.665746,1.431949,0.074548,0.557857,2.221757,3.371463,0.204641,0.071296,0.345298,2.602334,2.527977,0.018713,0.026989,0.485341,1.060988,1.637173,0.068892,0.430818,0.563486,0.447300,0.580710,0.429093,0.080007,0.455954,0.339369,10.366867,1.436771,0.000000,0.209720,0.666766,0.684497,0.000000,0.064054,1.024375,0.299288,0.671292,0.665809,0.110242,0.045878,0.722570,0.824408,0.006229,0.020410,0.031313,Not run,0.045842,0.066560,Not run
borax,Base_Seq,default,0.450630,0.330065,0.160003,0.160445,0.076187,0.415380,0.226105,0.256204,0.553587,0.675035,0.765352,0.330039,0.404689,0.323401,0.034238,0.034514,0.003668,0.013349,0.093081,0.068617,0.949543,0.299003,0.652652,0.057209,0.655780,0.726477,0.438460,0.665278,1.437086,0.075337,0.574933,2.221467,3.371140,0.205177,0.071461,0.350318,2.602247,2.529262,0.018714,0.026994,0.485401,1.059527,1.637045,0.068894,0.429840,0.564043,0.447944,0.581372,0.428068,0.080565,0.456355,0.336439,10.373428,1.435552,0.000000,0.209352,0.676586,0.684662,0.000000,0.064151,1.024603,0.300754,0.670581,0.667452,0.110437,0.045852,0.723098,0.824836,0.006213,0.020515,0.031333,Not run,0.046075,0.066534,Not run
borax,Base_Seq,default,0.449763,0.338396,0.159627,0.159669,0.076092,0.414888,0.226029,0.254402,0.490355,0.675904,0.765004,0.326890,0.349855,0.323309,0.034249,0.035235,0.003668,0.013192,0.093434,0.068616,0.955971,0.299859,0.647827,0.056939,0.650980,0.719745,0.442131,0.678822,1.425908,0.075383,0.555779,2.224264,3.369566,0.206775,0.071455,0.345335,2.599405,2.530997,0.018721,0.026975,0.487761,1.059474,1.641211,0.068861,0.430188,0.562156,0.448275,0.578356,0.428733,0.072213,0.455998,0.338365,10.368056,1.471413,0.000000,0.209395,0.686936,0.684171,0.000000,0.064700,1.050013,0.299734,0.672370,0.667084,0.110393,0.045907,0.722379,0.826813,0.006197,0.020343,0.031321,Not run,0.045843,0.066731,Not run
borax,Base_Seq,default,0.450563,0.331975,0.160358,0.160205,0.076134,0.415066,0.226078,0.255180,0.495119,0.675742,0.766403,0.327372,0.348840,0.323317,0.034240,0.035118,0.003726,0.013321,0.093093,0.068876,0.958689,0.285006,0.650586,0.057081,0.653032,0.707807,0.433228,0.662871,1.429965,0.074469,0.548056,2.221984,3.373111,0.204831,0.071260,0.344996,2.602645,2.528969,0.018724,0.026991,0.485600,1.059477,1.636394,0.068903,0.429733,0.563636,0.447944,0.581976,0.428806,0.080715,0.455791,0.335243,10.373480,1.437800,0.000000,0.209303,0.686293,0.684453,0.000000,0.065277,1.029117,0.299332,0.681831,0.667975,0.110295,0.045865,0.722630,0.825069,0.006229,0.020429,0.031320,Not run,0.045912,0.066648,Not run
borax,Base_Seq,default,0.450800,0.330882,0.160124,0.160141,0.076184,0.414141,0.225898,0.254678,0.481059,0.676555,0.765788,0.327557,0.343712,0.325006,0.034240,0.034695,0.003671,0.013300,0.093180,0.068594,0.957593,0.279846,0.650612,0.057096,0.654160,0.705312,0.433062,0.661063,1.436459,0.074798,0.544056,2.225373,3.376068,0.206321,0.071276,0.344518,2.601418,2.527884,0.018718,0.026984,0.485612,1.061810,1.636403,0.068962,0.429370,0.563805,0.447680,0.581646,0.428926,0.078942,0.456210,0.341379,10.373019,1.439540,0.000000,0.209674,0.662834,0.686456,0.000000,0.063820,1.025039,0.299454,0.669611,0.670400,0.110270,0.045857,0.722630,0.825203,0.006245,0.020421,0.031313,Not run,0.045895,0.066536,Not run
borax,Base_Seq,default,0.450293,0.331922,0.161731,0.160308,0.076139,0.414649,0.225884,0.254949,0.491127,0.676041,0.765080,0.326476,0.346555,0.324435,0.034292,0.035243,0.003661,0.013622,0.093254,0.068585,0.947094,0.281836,0.650186,0.057065,0.652913,0.706745,0.431636,0.662172,1.430824,0.074634,0.540231,2.225377,3.372644,0.204799,0.071968,0.344459,2.605933,2.529274,0.018713,0.026986,0.485511,1.060534,1.635925,0.068897,0.430121,0.563602,0.448158,0.580575,0.427859,0.080045,0.456082,0.339859,10.366359,1.440368,0.000000,0.209687,0.669422,0.684057,0.000000,0.064049,1.029306,0.299550,0.654429,0.670496,0.110233,0.045871,0.722529,0.825976,0.006215,0.020493,0.031309,Not run,0.045811,0.066636,Not run
borax,Base_Seq,default,0.450416,0.328326,0.160376,0.160217,0.076081,0.415363,0.226633,0.254641,0.530504,0.676461,0.766468,0.329088,0.403353,0.323466,0.034234,0.034536,0.003663,0.013345,0.094219,0.068635,1.042817,0.293567,0.653917,0.057158,0.656175,0.722935,0.440133,0.667629,1.430506,0.074961,0.560057,2.224085,3.373263,0.204904,0.071294,0.349892,2.602853,2.529943,0.018732,0.026993,0.485649,1.059517,1.635910,0.068880,0.429393,0.565488,0.447925,0.581010,0.428548,0.079460,0.456698,0.339342,10.371390,1.437075,0.000000,0.209343,0.673576,0.684679,0.000000,0.064104,1.025632,0.300777,0.658273,0.666929,0.110282,0.045858,0.723028,0.824515,0.006236,0.020430,0.031317,Not run,0.045867,0.066530,Not run
borax,Base_Seq,default,0.450261,0.338477,0.159730,0.159892,0.076096,0.414974,0.225978,0.254436,0.514639,0.675657,0.765802,0.326730,0.373017,0.323416,0.034237,0.035241,0.003666,0.013172,0.093346,0.068583,0.952474,0.295338,0.647866,0.056998,0.651266,0.715193,0.434459,0.684287,1.441562,0.075209,0.554197,2.226673,3.372521,0.206910,0.071272,0.347922,2.599630,2.540195,0.018748,0.026981,0.486188,1.062759,1.641855,0.069006,0.440250,0.561984,0.446853,0.578015,0.439214,0.071183,0.456403,0.339513,10.373037,1.472974,0.000000,0.209398,0.679366,0.685604,0.000000,0.064679,1.050354,0.300363,0.683141,0.666730,0.111070,0.045899,0.722546,0.826638,0.006217,0.020329,0.031218,Not run,0.045888,0.067602,Not run
borax,Base_Seq,default,0.450330,0.331191,0.160122,0.160288,0.076104,0.414782,0.226069,0.254070,0.494441,0.675824,0.764968,0.327710,0.351814,0.323651,0.034286,0.034747,0.003721,0.015001,0.094223,0.068714,0.948779,0.281464,0.652475,0.057028,0.652945,0.711852,0.432104,0.661450,1.433373,0.074414,0.543557,2.228826,3.373313,0.205354,0.071261,0.344529,2.604757,2.531616,0.018724,0.026996,0.488020,1.061710,1.636727,0.068903,0.429654,0.563787,0.447477,0.581812,0.428067,0.078713,0.457437,0.339148,10.371909,1.429346,0.000000,0.209944,0.686590,0.684334,0.000000,0.065282,1.033163,0.299412,0.664319,0.667818,0.110378,0.045870,0.722583,0.824590,0.006192,0.020423,0.031324,Not run,0.045906,0.066596,Not run
boraxo,Base_Seq,default,0.480576,0.265725,0.178929,0.178132,0.218446,0.276585,0.326611,0.115634,0.652332,0.477791,0.499372,0.356830,0.454219,0.191747,0.021863,0.021895,0.004605,0.018381,0.054642,0.098655,0.833097,0.419775,0.733096,0.087469,0.735231,0.942422,0.570347,0.823853,1.183963,0.174482,0.803077,5.027436,7.244016,0.293732,0.124722,0.451743,3.002573,6.256349,0.029248,0.044610,0.513485,1.157592,2.000688,0.124623,0.566999,0.649698,0.712456,0.654273,0.559458,0.093569,0.636276,0.407745,11.993413,1.334979,0.000000,0.280165,0.744182,0.809873,0.000000,0.071883,1.243206,0.427593,0.955961,0.891571,0.158116,0.087787,1.112195,1.249414,0.011760,0.019362,0.041118,Not run,0.059659,0.086713,Not run
