machine,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
borax,Base_Seq,default,0.891987,0.645110,0.322713,0.322768,0.152160,0.845659,0.451863,0.517665,2.152193,1.353486,1.531466,1.050992,1.453850,0.626260,0.068473,0.068977,0.007529,0.030598,0.187841,0.137227,1.907255,1.176700,1.339707,0.114119,1.343537,2.093659,1.240419,1.429824,2.907138,0.197998,2.346789,6.996955,10.738933,0.473397,0.152746,1.073419,8.771642,9.151713,0.041030,0.068793,1.094589,2.295917,3.413754,0.145928,1.210439,1.142750,0.901355,1.176969,1.207489,0.215573,0.911812,0.726824,20.323386,3.203420,0.000000,0.419077,1.328675,1.369176,0.000000,0.128267,2.076611,0.603076,2.575330,1.323916,0.230285,0.093896,1.509911,1.750372,0.012431,0.040974,0.069027,Not run,0.091753,0.134637,Not run
borax,Base_Seq,default,0.888576,0.644707,0.321019,0.321213,0.152166,0.845974,0.451988,0.515951,2.153984,1.353169,1.531762,1.038840,1.465800,0.626164,0.068485,0.069599,0.007432,0.028958,0.186166,0.137406,1.915154,1.160806,1.305730,0.114405,1.310112,2.076773,1.250380,1.435871,2.917579,0.196713,2.323197,7.010016,10.886295,0.473551,0.152568,1.078274,8.279969,9.140278,0.041008,0.063148,1.070807,2.289561,3.628291,0.147935,1.235826,1.233464,0.980721,1.254824,1.231968,0.214103,0.911443,0.727542,20.325123,3.202577,0.000000,0.418691,1.338665,1.367125,0.000000,0.130997,2.075969,0.602662,2.593479,1.325753,0.230360,0.092032,1.510084,1.748171,0.012492,0.040969,0.063333,Not run,0.091866,0.132090,Not run
borax,Base_Seq,default,0.877774,0.649784,0.337561,0.334511,0.152302,0.842342,0.452116,0.516760,2.049915,1.354096,1.533668,1.043757,1.444202,0.626104,0.068798,0.068747,0.007357,0.028822,0.185652,0.137378,1.910991,1.153366,1.369074,0.114212,1.372753,2.077202,1.285697,1.395031,2.905028,0.195891,2.315914,6.986520,10.779095,0.476610,0.150982,1.006382,8.353714,9.148555,0.040390,0.063552,1.100785,2.164940,3.499750,0.144764,1.287412,1.175805,0.948335,1.221753,1.285472,0.214451,0.905079,0.726126,20.326850,3.182851,0.000000,0.419228,1.323901,1.369026,0.000000,0.129391,2.076632,0.603490,2.556981,1.320375,0.229918,0.093091,1.509673,1.763875,0.012478,0.040963,0.065465,Not run,0.091541,0.141160,Not run
borax,Base_Seq,default,0.890481,0.677712,0.331455,0.331274,0.152159,0.852395,0.452298,0.517701,2.372405,1.353533,1.531482,1.043199,1.651100,0.626328,0.068466,0.069695,0.007395,0.029069,0.186281,0.140254,1.905584,1.297177,1.343151,0.114245,1.346090,2.353273,1.361856,1.507267,2.908784,0.215633,2.738530,7.185116,10.800708,0.483153,0.153006,1.049822,7.647890,9.522308,0.040838,0.058116,1.188968,2.143761,3.285708,0.147583,1.471520,1.173175,0.949661,1.201664,1.467550,0.230573,0.911289,0.733741,20.327118,3.436830,0.000000,0.427938,1.323747,1.367760,0.000000,0.133945,2.161118,0.604249,2.918019,1.325252,0.233012,0.094315,1.509864,1.766810,0.012474,0.040808,0.065415,Not run,0.091649,0.125366,Not run
borax,Base_Seq,default,0.887163,0.644431,0.325392,0.329199,0.152158,0.845397,0.451958,0.516586,2.148320,1.353155,1.531446,1.044855,1.493549,0.626227,0.068640,0.068930,0.007545,0.032171,0.187839,0.137978,2.023507,1.161958,1.460024,0.114214,1.461954,2.072085,1.223174,1.404939,2.891552,0.197677,2.330894,6.995562,10.813156,0.471027,0.151703,1.008093,8.234185,9.088602,0.041078,0.063289,1.087289,2.136323,3.287871,0.145472,1.226265,1.162272,0.929010,1.186389,1.233137,0.213227,0.912970,0.724373,20.329949,3.178095,0.000000,0.419040,1.328131,1.369258,0.000000,0.131434,2.074151,0.622970,2.527081,1.352499,0.229925,0.093163,1.511678,1.750412,0.012433,0.040961,0.066375,Not run,0.091602,0.136358,Not run
borax,Base_Seq,default,0.893100,0.647844,0.326895,0.326837,0.152231,0.848445,0.452063,0.517412,2.168253,1.353442,1.530885,1.043900,1.483635,0.626022,0.068481,0.069345,0.007545,0.031008,0.187848,0.137460,2.070548,1.176876,1.337665,0.114110,1.341424,2.089043,1.214235,1.438487,2.920181,0.199337,2.349211,7.012845,10.749872,0.474007,0.153281,1.087637,8.457490,9.204937,0.041208,0.065057,1.131083,2.347204,3.412812,0.146301,1.211704,1.152164,0.911549,1.178333,1.207772,0.213709,0.913136,0.720995,20.338094,3.210729,0.000000,0.419692,1.363716,1.369074,0.000000,0.128066,2.080926,0.605295,2.581999,1.328853,0.229581,0.093171,1.510486,1.750615,0.012492,0.040961,0.065374,Not run,0.091565,0.132713,Not run
borax,Base_Seq,default,0.889210,0.647944,0.326712,0.325712,0.152160,0.850429,0.452151,0.514474,2.168393,1.353520,1.531398,1.039743,1.490572,0.626302,0.068600,0.069528,0.007363,0.026549,0.185928,0.137188,1.906140,1.185042,1.301631,0.114178,1.306858,2.099037,1.195680,1.440965,2.925139,0.198584,2.351825,7.022033,10.824437,0.476548,0.152904,1.076403,8.682926,9.130471,0.040875,0.067277,1.032505,2.166468,3.273573,0.146302,1.172221,1.147348,0.899672,1.170146,1.159393,0.213831,0.912667,0.720799,20.334360,3.217315,0.000000,0.420285,1.323842,1.368096,0.000000,0.130942,2.077363,0.609079,2.585351,1.328858,0.229356,0.092342,1.510431,1.748831,0.012385,0.040959,0.064123,Not run,0.091565,0.145346,Not run
borax,Base_Seq,default,0.885109,0.655777,0.349315,0.349740,0.152171,0.846733,0.452006,0.519286,2.059989,1.353624,1.531655,1.050297,1.449666,0.626269,0.068472,0.068730,0.007370,0.030307,0.186011,0.137506,1.922921,1.160454,1.402265,0.114219,1.404944,2.089524,1.330898,1.404151,2.916786,0.196195,2.321757,6.988262,10.783259,0.474066,0.151247,1.021956,8.641036,9.090292,0.040862,0.066406,1.101280,2.164673,3.278317,0.144761,1.263445,1.207655,0.974197,1.257164,1.285286,0.214517,0.913730,0.720681,20.336426,3.212187,0.000000,0.420700,1.324669,1.369467,0.000000,0.130289,2.079476,0.629413,2.577069,1.329641,0.232260,0.094400,1.510085,1.766154,0.012443,0.041028,0.072290,Not run,0.091625,0.136375,Not run
borax,Base_Seq,default,0.891756,0.679019,0.335054,0.334119,0.152291,0.855505,0.452234,0.524088,2.360184,1.353574,1.531215,1.045127,1.644329,0.627686,0.068475,0.069746,0.007373,0.029563,0.186027,0.139504,1.922737,1.272468,1.355069,0.114556,1.355885,2.382253,1.450363,1.507824,2.913842,0.215529,2.756121,7.205602,10.817287,0.478961,0.153258,1.041323,7.928448,9.563637,0.040786,0.059648,1.198496,2.264188,3.424335,0.147580,1.443234,1.179526,0.974437,1.208280,1.404687,0.229368,0.913394,0.722610,20.333179,3.450884,0.000000,0.425219,1.328689,1.367356,0.000000,0.133502,2.169587,0.604885,2.895618,1.326897,0.234562,0.094566,1.510675,1.765430,0.012402,0.040836,0.066728,Not run,0.091663,0.137290,Not run
borax,Base_Seq,default,0.892131,0.653305,0.329762,0.328456,0.152163,0.849048,0.452935,0.514443,2.178975,1.353363,1.531816,1.043372,1.490834,0.627251,0.068469,0.069088,0.007357,0.027559,0.185837,0.137380,1.988611,1.166179,1.310616,0.114527,1.315107,2.096795,1.235448,1.411126,2.921433,0.199568,2.341925,6.964112,10.766608,0.472794,0.151517,0.960919,7.851104,9.097317,0.041033,0.057981,1.084243,2.178137,3.300078,0.145408,1.196274,1.177720,0.942171,1.201131,1.232871,0.214125,0.913968,0.723062,20.338346,3.219851,0.000001,0.420102,1.325820,1.368993,0.000000,0.130621,2.079762,0.609944,2.572880,1.332952,0.231267,0.092967,1.510156,1.751753,0.012440,0.040960,0.065162,Not run,0.091565,0.132674,Not run
