machine,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,core,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_HALOEXCHANGE,Apps_HALOEXCHANGE_FUSED,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY
mammoth,0,0.7120763,0.21969491,0.6122919,0,0.9574303,0.76222473,0,0.88206065,0.8076701,4,0.059327,0.681779,0.212441,0.129299,0.156085,0.641866,0.393061,0.205073,0.272536,0.448813,0.103282,2.048155,0.01999,0.002021,0.008092,0.05336,0.691134,0.435551,0.243925,0.018328,0.244006,1.355086,0.560639,0.413106,0.925723,0.059252,0.864747,1.211617,1.71068,0.115434,0.029299,0.375885,1.930554,1.096769,0.015946,0.018698,0.143899,0.383366,0.55226,0.037907,0.554112,0.298901,0.304599,0.292133,0.559947,0.05663,0.17615,0.183115,1.048303,0.078287,0.01448,0.014124,0.228967,0.228012,0.033276,1.063727,0.881646,0.255847,0.033359,,,0.003678,0.004542,0.014851
poodle,0.20384157,0.81362784,0.028100617,0.76814103,0,0.9119763,0.5300472,0,1.242669,0.993292,224,0.011384,0.04467,0.009155,0.005512,0.009318,0.01258,0.055938,0.055797,0.010847,0.009229,0.020119,33.47018,0.003371,0.014199,0.014857,0.003808,0.01418,0.012561,0.043788,0.03063,0.043902,0.147439,0.022656,0.010988,0.014967,0.002028,0.022316,0.15082,0.199183,0.008847,0.009708,0.036018,0.261406,0.137826,0.012375,0.00308,0.052593,0.085363,0.1158,0.006867,0.022165,0.039568,0.085874,0.039911,0.022209,0.003165,0.008083,0.005917,0.011889,0.007433,0.154574,1.350844,0.008131,0.008136,0.003915,0.054573,0.018218,0.009798,0.004032,,,0.00283,0.002452,0.002692
poodle,0.20384157,0.81362784,0.028100617,0.76814103,0,0.9119763,0.5300472,0,1.242669,0.993292,112,0.006623,0.071239,0.010219,0.006968,0.005859,0.014082,0.03072,0.030637,0.01298,0.010822,0.012123,12.30024,0.001462,0.003804,0.004192,0.002372,0.020689,0.01022,0.024076,0.009223,0.024073,0.125706,0.014408,0.01627,0.040348,0.002156,0.014393,0.30318,0.398536,0.007005,0.011198,0.022324,0.157733,0.292086,0.012487,0.001961,0.043846,0.046112,0.095899,0.010019,0.012896,0.022087,0.030245,0.022533,0.012955,0.003308,0.011877,0.009416,0.028999,0.008797,0.067586,0.330326,0.013543,0.013532,0.003267,0.104251,0.01858,0.016122,0.003593,,,0.000994,0.001428,0.001694
poodle,0.20384157,0.81362784,0.028100617,0.76814103,0,0.9119763,0.5300472,0,1.242669,0.993292,56,0.005181,0.060686,0.009099,0.009316,0.004315,0.016352,0.022423,0.021784,0.014553,0.014479,0.00877,3.80484,0.000995,0.001756,0.002145,0.001926,0.020948,0.008367,0.018823,0.005851,0.01884,0.113597,0.011342,0.017101,0.040594,0.002348,0.011025,0.077725,0.103115,0.010869,0.00424,0.015454,0.11272,0.078152,0.011141,0.001629,0.032757,0.031226,0.058574,0.002637,0.01001,0.017252,0.019619,0.017074,0.01013,0.003753,0.011298,0.009262,0.028119,0.007996,0.044689,0.114176,0.015033,0.014972,0.002888,0.090771,0.019189,0.015865,0.002796,,,0.000703,0.001046,0.001395
poodle,0.20384157,0.81362784,0.028100617,0.76814103,0,0.9119763,0.5300472,0,1.242669,0.993292,32,0.005169,0.102454,0.014146,0.015543,0.00532,0.029828,0.023653,0.021901,0.018423,0.025784,0.009126,3.361454,0.001258,0.000817,0.001188,0.002832,0.061479,0.013452,0.020195,0.005706,0.020733,0.12433,0.01563,0.052421,0.068311,0.002572,0.021723,0.13456,0.17993,0.019289,0.004095,0.015754,0.124546,0.135537,0.005554,0.001422,0.029354,0.035014,0.073433,0.003109,0.01269,0.018394,0.019406,0.018107,0.01292,0.005761,0.017994,0.015831,0.061873,0.012134,0.024196,0.048305,0.0255,0.02551,0.004052,0.157554,0.037979,0.026506,0.003434,,,0.000478,0.000908,0.001196
poodle,0.20384157,0.81362784,0.028100617,0.76814103,0,0.9119763,0.5300472,0,1.242669,0.993292,16,0.012513,0.203477,0.027594,0.031423,0.009912,0.063606,0.029669,0.029667,0.031723,0.044885,0.014713,2.753545,0.002204,0.000495,0.001498,0.005342,0.305747,0.037561,0.05309,0.008829,0.054809,0.122449,0.050112,0.139376,0.227528,0.006128,0.074401,0.282094,0.37173,0.02694,0.006826,0.035082,0.299817,0.292594,0.004563,0.003312,0.036587,0.074649,0.114275,0.006252,0.048826,0.048233,0.051929,0.047788,0.048664,0.011054,0.035876,0.03738,0.202886,0.022475,0.011454,0.008036,0.049916,0.049923,0.007759,0.314541,0.083817,0.052561,0.006254,,,0.000598,0.00127,0.002895
poodle,0.20384157,0.81362784,0.028100617,0.76814103,0,0.9119763,0.5300472,0,1.242669,0.993292,8,0.039873,0.407684,0.113807,0.065933,0.023058,0.391491,0.067386,0.067358,0.061132,0.274638,0.031876,2.601532,0.004287,0.000586,0.003793,0.010528,0.492415,0.182449,0.172515,0.017005,0.170937,0.437997,0.180745,0.296338,0.528233,0.032581,0.35887,0.499932,0.680532,0.054717,0.013195,0.13812,0.931115,0.494989,0.005758,0.008905,0.07446,0.259909,0.330903,0.011906,0.183313,0.154714,0.143448,0.154982,0.185398,0.025626,0.074972,0.082653,0.504368,0.045581,0.00851,0.006777,0.099656,0.099693,0.015104,0.628844,0.401185,0.105517,0.013519,,,0.001089,0.002722,0.008725
poodle,0.20384157,0.81362784,0.028100617,0.76814103,0,0.9119763,0.5300472,0,1.242669,0.993292,4,0.079496,0.81483,0.163578,0.132207,0.047651,0.579741,0.179134,0.178931,0.11903,0.406381,0.079136,2.666268,0.008455,0.001196,0.008054,0.020967,0.676548,0.292596,0.354473,0.033733,0.369597,0.671615,0.3883,0.415912,0.675058,0.048121,0.573596,0.985616,1.357286,0.109538,0.026025,0.29389,2.067544,0.941672,0.009168,0.016919,0.156216,0.609521,0.726682,0.023353,0.395517,0.312641,0.267868,0.313806,0.396362,0.049787,0.1415,0.159743,0.682227,0.089505,0.009533,0.009126,0.199186,0.199264,0.031198,1.257058,0.608821,0.209461,0.028204,,,0.003096,0.007172,0.017338
ec2-c5n,0.14296944,0.96222556,0.15974034,1.0593157,0,0.8317853,0.8430074,0,1.2889909,0.8763778,72,0.010165,0.093817,0.01944,0.011827,0.014966,0.051578,0.087178,0.063,0.093779,0.036735,0.02752,4.163289,0.003023,0.003214,0.003438,0.005247,0.277921,0.038601,0.039205,0.007093,0.040008,0.265083,0.046789,0.137834,0.197576,0.006359,0.074683,0.620019,0.879969,0.011321,0.020484,0.036192,0.229679,0.585701,0.008029,0.005581,0.035743,0.069105,0.113367,0.014649,0.045847,0.033814,0.04388,0.033536,0.045529,0.007669,0.02391,0.021439,0.083276,0.023251,0.073622,0.159555,0.020547,0.020337,0.006924,0.132083,0.076054,0.037339,0.003993,,,0.001297,0.00183,0.00218
ec2-c5n,0.14296944,0.96222556,0.15974034,1.0593157,0,0.8317853,0.8430074,0,1.2889909,0.8763778,36,0.021865,0.1818,0.031282,0.021879,0.02532,0.079777,0.138172,0.091349,0.124168,0.05657,0.037597,3.738936,0.004598,0.002623,0.003012,0.00925,0.262357,0.047386,0.085753,0.005687,0.085692,0.297339,0.06428,0.093295,0.213015,0.010792,0.093065,1.245028,1.768149,0.017931,0.033605,0.053609,0.423315,1.182286,0.009801,0.007163,0.066433,0.137655,0.192985,0.027899,0.063804,0.077206,0.087172,0.076972,0.063924,0.015229,0.044984,0.041216,0.101706,0.044082,0.046651,0.058769,0.039934,0.039959,0.012976,0.262403,0.10705,0.076987,0.006335,,,0.001425,0.002002,0.004632
ec2-c5n,0.14296944,0.96222556,0.15974034,1.0593157,0,0.8317853,0.8430074,0,1.2889909,0.8763778,32,0.023541,0.20359,0.03517,0.024319,0.028205,0.104555,0.15259,0.098439,0.135864,0.073184,0.040502,3.647958,0.005027,0.002524,0.002966,0.010281,0.256206,0.056081,0.093091,0.005697,0.092992,0.241341,0.072843,0.119866,0.228783,0.011992,0.111279,1.381775,1.950104,0.02044,0.0388,0.060099,0.445042,1.304095,0.010638,0.008168,0.072805,0.150211,0.209168,0.030693,0.071402,0.083912,0.093306,0.08364,0.071794,0.017174,0.050417,0.046306,0.121239,0.049253,0.045068,0.049146,0.044156,0.044156,0.014508,0.29462,0.13167,0.08465,0.006814,,,0.001479,0.00203,0.004942
ec2-c5n,0.14296944,0.96222556,0.15974034,1.0593157,0,0.8317853,0.8430074,0,1.2889909,0.8763778,18,0.020368,0.172658,0.034006,0.031639,0.032658,0.086536,0.131324,0.09194,0.114994,0.059769,0.040077,2.780672,0.004629,0.001894,0.002627,0.008944,0.281268,0.052274,0.080036,0.007781,0.080156,0.296838,0.063473,0.133731,0.210651,0.012792,0.096647,0.365431,0.472717,0.02911,0.017053,0.051338,0.405473,0.286915,0.008728,0.00818,0.059483,0.128618,0.188104,0.011605,0.065285,0.072323,0.080803,0.072421,0.065818,0.01658,0.04984,0.045481,0.105701,0.039869,0.028162,0.023994,0.059135,0.059206,0.012351,0.236367,0.111709,0.072872,0.009075,,,0.002022,0.002026,0.004373
ec2-c5n,0.14296944,0.96222556,0.15974034,1.0593157,0,0.8317853,0.8430074,0,1.2889909,0.8763778,16,0.02254,0.193945,0.03831,0.035645,0.036699,0.109988,0.145909,0.10139,0.136843,0.07727,0.044802,2.711706,0.004862,0.001906,0.002743,0.009856,0.254342,0.061953,0.088799,0.008373,0.088745,0.296469,0.073576,0.121639,0.232184,0.013593,0.113111,0.397075,0.526526,0.032982,0.016513,0.059447,0.448809,0.291939,0.008811,0.008551,0.066223,0.144628,0.208417,0.013169,0.074474,0.080011,0.088878,0.080034,0.072997,0.019205,0.055961,0.051016,0.125885,0.044727,0.02538,0.022181,0.066029,0.065563,0.013789,0.265814,0.13346,0.082092,0.010018,,,0.002166,0.001816,0.00471
ec2-c5n,0.14296944,0.96222556,0.15974034,1.0593157,0,0.8317853,0.8430074,0,1.2889909,0.8763778,8,0.058358,0.387673,0.088776,0.07368,0.07608,0.293339,0.279435,0.190855,0.252771,0.2057,0.084454,2.337751,0.008784,0.002484,0.006321,0.018669,0.342737,0.172408,0.234817,0.014979,0.237403,0.363977,0.22731,0.198174,0.412869,0.028411,0.335187,0.750565,0.986622,0.058235,0.026965,0.178632,1.40694,0.532949,0.007387,0.015279,0.125044,0.382144,0.53299,0.025247,0.220279,0.213862,0.236691,0.209836,0.223742,0.041717,0.108893,0.103888,0.29682,0.09006,0.011263,0.007693,0.129924,0.130828,0.028309,0.530025,0.346287,0.163569,0.022239,,,0.003785,0.004328,0.011711
ec2-c5n,0.14296944,0.96222556,0.15974034,1.0593157,0,0.8317853,0.8430074,0,1.2889909,0.8763778,4,0.115351,0.769229,0.146988,0.146336,0.151841,0.392405,0.557829,0.383893,0.487286,0.272767,0.167022,2.40968,0.017387,0.004737,0.012641,0.037154,0.444396,0.280634,0.457319,0.029749,0.461953,0.559899,0.378602,0.303868,0.666341,0.053158,0.52876,1.479818,1.971733,0.115621,0.04959,0.299802,2.757207,1.298637,0.012802,0.029587,0.249203,0.745922,1.071916,0.046705,0.377919,0.412667,0.45649,0.406844,0.376682,0.08099,0.218357,0.203031,0.46757,0.178758,0.01361,0.010777,0.261498,0.260301,0.05698,1.060098,0.575282,0.324426,0.042902,,,0.007531,0.00855,0.023124
ec2-c6a,0,0.99630255,0,0.6840879,0,0.7393637,0.86803734,0,1.1333209,1.0043992,192,0.011772,0.017421,0.013748,0.006248,0.010109,0.030879,0.059536,0.055304,0.033399,0.023767,0.023938,27.12936,0.003223,0.008032,0.0089,0.00454,0.026004,0.02558,0.044617,0.016021,0.043276,0.206836,0.03092,0.025642,0.041143,0.004855,0.04405,0.101408,0.137332,0.011424,0.008015,0.048418,0.300594,0.088133,0.016336,0.004156,0.044344,0.073007,0.112445,0.005413,0.031328,0.039079,0.062381,0.037745,0.031349,0.004091,0.010287,0.00834,0.028601,0.009917,0.133474,0.455665,0.009199,0.008998,0.003589,0.013925,0.039871,0.013452,0.004017,,,0.002243,0.002561,0.003307
ec2-c6a,0,0.99630255,0,0.6840879,0,0.7393637,0.86803734,0,1.1333209,1.0043992,96,0.014444,0.022781,0.01363,0.008529,0.011714,0.027105,0.058555,0.046872,0.029733,0.021585,0.020375,8.813647,0.003116,0.003688,0.004615,0.005609,0.030467,0.026944,0.050587,0.006904,0.052457,0.198939,0.036268,0.026654,0.03966,0.004795,0.040851,0.17958,0.236682,0.017586,0.008041,0.044033,0.245978,0.152386,0.015752,0.00476,0.094446,0.068882,0.100988,0.007607,0.034368,0.043291,0.052473,0.047243,0.035039,0.005107,0.015129,0.011658,0.030963,0.012548,0.07468,0.091882,0.011353,0.011335,0.004715,0.023528,0.039581,0.021586,0.004001,,,0.001548,0.002042,0.003961
ec2-c6a,0,0.99630255,0,0.6840879,0,0.7393637,0.86803734,0,1.1333209,1.0043992,48,0.012691,0.029788,0.012962,0.010542,0.012508,0.025889,0.041833,0.034915,0.032621,0.019761,0.015572,3.284826,0.003023,0.002123,0.003263,0.005314,0.030729,0.024332,0.038032,0.00381,0.039987,0.193426,0.030835,0.026421,0.037085,0.004883,0.034699,0.079983,0.114886,0.017112,0.00472,0.034819,0.175589,0.074465,0.015107,0.004279,0.053273,0.053697,0.077562,0.003744,0.0288,0.034126,0.039869,0.036717,0.029858,0.005294,0.016395,0.012129,0.029321,0.012195,0.038994,0.026611,0.014872,0.014967,0.00456,0.040283,0.035845,0.022489,0.004149,,,0.001423,0.001531,0.003519
ec2-c6a,0,0.99630255,0,0.6840879,0,0.7393637,0.86803734,0,1.1333209,1.0043992,32,0.017366,0.041431,0.017887,0.015772,0.01812,0.030627,0.052713,0.042579,0.045434,0.024632,0.0182,2.885059,0.00344,0.001984,0.003485,0.007028,0.03557,0.03131,0.046962,0.00354,0.046964,0.232495,0.037498,0.031288,0.045402,0.006153,0.042227,0.116304,0.16514,0.018263,0.005582,0.037319,0.199169,0.10841,0.011777,0.005784,0.061357,0.066378,0.097465,0.004609,0.03393,0.042333,0.048858,0.058528,0.035449,0.006647,0.023009,0.016494,0.037598,0.017111,0.025976,0.02026,0.021168,0.021191,0.005917,0.058659,0.044317,0.031903,0.006086,,,0.001475,0.001578,0.004815
ec2-c6a,0,0.99630255,0,0.6840879,0,0.7393637,0.86803734,0,1.1333209,1.0043992,16,0.020498,0.077886,0.033054,0.030691,0.036738,0.036048,0.09235,0.075675,0.087187,0.029157,0.032174,2.67559,0.004905,0.001928,0.004265,0.012797,0.119066,0.046265,0.055541,0.004458,0.053691,0.234647,0.045919,0.06946,0.142748,0.010297,0.050271,0.226898,0.317796,0.027628,0.008566,0.040987,0.287217,0.21523,0.00852,0.00797,0.053592,0.090393,0.14566,0.007333,0.040362,0.049431,0.063428,0.049348,0.042008,0.011685,0.04413,0.03243,0.055642,0.032228,0.013504,0.010276,0.041384,0.041454,0.010333,0.115164,0.054886,0.061622,0.010049,,,0.002202,0.003636,0.006082
ec2-c6a,0,0.99630255,0,0.6840879,0,0.7393637,0.86803734,0,1.1333209,1.0043992,8,0.019878,0.148227,0.063533,0.057755,0.064848,0.11993,0.172091,0.13304,0.16846,0.087459,0.056601,2.840082,0.008156,0.002267,0.004793,0.023468,0.364289,0.067809,0.07601,0.007222,0.065508,0.552112,0.050474,0.184582,0.426562,0.019846,0.079368,0.435652,0.608943,0.051042,0.014703,0.051215,0.43511,0.411128,0.009177,0.008222,0.084979,0.135836,0.242442,0.01329,0.043998,0.067335,0.106017,0.054299,0.044959,0.023965,0.084458,0.080984,0.22271,0.060766,0.01084,0.009209,0.08003,0.079989,0.018889,0.22284,0.152384,0.118933,0.014896,,,0.003111,0.004165,0.006419
ec2-c6a,0,0.99630255,0,0.6840879,0,0.7393637,0.86803734,0,1.1333209,1.0043992,4,0.050791,0.294397,0.144139,0.106151,0.11793,0.44163,0.338384,0.261284,0.320156,0.310234,0.109567,2.25206,0.015392,0.003456,0.007995,0.04592,0.59013,0.246755,0.182656,0.013611,0.187569,0.607441,0.267852,0.343206,0.791193,0.041769,0.493189,0.868117,1.216961,0.100384,0.026904,0.217382,1.184136,0.833036,0.007483,0.015198,0.163443,0.337432,0.507938,0.025759,0.268538,0.166944,0.223848,0.15856,0.264476,0.059536,0.168839,0.170761,0.496182,0.121611,0.005972,0.004677,0.159549,0.15978,0.03727,0.443042,0.56361,0.237387,0.025367,,,0.005757,0.006502,0.011807
ec2-c6i,0,0.74989873,0.0510565,0.9154041,0,0.6058206,0.7448706,0,1.3161805,0.99867266,128,0.008245,0.055702,0.008865,0.006847,0.010077,0.015117,0.051401,0.050207,0.035444,0.011528,0.020334,2.970918,0.002406,0.003601,0.003371,0.004047,0.038342,0.015514,0.032409,0.006818,0.031838,0.237889,0.018329,0.022819,0.059172,0.003333,0.01843,0.206959,0.251289,0.008532,0.009355,0.023341,0.180964,0.109235,0.005516,0.002464,0.031876,0.057663,0.083443,0.007826,0.016751,0.028956,0.037384,0.028751,0.016778,0.004416,0.013483,0.010461,0.028706,0.012001,0.105651,0.124549,0.012547,0.012528,0.00384,0.197917,0.020828,0.019757,0.002956,,,0.00109,0.001567,0.001698
ec2-c6i,0,0.74989873,0.0510565,0.9154041,0,0.6058206,0.7448706,0,1.3161805,0.99867266,64,0.007778,0.102041,0.018554,0.011015,0.014766,0.04688,0.059999,0.059631,0.057224,0.032916,0.024073,2.735194,0.003001,0.002272,0.002189,0.005577,0.081061,0.036701,0.030205,0.004538,0.030592,0.191111,0.031119,0.041591,0.08806,0.005156,0.066403,0.416798,0.497864,0.010219,0.014385,0.024772,0.178108,0.206526,0.0054,0.002642,0.046525,0.062599,0.103003,0.013307,0.030153,0.027533,0.033005,0.026908,0.029377,0.007447,0.024306,0.019347,0.053347,0.02102,0.052231,0.047847,0.023987,0.023977,0.006541,0.151808,0.063762,0.037244,0.003679,,,0.000953,0.001202,0.001459
ec2-c6i,0,0.74989873,0.0510565,0.9154041,0,0.6058206,0.7448706,0,1.3161805,0.99867266,32,0.006461,0.09116,0.01614,0.016701,0.018053,0.047,0.053817,0.053157,0.053602,0.03305,0.02084,2.401023,0.002773,0.001609,0.00174,0.005311,0.083554,0.036147,0.025415,0.004811,0.025176,0.188659,0.031263,0.042253,0.091689,0.005237,0.065624,0.112607,0.158914,0.015576,0.00487,0.020911,0.153508,0.105486,0.004385,0.002797,0.029765,0.050645,0.084302,0.004124,0.028059,0.022861,0.043969,0.020179,0.026163,0.007273,0.024117,0.018153,0.052734,0.015873,0.034202,0.026003,0.027515,0.027536,0.00561,0.136274,0.06346,0.036095,0.004997,,,0.001214,0.000977,0.001274
ec2-c6i,0,0.74989873,0.0510565,0.9154041,0,0.6058206,0.7448706,0,1.3161805,0.99867266,16,0.034882,0.18066,0.032006,0.033032,0.034549,0.094422,0.092557,0.091979,0.098852,0.064608,0.035545,2.176836,0.003948,0.001278,0.003521,0.009192,0.195619,0.071025,0.100653,0.00751,0.102597,0.131606,0.094239,0.104044,0.220548,0.010738,0.13635,0.221672,0.314129,0.025975,0.008529,0.082,0.506041,0.206711,0.003234,0.008633,0.053931,0.186824,0.253104,0.007876,0.091988,0.085091,0.146494,0.085667,0.091886,0.014564,0.0469,0.04194,0.132009,0.030652,0.012535,0.005271,0.053926,0.053931,0.010834,0.271907,0.134047,0.071746,0.009553,,,0.001863,0.001176,0.004828
ec2-c6i,0,0.74989873,0.0510565,0.9154041,0,0.6058206,0.7448706,0,1.3161805,0.99867266,8,0.061232,0.36076,0.060075,0.066914,0.072999,0.163333,0.180892,0.18041,0.196179,0.114667,0.06945,2.2141,0.007635,0.0022,0.005639,0.018157,0.236393,0.1081,0.249882,0.014491,0.249403,0.226618,0.187556,0.146334,0.313814,0.020829,0.215153,0.445437,0.62803,0.051478,0.017147,0.132895,1.135811,0.414946,0.004883,0.013871,0.086603,0.38999,0.477925,0.015905,0.189914,0.225674,0.246433,0.2253,0.19186,0.029531,0.093294,0.081625,0.217749,0.061074,0.009069,0.00572,0.107681,0.107641,0.021467,0.543645,0.245526,0.143204,0.019952,,,0.003628,0.006259,0.012505
ec2-c6i,0,0.74989873,0.0510565,0.9154041,0,0.6058206,0.7448706,0,1.3161805,0.99867266,4,0.067562,0.721008,0.110187,0.125743,0.133582,0.278029,0.358909,0.355166,0.376122,0.195082,0.137904,2.27525,0.015076,0.004168,0.007545,0.036021,0.303658,0.192426,0.272152,0.028699,0.273246,0.392223,0.232122,0.253239,0.511815,0.040362,0.360251,0.897064,1.259906,0.102576,0.032807,0.181106,1.485503,0.832255,0.00854,0.017452,0.163949,0.445768,0.595316,0.030597,0.231907,0.248609,0.292688,0.247816,0.233343,0.059011,0.186127,0.15884,0.364047,0.122077,0.008967,0.007601,0.215321,0.215212,0.043046,1.087115,0.434432,0.285584,0.035404,,,0.007184,0.007128,0.013638
pascal,0.056424167,0.53631854,0.36128575,0.4918995,0,0.70456475,0.44824964,0,0.74848574,0.6368017,1,0.022186,0.023547,0.015902,0.004008,0.008797,0.037755,0.036113,0.036121,0.011195,0.026438,0.016279,0.127554,0.002725,0.002625,0.008411,0.002906,0.076913,0.032371,0.061652,0.007024,0.06172,0.071748,0.044458,0.032995,0.064168,0.003749,0.059032,0.037521,0.05768,0.064312,0.039603,0.049571,0.35296,0.036089,0.00892,0.076535,0.032223,0.099179,0.134775,0.028559,0.044489,0.055196,0.103835,0.055199,0.044331,,0.010341,,0.051746,0.010791,0.010457,,0.022843,0.023635,,0.024753,0.062764,0.011493,,,,0.002522,0.001452,0.003082
lassen,0,1.0683839,0.13990048,0.61372507,0,0.8193485,0.7325983,0,0.8954072,0.9009876,1,0.015249,0.015322,0.011705,0.003432,0.006585,0.026127,0.026591,0.026581,0.007062,0.01828,0.013202,0.120676,0.001577,0.001411,0.007213,0.001682,0.058322,0.020584,0.043656,0.003399,0.043721,0.048027,0.030563,0.020826,0.04408,0.002597,0.040627,0.011593,0.01645,0.039547,0.042199,0.033095,0.261477,0.007048,0.006887,0.031556,0.018576,0.070155,0.092786,0.027609,0.030403,0.038839,0.072088,0.039084,0.03048,,0.006436,,0.03587,0.003701,0.017543,,0.013331,0.013333,,0.007344,0.043596,0.005176,,,,0.001551,0.001113,0.002204
corona,0,0.7032961,0.136302,0.42935282,0.036501084,0.35955992,0.6162508,0,0.64747524,0.51177156,1,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,,0.010384,,0.043776,0.012722,0.012581,,0.026978,0.026637,,0.028184,0.049327,0.013608,,,,0.085109,0.00295,0.003451
tioga,0,0.6852815,0.000669149,0.46782663,0.018378261,0.65994734,0.7446179,0,0.75164086,0.83322376,1,0.009941,0.011423,0.008357,0.003344,0.004798,0.016983,0.017084,0.01701,0.008181,0.01271,0.007824,339.0888,0.062283,0.001339,0.050876,0.062256,0.026771,0.014703,0.027095,0.003457,0.027084,0.032864,0.020829,0.019592,0.033937,0.002641,0.027836,0.017439,0.025224,0.061171,0.065622,0.024919,0.165281,0.017019,0.014016,0.071809,0.01751,0.044704,0.062801,0.065047,0.020478,0.024379,2.430047,0.024253,0.020609,,0.006617,,0.025802,0.005523,0.013223,,0.014648,0.014603,,0.011564,0.029547,0.006782,,,,0.060542,0.001339,0.001797
ec2-p3,0.029538468,0.8707754,0.14932741,0.627905,0,0.5936786,0.61028993,0.005363474,0.85304385,0.7407107,1,0.014947,0.015047,0.011433,0.002591,0.006104,0.025524,0.024669,0.024673,0.006013,0.017874,0.012426,0.104217,0.001046,0.001136,0.007117,0.001111,0.055849,0.020362,0.042104,0.004102,0.042128,0.046992,0.029854,0.020593,0.043759,0.002497,0.040477,0.00645,0.009246,0.03504,0.028472,0.032355,0.254284,0.006221,0.006293,0.029121,0.017984,0.067609,0.090101,0.026673,0.029887,0.037635,0.055176,0.037681,0.029939,,0.006352,,0.035405,0.00354,0.009449,,0.011382,0.011363,,0.006729,0.042881,0.004987,,,,0.001049,0.001006,0.002112
ec2-p4d,0,1.025479,0.12231466,0.766206,0,0.48518702,0.64785004,0,1.0436279,0.893866,1,0.007244,0.00327,0.005724,0.001766,0.003564,0.016364,0.010838,0.010816,0.004763,0.011451,0.004848,0.111718,0.001071,0.001113,0.016377,0.001071,0.056556,0.01284,0.023219,0.00345,0.023224,0.02222,0.019794,0.012671,0.025831,0.001569,0.025582,0.004863,0.006871,0.033695,0.014643,0.021647,0.140398,0.004625,0.003984,0.034397,0.009541,0.023658,0.043745,0.013586,0.01967,0.019748,0.045252,0.019256,0.019671,,0.0039,,0.021474,0.002127,0.011635,,0.009268,0.009265,,0.004807,0.026802,0.003014,,,,0.001107,0.000447,0.001105
boraxo,0,1.1345935,0.10973035,0.66327906,0,0.83753484,1.0752218,0,0.9125208,1.1931813,1,0.428987,0.420312,0.559196,0.655448,0.278608,1.623717,1.04501,1.052016,1.265667,1.118899,0.437501,0.043785,0.043818,0.009234,0.047393,0.109378,1.657176,1.008816,1.860806,0.175592,1.863353,2.601325,1.412196,1.706718,2.470407,0.153632,1.943946,8.779241,11.35095,0.598613,0.283253,1.220838,10.92627,5.757841,0.067276,0.108332,0.977083,2.947127,4.300574,0.267602,1.395339,1.671335,1.618309,1.63873,1.380386,0.230291,1.187073,0.833038,2.765347,0.492824,0.036221,0.036198,1.483265,1.484006,0.168401,0.550881,2.238714,1.689615,0.178803,2.335763,2.846453,0.023514,0.04228,0.101839
