machine,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,core,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_HALOEXCHANGE,Apps_HALOEXCHANGE_FUSED,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY
catalyst,0,0.9904596,0.3435413,0.8160534,0.1498622,0.53677154,0.69247097,0,1.224569,0.89876086,12,0.037769,0.332691,0.115229,0.048705,0.062435,0.321339,0.158824,0.158824,0.177569,0.223297,0.070719,3.43192,0.021263,0.00147,0.004055,0.042229,0.603608,0.110668,0.142723,0.012274,0.142005,0.678351,0.12408,0.228669,0.520007,0.105443,0.202733,4.268569,6.094687,0.067637,0.09079,0.105777,0.838379,3.989087,0.024204,0.010305,0.124591,0.248256,0.427526,0.087705,0.120002,0.121718,0.116925,0.122596,0.122932,0.025477,0.135286,0.091681,0.498457,0.083309,0.025377,0.01543,0.117273,0.116873,0.022346,0.496154,0.300839,0.16135,0.014526,,,0.00209,0.004353,0.007307
catalyst,0,0.9904596,0.3435413,0.8160534,0.1498622,0.53677154,0.69247097,0,1.224569,0.89876086,8,0.059346,0.498292,0.169574,0.076692,0.094469,0.53267,0.234916,0.233184,0.264928,0.372888,0.100944,3.869591,0.032239,0.001981,0.005684,0.063873,0.515992,0.274262,0.234733,0.017489,0.234859,0.569424,0.288149,0.340901,0.601033,0.15792,0.548795,6.36095,9.124142,0.099308,0.134818,0.236674,1.453509,6.000425,0.033631,0.0146,0.187444,0.400349,0.664983,0.130919,0.282697,0.20339,0.189889,0.206085,0.283812,0.041948,0.20224,0.131154,0.683264,0.124676,0.019323,0.014234,0.175326,0.174114,0.033528,0.744246,0.596719,0.243488,0.021838,,,0.002761,0.006435,0.011696
catalyst,0,0.9904596,0.3435413,0.8160534,0.1498622,0.53677154,0.69247097,0,1.224569,0.89876086,4,0.149625,0.995667,0.325001,0.150499,0.190924,0.772898,0.456486,0.45038,0.482529,0.536231,0.194861,3.148092,0.061566,0.003054,0.012472,0.123427,0.816114,0.447233,0.597062,0.03413,0.596756,0.86102,0.662088,0.590409,0.988141,0.307962,0.944541,12.58636,18.14934,0.178983,0.261421,0.520182,3.747836,11.83335,0.058371,0.03074,0.389314,1.018053,1.495742,0.256929,0.669777,0.536876,0.45767,0.541713,0.670975,0.083492,0.397982,0.255685,1.080042,0.24706,0.016306,0.010892,0.345619,0.344316,0.066094,1.473567,1.005843,0.47896,0.045521,,,0.004629,0.011621,0.029766
quartz,0,1.1023767,0.065957606,0.69155204,0,0.87126017,0.9036198,0,1.1700518,0.78091925,72,0.031251,0.125271,0.035794,0.015229,0.023826,0.055726,0.104924,0.096104,0.054929,0.040911,0.034923,4.3618,0.00359,0.003234,0.00409,0.007745,0.508972,0.035967,0.081734,0.008459,0.081786,0.464545,0.054819,0.250464,0.39817,0.007205,0.065255,0.647505,0.890413,0.016135,0.021847,0.050526,0.423349,0.586453,0.012252,0.006943,0.056101,0.126902,0.165362,0.018334,0.054255,0.074543,0.081023,0.082336,0.054874,0.007045,0.034266,0.023849,0.263612,0.018048,0.091312,0.104295,0.034634,0.034575,0.007019,0.181486,0.07272,0.045117,0.008769,,,0.002471,0.0054,0.005893
quartz,0,1.1023767,0.065957606,0.69155204,0,0.87126017,0.9036198,0,1.1700518,0.78091925,36,0.028987,0.240242,0.064035,0.023581,0.034942,0.086784,0.110214,0.106768,0.079225,0.06304,0.046556,4.334117,0.005687,0.001627,0.004566,0.01396,0.49967,0.046608,0.10434,0.007488,0.118124,0.457612,0.069911,0.247184,0.375076,0.011613,0.085622,1.292751,1.7695,0.026697,0.036676,0.062929,0.58276,1.183104,0.013689,0.006937,0.089104,0.171364,0.259691,0.034757,0.070011,0.091358,0.077509,0.101207,0.070095,0.011273,0.063575,0.042575,0.275058,0.031685,0.059213,0.047917,0.067202,0.067257,0.011194,0.360602,0.105801,0.090523,0.010577,,,0.002481,0.005119,0.007672
quartz,0,1.1023767,0.065957606,0.69155204,0,0.87126017,0.9036198,0,1.1700518,0.78091925,32,0.036709,0.26884,0.071361,0.027025,0.037745,0.089273,0.119474,0.118378,0.082873,0.062772,0.048894,5.058933,0.006044,0.001538,0.004085,0.015413,0.489458,0.048605,0.123847,0.007062,0.11173,0.289279,0.074365,0.236814,0.40628,0.012527,0.093878,1.384203,1.872849,0.030033,0.040651,0.067313,0.642633,1.233055,0.01421,0.007131,0.100879,0.186376,0.277,0.039359,0.074,0.109911,0.100008,0.106874,0.074345,0.012189,0.071097,0.048302,0.341668,0.034782,0.05082,0.040772,0.074564,0.074531,0.012243,0.408114,0.12439,0.100018,0.010882,,,0.002412,0.006171,0.006877
quartz,0,1.1023767,0.065957606,0.69155204,0,0.87126017,0.9036198,0,1.1700518,0.78091925,18,0.034811,0.212781,0.065319,0.034068,0.046685,0.115167,0.111828,0.116119,0.086027,0.083344,0.048831,2.418662,0.005341,0.001606,0.004451,0.01363,0.520234,0.051227,0.101719,0.009809,0.101561,0.452538,0.068825,0.242296,0.394354,0.016166,0.085881,0.637696,0.958023,0.040818,0.02452,0.059762,0.578885,0.73168,0.011545,0.008378,0.084673,0.160002,0.251946,0.021605,0.069239,0.089412,0.083577,0.091557,0.068849,0.013419,0.066563,0.058672,0.28195,0.037066,0.036212,0.02251,0.099099,0.099319,0.011367,0.326071,0.11665,0.091151,0.012251,,,0.002421,0.005491,0.006714
quartz,0,1.1023767,0.065957606,0.69155204,0,0.87126017,0.9036198,0,1.1700518,0.78091925,16,0.033866,0.238833,0.071454,0.038875,0.051063,0.087415,0.121288,0.126538,0.089985,0.061294,0.053787,2.588852,0.005917,0.001611,0.004285,0.015302,0.467552,0.051756,0.131445,0.010617,0.124701,0.411196,0.074769,0.232888,0.401252,0.014937,0.094367,0.545288,0.773464,0.046698,0.028253,0.064257,0.639965,0.509106,0.012352,0.009628,0.091974,0.1819,0.281706,0.02598,0.075053,0.097784,0.088231,0.113294,0.074755,0.014447,0.074723,0.066751,0.336772,0.041038,0.032653,0.017505,0.110194,0.110446,0.012405,0.36626,0.117962,0.102415,0.013367,,,0.002485,0.006257,0.00791
quartz,0,1.1023767,0.065957606,0.69155204,0,0.87126017,0.9036198,0,1.1700518,0.78091925,8,0.05368,0.474671,0.172717,0.072005,0.089277,0.548974,0.212854,0.227654,0.162972,0.384587,0.098125,3.202556,0.011031,0.001281,0.004797,0.029765,0.598025,0.242268,0.209931,0.01836,0.210112,0.430356,0.200284,0.336866,0.626762,0.046717,0.486266,1.107632,1.548385,0.076309,0.042361,0.156155,1.348791,0.992344,0.011292,0.010817,0.146807,0.341984,0.543457,0.039884,0.209721,0.186105,0.154567,0.194131,0.211062,0.038156,0.156644,0.141813,0.730075,0.079578,0.014582,0.007687,0.218458,0.218237,0.02272,0.734248,0.560425,0.207997,0.023003,,,0.002173,0.006346,0.01028
quartz,0,1.1023767,0.065957606,0.69155204,0,0.87126017,0.9036198,0,1.1700518,0.78091925,4,0.0976,0.90486,0.289905,0.138366,0.171746,0.7338,0.402677,0.43121,0.301538,0.507466,0.185913,2.831884,0.020932,0.002264,0.008796,0.057327,0.758423,0.379381,0.388616,0.034977,0.389581,0.704414,0.380736,0.529346,0.886409,0.071466,0.767421,2.0658,2.925616,0.146408,0.08154,0.296658,2.300646,1.956556,0.021471,0.01775,0.272165,0.637312,1.025568,0.076602,0.358019,0.341114,0.266476,0.345145,0.355455,0.071191,0.299492,0.264614,1.057555,0.149611,0.016042,0.011666,0.419501,0.41096,0.042466,1.407937,0.829491,0.400633,0.043945,,,0.003924,0.0123,0.019002
ruby,0,0.6786722,0,0.5709226,0,0.7176184,1.0206352,0,1.0903696,0.84119713,112,0.014241,0.076754,0.014944,0.010052,0.01579,0.03646,0.066107,0.066236,0.036549,0.025368,0.029119,5.528265,0.002467,0.006161,0.006799,0.003358,0.184663,0.024903,0.054328,0.013494,0.054462,0.357419,0.031872,0.077816,0.185368,0.012047,0.046729,0.455813,0.645968,0.011562,0.021588,0.03933,0.316686,0.43176,0.010602,0.00683,0.040461,0.091298,0.130167,0.013367,0.031492,0.045756,0.062964,0.047215,0.031641,0.00465,0.019957,0.01369,0.109586,0.014803,0.162544,0.329771,0.016622,0.018348,0.004757,0.100716,0.046702,0.024943,0.005422,,,0.002008,0.002846,0.003185
ruby,0,0.6786722,0,0.5709226,0,0.7176184,1.0206352,0,1.0903696,0.84119713,56,0.012618,0.112069,0.01729,0.012621,0.016676,0.046372,0.03533,0.035051,0.050487,0.032493,0.01775,3.487145,0.002009,0.002207,0.003079,0.003643,0.185094,0.037667,0.047664,0.006074,0.047688,0.331644,0.054917,0.067179,0.195655,0.016594,0.074323,0.742266,1.052564,0.011976,0.026556,0.043416,0.276182,0.705707,0.01015,0.005753,0.055986,0.081258,0.124076,0.019636,0.055401,0.03956,0.047762,0.041023,0.055673,0.004756,0.028181,0.018803,0.119172,0.019783,0.064247,0.092613,0.024342,0.02637,0.005401,0.159986,0.073925,0.041135,0.004872,,,0.001155,0.001629,0.002832
ruby,0,0.6786722,0,0.5709226,0,0.7176184,1.0206352,0,1.0903696,0.84119713,32,0.022918,0.185954,0.027309,0.021118,0.026514,0.062556,0.038167,0.038175,0.055449,0.044264,0.020526,2.849919,0.002408,0.001289,0.002711,0.005287,0.193779,0.049414,0.09034,0.005627,0.090413,0.220848,0.073332,0.092508,0.256286,0.02678,0.097883,1.279387,1.809766,0.017584,0.040799,0.05782,0.446046,1.215408,0.012344,0.007839,0.051936,0.14712,0.193213,0.032319,0.073441,0.078713,0.086664,0.081358,0.073357,0.007586,0.045055,0.032007,0.191289,0.031883,0.041443,0.045381,0.039867,0.04377,0.007984,0.277342,0.102486,0.059492,0.006951,,,0.001065,0.001717,0.004783
ruby,0,0.6786722,0,0.5709226,0,0.7176184,1.0206352,0,1.0903696,0.84119713,28,0.010297,0.105954,0.016617,0.01785,0.020948,0.045452,0.028235,0.02775,0.050808,0.031821,0.013624,2.766274,0.00169,0.001159,0.002062,0.003432,0.192282,0.036543,0.039655,0.005738,0.039592,0.328759,0.052528,0.080427,0.204921,0.017265,0.071803,0.20468,0.258652,0.018198,0.013934,0.039066,0.234016,0.154379,0.009551,0.007465,0.041262,0.072658,0.110734,0.00732,0.052284,0.034806,0.037354,0.035059,0.053005,0.005469,0.028361,0.021235,0.11866,0.0174,0.032176,0.041365,0.033863,0.033499,0.00538,0.14434,0.073298,0.038243,0.006273,,,0.001048,0.001302,0.002483
ruby,0,0.6786722,0,0.5709226,0,0.7176184,1.0206352,0,1.0903696,0.84119713,16,0.030829,0.182662,0.04054,0.032576,0.039272,0.134772,0.03709,0.034636,0.072295,0.095023,0.019612,2.425022,0.002352,0.000765,0.003228,0.005399,0.203212,0.062279,0.123852,0.007417,0.12362,0.273625,0.091701,0.123939,0.229927,0.030954,0.12215,0.333828,0.422388,0.029703,0.01237,0.070876,0.576024,0.267091,0.00757,0.00753,0.059904,0.196968,0.247969,0.010884,0.090957,0.11218,0.124932,0.111492,0.091095,0.011569,0.051167,0.04002,0.241805,0.028867,0.019823,0.020793,0.058019,0.057761,0.00839,0.251207,0.155928,0.067163,0.010875,,,0.001154,0.001448,0.00639
ruby,0,0.6786722,0,0.5709226,0,0.7176184,1.0206352,0,1.0903696,0.84119713,8,0.044015,0.359782,0.063907,0.057443,0.067713,0.221444,0.108827,0.108828,0.11834,0.153364,0.04384,2.347086,0.003774,0.000856,0.004516,0.009398,0.308227,0.121167,0.183466,0.013869,0.183985,0.267487,0.156808,0.175245,0.359536,0.058442,0.232426,0.628229,0.813237,0.050942,0.021301,0.121094,0.953251,0.48209,0.006148,0.010877,0.085211,0.287723,0.374799,0.020667,0.156062,0.161993,0.174403,0.162402,0.154833,0.022426,0.092244,0.073409,0.372445,0.052627,0.009969,0.007672,0.115337,0.114932,0.015098,0.50052,0.267116,0.131115,0.019164,,,0.002105,0.004318,0.008995
ruby,0,0.6786722,0,0.5709226,0,0.7176184,1.0206352,0,1.0903696,0.84119713,4,0.084574,0.708219,0.114266,0.111018,0.130749,0.36758,0.205929,0.205772,0.225244,0.246085,0.082389,2.484106,0.007315,0.002175,0.00883,0.01837,0.407982,0.226909,0.359544,0.02734,0.362164,0.499733,0.297525,0.304373,0.62409,0.115828,0.434221,1.236909,1.78836,0.101266,0.039793,0.23289,1.895456,0.98654,0.010888,0.020837,0.166653,0.555736,0.744468,0.040135,0.294763,0.318014,0.330477,0.314635,0.293987,0.042587,0.183046,0.142373,0.667183,0.104365,0.012571,0.010498,0.230131,0.229564,0.030434,1.000715,0.500979,0.260409,0.037794,,,0.003905,0.008111,0.017784
mammoth,0,0.7120763,0.21969491,0.6122919,0,0.9574303,0.76222473,0,0.88206065,0.8076701,256,0.029525,0.038237,0.013319,0.009911,0.02244,0.035471,0.132536,0.129162,0.036772,0.023507,0.055122,3.203464,0.003436,0.006447,0.00712,0.004968,0.021017,0.032505,0.114728,0.013596,0.113294,0.239352,0.055657,0.021455,0.037265,0.005099,0.059078,0.105617,0.139695,0.014782,0.017013,0.090648,0.740758,0.085972,0.014809,0.007894,0.109145,0.199889,0.284006,0.009614,0.055573,0.09819,0.112896,0.099466,0.055825,0.009965,0.015472,0.016387,0.025674,0.016828,0.30149,0.180808,0.012679,0.01335,0.009304,0.039845,0.044781,0.022696,0.008532,,,0.004187,0.006495,0.007125
mammoth,0,0.7120763,0.21969491,0.6122919,0,0.9574303,0.76222473,0,0.88206065,0.8076701,128,0.019098,0.038058,0.011839,0.009214,0.017599,0.023376,0.100332,0.083781,0.030937,0.017776,0.034757,2.998919,0.003182,0.003817,0.005058,0.005152,0.021727,0.024748,0.07041,0.008954,0.070597,0.226938,0.038166,0.02144,0.0272,0.004874,0.042656,0.158578,0.215822,0.010211,0.013676,0.055938,0.43866,0.12967,0.012665,0.005738,0.101417,0.111433,0.176412,0.009266,0.037942,0.061438,0.067604,0.062819,0.038705,0.007857,0.015561,0.014734,0.025821,0.015376,0.162672,0.075824,0.014301,0.014747,0.007628,0.065993,0.032916,0.025235,0.006525,,,0.003092,0.004879,0.005147
mammoth,0,0.7120763,0.21969491,0.6122919,0,0.9574303,0.76222473,0,0.88206065,0.8076701,64,0.009558,0.048878,0.00787,0.010374,0.014215,0.014224,0.052021,0.04036,0.037914,0.011152,0.017717,2.251655,0.002115,0.001902,0.00348,0.004086,0.017697,0.015412,0.033592,0.005139,0.033691,0.224962,0.021672,0.017121,0.019093,0.003771,0.024426,0.120893,0.162356,0.010685,0.00716,0.032363,0.212658,0.091502,0.010732,0.003426,0.04981,0.052009,0.084561,0.004522,0.021426,0.029909,0.034751,0.030489,0.022536,0.005079,0.012342,0.010005,0.020323,0.009928,0.075627,0.042369,0.016192,0.015875,0.004929,0.067683,0.020368,0.019534,0.005191,,,0.001853,0.002862,0.003112
mammoth,0,0.7120761,0.2196949,0.61229205,0,0.95743024,0.7622248,0,0.88206065,0.8076701,32,0.01164,0.087722,0.011584,0.017067,0.020827,0.015592,0.061075,0.038004,0.044019,0.013154,0.018795,2.144596,0.002755,0.001362,0.003397,0.007082,0.029768,0.019527,0.035737,0.004604,0.037538,0.188499,0.02318,0.030951,0.025297,0.004699,0.026101,0.207162,0.267088,0.017405,0.00652,0.030717,0.179689,0.148893,0.007356,0.0035,0.04339,0.054236,0.091659,0.005535,0.021522,0.043031,0.03726,0.04171,0.021647,0.006589,0.022582,0.017519,0.04092,0.013042,0.036765,0.020576,0.029719,0.029073,0.006297,0.132437,0.02768,0.03462,0.00543,,,0.001562,0.001695,0.003599
mammoth,0,0.7120761,0.2196949,0.61229205,0,0.95743024,0.7622248,0,0.88206065,0.8076701,16,0.011859,0.170051,0.020777,0.032475,0.039135,0.021561,0.104907,0.059042,0.075402,0.016435,0.030278,2.115919,0.0051,0.001427,0.003675,0.013579,0.184091,0.023332,0.041126,0.005879,0.039474,0.2058,0.028884,0.079613,0.226162,0.008078,0.032659,0.376446,0.4949,0.029875,0.008508,0.027691,0.222217,0.318957,0.008913,0.004834,0.042519,0.066895,0.122979,0.009065,0.024678,0.043487,0.041373,0.034442,0.025011,0.009066,0.043045,0.033392,0.203008,0.020296,0.023308,0.009475,0.056913,0.056622,0.009293,0.263291,0.036196,0.063134,0.008748,,,0.001875,0.00272,0.003975
mammoth,0,0.7120763,0.21969491,0.6122919,0,0.9574303,0.76222473,0,0.88206065,0.8076701,8,0.017333,0.336422,0.07018,0.063502,0.076257,0.208313,0.198323,0.105081,0.137998,0.14691,0.053994,2.071137,0.010225,0.003274,0.004177,0.027025,0.362289,0.065947,0.064675,0.009726,0.061545,0.627796,0.051215,0.219879,0.504579,0.020376,0.12366,0.711206,1.011084,0.057337,0.014171,0.050581,0.382659,0.632867,0.012244,0.007468,0.069233,0.117753,0.218735,0.016662,0.055235,0.055593,0.066326,0.055864,0.054613,0.020532,0.087813,0.091339,0.54102,0.038546,0.015915,0.012026,0.113399,0.112941,0.016627,0.525225,0.22708,0.126794,0.015533,,,0.002437,0.003277,0.005287
