machine,app,ranks,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,rp
ruby,TestDfft,1,52000000,100000000,50000000,410000000,0,2000000,0,0,2226,19185656,513189,105137,2208098,6000000,25.09638554
ruby,TestDfft,1,52375000,109437500,42937500,320000000,,,,,1176.5,8018199.531,12140098.75,105873.7813,2107371.719,0,2
ruby,TestDfft,1,344000000,584000000,320000000,2568000000,16000000,34000000,8000000,8000000,2087,153799213,1378660,105137,2208109,114000000,41.1626506
ruby,TestDfft,1,96187500,233062500,101375000,718000000,,,,,1097.8125,23086373.69,17438422.63,105873.7813,2107372.063,6000000,1.750750751
ruby,TestDfft,1,2938000000,3276000000,1856000000,16870000000,240000000,252000000,94000000,94000000,2457,189960539,2298703,105137,2208692,3108000000,0.166
ruby,TestDfft,1,430750000,697312500,314875000,2394062500,4000000,6000000,0,0,1139.71875,35607108.03,54778234.75,105842.75,2107389.313,52687500,0.799519808
ruby,TestDfft,1,22200000000,18278000000,10568000000,1.09534E+11,2116000000,1616000000,858000000,790000000,2442,1264628810,3473786,105137,2208706,17468000000,0.045411155
ruby,TestDfft,1,4033375000,4848687500,2138375000,17291750000,39437500,57687500,19187500,22000000,1062.125,85035825.69,600300875.9,105841.7813,2107389.688,1076625000,0.624906227
ruby,TestDfft,1,62000000,110000000,56000000,460000000,0,4000000,0,0,2599,28916761,502419,105137,2208666,6000000,6.024096386
ruby,TestDfft,1,59812500,120250000,46500000,350062500,,,,,1110.5,11527781.91,12444538.06,105873.7813,2107389.469,0,1
ruby,TestDfft,1,404000000,642000000,352000000,2882000000,20000000,40000000,8000000,10000000,2447,134584824,1427732,105137,2208679,132000000,49.19277108
ruby,TestDfft,1,107125000,247437500,106812500,762750000,,,,,1157.75,18344374.72,17797399.06,105873.7813,2107389.875,6500000,1.800720288
ruby,TestDfft,1,3404000000,3650000000,2074000000,19114000000,274000000,288000000,108000000,108000000,2828,213815907,2308830,105137,2209264,3758000000,0.249812453
ruby,TestDfft,1,492687500,767625000,345562500,2650125000,4000000,8000000,1812500,1687500,1098.125,34822832.31,63404614.75,105841.7813,2107407.156,58750000,0.833
ruby,TestDfft,1,25876000000,21206000000,12274000000,1.27172E+11,2478000000,1874000000,1014000000,962000000,2828,1467460620,3399670,105137,2209280,18108000000,0.039961598
ruby,TestDfft,1,4794562500,5737375000,2527687500,20439562500,45437500,67000000,22000000,25375000,1072.34375,92595854.66,681768440.3,105873.7813,2107408.625,1251000000,0.444
ruby,TestDfft,1,70000000,114000000,56000000,486000000,2000000,4000000,0,0,2922,25594503,487051,105137,2209235,6000000,7.024096386
ruby,TestDfft,1,67062500,131812500,50812500,381937500,,,,,1214.625,8742443.75,15787259.19,105842.75,2107406.25,187500,1
ruby,TestDfft,1,462000000,690000000,380000000,3176000000,22000000,44000000,10000000,12000000,2854,152090136,1372534,105137,2209250,134000000,55.21686747
ruby,TestDfft,1,119375000,265000000,113500000,816625000,,,,,1086.4375,19457924.97,20768390.25,105842.75,2107406.719,7875000,2.501501502
ruby,TestDfft,1,3046000000,3178000000,1764000000,16664000000,122000000,182000000,76000000,84000000,3017,280304388,6355349,105137,2209550,1380000000,0.166
ruby,TestDfft,1,526687500,1115500000,502375000,3681875000,4000000,4000000,0,0,1092.8125,106580146.1,57390959.53,105873.7813,2107417.094,30312500,0.799519808
ruby,TestDfft,1,6912000000,6162000000,3486000000,35004000000,408000000,496000000,196000000,202000000,3009,474737151,4900732,105138,2209550,4950000000,0.181669394
ruby,TestDfft,1,1150500000,1743000000,777937500,6020625000,8000000,14000000,2000000,2000000,1112.5625,97169252.22,147231049.4,105841.7813,2107416.094,166375000,0.833
ruby,TestDfft,1,13332000000,11492000000,6548000000,67046000000,682000000,808000000,420000000,398000000,3571,819145683,5279777,105137,2209551,5596000000,0.181669394
ruby,TestDfft,1,2209437500,2906375000,1287500000,10291125000,16750000,26000000,5375000,6000000,1076.75,110595093.8,278833671,105873.8125,2107417.094,388500000,0.624906227
ruby,TestDfft,1,23034000000,19988000000,11500000000,1.164E+11,1410000000,1672000000,724000000,690000000,2982,1455347930,10362770,105137,2209566,13864000000,0.131533239
ruby,TestDfft,1,4054375000,5422312500,2420437500,19115000000,30000000,44000000,10000000,12000000,1051.96875,209219743.4,497046657.9,105841.7813,2107416.594,679562500,1.12528132
ruby,TestDfft,1,3866000000,4010000000,2286000000,21302000000,310000000,322000000,120000000,122000000,3187,239822865,2299596,105137,2209836,4128000000,1.572041166
ruby,TestDfft,1,552125000,834312500,374125000,2894000000,6000000,8000000,2000000,2000000,1141.65625,37448429,72722871.72,105842.75,2107425.063,67187500,1
ruby,TestDfft,1,29562000000,24190000000,14004000000,1.45392E+11,2846000000,2144000000,1180000000,1152000000,3187,1668493591,3521009,105137,2209853,19680000000,0.303546555
ruby,TestDfft,1,5295437500,6294812500,2762812500,22479375000,52000000,76062500,25437500,28250000,1104.375,98664908.59,825872590.8,105842.75,2107425.594,1385812500,2.444
ruby,TestDfft,1,78000000,120000000,60000000,526000000,2000000,4000000,0,0,3262,25950441,535595,105137,2209803,8000000,8.030120482
ruby,TestDfft,1,72375000,140625000,53812500,406062500,,,,,1212.40625,10431442.59,16173954.13,105873.7813,2107424.969,1875000,7.507507508
ruby,TestDfft,1,518000000,728000000,404000000,3440000000,24000000,48000000,12000000,14000000,3211,162452061,1375659,105137,2209820,154000000,37.14457831
ruby,TestDfft,1,126125000,270812500,114875000,834375000,0,62500,0,0,1107.65625,18728467.41,23384715,105842.75,2107424.531,8687500,1.800720288
ruby,TestDfft,1,4334000000,4396000000,2510000000,23606000000,344000000,362000000,134000000,136000000,3582,262276851,2299779,105137,2210411,4462000000,1
ruby,TestDfft,1,612625000,904562500,404625000,3150000000,6000000,10000000,2000000,2000000,1189.28125,38162117.13,81275725.69,105873.7813,2107443.969,74625000,0.833
ruby,TestDfft,1,33246000000,27156000000,15726000000,1.63368E+11,3172000000,2418000000,1272000000,1210000000,3576,1871096080,3418920,105137,2210429,24666000000,1.016161812
ruby,TestDfft,1,6050625000,7126875000,3142437500,25530500000,59187500,86187500,29062500,32437500,1083.25,105069817.3,877527184.9,105873.7813,2107444.563,1522000000,1.100240096
ruby,TestDfft,1,86000000,128000000,64000000,566000000,2000000,6000000,0,0,3746,26467050,511554,105137,2210373,10000000,1
ruby,TestDfft,1,79687500,151687500,57250000,435875000,,,,,1098.03125,10529734.81,17458334.94,105873.7813,2107442.781,1937500,1.250750751
ruby,TestDfft,1,580000000,788000000,438000000,3766000000,28000000,56000000,12000000,16000000,3580,164146427,1383973,105137,2210391,172000000,1
ruby,TestDfft,1,137312500,290312500,123062500,895875000,0,2000000,0,0,1102.59375,21474856.25,25221914.16,105873.7813,2107443.375,10500000,1
ruby,TestDfft,1,4004000000,3962000000,2224000000,21394000000,164000000,244000000,100000000,112000000,3955,331733006,6386579,105137,2210984,1778000000,1.333
ruby,TestDfft,1,637000000,1238312500,556500000,4139750000,4000000,6000000,0,0,1075.09375,109377671.2,73599937.84,105873.7813,2107461.906,38625000,1
ruby,TestDfft,1,4798000000,4772000000,2728000000,25840000000,380000000,390000000,148000000,150000000,3966,293063772,2321079,105137,2210984,5046000000,8
ruby,TestDfft,1,696812500,1012062500,450250000,3520000000,6000000,10000000,2000000,2000000,1122.09375,37383365.88,86956523.97,105841.7813,2107460.906,81562500,1.833
ruby,TestDfft,1,9174000000,8044000000,4608000000,46284000000,544000000,664000000,260000000,270000000,3957,592170320,4802054,105136,2210982,6720000000,0.0664
ruby,TestDfft,1,1491687500,2131875000,947937500,7429125000,11875000,18000000,3812500,4000000,1157.4375,103103206.4,193220208.9,105841.7813,2107460.906,232562500,0.799519808
ruby,TestDfft,1,17720000000,15072000000,8610000000,88502000000,878000000,1090000000,542000000,530000000,3967,1061497527,5275147,105137,2210984,7224000000,0.068901304
ruby,TestDfft,1,2880500000,3656812500,1621812500,13062250000,22750000,34000000,7687500,9125000,1127.34375,119685963.3,362132537.5,105871.8125,2107461.844,522125000,0.624906227
ruby,TestDfft,1,30630000000,26270000000,15148000000,1.53984E+11,1884000000,2228000000,966000000,920000000,3991,1881703556,10704150,105137,2211005,19446000000,0.078352941
ruby,TestDfft,1,5347812500,6861625000,3051687500,24345000000,40000000,59000000,12000000,16000000,1061.0625,223152167.8,625646206.7,105873.7813,2107462.563,919937500,0.777333333
ruby,TestDfft,1,36922000000,30096000000,17432000000,1.81272E+11,3548000000,2710000000,1332000000,1310000000,3977,2071487491,3503144,105137,2211005,25734000000,0.070396349
ruby,TestDfft,1,6809000000,8026937500,3514125000,28613750000,65125000,96000000,31625000,36125000,1062,112997905.2,1134704121,105873.7813,2107462.563,1716000000,0.900360144
ruby,TestDfft,1,96000000,136000000,70000000,610000000,2000000,6000000,0,0,4164,26325659,546169,105137,2210943,12000000,2.501501502
ruby,TestDfft,1,83437500,156562500,59062500,450437500,,,,,1094.9375,8226203.313,18946032.22,105873.7813,2107460.594,1937500,2
ruby,TestDfft,1,636000000,830000000,462000000,4052000000,30000000,58000000,14000000,18000000,3979,147144953,1329486,105137,2210963,190000000,16.06024096
ruby,TestDfft,1,145375000,300937500,127375000,930812500,0,2000000,0,0,1199,19450102.44,27179993.31,105841.7813,2107460.25,12062500,1.501501502
