machine,core,Kernel                      ,Kernel                      ,Basic_DAXPY                 ,Basic_DAXPY_ATOMIC          ,Basic_IF_QUAD               ,Basic_INDEXLIST             ,Basic_INDEXLIST_3LOOP       ,Basic_INIT3                 ,Basic_INIT_VIEW1D           ,Basic_INIT_VIEW1D_OFFSET    ,Basic_MAT_MAT_SHARED        ,Basic_MULADDSUB             ,Basic_NESTED_INIT           ,Basic_PI_ATOMIC             ,Basic_PI_REDUCE             ,Basic_REDUCE3_INT           ,Basic_REDUCE_STRUCT         ,Basic_TRAP_INT              ,Lcals_DIFF_PREDICT          ,Lcals_EOS                   ,Lcals_FIRST_DIFF            ,Lcals_FIRST_MIN             ,Lcals_FIRST_SUM             ,Lcals_GEN_LIN_RECUR         ,Lcals_HYDRO_1D              ,Lcals_HYDRO_2D              ,Lcals_INT_PREDICT           ,Lcals_PLANCKIAN             ,Lcals_TRIDIAG_ELIM          ,Polybench_2MM               ,Polybench_3MM               ,Polybench_ADI               ,Polybench_ATAX              ,Polybench_FDTD_2D           ,Polybench_FLOYD_WARSHALL    ,Polybench_GEMM              ,Polybench_GEMVER            ,Polybench_GESUMMV           ,Polybench_HEAT_3D           ,Polybench_JACOBI_1D         ,Polybench_JACOBI_2D         ,Polybench_MVT               ,Stream_ADD                  ,Stream_COPY                 ,Stream_DOT                  ,Stream_MUL                  ,Stream_TRIAD                ,Apps_CONVECTION3DPA         ,Apps_DEL_DOT_VEC_2D         ,Apps_DIFFUSION3DPA          ,Apps_ENERGY                 ,Apps_FIR                    ,Apps_HALOEXCHANGE           ,Apps_HALOEXCHANGE_FUSED     ,Apps_LTIMES                 ,Apps_LTIMES_NOVIEW          ,Apps_MASS3DPA               ,Apps_NODAL_ACCUMULATION_3D  ,Apps_PRESSURE               ,Apps_VOL3D                  ,Algorithm_SCAN              ,Algorithm_SORT              ,Algorithm_SORTPAIRS         ,Algorithm_REDUCE_SUM        ,Algorithm_MEMSET            ,Algorithm_MEMCPY            
boraxo,18, Base_OpenMP , default     ,    0.021998 ,    0.260469 ,    0.035014 ,    0.037417 ,    0.015852 ,    0.097562 ,    0.056125 ,    0.054628 ,    0.084250 ,    0.061587 ,    0.020716 ,    4.946939 ,    0.003164 ,    0.001444 ,    0.002835 ,    0.006958 ,    0.279509 ,    0.051685 ,    0.088211 ,    0.011036 ,    0.087858 ,    0.402262 ,    0.069330 ,    0.137222 ,    0.257094 ,    0.009959 ,    0.099010 ,    0.515009 ,    0.674769 ,    0.038295 ,    0.021586 ,    0.057478 ,    0.436744 ,    0.316599 ,    0.010046 ,    0.008451 ,    0.063333 ,    0.140971 ,    0.212662 ,    0.016481 ,    0.068630 ,    0.079321 ,    0.086192 ,    0.078592 ,    0.068391 ,    0.011708 ,    0.068641 ,    0.043792 ,    0.175948 ,    0.035960 ,    0.029677 ,    0.029051 ,    0.083854 ,    0.083761 ,    0.009520 ,    0.349032 ,    0.119403 ,    0.091675 ,    0.012551 ,     Not run ,     Not run ,    0.001717 ,    0.002453 ,    0.004952 
boraxo,16, Base_OpenMP , default     ,    0.025697 ,    0.292201 ,    0.039594 ,    0.042058 ,    0.017537 ,    0.112076 ,    0.060412 ,    0.049806 ,    0.098491 ,    0.078307 ,    0.023807 ,    4.660404 ,    0.003280 ,    0.001227 ,    0.003003 ,    0.007225 ,    0.257634 ,    0.061296 ,    0.099105 ,    0.011955 ,    0.099171 ,    0.392851 ,    0.079906 ,    0.138507 ,    0.269649 ,    0.010890 ,    0.118146 ,    0.554602 ,    0.742970 ,    0.043480 ,    0.024933 ,    0.064948 ,    0.504812 ,    0.380355 ,    0.009651 ,    0.008669 ,    0.070256 ,    0.161014 ,    0.236869 ,    0.017329 ,    0.078114 ,    0.091067 ,    0.100397 ,    0.090738 ,    0.078719 ,    0.013702 ,    0.073688 ,    0.047812 ,    0.202567 ,    0.040251 ,    0.027105 ,    0.023561 ,    0.093110 ,    0.092975 ,    0.010523 ,    0.392406 ,    0.139864 ,    0.113408 ,    0.013924 ,     Not run ,     Not run ,    0.001791 ,    0.002147 ,    0.005500 
boraxo,8, Base_OpenMP , default     ,    0.058587 ,    0.566426 ,    0.085990 ,    0.085365 ,    0.037611 ,    0.298120 ,    0.127251 ,    0.127231 ,    0.178968 ,    0.206395 ,    0.053848 ,    3.801562 ,    0.005653 ,    0.001305 ,    0.006168 ,    0.013843 ,    0.339169 ,    0.172454 ,    0.255756 ,    0.022321 ,    0.259904 ,    0.383690 ,    0.227791 ,    0.220805 ,    0.412226 ,    0.025471 ,    0.330333 ,    1.065516 ,    1.433895 ,    0.079609 ,    0.034621 ,    0.182117 ,    1.488753 ,    0.704826 ,    0.008602 ,    0.014493 ,    0.129276 ,    0.397967 ,    0.578330 ,    0.031514 ,    0.224073 ,    0.228246 ,    0.226655 ,    0.223828 ,    0.225237 ,    0.030436 ,    0.145327 ,    0.096738 ,    0.428561 ,    0.081051 ,    0.018154 ,    0.009444 ,    0.184816 ,    0.184997 ,    0.021179 ,    0.783551 ,    0.355694 ,    0.205070 ,    0.028455 ,     Not run ,     Not run ,    0.002889 ,    0.005124 ,    0.012599 
boraxo,4, Base_OpenMP , default     ,    0.113503 ,    1.124324 ,    0.145285 ,    0.169913 ,    0.074900 ,    0.452026 ,    0.256826 ,    0.256399 ,    0.341081 ,    0.306317 ,    0.106024 ,    3.862919 ,    0.011112 ,    0.002453 ,    0.012167 ,    0.027493 ,    0.464364 ,    0.278372 ,    0.505865 ,    0.044285 ,    0.514738 ,    0.638928 ,    0.386054 ,    0.394921 ,    0.671263 ,    0.041211 ,    0.537784 ,    2.184831 ,    2.874857 ,    0.158498 ,    0.072855 ,    0.306365 ,    2.933279 ,    1.381007 ,    0.016438 ,    0.028501 ,    0.248906 ,    0.784771 ,    1.133901 ,    0.066177 ,    0.385767 ,    0.459599 ,    0.438023 ,    0.447457 ,    0.383982 ,    0.057105 ,    0.288612 ,    0.194438 ,    0.733176 ,    0.159920 ,    0.022456 ,    0.012924 ,    0.369824 ,    0.370032 ,    0.041202 ,    1.565079 ,    0.596213 ,    0.407662 ,    0.056201 ,     Not run ,     Not run ,    0.005723 ,    0.010258 ,    0.025403 
boraxo,72, Base_OpenMP , default     ,    0.011776 ,    0.141303 ,    0.021167 ,    0.013023 ,    0.009636 ,    0.057603 ,    0.051595 ,    0.044931 ,    0.061793 ,    0.038721 ,    0.019053 ,   11.543504 ,    0.002361 ,    0.003230 ,    0.003761 ,    0.004502 ,    0.273614 ,    0.038411 ,    0.044609 ,    0.008300 ,    0.046182 ,    0.371212 ,    0.048597 ,    0.134625 ,    0.255507 ,    0.005857 ,    0.075335 ,    0.922583 ,    1.312878 ,    0.014070 ,    0.026175 ,    0.039235 ,    0.274790 ,    0.875857 ,    0.010874 ,    0.004516 ,    0.039811 ,    0.078986 ,    0.125075 ,    0.021418 ,    0.047301 ,    0.038622 ,    0.047714 ,    0.038554 ,    0.047961 ,    0.005348 ,    0.033224 ,    0.020789 ,    0.156828 ,    0.019741 ,    0.084119 ,    0.211004 ,    0.029301 ,    0.032297 ,    0.005531 ,    0.198704 ,    0.078012 ,    0.045151 ,    0.005171 ,     Not run ,     Not run ,    0.001478 ,    0.002083 ,    0.002701 
boraxo,36, Base_OpenMP , default     ,    0.023857 ,    0.272926 ,    0.035676 ,    0.025239 ,    0.015428 ,    0.084920 ,    0.064717 ,    0.051524 ,    0.087008 ,    0.059046 ,    0.021942 ,    9.334111 ,    0.003425 ,    0.001974 ,    0.003435 ,    0.007192 ,    0.258196 ,    0.051093 ,    0.093570 ,    0.007552 ,    0.093802 ,    0.397191 ,    0.071700 ,    0.135337 ,    0.244497 ,    0.008827 ,    0.099297 ,    1.856041 ,    2.638164 ,    0.023803 ,    0.045647 ,    0.059958 ,    0.452161 ,    1.753372 ,    0.012510 ,    0.006331 ,    0.073872 ,    0.152238 ,    0.222096 ,    0.041950 ,    0.071255 ,    0.083637 ,    0.093280 ,    0.083483 ,    0.071265 ,    0.010441 ,    0.060765 ,    0.037896 ,    0.176196 ,    0.036437 ,    0.058478 ,    0.078657 ,    0.057493 ,    0.063440 ,    0.009035 ,    0.395035 ,    0.114891 ,    0.101419 ,    0.008163 ,     Not run ,     Not run ,    0.001455 ,    0.002354 ,    0.005115 
boraxo,32, Base_OpenMP , default     ,    0.026512 ,    0.305123 ,    0.039643 ,    0.028352 ,    0.016801 ,    0.106139 ,    0.066845 ,    0.051037 ,    0.085887 ,    0.075002 ,    0.022386 ,    9.250451 ,    0.003721 ,    0.001549 ,    0.003218 ,    0.007543 ,    0.250748 ,    0.060452 ,    0.105371 ,    0.007453 ,    0.105477 ,    0.296070 ,    0.080276 ,    0.137048 ,    0.271191 ,    0.012279 ,    0.119719 ,    2.061246 ,    2.921854 ,    0.027134 ,    0.052876 ,    0.066705 ,    0.497413 ,    1.951464 ,    0.013776 ,    0.007958 ,    0.081490 ,    0.169261 ,    0.240326 ,    0.045935 ,    0.079936 ,    0.094643 ,    0.105093 ,    0.094523 ,    0.079813 ,    0.011741 ,    0.068097 ,    0.042586 ,    0.201534 ,    0.040450 ,    0.045869 ,    0.065419 ,    0.063560 ,    0.070215 ,    0.010050 ,    0.443717 ,    0.138325 ,    0.105223 ,    0.008705 ,     Not run ,     Not run ,    0.001390 ,    0.002286 ,    0.005631 
boraxo,18, Base_OpenMP , default     ,    0.022233 ,    0.261036 ,    0.035832 ,    0.037387 ,    0.015760 ,    0.097334 ,    0.055664 ,    0.052167 ,    0.083375 ,    0.062025 ,    0.020257 ,    4.555833 ,    0.003321 ,    0.001221 ,    0.002861 ,    0.007234 ,    0.283390 ,    0.051321 ,    0.087247 ,    0.011027 ,    0.087139 ,    0.402776 ,    0.068310 ,    0.136399 ,    0.256455 ,    0.010126 ,    0.098474 ,    0.505184 ,    0.655758 ,    0.038391 ,    0.024613 ,    0.056265 ,    0.431731 ,    0.309173 ,    0.010193 ,    0.009579 ,    0.063263 ,    0.141571 ,    0.212764 ,    0.016711 ,    0.067695 ,    0.079541 ,    0.087789 ,    0.079774 ,    0.067786 ,    0.011741 ,    0.068790 ,    0.043578 ,    0.177016 ,    0.035967 ,    0.029121 ,    0.029156 ,    0.084757 ,    0.084503 ,    0.009575 ,    0.349027 ,    0.118224 ,    0.101117 ,    0.012549 ,     Not run ,     Not run ,    0.001710 ,    0.002336 ,    0.004895 
boraxo,16, Base_OpenMP , default     ,    0.024849 ,    0.291880 ,    0.039735 ,    0.042113 ,    0.017466 ,    0.111013 ,    0.060515 ,    0.048057 ,    0.099215 ,    0.078574 ,    0.023725 ,    4.560749 ,    0.003186 ,    0.001334 ,    0.002966 ,    0.007675 ,    0.256557 ,    0.061653 ,    0.100072 ,    0.011972 ,    0.100022 ,    0.395172 ,    0.079896 ,    0.138713 ,    0.271115 ,    0.011014 ,    0.118395 ,    0.545103 ,    0.720761 ,    0.043544 ,    0.020451 ,    0.065650 ,    0.493274 ,    0.359541 ,    0.009944 ,    0.007626 ,    0.070299 ,    0.161458 ,    0.237068 ,    0.017314 ,    0.077777 ,    0.089476 ,    0.098884 ,    0.089312 ,    0.077972 ,    0.013948 ,    0.073675 ,    0.048041 ,    0.202228 ,    0.040245 ,    0.027630 ,    0.023239 ,    0.092709 ,    0.093515 ,    0.010410 ,    0.392496 ,    0.138894 ,    0.103246 ,    0.013887 ,     Not run ,     Not run ,    0.001785 ,    0.002145 ,    0.005448 
boraxo,8, Base_OpenMP , default     ,    0.057558 ,    0.566065 ,    0.085682 ,    0.085431 ,    0.037840 ,    0.298458 ,    0.128203 ,    0.128117 ,    0.178671 ,    0.205892 ,    0.054214 ,    3.766969 ,    0.005649 ,    0.001312 ,    0.006085 ,    0.013878 ,    0.338298 ,    0.171815 ,    0.254180 ,    0.022340 ,    0.257859 ,    0.381608 ,    0.226535 ,    0.223387 ,    0.412323 ,    0.025302 ,    0.329594 ,    1.056913 ,    1.428840 ,    0.079628 ,    0.034556 ,    0.181143 ,    1.468970 ,    0.718280 ,    0.008574 ,    0.014213 ,    0.129203 ,    0.393231 ,    0.579592 ,    0.031481 ,    0.222623 ,    0.226802 ,    0.223719 ,    0.225104 ,    0.224980 ,    0.029821 ,    0.145307 ,    0.095795 ,    0.428758 ,    0.080991 ,    0.019524 ,    0.009460 ,    0.186151 ,    0.186464 ,    0.021298 ,    0.783400 ,    0.352189 ,    0.204854 ,    0.028322 ,     Not run ,     Not run ,    0.002884 ,    0.005119 ,    0.012537 
boraxo,4, Base_OpenMP , default     ,    0.112743 ,    1.123941 ,    0.145358 ,    0.169804 ,    0.075080 ,    0.451416 ,    0.254336 ,    0.254477 ,    0.343010 ,    0.306020 ,    0.104983 ,    3.933016 ,    0.011133 ,    0.002453 ,    0.011869 ,    0.027500 ,    0.467202 ,    0.277903 ,    0.500627 ,    0.044278 ,    0.508020 ,    0.639798 ,    0.384835 ,    0.395320 ,    0.671457 ,    0.041320 ,    0.536257 ,    2.113917 ,    2.822703 ,    0.158365 ,    0.073115 ,    0.306062 ,    2.924827 ,    1.392720 ,    0.016274 ,    0.028206 ,    0.248800 ,    0.773332 ,    1.117972 ,    0.066159 ,    0.386180 ,    0.456058 ,    0.431129 ,    0.442183 ,    0.383890 ,    0.056939 ,    0.288803 ,    0.191543 ,    0.733245 ,    0.159838 ,    0.022843 ,    0.012925 ,    0.369669 ,    0.369995 ,    0.041142 ,    1.565040 ,    0.596076 ,    0.407496 ,    0.055874 ,     Not run ,     Not run ,    0.005715 ,    0.010133 ,    0.025414 
catalyst,48, Base_OpenMP , default     ,    0.022054 ,    0.181007 ,    0.086086 ,    0.017543 ,    0.025129 ,    0.308282 ,    0.098505 ,    0.098390 ,    0.091075 ,    0.221862 ,    0.044636 ,    6.090888 ,    0.011291 ,    0.001962 ,    0.003482 ,    0.021905 ,    0.533062 ,    0.094563 ,    0.084511 ,    0.007786 ,    0.084608 ,    0.703414 ,    0.069484 ,    0.216969 ,    0.479510 ,    0.039685 ,    0.159379 ,    2.151961 ,    3.089417 ,    0.030375 ,    0.052976 ,    0.069087 ,    0.499976 ,    1.986290 ,    0.016669 ,    0.007497 ,    0.079023 ,    0.136912 ,    0.238415 ,    0.046255 ,    0.068443 ,    0.073974 ,    0.071653 ,    0.075475 ,    0.068555 ,    0.012997 ,    0.062251 ,    0.046098 ,    0.491571 ,    0.040170 ,    0.064179 ,    0.071400 ,    0.045183 ,    0.045236 ,    0.011723 ,    0.273880 ,    0.266186 ,    0.086541 ,    0.007330 ,     Not run ,     Not run ,    0.001672 ,    0.003192 ,    0.004729 
