machine,Kernel                      ,Kernel                      ,Basic_DAXPY                 ,Basic_DAXPY_ATOMIC          ,Basic_IF_QUAD               ,Basic_INDEXLIST             ,Basic_INDEXLIST_3LOOP       ,Basic_INIT3                 ,Basic_INIT_VIEW1D           ,Basic_INIT_VIEW1D_OFFSET    ,Basic_MAT_MAT_SHARED        ,Basic_MULADDSUB             ,Basic_NESTED_INIT           ,Basic_PI_ATOMIC             ,Basic_PI_REDUCE             ,Basic_REDUCE3_INT           ,Basic_REDUCE_STRUCT         ,Basic_TRAP_INT              ,Lcals_DIFF_PREDICT          ,Lcals_EOS                   ,Lcals_FIRST_DIFF            ,Lcals_FIRST_MIN             ,Lcals_FIRST_SUM             ,Lcals_GEN_LIN_RECUR         ,Lcals_HYDRO_1D              ,Lcals_HYDRO_2D              ,Lcals_INT_PREDICT           ,Lcals_PLANCKIAN             ,Lcals_TRIDIAG_ELIM          ,Polybench_2MM               ,Polybench_3MM               ,Polybench_ADI               ,Polybench_ATAX              ,Polybench_FDTD_2D           ,Polybench_FLOYD_WARSHALL    ,Polybench_GEMM              ,Polybench_GEMVER            ,Polybench_GESUMMV           ,Polybench_HEAT_3D           ,Polybench_JACOBI_1D         ,Polybench_JACOBI_2D         ,Polybench_MVT               ,Stream_ADD                  ,Stream_COPY                 ,Stream_DOT                  ,Stream_MUL                  ,Stream_TRIAD                ,Apps_CONVECTION3DPA         ,Apps_DEL_DOT_VEC_2D         ,Apps_DIFFUSION3DPA          ,Apps_ENERGY                 ,Apps_FIR                    ,Apps_HALOEXCHANGE           ,Apps_HALOEXCHANGE_FUSED     ,Apps_LTIMES                 ,Apps_LTIMES_NOVIEW          ,Apps_MASS3DPA               ,Apps_NODAL_ACCUMULATION_3D  ,Apps_PRESSURE               ,Apps_VOL3D                  ,Algorithm_SCAN              ,Algorithm_SORT              ,Algorithm_SORTPAIRS         ,Algorithm_REDUCE_SUM        ,Algorithm_MEMSET            ,Algorithm_MEMCPY            
tioga, Base_HIP  , block_256 ,  0.005232 ,  0.006586 ,  0.004756 ,  0.002324 ,  0.002858 ,  0.009386 ,  0.009119 ,  0.009285 ,  0.003581 ,  0.006554 ,  0.005383 , 235.615487 ,  0.033523 ,  0.001025 ,  0.026184 ,  0.032760 ,  0.014177 ,  0.008126 ,  0.014623 ,  0.002484 ,  0.015315 ,  0.016059 ,  0.011594 ,  0.010203 ,  0.018321 ,  0.001259 ,  0.014965 ,  0.008013 ,  0.011702 ,  0.039692 ,  0.039767 ,  0.013974 ,  0.063852 ,  0.008937 ,  0.009019 ,  0.052066 ,  0.010503 ,  0.024856 ,  0.034661 ,  0.039364 ,  0.010803 ,  0.013824 ,  1.297218 ,  0.013723 ,  0.010728 ,   Not run ,  0.003910 ,   Not run ,  0.013535 ,  0.003122 ,  0.013171 ,   Not run ,  0.007891 ,  0.007248 ,   Not run ,  0.006135 ,  0.016327 ,  0.003608 ,   Not run ,   Not run ,   Not run ,  0.032340 ,  0.000756 ,  0.001145 
tioga, Base_HIP  , block_256 ,  0.005244 ,  0.006768 ,  0.004755 ,  0.002303 ,  0.002915 ,  0.009414 ,  0.009347 ,  0.009197 ,  0.003617 ,  0.006569 ,  0.005525 , 235.434950 ,  0.033394 ,  0.001003 ,  0.026292 ,  0.033029 ,  0.014185 ,  0.008243 ,  0.014647 ,  0.003064 ,  0.014689 ,  0.016643 ,  0.010862 ,  0.011109 ,  0.018190 ,  0.001267 ,  0.014988 ,  0.008040 ,  0.011689 ,  0.039673 ,  0.040070 ,  0.013384 ,  0.064073 ,  0.008835 ,  0.008953 ,  0.051913 ,  0.010465 ,  0.024900 ,  0.034728 ,  0.039411 ,  0.011266 ,  0.013150 ,  1.297553 ,  0.013833 ,  0.010676 ,   Not run ,  0.003993 ,   Not run ,  0.014123 ,  0.003122 ,  0.013101 ,   Not run ,  0.007974 ,  0.007246 ,   Not run ,  0.006157 ,  0.016257 ,  0.003627 ,   Not run ,   Not run ,   Not run ,  0.032478 ,  0.000704 ,  0.001065 
ec2-p3, Base_CUDA , block_256 ,  0.007830 ,  0.007799 ,  0.005866 ,  0.001799 ,  0.003392 ,  0.013109 ,  0.013339 ,  0.013335 ,  0.002151 ,  0.009179 ,  0.005259 ,  0.052285 ,  0.000692 ,  0.000799 ,  0.003690 ,  0.000744 ,  0.028795 ,  0.010594 ,  0.022425 ,  0.002348 ,  0.022459 ,  0.022521 ,  0.015692 ,  0.010590 ,  0.022167 ,  0.001298 ,  0.021168 ,  0.002885 ,  0.004342 ,  0.023751 ,  0.018920 ,  0.017015 ,  0.094573 ,  0.003293 ,  0.004232 ,  0.020090 ,  0.009629 ,  0.036063 ,  0.047387 ,  0.017950 ,  0.015727 ,  0.020067 ,  0.041105 ,  0.020081 ,  0.015702 ,   Not run ,  0.003317 ,   Not run ,  0.018291 ,  0.001931 ,  0.009511 ,   Not run ,  0.005777 ,  0.005784 ,   Not run ,  0.003741 ,  0.022338 ,  0.002704 ,   Not run ,   Not run ,   Not run ,  0.000765 ,  0.000558 ,  0.001135 
ec2-p3, Base_CUDA , block_256 ,  0.007813 ,  0.007791 ,  0.005865 ,  0.001801 ,  0.003382 ,  0.013111 ,  0.013322 ,  0.013316 ,  0.002162 ,  0.009180 ,  0.005237 ,  0.052285 ,  0.000675 ,  0.000815 ,  0.003547 ,  0.000741 ,  0.028787 ,  0.010576 ,  0.022394 ,  0.002390 ,  0.022400 ,  0.022485 ,  0.015688 ,  0.010582 ,  0.022171 ,  0.001295 ,  0.021142 ,  0.002875 ,  0.004327 ,  0.023877 ,  0.019313 ,  0.016976 ,  0.094282 ,  0.003289 ,  0.004269 ,  0.020105 ,  0.009602 ,  0.035979 ,  0.047257 ,  0.018309 ,  0.015665 ,  0.020016 ,  0.039228 ,  0.019985 ,  0.015612 ,   Not run ,  0.003305 ,   Not run ,  0.018264 ,  0.001918 ,  0.008619 ,   Not run ,  0.005769 ,  0.005778 ,   Not run ,  0.003724 ,  0.022290 ,  0.002698 ,   Not run ,   Not run ,   Not run ,  0.000763 ,  0.000548 ,  0.001126 
ec2-p3, Base_CUDA , block_256 ,  0.007818 ,  0.007796 ,  0.005864 ,  0.001822 ,  0.003420 ,  0.013129 ,  0.013360 ,  0.013381 ,  0.002170 ,  0.009181 ,  0.005273 ,  0.052296 ,  0.000709 ,  0.000815 ,  0.003664 ,  0.000821 ,  0.028790 ,  0.010596 ,  0.022432 ,  0.002635 ,  0.022459 ,  0.022513 ,  0.015728 ,  0.010595 ,  0.022190 ,  0.001305 ,  0.021170 ,  0.002877 ,  0.004336 ,  0.023915 ,  0.019316 ,  0.016977 ,  0.094394 ,  0.003296 ,  0.004284 ,  0.020099 ,  0.009613 ,  0.035961 ,  0.047217 ,  0.018297 ,  0.015682 ,  0.020036 ,  0.039919 ,  0.019985 ,  0.015640 ,   Not run ,  0.003303 ,   Not run ,  0.018279 ,  0.001926 ,  0.008718 ,   Not run ,  0.005770 ,  0.005767 ,   Not run ,  0.003732 ,  0.022310 ,  0.002697 ,   Not run ,   Not run ,   Not run ,  0.000780 ,  0.000551 ,  0.001133 
ec2-p4d, Base_CUDA , block_256 ,  0.001863 ,  0.001841 ,  0.002894 ,  0.001368 ,  0.002020 ,  0.007079 ,  0.007145 ,  0.007116 ,  0.001725 ,  0.004941 ,  0.003270 ,  0.056208 ,  0.000855 ,  0.000821 ,  0.009059 ,  0.000857 ,  0.028711 ,  0.005339 ,  0.006585 ,  0.002358 ,  0.006581 ,  0.007782 ,  0.003856 ,  0.006769 ,  0.013498 ,  0.000829 ,  0.010780 ,  0.002145 ,  0.003242 ,  0.020466 ,  0.010549 ,  0.004957 ,  0.032517 ,  0.002406 ,  0.002852 ,  0.009559 ,  0.004808 ,  0.011251 ,  0.017351 ,  0.009741 ,  0.003944 ,  0.005877 ,  0.034000 ,  0.005888 ,  0.003927 ,   Not run ,  0.002104 ,   Not run ,  0.010253 ,  0.001006 ,  0.010346 ,   Not run ,  0.004805 ,  0.004801 ,   Not run ,  0.002265 ,  0.012310 ,  0.001739 ,   Not run ,   Not run ,   Not run ,  0.000864 ,  0.000295 ,  0.000343 
ec2-p4d, Base_CUDA , block_256 ,  0.001841 ,  0.001810 ,  0.002887 ,  0.001333 ,  0.002032 ,  0.007071 ,  0.007021 ,  0.007008 ,  0.001720 ,  0.004937 ,  0.003268 ,  0.056189 ,  0.000849 ,  0.000831 ,  0.004537 ,  0.000857 ,  0.028685 ,  0.005238 ,  0.006543 ,  0.002357 ,  0.006555 ,  0.007765 ,  0.003770 ,  0.006732 ,  0.013481 ,  0.000819 ,  0.010516 ,  0.002128 ,  0.003246 ,  0.020385 ,  0.010694 ,  0.004887 ,  0.032148 ,  0.002401 ,  0.002882 ,  0.009523 ,  0.004812 ,  0.011098 ,  0.017146 ,  0.009730 ,  0.003780 ,  0.005770 ,  0.035726 ,  0.005795 ,  0.003782 ,   Not run ,  0.002108 ,   Not run ,  0.010197 ,  0.001004 ,  0.012703 ,   Not run ,  0.004804 ,  0.004800 ,   Not run ,  0.002261 ,  0.012211 ,  0.001744 ,   Not run ,   Not run ,   Not run ,  0.000862 ,  0.000293 ,  0.000336 
ec2-p4d, Base_CUDA , block_256 ,  0.001842 ,  0.001811 ,  0.002884 ,  0.001317 ,  0.002134 ,  0.007063 ,  0.006998 ,  0.006995 ,  0.001721 ,  0.004949 ,  0.003262 ,  0.056192 ,  0.000847 ,  0.000840 ,  0.004529 ,  0.000876 ,  0.028670 ,  0.005242 ,  0.006523 ,  0.002339 ,  0.006529 ,  0.007765 ,  0.003789 ,  0.006724 ,  0.013480 ,  0.000818 ,  0.010506 ,  0.002133 ,  0.003246 ,  0.020441 ,  0.010695 ,  0.004884 ,  0.032047 ,  0.002395 ,  0.002886 ,  0.009518 ,  0.004801 ,  0.011094 ,  0.017120 ,  0.009734 ,  0.003784 ,  0.005757 ,  0.033786 ,  0.005786 ,  0.003767 ,   Not run ,  0.002095 ,   Not run ,  0.010213 ,  0.000995 ,  0.011070 ,   Not run ,  0.004801 ,  0.004798 ,   Not run ,  0.002256 ,  0.012248 ,  0.001744 ,   Not run ,   Not run ,   Not run ,  0.000860 ,  0.000291 ,  0.000338 
AVERAGE
pascal,,,0.011419,0.012190,0.008282,0.002579,0.004900,0.019561,0.019361,0.019376,0.004014,0.013705,0.010966,0.064983,0.001718,0.001574,0.004585,0.001735,0.039779,0.017144,0.031872,0.004159,0.031983,0.035513,0.023107,0.016806,0.032511,0.001942,0.030499,0.015359,0.024759,0.048797,0.027441,0.025752,0.131090,0.016649,0.006000,0.052024,0.020833,0.051774,0.069990,0.019713,0.022868,0.028542,0.058139,0.028452,0.022842,,0.005408,,0.026547,0.005767,0.009786,,0.011954,0.011967,,0.014053,0.032348,0.006123,,,,0.001418,0.000787,0.001600
lassen,,,0.008159,0.008181,0.006051,0.002424,0.003934,0.013712,0.015183,0.015195,0.002554,0.009489,0.006093,0.060752,0.001332,0.001099,0.004029,0.001328,0.029710,0.010924,0.023859,0.002292,0.023929,0.023518,0.016429,0.010891,0.022429,0.001368,0.021431,0.005268,0.007863,0.026617,0.029148,0.017838,0.100200,0.003484,0.004476,0.020639,0.010098,0.037878,0.050157,0.020120,0.016339,0.021368,0.053254,0.021361,0.016350,,0.003421,,0.018832,0.002084,0.017407,,0.006796,0.006788,,0.004163,0.023259,0.003032,,,,0.001262,0.000638,0.001211
corona,,,0.009418,0.012847,0.009210,0.003922,0.005407,0.017292,0.018965,0.019021,0.006718,0.013147,0.012158,181.411465,0.047555,0.001792,0.031979,0.046342,0.025611,0.014414,0.023975,0.004182,0.024637,0.030560,0.019088,0.018413,0.026393,0.004191,0.026083,0.014329,0.020317,0.033825,0.043251,0.021704,0.095396,0.015755,0.010078,0.038065,0.017309,0.037299,0.056187,0.042333,0.019183,0.022169,1.704963,0.022452,0.018125,,0.006285,,0.024137,0.007295,0.012586,,0.014433,0.014142,,0.015892,0.027322,0.007914,,,,0.044992,0.002159,0.003309
tioga,,,0.005248,0.006704,0.004848,0.002337,0.002884,0.009444,0.009219,0.009514,0.003599,0.006591,0.005560,235.036081,0.033478,0.001013,0.026229,0.032922,0.014199,0.008215,0.014919,0.002706,0.014925,0.016545,0.011145,0.010679,0.018352,0.001280,0.015009,0.008109,0.011736,0.039678,0.040050,0.013596,0.064082,0.008939,0.008988,0.052018,0.010551,0.024946,0.034746,0.039415,0.010930,0.013663,1.295512,0.013839,0.010720,,0.003969,,0.013994,0.003119,0.013170,,0.007923,0.007275,,0.006361,0.016271,0.003890,,,,0.032306,0.000754,0.001402
ec2-p3,,,0.007820,0.007795,0.005865,0.001807,0.003398,0.013116,0.013340,0.013344,0.002161,0.009180,0.005256,0.052289,0.000692,0.000810,0.003634,0.000769,0.028791,0.010589,0.022417,0.002458,0.022439,0.022506,0.015703,0.010589,0.022176,0.001299,0.021160,0.002879,0.004335,0.023848,0.019183,0.016989,0.094416,0.003293,0.004262,0.020098,0.009615,0.036001,0.047287,0.018185,0.015691,0.020040,0.040084,0.020017,0.015651,,0.003308,,0.018278,0.001925,0.008949,,0.005772,0.005776,,0.003732,0.022313,0.002700,,,,0.000769,0.000552,0.001131
ec2-p4d,,,0.001849,0.001821,0.002888,0.001339,0.002062,0.007071,0.007055,0.007040,0.001722,0.004942,0.003267,0.056196,0.000850,0.000831,0.006042,0.000863,0.028689,0.005273,0.006550,0.002351,0.006555,0.007771,0.003805,0.006742,0.013486,0.000822,0.010601,0.002135,0.003245,0.020431,0.010646,0.004909,0.032237,0.002401,0.002873,0.009533,0.004807,0.011148,0.017206,0.009735,0.003836,0.005801,0.034504,0.005823,0.003825,,0.002102,,0.010221,0.001002,0.011373,,0.004803,0.004800,,0.002261,0.012256,0.001742,,,,0.000862,0.000293,0.000339
