machine,core,Kernel                      ,Kernel                      ,Basic_DAXPY                 ,Basic_DAXPY_ATOMIC          ,Basic_IF_QUAD               ,Basic_INDEXLIST             ,Basic_INDEXLIST_3LOOP       ,Basic_INIT3                 ,Basic_INIT_VIEW1D           ,Basic_INIT_VIEW1D_OFFSET    ,Basic_MAT_MAT_SHARED        ,Basic_MULADDSUB             ,Basic_NESTED_INIT           ,Basic_PI_ATOMIC             ,Basic_PI_REDUCE             ,Basic_REDUCE3_INT           ,Basic_REDUCE_STRUCT         ,Basic_TRAP_INT              ,Lcals_DIFF_PREDICT          ,Lcals_EOS                   ,Lcals_FIRST_DIFF            ,Lcals_FIRST_MIN             ,Lcals_FIRST_SUM             ,Lcals_GEN_LIN_RECUR         ,Lcals_HYDRO_1D              ,Lcals_HYDRO_2D              ,Lcals_INT_PREDICT           ,Lcals_PLANCKIAN             ,Lcals_TRIDIAG_ELIM          ,Polybench_2MM               ,Polybench_3MM               ,Polybench_ADI               ,Polybench_ATAX              ,Polybench_FDTD_2D           ,Polybench_FLOYD_WARSHALL    ,Polybench_GEMM              ,Polybench_GEMVER            ,Polybench_GESUMMV           ,Polybench_HEAT_3D           ,Polybench_JACOBI_1D         ,Polybench_JACOBI_2D         ,Polybench_MVT               ,Stream_ADD                  ,Stream_COPY                 ,Stream_DOT                  ,Stream_MUL                  ,Stream_TRIAD                ,Apps_CONVECTION3DPA         ,Apps_DEL_DOT_VEC_2D         ,Apps_DIFFUSION3DPA          ,Apps_ENERGY                 ,Apps_FIR                    ,Apps_HALOEXCHANGE           ,Apps_HALOEXCHANGE_FUSED     ,Apps_LTIMES                 ,Apps_LTIMES_NOVIEW          ,Apps_MASS3DPA               ,Apps_NODAL_ACCUMULATION_3D  ,Apps_PRESSURE               ,Apps_VOL3D                  ,Algorithm_SCAN              ,Algorithm_SORT              ,Algorithm_SORTPAIRS         ,Algorithm_REDUCE_SUM        ,Algorithm_MEMSET            ,Algorithm_MEMCPY            
boraxo,18, Base_OpenMP , default     ,    0.004587 ,    0.066329 ,    0.008478 ,    0.009119 ,    0.004239 ,    0.016202 ,    0.020200 ,    0.018041 ,    0.012637 ,    0.010687 ,    0.007970 ,    1.132921 ,    0.001300 ,    0.000674 ,    0.000958 ,    0.002492 ,    0.020707 ,    0.009150 ,    0.017569 ,    0.003712 ,    0.017690 ,    0.089692 ,    0.010867 ,    0.020129 ,    0.025611 ,    0.002293 ,    0.012804 ,    0.053285 ,    0.088768 ,    0.009810 ,    0.023875 ,    0.012429 ,    0.050862 ,    0.068226 ,    0.005617 ,    0.002313 ,    0.017597 ,    0.033027 ,    0.055337 ,    0.002482 ,    0.010072 ,    0.013669 ,    0.021959 ,    0.013722 ,    0.010111 ,    0.002716 ,    0.016405 ,    0.009528 ,    0.027645 ,    0.009420 ,    0.028974 ,    0.037700 ,    0.021502 ,    0.021427 ,    0.002562 ,    0.088424 ,    0.016628 ,    0.024195 ,    0.003421 ,     Not run ,     Not run ,    0.000603 ,    0.000798 ,    0.000941 
boraxo,16, Base_OpenMP , default     ,    0.004824 ,    0.074253 ,    0.009422 ,    0.010116 ,    0.004433 ,    0.018517 ,    0.021509 ,    0.018248 ,    0.012198 ,    0.012400 ,    0.008112 ,    1.124256 ,    0.001459 ,    0.000600 ,    0.000869 ,    0.002258 ,    0.023454 ,    0.010719 ,    0.019038 ,    0.003720 ,    0.019190 ,    0.083859 ,    0.011891 ,    0.025133 ,    0.029457 ,    0.002504 ,    0.015036 ,    0.059769 ,    0.099297 ,    0.011053 ,    0.012553 ,    0.013857 ,    0.053942 ,    0.076603 ,    0.004775 ,    0.006712 ,    0.018487 ,    0.035664 ,    0.060824 ,    0.002669 ,    0.010621 ,    0.014684 ,    0.021411 ,    0.014927 ,    0.010595 ,    0.002933 ,    0.018369 ,    0.010430 ,    0.032183 ,    0.010457 ,    0.027211 ,    0.029995 ,    0.024372 ,    0.024386 ,    0.002773 ,    0.099292 ,    0.019084 ,    0.027218 ,    0.003620 ,     Not run ,     Not run ,    0.000606 ,    0.000803 ,    0.000955 
boraxo,8, Base_OpenMP , default     ,    0.007559 ,    0.146261 ,    0.017891 ,    0.019723 ,    0.007299 ,    0.031690 ,    0.030536 ,    0.022388 ,    0.020294 ,    0.022189 ,    0.011194 ,    0.921776 ,    0.001572 ,    0.000441 ,    0.000899 ,    0.003638 ,    0.053456 ,    0.024265 ,    0.030200 ,    0.005832 ,    0.032172 ,    0.053197 ,    0.032167 ,    0.048246 ,    0.070161 ,    0.004501 ,    0.048408 ,    0.118496 ,    0.197101 ,    0.017879 ,    0.005845 ,    0.023928 ,    0.087032 ,    0.152102 ,    0.002385 ,    0.002034 ,    0.028416 ,    0.062132 ,    0.104712 ,    0.004260 ,    0.030631 ,    0.027550 ,    0.033089 ,    0.028208 ,    0.030716 ,    0.005389 ,    0.036639 ,    0.021150 ,    0.080687 ,    0.020091 ,    0.014872 ,    0.005753 ,    0.047177 ,    0.047083 ,    0.005104 ,    0.197746 ,    0.047316 ,    0.053735 ,    0.006522 ,     Not run ,     Not run ,    0.000816 ,    0.000841 ,    0.001506 
boraxo,4, Base_OpenMP , default     ,    0.022862 ,    0.289276 ,    0.035602 ,    0.041158 ,    0.016368 ,    0.061894 ,    0.056581 ,    0.044696 ,    0.039151 ,    0.043349 ,    0.022231 ,    0.947320 ,    0.002916 ,    0.000649 ,    0.002330 ,    0.007009 ,    0.093907 ,    0.046079 ,    0.091536 ,    0.011234 ,    0.091612 ,    0.102269 ,    0.069029 ,    0.094212 ,    0.128986 ,    0.008964 ,    0.092265 ,    0.236750 ,    0.392362 ,    0.035329 ,    0.009560 ,    0.052561 ,    0.222286 ,    0.304413 ,    0.003165 ,    0.005473 ,    0.058365 ,    0.147887 ,    0.209693 ,    0.008918 ,    0.068542 ,    0.082905 ,    0.091992 ,    0.082958 ,    0.068734 ,    0.010519 ,    0.072607 ,    0.042904 ,    0.150448 ,    0.039867 ,    0.016779 ,    0.006755 ,    0.092362 ,    0.092408 ,    0.010124 ,    0.394788 ,    0.097551 ,    0.113036 ,    0.013395 ,     Not run ,     Not run ,    0.001496 ,    0.001822 ,    0.004614 
boraxo,72, Base_OpenMP , default     ,    0.006774 ,    0.039433 ,    0.006063 ,    0.004147 ,    0.005071 ,    0.010084 ,    0.034425 ,    0.032914 ,    0.012689 ,    0.006993 ,    0.013697 ,    2.648716 ,    0.001520 ,    0.002685 ,    0.002987 ,    0.002082 ,    0.011577 ,    0.008691 ,    0.026926 ,    0.006306 ,    0.026918 ,    0.097665 ,    0.014824 ,    0.011438 ,    0.016692 ,    0.001509 ,    0.014704 ,    0.111558 ,    0.208396 ,    0.004332 ,    0.014489 ,    0.019934 ,    0.077734 ,    0.215538 ,    0.004309 ,    0.003260 ,    0.018154 ,    0.046051 ,    0.064739 ,    0.002145 ,    0.014069 ,    0.024006 ,    0.035499 ,    0.023857 ,    0.013940 ,    0.002194 ,    0.008871 ,    0.005420 ,    0.014926 ,    0.006232 ,    0.084110 ,    0.220190 ,    0.008736 ,    0.009668 ,    0.002192 ,    0.051239 ,    0.013140 ,    0.012594 ,    0.002330 ,     Not run ,     Not run ,    0.000991 ,    0.001391 ,    0.001503 
boraxo,36, Base_OpenMP , default     ,    0.006046 ,    0.070563 ,    0.009523 ,    0.006328 ,    0.004860 ,    0.014604 ,    0.028654 ,    0.025020 ,    0.015587 ,    0.009964 ,    0.011219 ,    2.306987 ,    0.001467 ,    0.001294 ,    0.001518 ,    0.002297 ,    0.019506 ,    0.010481 ,    0.022951 ,    0.003784 ,    0.023329 ,    0.090689 ,    0.013878 ,    0.022334 ,    0.026487 ,    0.002689 ,    0.015560 ,    0.218622 ,    0.410868 ,    0.006446 ,    0.012115 ,    0.017418 ,    0.065667 ,    0.427284 ,    0.004069 ,    0.005032 ,    0.022859 ,    0.041629 ,    0.068985 ,    0.002547 ,    0.013006 ,    0.018900 ,    0.026290 ,    0.019547 ,    0.012925 ,    0.002723 ,    0.015570 ,    0.009345 ,    0.027586 ,    0.009880 ,    0.057727 ,    0.079352 ,    0.014631 ,    0.016144 ,    0.002625 ,    0.100614 ,    0.017996 ,    0.023008 ,    0.002592 ,     Not run ,     Not run ,    0.000737 ,    0.001139 ,    0.001246 
boraxo,32, Base_OpenMP , default     ,    0.005788 ,    0.078273 ,    0.010185 ,    0.006863 ,    0.004759 ,    0.015404 ,    0.026581 ,    0.022682 ,    0.014612 ,    0.010936 ,    0.010067 ,    2.077633 ,    0.001228 ,    0.000936 ,    0.001160 ,    0.002517 ,    0.021737 ,    0.010597 ,    0.021214 ,    0.003460 ,    0.021549 ,    0.059405 ,    0.013334 ,    0.023664 ,    0.029515 ,    0.002266 ,    0.017642 ,    0.249166 ,    0.464775 ,    0.007162 ,    0.010166 ,    0.016877 ,    0.061078 ,    0.481224 ,    0.004718 ,    0.003709 ,    0.022324 ,    0.039673 ,    0.068245 ,    0.002622 ,    0.013060 ,    0.017311 ,    0.023435 ,    0.017397 ,    0.013188 ,    0.002895 ,    0.017175 ,    0.010235 ,    0.031854 ,    0.010746 ,    0.044614 ,    0.068227 ,    0.016694 ,    0.018402 ,    0.002850 ,    0.112808 ,    0.019298 ,    0.025609 ,    0.002561 ,     Not run ,     Not run ,    0.000657 ,    0.001001 ,    0.001111 
boraxo,18, Base_OpenMP , default     ,    0.004609 ,    0.066307 ,    0.008959 ,    0.009128 ,    0.004275 ,    0.015947 ,    0.020213 ,    0.017646 ,    0.012499 ,    0.010764 ,    0.008164 ,    1.228867 ,    0.001362 ,    0.000677 ,    0.000943 ,    0.002090 ,    0.020708 ,    0.009073 ,    0.017791 ,    0.003667 ,    0.017683 ,    0.089575 ,    0.010969 ,    0.021867 ,    0.025576 ,    0.002393 ,    0.012188 ,    0.053853 ,    0.088537 ,    0.009816 ,    0.025354 ,    0.012504 ,    0.051186 ,    0.068883 ,    0.005304 ,    0.001806 ,    0.017480 ,    0.032736 ,    0.055800 ,    0.002368 ,    0.009880 ,    0.013710 ,    0.022113 ,    0.014220 ,    0.009868 ,    0.002724 ,    0.016431 ,    0.009593 ,    0.027532 ,    0.009452 ,    0.029648 ,    0.037529 ,    0.022186 ,    0.021444 ,    0.002582 ,    0.088404 ,    0.016406 ,    0.026010 ,    0.003412 ,     Not run ,     Not run ,    0.000647 ,    0.000777 ,    0.000932 
boraxo,16, Base_OpenMP , default     ,    0.004778 ,    0.074248 ,    0.009819 ,    0.010133 ,    0.004418 ,    0.018731 ,    0.021392 ,    0.018509 ,    0.012084 ,    0.012301 ,    0.008074 ,    1.110752 ,    0.001054 ,    0.000613 ,    0.000918 ,    0.002499 ,    0.023479 ,    0.010246 ,    0.019175 ,    0.003826 ,    0.018930 ,    0.083754 ,    0.011750 ,    0.022962 ,    0.029076 ,    0.002591 ,    0.014450 ,    0.059970 ,    0.099298 ,    0.011076 ,    0.015018 ,    0.013630 ,    0.053936 ,    0.077058 ,    0.005134 ,    0.008816 ,    0.018395 ,    0.035889 ,    0.060455 ,    0.002555 ,    0.010670 ,    0.014093 ,    0.021268 ,    0.014410 ,    0.010736 ,    0.002924 ,    0.018389 ,    0.010448 ,    0.031973 ,    0.010512 ,    0.027438 ,    0.030659 ,    0.024416 ,    0.024430 ,    0.002803 ,    0.099346 ,    0.018919 ,    0.029099 ,    0.003615 ,     Not run ,     Not run ,    0.000730 ,    0.000791 ,    0.000943 
boraxo,8, Base_OpenMP , default     ,    0.007307 ,    0.146190 ,    0.017859 ,    0.019770 ,    0.007352 ,    0.031526 ,    0.030677 ,    0.022508 ,    0.020199 ,    0.021868 ,    0.011223 ,    0.944997 ,    0.001549 ,    0.000439 ,    0.000915 ,    0.003598 ,    0.052998 ,    0.024364 ,    0.029769 ,    0.005846 ,    0.032431 ,    0.052788 ,    0.031503 ,    0.050089 ,    0.069641 ,    0.004501 ,    0.047746 ,    0.118497 ,    0.196983 ,    0.017888 ,    0.005622 ,    0.024030 ,    0.089596 ,    0.152141 ,    0.002357 ,    0.002016 ,    0.028067 ,    0.060839 ,    0.104175 ,    0.004218 ,    0.031693 ,    0.025367 ,    0.032118 ,    0.024752 ,    0.031664 ,    0.005341 ,    0.036686 ,    0.021078 ,    0.080691 ,    0.020111 ,    0.015479 ,    0.005781 ,    0.046946 ,    0.047124 ,    0.005091 ,    0.197728 ,    0.048044 ,    0.053751 ,    0.006536 ,     Not run ,     Not run ,    0.000818 ,    0.000839 ,    0.001543 
boraxo,4, Base_OpenMP , default     ,    0.022967 ,    0.289584 ,    0.035693 ,    0.041072 ,    0.016133 ,    0.061675 ,    0.056692 ,    0.044593 ,    0.039136 ,    0.042926 ,    0.022150 ,    0.975772 ,    0.002919 ,    0.000648 ,    0.002311 ,    0.006995 ,    0.093933 ,    0.045933 ,    0.091957 ,    0.011253 ,    0.092143 ,    0.101879 ,    0.068933 ,    0.094086 ,    0.129160 ,    0.008903 ,    0.091889 ,    0.236194 ,    0.392278 ,    0.035301 ,    0.009554 ,    0.052463 ,    0.222059 ,    0.303763 ,    0.003001 ,    0.005486 ,    0.058244 ,    0.148738 ,    0.210238 ,    0.008917 ,    0.068631 ,    0.083216 ,    0.092607 ,    0.083285 ,    0.068717 ,    0.010526 ,    0.072637 ,    0.043685 ,    0.150062 ,    0.039895 ,    0.017893 ,    0.006755 ,    0.092303 ,    0.092426 ,    0.010101 ,    0.394819 ,    0.097369 ,    0.107146 ,    0.013380 ,     Not run ,     Not run ,    0.001483 ,    0.001853 ,    0.004599 
catalyst,48, Base_OpenMP , default     ,    0.008033 ,    0.049010 ,    0.014955 ,    0.005031 ,    0.008098 ,    0.018229 ,    0.040492 ,    0.040428 ,    0.025613 ,    0.012989 ,    0.018115 ,    1.211304 ,    0.003344 ,    0.001484 ,    0.001778 ,    0.005931 ,    0.017949 ,    0.014056 ,    0.031564 ,    0.004073 ,    0.031762 ,    0.125123 ,    0.020057 ,    0.023261 ,    0.019441 ,    0.009868 ,    0.022810 ,    0.347613 ,    0.560866 ,    0.007188 ,    0.015167 ,    0.022232 ,    0.089194 ,    0.458395 ,    0.009834 ,    0.004153 ,    0.033418 ,    0.052509 ,    0.085632 ,    0.010653 ,    0.019593 ,    0.027086 ,    0.032749 ,    0.027074 ,    0.019569 ,    0.003634 ,    0.015929 ,    0.009914 ,    0.027597 ,    0.011090 ,    0.066482 ,    0.071314 ,    0.012861 ,    0.012935 ,    0.003526 ,    0.069915 ,    0.022700 ,    0.022063 ,    0.002374 ,     Not run ,     Not run ,    0.000725 ,    0.001254 ,    0.001642 
