machine,Kernel                      ,Kernel                      ,Basic_DAXPY                 ,Basic_DAXPY_ATOMIC          ,Basic_IF_QUAD               ,Basic_INDEXLIST             ,Basic_INDEXLIST_3LOOP       ,Basic_INIT3                 ,Basic_INIT_VIEW1D           ,Basic_INIT_VIEW1D_OFFSET    ,Basic_MAT_MAT_SHARED        ,Basic_MULADDSUB             ,Basic_NESTED_INIT           ,Basic_PI_ATOMIC             ,Basic_PI_REDUCE             ,Basic_REDUCE3_INT           ,Basic_REDUCE_STRUCT         ,Basic_TRAP_INT              ,Lcals_DIFF_PREDICT          ,Lcals_EOS                   ,Lcals_FIRST_DIFF            ,Lcals_FIRST_MIN             ,Lcals_FIRST_SUM             ,Lcals_GEN_LIN_RECUR         ,Lcals_HYDRO_1D              ,Lcals_HYDRO_2D              ,Lcals_INT_PREDICT           ,Lcals_PLANCKIAN             ,Lcals_TRIDIAG_ELIM          ,Polybench_2MM               ,Polybench_3MM               ,Polybench_ADI               ,Polybench_ATAX              ,Polybench_FDTD_2D           ,Polybench_FLOYD_WARSHALL    ,Polybench_GEMM              ,Polybench_GEMVER            ,Polybench_GESUMMV           ,Polybench_HEAT_3D           ,Polybench_JACOBI_1D         ,Polybench_JACOBI_2D         ,Polybench_MVT               ,Stream_ADD                  ,Stream_COPY                 ,Stream_DOT                  ,Stream_MUL                  ,Stream_TRIAD                ,Apps_CONVECTION3DPA         ,Apps_DEL_DOT_VEC_2D         ,Apps_DIFFUSION3DPA          ,Apps_ENERGY                 ,Apps_FIR                    ,Apps_HALOEXCHANGE           ,Apps_HALOEXCHANGE_FUSED     ,Apps_LTIMES                 ,Apps_LTIMES_NOVIEW          ,Apps_MASS3DPA               ,Apps_NODAL_ACCUMULATION_3D  ,Apps_PRESSURE               ,Apps_VOL3D                  ,Algorithm_SCAN              ,Algorithm_SORT              ,Algorithm_SORTPAIRS         ,Algorithm_REDUCE_SUM        ,Algorithm_MEMSET            ,Algorithm_MEMCPY            
pascal, Base_CUDA , block_256 ,  0.006004 ,  0.006461 ,  0.004298 ,  0.001870 ,  0.002515 ,  0.009846 ,  0.010520 ,  0.010533 ,  0.001517 ,  0.006895 ,  0.005494 ,  0.032959 ,  0.001114 ,  0.000950 ,  0.002666 ,  0.001104 ,  0.020434 ,  0.008790 ,  0.017279 ,  0.002411 ,  0.017340 ,  0.016846 ,  0.012213 ,  0.008658 ,  0.016450 ,  0.001000 ,  0.016058 ,  0.007585 ,  0.012070 ,  0.032468 ,  0.011592 ,  0.013848 ,  0.049098 ,  0.009035 ,  0.002548 ,  0.023843 ,  0.010279 ,  0.027683 ,  0.038498 ,  0.009933 ,  0.012049 ,  0.015159 ,  0.038714 ,  0.015194 ,  0.011950 ,   Not run ,  0.002788 ,   Not run ,  0.013791 ,  0.003047 ,  0.009420 ,   Not run ,  0.006546 ,  0.006484 ,   Not run ,  0.007297 ,  0.017116 ,  0.003453 ,   Not run ,   Not run ,   Not run ,  0.000986 ,  0.000434 ,  0.000869 
pascal, Base_CUDA , block_256 ,  0.006003 ,  0.006468 ,  0.004299 ,  0.001872 ,  0.002520 ,  0.009856 ,  0.010725 ,  0.010725 ,  0.001515 ,  0.006893 ,  0.005483 ,  0.032753 ,  0.001110 ,  0.000963 ,  0.002674 ,  0.001105 ,  0.020437 ,  0.008804 ,  0.017298 ,  0.002420 ,  0.017365 ,  0.016834 ,  0.012223 ,  0.008665 ,  0.016454 ,  0.000999 ,  0.016071 ,  0.007584 ,  0.012035 ,  0.032311 ,  0.011718 ,  0.013852 ,  0.049086 ,  0.009038 ,  0.002570 ,  0.023848 ,  0.010292 ,  0.027639 ,  0.038407 ,  0.009925 ,  0.012025 ,  0.015150 ,  0.039168 ,  0.015250 ,  0.011977 ,   Not run ,  0.002788 ,   Not run ,  0.013792 ,  0.003051 ,  0.009504 ,   Not run ,  0.006412 ,  0.006483 ,   Not run ,  0.007243 ,  0.017081 ,  0.003440 ,   Not run ,   Not run ,   Not run ,  0.001054 ,  0.000445 ,  0.000866 
pascal, Base_CUDA , block_256 ,  0.006011 ,  0.006457 ,  0.004298 ,  0.001861 ,  0.002519 ,  0.009858 ,  0.010714 ,  0.010751 ,  0.001506 ,  0.006894 ,  0.005568 ,  0.032561 ,  0.001111 ,  0.000943 ,  0.002659 ,  0.001115 ,  0.020416 ,  0.008796 ,  0.017308 ,  0.002408 ,  0.017343 ,  0.016831 ,  0.012214 ,  0.008670 ,  0.016470 ,  0.001004 ,  0.016072 ,  0.007550 ,  0.012022 ,  0.032166 ,  0.011886 ,  0.013871 ,  0.049107 ,  0.009024 ,  0.002572 ,  0.023863 ,  0.010292 ,  0.027662 ,  0.038409 ,  0.009892 ,  0.012036 ,  0.015177 ,  0.039568 ,  0.015236 ,  0.011967 ,   Not run ,  0.002796 ,   Not run ,  0.013805 ,  0.003057 ,  0.009555 ,   Not run ,  0.006502 ,  0.006458 ,   Not run ,  0.007236 ,  0.017093 ,  0.003437 ,   Not run ,   Not run ,   Not run ,  0.001061 ,  0.000444 ,  0.000866 
lassen, Base_CUDA , block_256 ,  0.003614 ,  0.004161 ,  0.003189 ,  0.001328 ,  0.002234 ,  0.007144 ,  0.008079 ,  0.008031 ,  0.000976 ,  0.005061 ,  0.003650 ,  0.030790 ,  0.001270 ,  0.000916 ,  0.002472 ,  0.001226 ,  0.015182 ,  0.006088 ,  0.011974 ,  0.001795 ,  0.011946 ,  0.011180 ,  0.009153 ,  0.005674 ,  0.011616 ,  0.000757 ,  0.011905 ,  0.002440 ,  0.003879 ,  0.018379 ,  0.012326 ,  0.009771 ,  0.036301 ,  0.002130 ,  0.001966 ,  0.015638 ,  0.004876 ,  0.014175 ,  0.022242 ,  0.008707 ,  0.009169 ,  0.010520 ,  0.041481 ,  0.010444 ,  0.009146 ,   Not run ,  0.001841 ,   Not run ,  0.010178 ,  0.001271 ,  0.017306 ,   Not run ,  0.003587 ,  0.003581 ,   Not run ,  0.002344 ,  0.012470 ,  0.001649 ,   Not run ,   Not run ,   Not run ,  0.001015 ,  0.000345 ,  0.000613 
lassen, Base_CUDA , block_256 ,  0.003608 ,  0.004150 ,  0.003193 ,  0.001328 ,  0.002290 ,  0.007134 ,  0.008121 ,  0.008169 ,  0.001021 ,  0.005008 ,  0.003656 ,  0.030773 ,  0.001241 ,  0.000887 ,  0.002366 ,  0.001258 ,  0.015292 ,  0.006073 ,  0.011978 ,  0.001794 ,  0.012015 ,  0.011129 ,  0.009133 ,  0.005672 ,  0.011589 ,  0.000748 ,  0.011923 ,  0.002433 ,  0.003878 ,  0.018434 ,  0.012350 ,  0.009722 ,  0.036222 ,  0.002126 ,  0.001965 ,  0.015630 ,  0.004916 ,  0.013996 ,  0.022186 ,  0.008708 ,  0.009096 ,  0.010535 ,  0.041444 ,  0.010551 ,  0.009126 ,   Not run ,  0.001847 ,   Not run ,  0.010180 ,  0.001279 ,  0.015720 ,   Not run ,  0.003580 ,  0.003583 ,   Not run ,  0.002274 ,  0.012398 ,  0.001651 ,   Not run ,   Not run ,   Not run ,  0.001007 ,  0.000345 ,  0.000608 
lassen, Base_CUDA , block_256 ,  0.003632 ,  0.004138 ,  0.003180 ,  0.001372 ,  0.002318 ,  0.007136 ,  0.008111 ,  0.008153 ,  0.000960 ,  0.004999 ,  0.003676 ,  0.030787 ,  0.001027 ,  0.000950 ,  0.002225 ,  0.001308 ,  0.015174 ,  0.006079 ,  0.011977 ,  0.001879 ,  0.011991 ,  0.011173 ,  0.009152 ,  0.005725 ,  0.011662 ,  0.000751 ,  0.011931 ,  0.002437 ,  0.003875 ,  0.018416 ,  0.012321 ,  0.009654 ,  0.036105 ,  0.002125 ,  0.001980 ,  0.015791 ,  0.004926 ,  0.013902 ,  0.022242 ,  0.008719 ,  0.009061 ,  0.010543 ,  0.042404 ,  0.010508 ,  0.009119 ,   Not run ,  0.001833 ,   Not run ,  0.010176 ,  0.001270 ,  0.017416 ,   Not run ,  0.003580 ,  0.003582 ,   Not run ,  0.002283 ,  0.012404 ,  0.001698 ,   Not run ,   Not run ,   Not run ,  0.001044 ,  0.000343 ,  0.000608 
corona, Base_HIP  , block_256 ,  0.006066 ,  0.009539 ,  0.006658 ,  0.002971 ,  0.003664 ,  0.010404 ,  0.015899 ,  0.014114 ,  0.005852 ,  0.012121 ,  0.008943 , 120.627733 ,  0.027957 ,  0.002816 ,  0.023822 ,  0.026482 ,  0.018029 ,  0.010540 ,  0.017803 ,  0.005889 ,  0.016530 ,  0.020764 ,  0.014388 ,  0.016384 ,  0.017127 ,  0.005195 ,  0.017911 ,  0.012794 ,  0.019811 ,  0.033523 ,  0.029650 ,  0.019897 ,  0.041536 ,  0.014981 ,  0.013631 ,  0.023552 ,  0.014876 ,  0.025035 ,  0.036728 ,  0.026577 ,  0.012737 ,  0.015367 ,  0.795409 ,  0.016040 ,  0.013284 ,   Not run ,  0.006744 ,   Not run ,  0.020440 ,  0.005096 ,  0.017442 ,   Not run ,  0.011178 ,  0.010197 ,   Not run ,  0.011766 ,  0.019647 ,  0.008304 ,   Not run ,   Not run ,   Not run ,  0.021266 ,  0.003680 ,  0.005012 
corona, Base_HIP  , block_256 ,  0.005699 ,  0.010001 ,  0.006182 ,  0.003025 ,  0.003831 ,  0.010612 ,  0.010820 ,  0.012229 ,  0.002653 ,  0.008727 ,  0.006850 , 122.728301 ,  0.023172 ,  0.001452 ,  0.015702 ,  0.022195 ,  0.014933 ,  0.007971 ,  0.014812 ,  0.003212 ,  0.013536 ,  0.016957 ,  0.011947 ,  0.009703 ,  0.014496 ,  0.002548 ,  0.014680 ,  0.008259 ,  0.013167 ,  0.026668 ,  0.024885 ,  0.013026 ,  0.039252 ,  0.010386 ,  0.005733 ,  0.019395 ,  0.009156 ,  0.021685 ,  0.032931 ,  0.022191 ,  0.011318 ,  0.012609 ,  0.791016 ,  0.013206 ,  0.010920 ,   Not run ,  0.003735 ,   Not run ,  0.014549 ,  0.004401 ,  0.012248 ,   Not run ,  0.007554 ,  0.010153 ,   Not run ,  0.009409 ,  0.016711 ,  0.004232 ,   Not run ,   Not run ,   Not run ,  0.021264 ,  0.001609 ,  0.002128 
corona, Base_HIP  , block_256 ,  0.006311 ,  0.010689 ,  0.006052 ,  0.003049 ,  0.004047 ,  0.010078 ,  0.011600 ,  0.011268 ,  0.003176 ,  0.008365 ,  0.007332 , 123.219259 ,  0.023421 ,  0.001514 ,  0.015707 ,  0.022106 ,  0.015179 ,  0.008141 ,  0.014772 ,  0.002984 ,  0.013807 ,  0.017487 ,  0.012050 ,  0.010007 ,  0.014814 ,  0.002581 ,  0.014176 ,  0.008277 ,  0.012159 ,  0.026451 ,  0.024923 ,  0.011753 ,  0.039677 ,  0.009970 ,  0.005768 ,  0.019461 ,  0.009242 ,  0.021521 ,  0.032068 ,  0.022201 ,  0.011514 ,  0.013280 ,  0.788585 ,  0.013440 ,  0.011665 ,   Not run ,  0.004544 ,   Not run ,  0.014517 ,  0.004389 ,  0.012191 ,   Not run ,  0.008735 ,  0.007939 ,   Not run ,  0.009337 ,  0.016886 ,  0.004585 ,   Not run ,   Not run ,   Not run ,  0.021512 ,  0.001134 ,  0.002146 
tioga, Base_HIP  , block_256 ,  0.001874 ,  0.003054 ,  0.003158 ,  0.001808 ,  0.001799 ,  0.004969 ,  0.005813 ,  0.005157 ,  0.002072 ,  0.003875 ,  0.002797 , 161.413722 ,  0.019430 ,  0.000852 ,  0.014114 ,  0.018561 ,  0.007197 ,  0.004951 ,  0.006884 ,  0.002067 ,  0.006843 ,  0.008363 ,  0.006134 ,  0.005475 ,  0.010288 ,  0.001515 ,  0.007932 ,  0.004586 ,  0.006406 ,  0.026681 ,  0.015168 ,  0.006581 ,  0.023632 ,  0.005307 ,  0.003344 ,  0.031947 ,  0.005148 ,  0.012081 ,  0.020487 ,  0.013394 ,  0.006044 ,  0.006227 ,  0.736565 ,  0.006157 ,  0.006645 ,   Not run ,  0.001951 ,   Not run ,  0.008281 ,  0.001693 ,  0.013032 ,   Not run ,  0.004976 ,  0.004222 ,   Not run ,  0.003514 ,  0.009222 ,  0.002139 ,   Not run ,   Not run ,   Not run ,  0.018455 ,  0.000559 ,  0.000724 
