machine,Kernel                      ,Kernel                      ,Basic_DAXPY                 ,Basic_DAXPY_ATOMIC          ,Basic_IF_QUAD               ,Basic_INDEXLIST             ,Basic_INDEXLIST_3LOOP       ,Basic_INIT3                 ,Basic_INIT_VIEW1D           ,Basic_INIT_VIEW1D_OFFSET    ,Basic_MAT_MAT_SHARED        ,Basic_MULADDSUB             ,Basic_NESTED_INIT           ,Basic_PI_ATOMIC             ,Basic_PI_REDUCE             ,Basic_REDUCE3_INT           ,Basic_REDUCE_STRUCT         ,Basic_TRAP_INT              ,Lcals_DIFF_PREDICT          ,Lcals_EOS                   ,Lcals_FIRST_DIFF            ,Lcals_FIRST_MIN             ,Lcals_FIRST_SUM             ,Lcals_GEN_LIN_RECUR         ,Lcals_HYDRO_1D              ,Lcals_HYDRO_2D              ,Lcals_INT_PREDICT           ,Lcals_PLANCKIAN             ,Lcals_TRIDIAG_ELIM          ,Polybench_2MM               ,Polybench_3MM               ,Polybench_ADI               ,Polybench_ATAX              ,Polybench_FDTD_2D           ,Polybench_FLOYD_WARSHALL    ,Polybench_GEMM              ,Polybench_GEMVER            ,Polybench_GESUMMV           ,Polybench_HEAT_3D           ,Polybench_JACOBI_1D         ,Polybench_JACOBI_2D         ,Polybench_MVT               ,Stream_ADD                  ,Stream_COPY                 ,Stream_DOT                  ,Stream_MUL                  ,Stream_TRIAD                ,Apps_CONVECTION3DPA         ,Apps_DEL_DOT_VEC_2D         ,Apps_DIFFUSION3DPA          ,Apps_ENERGY                 ,Apps_FIR                    ,Apps_HALOEXCHANGE           ,Apps_HALOEXCHANGE_FUSED     ,Apps_LTIMES                 ,Apps_LTIMES_NOVIEW          ,Apps_MASS3DPA               ,Apps_NODAL_ACCUMULATION_3D  ,Apps_PRESSURE               ,Apps_VOL3D                  ,Algorithm_SCAN              ,Algorithm_SORT              ,Algorithm_SORTPAIRS         ,Algorithm_REDUCE_SUM        ,Algorithm_MEMSET            ,Algorithm_MEMCPY            
pascal, Base_Seq , default  , 0.336708 , 0.337198 , 1.346379 , 0.441595 , 0.532231 , 2.034092 , 1.351758 , 1.526744 , 2.174965 , 1.439915 , 0.752895 , 0.068350 , 0.068331 , 0.015792 , 0.093652 , 0.186882 , 1.908797 , 1.177768 , 1.354614 , 0.109727 , 1.357881 , 2.092527 , 1.369884 , 1.471072 , 2.889432 , 0.731354 , 2.443671 , 7.210132 , 10.128150 , 0.428482 , 0.255603 , 1.135297 , 7.962338 , 6.538292 , 0.063590 , 0.119018 , 1.231947 , 2.339712 , 3.607288 , 0.239207 , 1.436325 , 1.248490 , 1.901504 , 1.243602 , 1.433639 , 0.363269 , 1.042690 , 0.964901 , 2.080557 , 0.996372 , 0.027438 , 0.027457 , 0.992001 , 0.993141 , 0.248949 , 0.415811 , 2.627065 , 1.547768 , 0.093608 , 1.547541 , 1.823704 , 0.045637 , 0.041896 , 0.069530 
pascal, Base_Seq , default  , 0.303543 , 0.304519 , 1.345292 , 0.440649 , 0.524347 , 2.056603 , 1.349778 , 1.525081 , 2.124207 , 1.403000 , 0.752632 , 0.068323 , 0.068296 , 0.015619 , 0.094174 , 0.186956 , 1.887839 , 1.198942 , 1.333717 , 0.109413 , 1.335709 , 2.024651 , 1.262833 , 1.461460 , 2.839160 , 0.764403 , 2.559462 , 8.740561 , 12.799127 , 0.449639 , 0.237865 , 1.147862 , 7.770766 , 9.881653 , 0.058936 , 0.121161 , 1.235789 , 2.275126 , 3.671982 , 0.233534 , 1.569266 , 1.286517 , 2.003648 , 1.185598 , 1.524515 , 0.361557 , 1.049365 , 0.957647 , 2.066702 , 1.002361 , 0.025067 , 0.025113 , 0.997194 , 0.998977 , 0.252668 , 0.417908 , 2.727527 , 1.557645 , 0.098361 , 1.557486 , 1.830376 , 0.045959 , 0.038420 , 0.071802 
pascal, Base_Seq , default  , 0.319658 , 0.320241 , 1.342171 , 0.441225 , 0.524297 , 1.937853 , 1.349490 , 1.525097 , 2.156345 , 1.373903 , 0.752426 , 0.068328 , 0.068303 , 0.015710 , 0.092856 , 0.186954 , 1.860530 , 1.126517 , 1.308740 , 0.111474 , 1.309418 , 2.019334 , 1.244595 , 1.455951 , 2.819025 , 0.760323 , 2.283895 , 10.743966 , 13.527344 , 0.420675 , 0.303285 , 1.072190 , 7.171854 , 9.809598 , 0.071533 , 0.116748 , 1.221760 , 2.149302 , 3.359882 , 0.287903 , 1.228740 , 1.098030 , 1.871179 , 1.121792 , 1.225631 , 0.362254 , 1.041141 , 0.954729 , 1.976107 , 0.995826 , 0.024942 , 0.024983 , 0.991509 , 0.992612 , 0.247850 , 0.414935 , 2.484892 , 1.549363 , 0.093217 , 1.546272 , 1.815994 , 0.045616 , 0.038160 , 0.063110 
lassen, Base_Seq , default  , 0.322211 , 0.320120 , 1.984021 , 0.563769 , 0.639794 , 0.637152 , 1.920350 , 1.756059 , 2.541103 , 0.454377 , 1.084811 , 0.112955 , 0.112927 , 0.019875 , 0.111485 , 0.284855 , 0.987127 , 0.946942 , 1.243732 , 0.081616 , 1.230539 , 1.381109 , 0.951525 , 1.309269 , 1.224293 , 1.415114 , 1.055861 , 9.805818 , 14.068618 , 0.591005 , 0.390223 , 1.056719 , 10.097428 , 9.456388 , 0.095930 , 0.238215 , 1.833835 , 2.952355 , 5.636598 , 0.373255 , 0.815391 , 1.271457 , 3.894152 , 1.066688 , 0.792771 , 0.340020 , 1.327955 , 1.025859 , 1.413032 , 1.965231 , 0.029575 , 0.035320 , 1.891487 , 1.893344 , 0.265067 , 0.393880 , 1.856273 , 1.534271 , 0.184935 , 2.092126 , 2.233289 , 0.095356 , 0.045668 , 0.071144 
lassen, Base_Seq , default  , 0.317589 , 0.315418 , 1.982497 , 0.564101 , 0.639694 , 0.601788 , 1.920196 , 1.752326 , 2.530991 , 0.443842 , 1.084596 , 0.112949 , 0.112927 , 0.020011 , 0.109605 , 0.284856 , 0.989771 , 0.946403 , 1.233232 , 0.085003 , 1.216097 , 1.359869 , 0.945688 , 1.304853 , 1.174334 , 1.409905 , 1.018877 , 9.800143 , 14.068795 , 0.591826 , 0.390748 , 1.049917 , 10.077706 , 9.452372 , 0.095898 , 0.238366 , 1.833891 , 2.951673 , 5.635786 , 0.373487 , 0.788277 , 1.269346 , 3.893234 , 1.058096 , 0.764797 , 0.340637 , 1.327921 , 1.012491 , 1.401397 , 1.965239 , 0.030174 , 0.023462 , 1.889780 , 1.891226 , 0.265133 , 0.393694 , 1.836681 , 1.532554 , 0.185916 , 2.090680 , 2.237994 , 0.095331 , 0.045519 , 0.071117 
lassen, Base_Seq , default  , 0.318189 , 0.314677 , 1.982225 , 0.563743 , 0.641543 , 0.604412 , 1.920174 , 1.755515 , 2.522490 , 0.445345 , 1.084243 , 0.112943 , 0.112936 , 0.019981 , 0.110144 , 0.284878 , 0.986194 , 0.946476 , 1.235230 , 0.086386 , 1.218110 , 1.361543 , 0.946245 , 1.305169 , 1.173294 , 1.414705 , 1.018731 , 9.797991 , 14.068260 , 0.592661 , 0.390673 , 1.049946 , 10.076256 , 9.452056 , 0.095875 , 0.238191 , 1.833349 , 2.951719 , 5.636317 , 0.373123 , 0.789274 , 1.269474 , 3.893552 , 1.055504 , 0.764010 , 0.340210 , 1.328022 , 1.012422 , 1.401403 , 1.964946 , 0.022047 , 0.034340 , 1.890005 , 1.891513 , 0.264905 , 0.393644 , 1.836275 , 1.532702 , 0.185715 , 2.091777 , 2.237593 , 0.095322 , 0.045560 , 0.071468 
corona, Base_Seq , default  , 0.364110 , 0.367049 , 1.595349 , 0.518841 , 0.544606 , 0.789497 , 1.533100 , 1.494724 , 2.037270 , 0.549503 , 0.732277 , 0.075895 , 0.076698 , 0.014965 , 0.072925 , 0.210051 , 0.757439 , 0.843689 , 1.429523 , 0.071502 , 1.354142 , 1.097809 , 0.995217 , 0.682324 , 1.316431 , 0.677358 , 1.182164 , 7.697762 , 11.142258 , 0.405852 , 0.245832 , 0.842510 , 9.208406 , 7.491831 , 0.060325 , 0.140643 , 0.963686 , 2.406368 , 3.451922 , 0.256660 , 0.927921 , 1.271799 , 2.080148 , 1.270869 , 0.930526 , 0.451620 , 0.858409 , 1.317246 , 1.298111 , 0.995711 , 0.014297 , 0.014632 , 0.893410 , 0.890719 , 0.281111 , 0.653002 , 1.548931 , 0.643171 , 0.105781 , 1.900984 , 2.028371 , 0.047563 , 0.033018 , 0.071146 
corona, Base_Seq , default  , 0.368154 , 0.370521 , 1.604628 , 0.520514 , 0.550761 , 0.797970 , 1.567111 , 1.511833 , 2.110034 , 0.556635 , 0.732308 , 0.076633 , 0.076387 , 0.014805 , 0.063832 , 0.210220 , 0.771379 , 0.835820 , 1.433465 , 0.069394 , 1.438752 , 1.104015 , 0.996498 , 0.688561 , 1.278328 , 0.669179 , 1.199927 , 7.885093 , 11.161097 , 0.405263 , 0.263030 , 0.880049 , 9.195733 , 6.910595 , 0.065497 , 0.137422 , 0.963166 , 2.400947 , 3.465491 , 0.258741 , 0.927234 , 1.274048 , 2.087243 , 1.273087 , 0.931910 , 0.454219 , 0.859287 , 1.317981 , 1.243134 , 0.983336 , 0.014175 , 0.014810 , 0.885573 , 0.888158 , 0.279487 , 0.652795 , 1.549897 , 0.641559 , 0.106115 , 1.890638 , 2.024399 , 0.047763 , 0.032727 , 0.071496 
corona, Base_Seq , default  , 0.366001 , 0.367194 , 1.599747 , 0.519559 , 0.547086 , 0.788078 , 1.514616 , 1.471194 , 2.092955 , 0.546201 , 0.720333 , 0.076443 , 0.076015 , 0.014848 , 0.066755 , 0.208501 , 0.755600 , 0.839585 , 1.405772 , 0.073397 , 1.396554 , 1.093494 , 0.985019 , 0.681514 , 1.259759 , 0.677917 , 1.170202 , 7.733252 , 9.775407 , 0.404553 , 0.255708 , 0.825584 , 8.853944 , 4.731789 , 0.063130 , 0.122116 , 0.935019 , 2.555529 , 3.421754 , 0.258294 , 0.918978 , 1.261334 , 2.060050 , 1.261750 , 0.912944 , 0.442590 , 0.854783 , 1.242768 , 1.234681 , 0.970386 , 0.014748 , 0.015081 , 0.886522 , 0.887813 , 0.278618 , 0.653673 , 1.542800 , 0.639134 , 0.106505 , 1.897251 , 2.007457 , 0.048355 , 0.031737 , 0.071060 
tioga, Base_Seq , default  , 0.179027 , 0.178612 , 1.741784 , 0.526722 , 0.450915 , 0.633827 , 1.717191 , 1.701039 , 1.746776 , 0.445563 , 0.775525 , 0.073047 , 0.073056 , 0.009757 , 0.050852 , 0.207471 , 0.871937 , 0.673666 , 0.682685 , 0.049724 , 0.764473 , 0.920779 , 0.606013 , 0.637934 , 1.051698 , 0.626989 , 0.777057 , 5.034502 , 7.120263 , 0.418348 , 0.196731 , 0.560003 , 4.494340 , 4.832077 , 0.047264 , 0.120487 , 0.847009 , 1.259555 , 2.409961 , 0.195414 , 0.548958 , 0.572692 , 1.990674 , 0.576257 , 0.584765 , 0.359621 , 0.850416 , 1.003170 , 1.000707 , 1.048167 , 0.014059 , 0.014412 , 0.773196 , 0.771842 , 0.253347 , 0.773651 , 1.143233 , 0.636971 , 0.099119 , 1.965606 , 2.185842 , 0.049364 , 0.016889 , 0.032250 
