machine,Kernel                      ,Kernel                      ,Basic_DAXPY                 ,Basic_DAXPY_ATOMIC          ,Basic_IF_QUAD               ,Basic_INDEXLIST             ,Basic_INDEXLIST_3LOOP       ,Basic_INIT3                 ,Basic_INIT_VIEW1D           ,Basic_INIT_VIEW1D_OFFSET    ,Basic_MAT_MAT_SHARED        ,Basic_MULADDSUB             ,Basic_NESTED_INIT           ,Basic_PI_ATOMIC             ,Basic_PI_REDUCE             ,Basic_REDUCE3_INT           ,Basic_REDUCE_STRUCT         ,Basic_TRAP_INT              ,Lcals_DIFF_PREDICT          ,Lcals_EOS                   ,Lcals_FIRST_DIFF            ,Lcals_FIRST_MIN             ,Lcals_FIRST_SUM             ,Lcals_GEN_LIN_RECUR         ,Lcals_HYDRO_1D              ,Lcals_HYDRO_2D              ,Lcals_INT_PREDICT           ,Lcals_PLANCKIAN             ,Lcals_TRIDIAG_ELIM          ,Polybench_2MM               ,Polybench_3MM               ,Polybench_ADI               ,Polybench_ATAX              ,Polybench_FDTD_2D           ,Polybench_FLOYD_WARSHALL    ,Polybench_GEMM              ,Polybench_GEMVER            ,Polybench_GESUMMV           ,Polybench_HEAT_3D           ,Polybench_JACOBI_1D         ,Polybench_JACOBI_2D         ,Polybench_MVT               ,Stream_ADD                  ,Stream_COPY                 ,Stream_DOT                  ,Stream_MUL                  ,Stream_TRIAD                ,Apps_CONVECTION3DPA         ,Apps_DEL_DOT_VEC_2D         ,Apps_DIFFUSION3DPA          ,Apps_ENERGY                 ,Apps_FIR                    ,Apps_HALOEXCHANGE           ,Apps_HALOEXCHANGE_FUSED     ,Apps_LTIMES                 ,Apps_LTIMES_NOVIEW          ,Apps_MASS3DPA               ,Apps_NODAL_ACCUMULATION_3D  ,Apps_PRESSURE               ,Apps_VOL3D                  ,Algorithm_SCAN              ,Algorithm_SORT              ,Algorithm_SORTPAIRS         ,Algorithm_REDUCE_SUM        ,Algorithm_MEMSET            ,Algorithm_MEMCPY            
tioga, Base_Seq , default  , 0.179921 , 0.179746 , 1.741550 , 0.526422 , 0.452025 , 0.620247 , 1.717520 , 1.703590 , 1.752179 , 0.446282 , 0.775993 , 0.073060 , 0.073060 , 0.009781 , 0.051051 , 0.207302 , 0.868633 , 0.685581 , 0.705175 , 0.049923 , 0.758996 , 0.973018 , 0.624364 , 0.647707 , 1.043607 , 0.633752 , 0.799699 , 5.034001 , 7.129469 , 0.418969 , 0.196931 , 0.565775 , 4.555759 , 4.838945 , 0.049480 , 0.120775 , 0.849399 , 1.292442 , 2.421733 , 0.194784 , 0.551706 , 0.593266 , 1.998457 , 0.598775 , 0.589487 , 0.362623 , 0.851019 , 0.996727 , 1.008119 , 1.049533 , 0.013888 , 0.014106 , 0.775168 , 0.778041 , 0.253596 , 0.774932 , 1.157134 , 0.644872 , 0.099220 , 1.966358 , 2.189470 , 0.049303 , 0.017212 , 0.032940 
tioga, Base_Seq , default  , 0.182660 , 0.183118 , 1.744746 , 0.526972 , 0.450717 , 0.621234 , 1.717585 , 1.702178 , 1.736016 , 0.445351 , 0.775566 , 0.073017 , 0.073059 , 0.009727 , 0.050903 , 0.207401 , 0.859392 , 0.675506 , 0.705475 , 0.049819 , 0.757017 , 0.961676 , 0.618768 , 0.641840 , 1.058917 , 0.627824 , 0.806102 , 5.014769 , 7.116349 , 0.418983 , 0.196620 , 0.562540 , 4.482489 , 4.829152 , 0.048762 , 0.121180 , 0.849155 , 1.250588 , 2.437904 , 0.197446 , 0.552942 , 0.570547 , 1.990071 , 0.578010 , 0.590094 , 0.363373 , 0.852861 , 1.022724 , 1.019093 , 1.047367 , 0.013755 , 0.013783 , 0.772111 , 0.771895 , 0.253637 , 0.773855 , 1.190909 , 0.640957 , 0.099346 , 1.966440 , 2.191240 , 0.049275 , 0.017893 , 0.033217 
ec2-p3, Base_Seq , default  , 0.392224 , 0.392299 , 1.589689 , 0.540054 , 0.642457 , 2.254488 , 1.670932 , 1.880488 , 2.644286 , 1.587510 , 0.968553 , 0.083685 , 0.083587 , 0.018991 , 0.113501 , 0.227457 , 2.110610 , 1.517450 , 1.568304 , 0.133560 , 1.589251 , 2.562531 , 1.677312 , 1.653589 , 3.266200 , 0.962789 , 2.726975 , 11.741241 , 17.322808 , 0.524031 , 0.327812 , 1.084854 , 9.296743 , 8.360685 , 0.079050 , 0.144765 , 1.481975 , 2.700616 , 4.352983 , 0.322964 , 1.552478 , 1.333151 , 2.286885 , 1.333907 , 1.408374 , 0.427676 , 1.273755 , 1.158860 , 2.304045 , 1.226779 , 0.031509 , 0.031791 , 1.214827 , 1.179914 , 0.306411 , 0.451715 , 3.043618 , 1.885137 , 0.113593 , 1.898410 , 2.205322 , 0.055814 , 0.045876 , 0.074479 
ec2-p3, Base_Seq , default  , 0.383967 , 0.383626 , 1.596694 , 0.540919 , 0.644843 , 2.349033 , 1.673823 , 1.880914 , 2.619222 , 1.668299 , 0.968406 , 0.083538 , 0.083534 , 0.019021 , 0.112489 , 0.228359 , 2.099268 , 1.512055 , 1.386510 , 0.132815 , 1.388096 , 2.748636 , 1.599446 , 1.851208 , 3.159647 , 0.965632 , 3.333818 , 13.414260 , 17.322743 , 0.527750 , 0.345592 , 1.306784 , 8.426286 , 9.316800 , 0.092667 , 0.140745 , 1.489134 , 2.368977 , 4.099963 , 0.401053 , 1.680108 , 1.373040 , 2.250221 , 1.377637 , 1.443862 , 0.427195 , 1.276672 , 1.168116 , 2.609191 , 1.229165 , 0.033991 , 0.033090 , 1.213000 , 1.215412 , 0.307530 , 0.454151 , 3.560618 , 1.899220 , 0.121487 , 1.897955 , 2.215974 , 0.055839 , 0.048336 , 0.090920 
ec2-p3, Base_Seq , default  , 0.364132 , 0.364087 , 1.586082 , 0.540372 , 0.640546 , 2.236142 , 1.670108 , 1.881474 , 2.638624 , 1.595808 , 0.968543 , 0.083571 , 0.083587 , 0.018975 , 0.113285 , 0.228257 , 2.190904 , 1.379797 , 1.601030 , 0.133389 , 1.513552 , 2.840051 , 1.711382 , 1.868238 , 3.144239 , 0.976076 , 3.179912 , 11.436845 , 17.173941 , 0.524076 , 0.391971 , 1.352044 , 9.024635 , 8.769088 , 0.078369 , 0.144996 , 1.497733 , 2.601306 , 4.235543 , 0.380528 , 1.674184 , 1.325241 , 2.304636 , 1.352020 , 1.654670 , 0.422259 , 1.274290 , 1.156288 , 2.445408 , 1.226939 , 0.031154 , 0.031113 , 1.211285 , 1.211882 , 0.306048 , 0.451433 , 3.276332 , 1.884759 , 0.113838 , 1.896703 , 2.217347 , 0.055861 , 0.044780 , 0.074901 
ec2-p4d, Base_Seq , default  , 0.330489 , 0.327539 , 1.392853 , 0.420085 , 0.514061 , 1.313026 , 1.400393 , 1.424595 , 2.138964 , 0.913246 , 0.730697 , 0.065088 , 0.062038 , 0.014261 , 0.076916 , 0.141128 , 1.359331 , 0.912870 , 1.354774 , 0.112012 , 1.328863 , 2.022495 , 1.176457 , 1.238449 , 2.309067 , 0.732190 , 1.975181 , 7.993486 , 10.683472 , 0.435870 , 0.299803 , 0.946027 , 8.527186 , 5.895994 , 0.069408 , 0.143797 , 0.886545 , 2.423847 , 3.154513 , 0.297643 , 1.210350 , 1.213770 , 2.317537 , 1.218390 , 1.251467 , 0.307411 , 0.877475 , 0.895483 , 1.709878 , 0.936357 , 0.030207 , 0.029941 , 0.989417 , 1.014064 , 0.225755 , 0.327469 , 2.111745 , 1.230443 , 0.127049 , 1.511491 , 1.831712 , 0.056772 , 0.032505 , 0.082105 
ec2-p4d, Base_Seq , default  , 0.343780 , 0.333277 , 1.365808 , 0.420433 , 0.521667 , 1.289234 , 1.400444 , 1.412018 , 2.156754 , 0.956070 , 0.720095 , 0.065265 , 0.062162 , 0.014297 , 0.076507 , 0.140533 , 1.372224 , 0.984327 , 1.283462 , 0.111676 , 1.276357 , 2.093166 , 1.233024 , 1.144675 , 2.341636 , 0.730510 , 2.188768 , 7.015740 , 9.675062 , 0.475811 , 0.275741 , 1.125039 , 9.315070 , 5.883477 , 0.064401 , 0.146270 , 0.943470 , 3.139342 , 3.623842 , 0.259738 , 1.555542 , 1.601851 , 2.534735 , 1.584182 , 1.524112 , 0.303775 , 0.876980 , 0.888546 , 1.890362 , 0.944824 , 0.030153 , 0.029420 , 0.990746 , 1.014695 , 0.233824 , 0.369654 , 2.651534 , 1.228521 , 0.143340 , 1.510961 , 1.829532 , 0.056872 , 0.032089 , 0.091528 
ec2-p4d, Base_Seq , default  , 0.380183 , 0.366636 , 1.403978 , 0.420798 , 0.519635 , 1.323868 , 1.444210 , 1.435760 , 2.160307 , 0.931045 , 0.676472 , 0.064979 , 0.062011 , 0.014302 , 0.078596 , 0.140424 , 1.384288 , 1.003305 , 1.519369 , 0.112526 , 1.487694 , 2.149744 , 1.301243 , 1.162792 , 2.398359 , 0.727748 , 1.842495 , 7.950602 , 10.588613 , 0.454178 , 0.280289 , 1.072090 , 8.000045 , 5.796697 , 0.065101 , 0.142354 , 0.936564 , 2.378195 , 3.256709 , 0.271784 , 1.221824 , 1.294499 , 2.371945 , 1.304891 , 1.231607 , 0.323806 , 0.876205 , 0.884338 , 1.761829 , 0.944199 , 0.029507 , 0.030125 , 0.989306 , 1.012673 , 0.229291 , 0.329553 , 2.224046 , 1.228111 , 0.122245 , 1.510502 , 1.817539 , 0.057331 , 0.031404 , 0.073727 
AVERAGE
pascal,,,0.319970,0.320653,1.344614,0.441156,0.526958,2.009516,1.350342,1.525641,2.151839,1.405606,0.752651,0.068334,0.068310,0.015707,0.093561,0.186931,1.885722,1.167742,1.332357,0.110205,1.334336,2.045504,1.292437,1.462828,2.849206,0.752027,2.429009,8.898220,12.151540,0.432932,0.265584,1.118450,7.634986,8.743181,0.064686,0.118976,1.229832,2.254713,3.546384,0.253548,1.411444,1.211012,1.925444,1.183664,1.394595,0.362360,1.044399,0.959092,2.041122,0.998186,0.025816,0.025851,0.993568,0.994910,0.249822,0.416218,2.613161,1.551592,0.095062,1.550433,1.823358,0.045737,0.039492,0.068147
lassen,,,0.319330,0.316738,1.982914,0.563871,0.640344,0.614451,1.920240,1.754633,2.531528,0.447855,1.084550,0.112949,0.112930,0.019956,0.110411,0.284863,0.987697,0.946607,1.237398,0.084335,1.221582,1.367507,0.947819,1.306430,1.190640,1.413241,1.031156,9.801317,14.068558,0.591831,0.390548,1.052194,10.083797,9.453605,0.095901,0.238257,1.833692,2.951916,5.636234,0.373288,0.797647,1.270092,3.893646,1.060096,0.773859,0.340289,1.327966,1.016924,1.405277,1.965139,0.027265,0.031041,1.890424,1.892028,0.265035,0.393739,1.843076,1.533176,0.185522,2.091528,2.236292,0.095336,0.045582,0.071243
corona,,,0.366088,0.368255,1.599908,0.519638,0.547484,0.791848,1.538276,1.492584,2.080086,0.550780,0.728306,0.076324,0.076367,0.014873,0.067837,0.209591,0.761473,0.839698,1.422920,0.071431,1.396483,1.098439,0.992245,0.684133,1.284839,0.674818,1.184098,7.772036,10.692921,0.405223,0.254857,0.849381,9.086028,6.378072,0.062984,0.133394,0.953957,2.454281,3.446389,0.257898,0.924711,1.269060,2.075814,1.268569,0.925127,0.449476,0.857493,1.292665,1.258642,0.983144,0.014407,0.014841,0.888502,0.888897,0.279739,0.653157,1.547209,0.641288,0.106134,1.896291,2.020076,0.047894,0.032494,0.071234
tioga,,,0.180536,0.180492,1.742693,0.526705,0.451219,0.625103,1.717432,1.702269,1.744990,0.445732,0.775695,0.073041,0.073058,0.009755,0.050935,0.207391,0.866654,0.678251,0.697778,0.049822,0.760162,0.951824,0.616382,0.642494,1.051407,0.629522,0.794286,5.027757,7.122027,0.418767,0.196761,0.562773,4.510863,4.833391,0.048502,0.120814,0.848521,1.267528,2.423199,0.195881,0.551202,0.578835,1.993067,0.584347,0.588115,0.361872,0.851432,1.007540,1.009306,1.048356,0.013901,0.014100,0.773492,0.773926,0.253527,0.774146,1.163759,0.640933,0.099228,1.966135,2.188851,0.049314,0.017331,0.032802
ec2-p3,,,0.380108,0.380004,1.590822,0.540448,0.642615,2.279888,1.671621,1.880959,2.634044,1.617206,0.968501,0.083598,0.083569,0.018996,0.113092,0.228024,2.133594,1.469767,1.518615,0.133255,1.496966,2.717073,1.662713,1.791012,3.190029,0.968166,3.080235,12.197449,17.273164,0.525286,0.355125,1.247894,8.915888,8.815524,0.083362,0.143502,1.489614,2.556966,4.229496,0.368182,1.635590,1.343811,2.280581,1.354521,1.502302,0.425710,1.274906,1.161088,2.452881,1.227628,0.032218,0.031998,1.213037,1.202403,0.306663,0.452433,3.293523,1.889705,0.116306,1.897689,2.212881,0.055838,0.046331,0.080100
ec2-p4d,,,0.351484,0.342484,1.387546,0.420439,0.518454,1.308709,1.415016,1.424124,2.152008,0.933454,0.709088,0.065111,0.062070,0.014287,0.077340,0.140695,1.371948,0.966834,1.385868,0.112071,1.364305,2.088468,1.236908,1.181972,2.349687,0.730149,2.002148,7.653276,10.315716,0.455286,0.285278,1.047719,8.614100,5.858723,0.066303,0.144140,0.922193,2.647128,3.345021,0.276388,1.329239,1.370040,2.408072,1.369154,1.335729,0.311664,0.876887,0.889456,1.787356,0.941793,0.029956,0.029829,0.989823,1.013811,0.229623,0.342225,2.329108,1.229025,0.130878,1.510985,1.826261,0.056992,0.031999,0.082453
