machine,core,Kernel,Kernel,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_HALOEXCHANGE,Apps_HALOEXCHANGE_FUSED,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY
boraxo,18,Base_OpenMP,default,0.008067,0.131109,0.016427,0.018295,0.007833,0.032435,0.031791,0.026981,0.027481,0.023198,0.011492,2.484379,0.002194,0.000971,0.001406,0.003991,0.081303,0.022710,0.032119,0.006099,0.031373,0.172029,0.028165,0.047185,0.082133,0.004424,0.043824,0.323013,0.498297,0.019390,0.017384,0.021899,0.142860,0.426972,0.006664,0.009632,0.033638,0.060264,0.100017,0.009463,0.026589,0.026019,0.034939,0.025510,0.027990,0.005410,0.032831,0.019858,0.074510,0.018277,0.028723,0.033904,0.042565,0.043055,0.004845,0.178745,0.044109,0.047354,0.006374,Not run,Not run,0.000967,0.001234,0.001755
boraxo,16,Base_OpenMP,default,0.008014,0.147300,0.018443,0.020193,0.008442,0.033353,0.033909,0.025355,0.027398,0.023410,0.012453,2.247641,0.002175,0.000888,0.001381,0.004269,0.077627,0.025098,0.032890,0.006435,0.034564,0.159651,0.033747,0.052523,0.095124,0.004850,0.049813,0.383734,0.536071,0.021942,0.019817,0.025880,0.159360,0.457130,0.006921,0.010573,0.035312,0.068540,0.112756,0.010843,0.032784,0.027793,0.036547,0.027356,0.032439,0.005945,0.036958,0.021828,0.086703,0.020374,0.026816,0.024314,0.047062,0.047507,0.005337,0.200910,0.051014,0.053474,0.006838,Not run,Not run,0.000992,0.001053,0.001786
boraxo,8,Base_OpenMP,default,0.023936,0.289263,0.038225,0.041448,0.016627,0.093339,0.056820,0.046231,0.047509,0.065249,0.021282,1.812802,0.002936,0.000761,0.002404,0.007058,0.157173,0.057325,0.095042,0.011337,0.095127,0.128747,0.075588,0.104680,0.184702,0.010138,0.109444,0.751375,1.134168,0.038963,0.019890,0.059066,0.346991,1.049242,0.005624,0.005702,0.057437,0.157159,0.234253,0.019881,0.074443,0.086746,0.096094,0.086614,0.075041,0.012876,0.073387,0.046600,0.189788,0.040022,0.015459,0.006790,0.092349,0.092469,0.010138,0.400755,0.126936,0.106546,0.013431,Not run,Not run,0.001487,0.001865,0.004740
boraxo,4,Base_OpenMP,default,0.046022,0.570273,0.072246,0.082616,0.033963,0.175115,0.122628,0.122689,0.094453,0.120130,0.049759,1.961673,0.005691,0.001260,0.004666,0.013834,0.225472,0.110662,0.185806,0.022262,0.186313,0.243527,0.149026,0.208055,0.308494,0.019578,0.211866,1.531510,2.141505,0.077851,0.039842,0.117425,0.673622,1.818011,0.009668,0.011207,0.111008,0.304667,0.455194,0.039659,0.146678,0.166785,0.184574,0.166813,0.145732,0.025410,0.144845,0.092463,0.338322,0.079423,0.017968,0.009468,0.184614,0.184689,0.020011,0.800363,0.240387,0.211827,0.026968,Not run,Not run,0.002881,0.004874,0.009247
boraxo,72,Base_OpenMP,default,0.008193,0.072822,0.010387,0.007605,0.006652,0.019223,0.039790,0.037048,0.016863,0.012923,0.015301,5.126405,0.001688,0.003104,0.003185,0.002803,0.054053,0.012731,0.031453,0.006941,0.031411,0.181776,0.018288,0.025089,0.059557,0.002953,0.020253,0.334302,0.513193,0.007874,0.014985,0.022015,0.137842,0.408505,0.006861,0.002409,0.024777,0.054379,0.083907,0.009628,0.016875,0.028315,0.038419,0.027003,0.016901,0.003377,0.016112,0.010076,0.055563,0.010664,0.085525,0.210110,0.014861,0.016408,0.003209,0.102382,0.023624,0.023562,0.003237,Not run,Not run,0.001198,0.001632,0.001904
boraxo,36,Base_OpenMP,default,0.009491,0.137362,0.017329,0.012330,0.007898,0.031711,0.040403,0.032172,0.025508,0.021446,0.014225,4.682093,0.002252,0.001472,0.001820,0.004120,0.075890,0.023875,0.037175,0.004974,0.037411,0.172192,0.030774,0.047347,0.080461,0.003948,0.046454,0.640313,0.988235,0.012357,0.023914,0.027303,0.157163,0.788553,0.007632,0.006426,0.036427,0.065717,0.114357,0.016920,0.030472,0.031455,0.037481,0.029709,0.030364,0.005131,0.030595,0.018365,0.073957,0.018784,0.058920,0.082465,0.028937,0.031949,0.004846,0.202942,0.045312,0.045462,0.004348,Not run,Not run,0.000947,0.001448,0.002024
boraxo,32,Base_OpenMP,default,0.009874,0.153287,0.019155,0.013886,0.008280,0.033777,0.039380,0.030393,0.024900,0.023663,0.014645,4.360257,0.002070,0.001270,0.001536,0.004289,0.076313,0.026309,0.038366,0.004904,0.038398,0.115281,0.034889,0.053078,0.093646,0.005494,0.052211,0.719037,1.137978,0.013903,0.025978,0.029607,0.161043,0.902745,0.007852,0.005873,0.038984,0.067704,0.121599,0.018645,0.034563,0.032299,0.037795,0.030541,0.035650,0.005429,0.034803,0.020632,0.086197,0.020764,0.045368,0.063994,0.033003,0.036359,0.005143,0.227834,0.051640,0.050379,0.004457,Not run,Not run,0.000899,0.001350,0.002060
boraxo,18,Base_OpenMP,default,0.008003,0.130986,0.016817,0.018024,0.007841,0.033364,0.032147,0.027032,0.027350,0.023095,0.011546,2.317946,0.001812,0.001002,0.001411,0.003569,0.081797,0.022858,0.031921,0.006091,0.031121,0.171386,0.027242,0.047702,0.081927,0.004553,0.044482,0.324069,0.498443,0.019392,0.011168,0.022381,0.142835,0.430446,0.006748,0.003760,0.032026,0.059200,0.100761,0.009497,0.027726,0.027259,0.034639,0.026485,0.026599,0.005440,0.032768,0.019118,0.074344,0.018297,0.029776,0.034680,0.042533,0.043079,0.004823,0.178677,0.043283,0.047570,0.006359,Not run,Not run,0.000977,0.001238,0.001739
boraxo,16,Base_OpenMP,default,0.007883,0.147363,0.018675,0.020343,0.008366,0.033959,0.034252,0.026008,0.027233,0.023702,0.012387,2.280135,0.002245,0.000983,0.001390,0.004441,0.078708,0.025332,0.031345,0.006463,0.033221,0.158982,0.034533,0.054107,0.094453,0.004848,0.050492,0.385231,0.536134,0.021933,0.011902,0.026161,0.158887,0.458604,0.006737,0.003160,0.035281,0.067545,0.113669,0.010897,0.033396,0.027878,0.036031,0.027586,0.033129,0.006035,0.038843,0.022687,0.087005,0.020370,0.027780,0.023310,0.048030,0.048008,0.005475,0.200872,0.050397,0.058945,0.006832,Not run,Not run,0.000989,0.001087,0.001781
boraxo,8,Base_OpenMP,default,0.024099,0.290586,0.038113,0.041443,0.016562,0.092101,0.056761,0.044829,0.047647,0.065154,0.020420,1.872015,0.002925,0.000785,0.002457,0.007011,0.156363,0.057348,0.096788,0.011340,0.096743,0.128943,0.075065,0.110688,0.184658,0.010147,0.108511,0.750420,1.134034,0.038998,0.020318,0.058625,0.346635,1.048375,0.005557,0.005836,0.060371,0.157342,0.234759,0.019989,0.074521,0.086675,0.096124,0.086518,0.074080,0.013015,0.077066,0.048525,0.189829,0.039923,0.016183,0.006682,0.093114,0.093261,0.010343,0.400569,0.127132,0.117982,0.013432,Not run,Not run,0.001483,0.001871,0.004765
boraxo,4,Base_OpenMP,default,0.045943,0.568293,0.072664,0.082494,0.033878,0.174046,0.122454,0.122316,0.093602,0.119126,0.049969,2.010699,0.005651,0.001279,0.004631,0.013828,0.225260,0.111238,0.183998,0.022252,0.184352,0.242326,0.146998,0.209118,0.309954,0.019459,0.209694,1.530045,2.144051,0.077823,0.040287,0.115431,0.678582,1.821928,0.009626,0.011292,0.116633,0.305218,0.459322,0.039666,0.146039,0.165815,0.183859,0.165654,0.146053,0.025555,0.152224,0.096204,0.337319,0.079410,0.018521,0.009521,0.186377,0.186720,0.020256,0.800388,0.240830,0.234740,0.026962,Not run,Not run,0.002875,0.004892,0.009195
catalyst,48,Base_OpenMP,default,0.012999,0.092752,0.028263,0.009163,0.013648,0.033071,0.060189,0.060030,0.039059,0.023595,0.030751,3.394362,0.005972,0.001671,0.002353,0.011236,0.231363,0.023967,0.050062,0.005276,0.050282,0.236628,0.031128,0.074207,0.193763,0.019575,0.037406,0.843179,1.291152,0.013662,0.026270,0.032853,0.206050,0.952718,0.009275,0.004729,0.051564,0.082039,0.138298,0.021218,0.030457,0.044168,0.045854,0.045203,0.030441,0.006523,0.031307,0.019316,0.139097,0.020884,0.062813,0.067739,0.023632,0.023717,0.006188,0.139879,0.040940,0.043295,0.004062,Not run,Not run,0.001036,0.001747,0.002750
catalyst,24,Base_OpenMP,default,0.019204,0.179017,0.053250,0.016344,0.022999,0.058208,0.089472,0.089518,0.061023,0.042599,0.042999,2.332342,0.011055,0.001155,0.002175,0.021567,0.234337,0.041673,0.074540,0.006003,0.074570,0.217101,0.048620,0.095658,0.201342,0.037503,0.059432,1.684749,2.572046,0.024620,0.044981,0.048241,0.311374,1.900962,0.012181,0.006062,0.063420,0.122440,0.215938,0.042053,0.047764,0.065154,0.062103,0.065559,0.047630,0.011209,0.059318,0.036107,0.166211,0.039087,0.037217,0.033447,0.044763,0.044800,0.010951,0.277416,0.070125,0.081372,0.006351,Not run,Not run,0.001140,0.002533,0.003893
catalyst,16,Base_OpenMP,default,0.025900,0.265514,0.078018,0.023650,0.032598,0.074966,0.123399,0.123452,0.076566,0.052960,0.061425,1.879462,0.016294,0.000946,0.008132,0.032023,0.196635,0.059324,0.102411,0.007456,0.107731,0.114253,0.067831,0.136517,0.281149,0.055977,0.086846,2.484143,3.803438,0.035376,0.062816,0.065049,0.427724,2.796794,0.015991,0.007071,0.081542,0.168398,0.301540,0.060884,0.066135,0.088968,0.080643,0.089101,0.066354,0.016058,0.089674,0.054430,0.252758,0.057804,0.030436,0.020785,0.065950,0.066014,0.016004,0.418825,0.101308,0.120976,0.008719,Not run,Not run,0.001400,0.003208,0.005103
catalyst,12,Base_OpenMP,default,0.018915,0.167181,0.056825,0.024775,0.031985,0.070681,0.083943,0.083831,0.063056,0.051745,0.039435,1.660284,0.010780,0.000917,0.002083,0.021265,0.236311,0.042996,0.073053,0.006500,0.073269,0.220199,0.049481,0.097173,0.203421,0.051398,0.059170,1.692887,2.565724,0.033346,0.045860,0.045536,0.296484,1.920129,0.012612,0.006548,0.061780,0.130493,0.200456,0.042645,0.046473,0.061596,0.061240,0.061681,0.046574,0.011463,0.067855,0.039562,0.165883,0.042262,0.023202,0.013186,0.058872,0.058666,0.011319,0.253829,0.082819,0.083593,0.007443,Not run,Not run,0.001196,0.002357,0.003723
catalyst,8,Base_OpenMP,default,0.026400,0.249869,0.081789,0.036520,0.046635,0.104617,0.119495,0.119411,0.083282,0.071934,0.054682,1.899270,0.016526,0.001128,0.002578,0.032177,0.210163,0.063627,0.105189,0.008898,0.105485,0.187541,0.074837,0.160131,0.272876,0.077432,0.097481,2.535667,3.846555,0.049402,0.065750,0.065280,0.428418,2.882017,0.016632,0.007468,0.089810,0.189177,0.291923,0.063182,0.068223,0.089415,0.086899,0.089212,0.068551,0.017444,0.101946,0.063796,0.297400,0.063282,0.017787,0.009698,0.087447,0.087077,0.017026,0.380378,0.125871,0.125948,0.011041,Not run,Not run,0.001471,0.003537,0.005462
catalyst,4,Base_OpenMP,default,0.051185,0.486348,0.160733,0.070806,0.089161,0.293120,0.225644,0.227521,0.154603,0.206178,0.099966,1.534586,0.031197,0.001615,0.004584,0.062964,0.412390,0.139011,0.209332,0.016912,0.210644,0.299472,0.152547,0.299299,0.494636,0.153089,0.249182,5.023738,7.615825,0.085784,0.123606,0.128049,0.807026,5.643092,0.027924,0.012033,0.173645,0.358417,0.581425,0.124037,0.147244,0.169370,0.165062,0.170314,0.147001,0.035275,0.199970,0.126798,0.521374,0.123335,0.014309,0.007679,0.171355,0.171457,0.032064,0.750073,0.322064,0.250678,0.020670,Not run,Not run,0.002306,0.005725,0.009404
catalyst,48,Base_OpenMP,default,0.012846,0.092737,0.029206,0.009169,0.013612,0.033198,0.060309,0.060075,0.043222,0.023658,0.030637,2.475544,0.005975,0.001649,0.002371,0.011223,0.231811,0.024090,0.049608,0.005268,0.049828,0.237799,0.030849,0.073393,0.193144,0.019284,0.036578,0.845342,1.288830,0.013463,0.025631,0.032551,0.205069,0.958661,0.009450,0.004718,0.051827,0.081226,0.136567,0.021167,0.030190,0.044715,0.045433,0.044150,0.030279,0.006464,0.031356,0.019068,0.139402,0.020597,0.062870,0.072122,0.023605,0.023669,0.006209,0.139806,0.040838,0.041882,0.004067,Not run,Not run,0.001055,0.001799,0.002736
catalyst,24,Base_OpenMP,default,0.019269,0.178984,0.053323,0.016266,0.022972,0.058686,0.089628,0.089682,0.060993,0.042996,0.042895,2.162668,0.011050,0.001125,0.002224,0.021603,0.234460,0.041672,0.074431,0.006065,0.074361,0.218639,0.048303,0.095874,0.197848,0.037443,0.059685,1.685705,2.576447,0.024589,0.044838,0.048052,0.309405,1.903578,0.012068,0.005991,0.063184,0.122157,0.215742,0.042003,0.047744,0.065035,0.061302,0.065609,0.047533,0.011170,0.059390,0.036176,0.165869,0.039167,0.037811,0.030965,0.044739,0.044785,0.010995,0.277402,0.070331,0.081344,0.006305,Not run,Not run,0.001145,0.002514,0.003882
catalyst,16,Base_OpenMP,default,0.025922,0.265466,0.077977,0.023580,0.032626,0.074760,0.123337,0.123349,0.076180,0.052593,0.057146,1.899574,0.016297,0.000983,0.002440,0.032033,0.198059,0.056612,0.102562,0.007440,0.102982,0.112064,0.067754,0.136762,0.263481,0.055938,0.085046,2.497664,3.802827,0.035408,0.063382,0.064830,0.427731,2.821693,0.015789,0.007073,0.081470,0.168454,0.301514,0.061204,0.065784,0.088238,0.079358,0.088776,0.065910,0.016069,0.089758,0.054504,0.253108,0.057961,0.031236,0.020046,0.065947,0.065979,0.016003,0.418783,0.100864,0.121051,0.008626,Not run,Not run,0.001347,0.003219,0.005088
catalyst,12,Base_OpenMP,default,0.018996,0.167156,0.054986,0.024695,0.031661,0.070751,0.083636,0.083657,0.063525,0.051866,0.039276,1.690476,0.010786,0.000926,0.002060,0.021254,0.238452,0.044904,0.072919,0.006508,0.072927,0.221950,0.049160,0.097071,0.202957,0.051359,0.059416,1.693190,2.568662,0.033345,0.045973,0.045156,0.294186,1.920672,0.012646,0.006624,0.061836,0.129931,0.201737,0.042615,0.046367,0.061482,0.060736,0.061772,0.046243,0.011401,0.067752,0.039348,0.166006,0.041878,0.024044,0.012205,0.058829,0.058636,0.011260,0.253771,0.084424,0.083659,0.007405,Not run,Not run,0.001137,0.002365,0.003681
catalyst,8,Base_OpenMP,default,0.026361,0.249359,0.081856,0.036584,0.046670,0.104191,0.119452,0.120261,0.083354,0.073671,0.054679,1.431998,0.016482,0.001120,0.002627,0.032287,0.211428,0.064002,0.104141,0.008905,0.104589,0.187148,0.071925,0.160535,0.272457,0.077503,0.098074,2.536582,3.852162,0.048125,0.065712,0.064760,0.428060,2.861003,0.016622,0.007457,0.089626,0.187534,0.289957,0.063143,0.067481,0.087849,0.085060,0.087988,0.067907,0.017150,0.101444,0.064210,0.297034,0.062363,0.018374,0.010380,0.087921,0.087138,0.017089,0.380384,0.124624,0.126393,0.011030,Not run,Not run,0.001524,0.003531,0.005695
catalyst,4,Base_OpenMP,default,0.051043,0.489251,0.159652,0.069646,0.088931,0.297436,0.226814,0.230731,0.158522,0.208582,0.099734,1.559404,0.030870,0.001573,0.004376,0.061909,0.415658,0.142086,0.210617,0.017354,0.211809,0.298918,0.151511,0.300203,0.497004,0.154983,0.252659,5.018969,7.642600,0.085949,0.123883,0.129474,0.806820,5.679768,0.028231,0.012200,0.174853,0.361107,0.572637,0.121722,0.148096,0.171847,0.167548,0.171763,0.145469,0.035730,0.197716,0.127730,0.519340,0.121787,0.014293,0.007627,0.171311,0.170983,0.032090,0.751643,0.322604,0.246543,0.020628,Not run,Not run,0.002358,0.005853,0.009586
catalyst,48,Base_OpenMP,default,0.013277,0.092791,0.029289,0.009197,0.013684,0.034374,0.060329,0.060090,0.040637,0.024197,0.030630,2.778485,0.005959,0.001587,0.002332,0.011227,0.230811,0.024596,0.051243,0.005258,0.051466,0.238334,0.031914,0.075413,0.197200,0.019358,0.038494,0.853638,1.291178,0.013602,0.026092,0.033507,0.211796,0.969882,0.009496,0.004864,0.053022,0.084056,0.140881,0.021948,0.031253,0.044166,0.046031,0.045333,0.031209,0.006753,0.031585,0.019572,0.140823,0.022700,0.061834,0.072572,0.023680,0.023742,0.006417,0.139825,0.041495,0.041908,0.004145,Not run,Not run,0.001058,0.001813,0.002744
catalyst,24,Base_OpenMP,default,0.019266,0.179069,0.053317,0.016309,0.023015,0.058346,0.089414,0.089655,0.060920,0.042693,0.042843,2.291684,0.011062,0.001118,0.002233,0.021631,0.235464,0.041664,0.074766,0.006015,0.074731,0.218011,0.048705,0.095713,0.198702,0.037389,0.059446,1.687609,2.570466,0.024605,0.044708,0.048373,0.311162,1.893224,0.012217,0.006058,0.063348,0.122637,0.216581,0.041934,0.048143,0.065355,0.062099,0.065899,0.047829,0.011120,0.059476,0.036202,0.166505,0.039191,0.037264,0.033801,0.044757,0.044820,0.010910,0.277362,0.070955,0.081393,0.006375,Not run,Not run,0.001169,0.002546,0.003905
catalyst,16,Base_OpenMP,default,0.025946,0.265537,0.077940,0.023600,0.032673,0.073673,0.123340,0.123663,0.076677,0.051969,0.057159,2.453749,0.016297,0.000988,0.002458,0.031969,0.197766,0.056667,0.102741,0.007458,0.103112,0.113295,0.067836,0.136171,0.278977,0.055850,0.085501,2.491316,3.810183,0.035553,0.063187,0.065016,0.428835,2.817130,0.015845,0.007098,0.081658,0.168652,0.301482,0.060876,0.066247,0.088794,0.080670,0.089232,0.066317,0.016067,0.089826,0.054579,0.252628,0.057988,0.031073,0.020591,0.065981,0.066030,0.015993,0.417319,0.101387,0.121043,0.008697,Not run,Not run,0.001393,0.003200,0.005108
