machine,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY
ec2-p3,0.003187,0.003723,0.003031,0.000929,0.001684,0.006789,0.005506,0.005509,0.000826,0.004755,0.002590,0.026468,0.000673,0.000621,0.001923,0.000649,0.014530,0.005673,0.010384,0.001760,0.010417,0.010205,0.008468,0.005487,0.011381,0.000700,0.011266,0.001356,0.002163,0.015868,0.008089,0.008867,0.031115,0.001858,0.001627,0.013977,0.004104,0.010781,0.018411,0.007351,0.008545,0.009141,0.029069,0.009192,0.008437,,0.001747,,0.009584,0.001079,0.003031,0.003026,,0.002044,0.011382,0.001524,,,,0.000661,0.000234,0.000525,0.007820,0.007795,0.005865,0.001807,0.003398,0.013116,0.013340,0.013344,0.002161,0.009180,0.005256,0.052289,0.000692,0.000810,0.003634,0.000769,0.028791,0.010589,0.022417,0.002458,0.022439,0.022506,0.015703,0.010589,0.022176,0.001299,0.021160,0.002879,0.004335,0.023848,0.019183,0.016989,0.094416,0.003293,0.004262,0.020098,0.009615,0.036001,0.047287,0.018185,0.015691,0.020040,0.040084,0.020017,0.015651,,0.003308,,0.018278,0.001925,0.005772,0.005776,,0.003732,0.022313,0.002700,,,,0.000769,0.000552,0.001131,0.014947,0.015047,0.011433,0.002591,0.006104,0.025524,0.024669,0.024673,0.006013,0.017874,0.012426,0.104217,0.001046,0.001136,0.007117,0.001111,0.055849,0.020362,0.042104,0.004102,0.042128,0.046992,0.029854,0.020593,0.043759,0.002497,0.040477,0.006450,0.009246,0.035040,0.028472,0.032355,0.254284,0.006221,0.006293,0.029121,0.017984,0.067609,0.090101,0.026673,0.029887,0.037635,0.055176,0.037681,0.029939,,0.006352,,0.035405,0.003540,0.011382,0.011363,,0.006729,0.042881,0.004987,,,,0.001049,0.001006,0.002112
ec2-p4d,0.001275,0.001272,0.000957,0.001090,0.002591,0.002015,0.005058,0.005045,0.000651,0.001422,0.002326,0.028328,0.000657,0.000627,0.002287,0.000667,0.014654,0.001525,0.004730,0.001621,0.004745,0.003782,0.002579,0.002698,0.007291,0.000219,0.002964,0.000987,0.001632,0.013431,0.007465,0.003433,0.015031,0.001257,0.001899,0.008479,0.002889,0.007839,0.011728,0.007008,0.002486,0.004199,0.025973,0.004213,0.002547,,0.000696,,0.003417,0.000642,0.002570,0.002566,,0.001263,0.003765,0.000728,,,,0.000690,0.000215,0.000248,0.001849,0.001821,0.002888,0.001339,0.002062,0.007071,0.007055,0.007040,0.001722,0.004942,0.003267,0.056196,0.000850,0.000831,0.006042,0.000863,0.028689,0.005273,0.006550,0.002351,0.006555,0.007771,0.003805,0.006742,0.013486,0.000822,0.010601,0.002135,0.003245,0.020431,0.010646,0.004909,0.032237,0.002401,0.002873,0.009533,0.004807,0.011148,0.017206,0.009735,0.003836,0.005801,0.034504,0.005823,0.003825,,0.002102,,0.010221,0.001002,0.004803,0.004800,,0.002261,0.012256,0.001742,,,,0.000862,0.000293,0.000339,0.007244,0.003270,0.005724,0.001766,0.003564,0.016364,0.010838,0.010816,0.004763,0.011451,0.004848,0.111718,0.001071,0.001113,0.016377,0.001071,0.056556,0.012840,0.023219,0.003450,0.023224,0.022220,0.019794,0.012671,0.025831,0.001569,0.025582,0.004863,0.006871,0.033695,0.014643,0.021647,0.140398,0.004625,0.003984,0.034397,0.009541,0.023658,0.043745,0.013586,0.019670,0.019748,0.045252,0.019256,0.019671,,0.003900,,0.021474,0.002127,0.009268,0.009265,,0.004807,0.026802,0.003014,,,,0.001107,0.000447,0.001105
lassen,0.003618,0.004150,0.003187,0.001343,0.002281,0.007138,0.008104,0.008118,0.000986,0.005023,0.003661,0.030783,0.001179,0.000918,0.002354,0.001264,0.015216,0.006080,0.011976,0.001823,0.011984,0.011161,0.009146,0.005690,0.011622,0.000752,0.011920,0.002437,0.003877,0.018410,0.012332,0.009716,0.036209,0.002127,0.001970,0.015686,0.004906,0.014024,0.022223,0.008711,0.009109,0.010533,0.041776,0.010501,0.009130,,0.001840,,0.010178,0.001273,0.003582,0.003582,,0.002300,0.012424,0.001666,,,,0.001022,0.000344,0.000610,0.008159,0.008181,0.006051,0.002424,0.003934,0.013712,0.015183,0.015195,0.002554,0.009489,0.006093,0.060752,0.001332,0.001099,0.004029,0.001328,0.029710,0.010924,0.023859,0.002292,0.023929,0.023518,0.016429,0.010891,0.022429,0.001368,0.021431,0.005268,0.007863,0.026617,0.029148,0.017838,0.100200,0.003484,0.004476,0.020639,0.010098,0.037878,0.050157,0.020120,0.016339,0.021368,0.053254,0.021361,0.016350,,0.003421,,0.018832,0.002084,0.006796,0.006788,,0.004163,0.023259,0.003032,,,,0.001262,0.000638,0.001211,0.015249,0.015322,0.011705,0.003432,0.006585,0.026127,0.026591,0.026581,0.007062,0.018280,0.013202,0.120676,0.001577,0.001411,0.007213,0.001682,0.058322,0.020584,0.043656,0.003399,0.043721,0.048027,0.030563,0.020826,0.044080,0.002597,0.040627,0.011593,0.016450,0.039547,0.042199,0.033095,0.261477,0.007048,0.006887,0.031556,0.018576,0.070155,0.092786,0.027609,0.030403,0.038839,0.072088,0.039084,0.030480,,0.006436,,0.035870,0.003701,0.013331,0.013333,,0.007344,0.043596,0.005176,,,,0.001551,0.001113,0.002204
pascal,0.006006,0.006462,0.004298,0.001868,0.002518,0.009853,0.010653,0.010670,0.001513,0.006894,0.005515,0.032758,0.001112,0.000952,0.002666,0.001108,0.020429,0.008797,0.017295,0.002413,0.017349,0.016837,0.012217,0.008664,0.016458,0.001001,0.016067,0.007573,0.012042,0.032315,0.011732,0.013857,0.049097,0.009032,0.002563,0.023851,0.010288,0.027661,0.038438,0.009917,0.012037,0.015162,0.039150,0.015227,0.011965,,0.002791,,0.013796,0.003052,0.006487,0.006475,,0.007259,0.017097,0.003443,,,,0.001034,0.000441,0.000867,0.011419,0.012190,0.008282,0.002579,0.004900,0.019561,0.019361,0.019376,0.004014,0.013705,0.010966,0.064983,0.001718,0.001574,0.004585,0.001735,0.039779,0.017144,0.031872,0.004159,0.031983,0.035513,0.023107,0.016806,0.032511,0.001942,0.030499,0.015359,0.024759,0.048797,0.027441,0.025752,0.131090,0.016649,0.006000,0.052024,0.020833,0.051774,0.069990,0.019713,0.022868,0.028542,0.058139,0.028452,0.022842,,0.005408,,0.026547,0.005767,0.011954,0.011967,,0.014053,0.032348,0.006123,,,,0.001418,0.000787,0.001600,0.022186,0.023547,0.015902,0.004008,0.008797,0.037755,0.036113,0.036121,0.011195,0.026438,0.016279,0.127554,0.002725,0.002625,0.008411,0.002906,0.076913,0.032371,0.061652,0.007024,0.061720,0.071748,0.044458,0.032995,0.064168,0.003749,0.059032,0.037521,0.057680,0.064312,0.039603,0.049571,0.352960,0.036089,0.008920,0.076535,0.032223,0.099179,0.134775,0.028559,0.044489,0.055196,0.103835,0.055199,0.044331,,0.010341,,0.051746,0.010791,0.022843,0.023635,,0.024753,0.062764,0.011493,,,,0.002522,0.001452,0.003082
tioga,0.001865,0.003081,0.003132,0.001853,0.001793,0.005180,0.005635,0.005416,0.001863,0.003897,0.003013,162.879377,0.019705,0.000861,0.014095,0.018704,0.007427,0.004705,0.006882,0.002090,0.007047,0.008273,0.006168,0.005459,0.010609,0.001117,0.007916,0.004572,0.006409,0.027078,0.015194,0.006828,0.023453,0.005328,0.003367,0.031990,0.005155,0.012115,0.020488,0.013421,0.006027,0.006251,0.738012,0.006364,0.006253,,0.001937,,0.007938,0.001693,0.004737,0.004246,,0.003664,0.008782,0.002327,,,,0.018464,0.000580,0.000759,0.005248,0.006704,0.004848,0.002337,0.002884,0.009444,0.009219,0.009514,0.003599,0.006591,0.005560,235.036081,0.033478,0.001013,0.026229,0.032922,0.014199,0.008215,0.014919,0.002706,0.014925,0.016545,0.011145,0.010679,0.018352,0.001280,0.015009,0.008109,0.011736,0.039678,0.040050,0.013596,0.064082,0.008939,0.008988,0.052018,0.010551,0.024946,0.034746,0.039415,0.010930,0.013663,1.295512,0.013839,0.010720,,0.003969,,0.013994,0.003119,0.007923,0.007275,,0.006361,0.016271,0.003890,,,,0.032306,0.000754,0.001402,0.009941,0.011423,0.008357,0.003344,0.004798,0.016983,0.017084,0.017010,0.008181,0.012710,0.007824,339.088812,0.062283,0.001339,0.050876,0.062256,0.026771,0.014703,0.027095,0.003457,0.027084,0.032864,0.020829,0.019592,0.033937,0.002641,0.027836,0.017439,0.025224,0.061171,0.065622,0.024919,0.165281,0.017019,0.014016,0.071809,0.017510,0.044704,0.062801,0.065047,0.020478,0.024379,2.430047,0.024253,0.020609,,0.006617,,0.025802,0.005523,0.014648,0.014603,,0.011564,0.029547,0.006782,,,,0.060542,0.001339,0.001797
corona-cpu,0.035997,0.033531,0.399423,0.128517,0.118862,0.133086,0.364720,0.352690,0.215519,0.098256,0.180530,0.018964,0.019703,0.003968,0.015188,0.052109,0.191621,0.185351,0.135216,0.015314,0.149985,0.164348,0.126145,0.175116,0.325816,0.169879,0.171959,0.832733,1.326627,0.094773,0.044589,0.118891,0.401397,1.104900,0.011606,0.027584,0.206655,0.274591,0.573014,0.045036,0.096232,0.109211,0.462712,0.108852,0.098433,0.090692,0.214533,0.319989,0.287726,0.242969,0.221858,0.221778,0.067528,0.165761,0.348993,0.166100,0.023861,0.430714,0.457982,0.011779,0.004049,0.006111,0.120723,0.121557,0.805401,0.258785,0.250881,0.386753,0.725947,0.709419,0.611365,0.271810,0.368370,0.038033,0.038286,0.007404,0.032715,0.104814,0.382405,0.407355,0.492111,0.030710,0.480911,0.449907,0.430611,0.335375,0.638902,0.340325,0.575976,1.953145,3.014815,0.191229,0.090971,0.383861,1.995674,2.285007,0.022232,0.062776,0.460810,0.829903,1.366312,0.090482,0.399979,0.403977,1.013670,0.398671,0.409709,0.224344,0.430580,0.652849,0.621106,0.488788,0.444143,0.444724,0.137495,0.328223,0.767458,0.338398,0.049766,0.910477,0.971565,0.023132,0.008325,0.022619,0.366088,0.368255,1.599908,0.519638,0.547484,0.791848,1.538276,1.492584,2.080086,0.550780,0.728306,0.076324,0.076367,0.014873,0.067837,0.209591,0.761473,0.839698,1.422920,0.071431,1.396483,1.098439,0.992245,0.684133,1.284839,0.674818,1.184098,7.772036,10.692921,0.405223,0.254857,0.849381,9.086028,6.378072,0.062984,0.133394,0.953957,2.454281,3.446389,0.257898,0.924711,1.269060,2.075814,1.268569,0.925127,0.449476,0.857493,1.292665,1.258642,0.983144,0.888502,0.888897,0.279739,0.653157,1.547209,0.641288,0.106134,1.896291,2.020076,0.047894,0.032494,0.071234
ec2-p4d-cpu,0.075147,0.075117,0.334080,0.104427,0.124574,0.191740,0.352034,0.355051,0.278382,0.134657,0.174280,0.016247,0.015536,0.003534,0.019265,0.035308,0.239881,0.172538,0.300589,0.027970,0.300614,0.293884,0.224499,0.238315,0.396694,0.180543,0.300338,1.068265,1.699570,0.090446,0.055657,0.168658,0.858539,1.431339,0.013657,0.033113,0.212655,0.495649,0.671827,0.055280,0.224679,0.269184,0.558323,0.269972,0.224792,0.067702,0.220725,0.200886,0.301769,0.236033,0.247361,0.253260,0.056090,0.080632,0.319013,0.321982,0.027974,0.341773,0.408713,0.014027,0.007644,0.015014,0.150993,0.150587,0.678033,0.209887,0.248039,0.472136,0.700067,0.713230,0.753585,0.332750,0.353180,0.032544,0.031070,0.007145,0.038097,0.070439,0.695619,0.364529,0.598825,0.055836,0.599140,0.664689,0.459463,0.510184,1.036049,0.361326,0.649736,5.104658,7.993524,0.219427,0.176759,0.353723,2.452549,6.855617,0.039403,0.066665,0.433175,1.003617,1.305342,0.165642,0.471157,0.544324,1.118924,0.545359,0.474987,0.142679,0.438807,0.436779,0.759633,0.471044,0.494878,0.506708,0.112065,0.164287,0.805184,0.638384,0.056405,0.722256,0.864974,0.028030,0.015463,0.030204,0.351484,0.342484,1.387546,0.420439,0.518454,1.308709,1.415016,1.424124,2.152008,0.933454,0.709088,0.065111,0.062070,0.014287,0.077340,0.140695,1.371948,0.966834,1.385868,0.112071,1.364305,2.088468,1.236908,1.181972,2.349687,0.730149,2.002148,7.653276,10.315716,0.455286,0.285278,1.047719,8.614100,5.858723,0.066303,0.144140,0.922193,2.647128,3.345021,0.276388,1.329239,1.370040,2.408072,1.369154,1.335729,0.311664,0.876887,0.889456,1.787356,0.941793,0.989823,1.013811,0.229623,0.342225,2.329108,1.229025,0.130878,1.510985,1.826261,0.056992,0.031999,0.082453
tioga-cpu,0.032680,0.032278,0.433392,0.130899,0.110360,0.075212,0.429332,0.425441,0.213085,0.061043,0.195943,0.018282,0.018252,0.002449,0.012426,0.051944,0.115591,0.160844,0.135526,0.012357,0.143185,0.121688,0.110049,0.138576,0.173617,0.158680,0.117466,0.892127,1.419268,0.102825,0.047841,0.108347,0.403378,1.182302,0.011562,0.029484,0.204559,0.267766,0.604594,0.047818,0.087433,0.105244,0.490657,0.105514,0.088312,0.074527,0.212185,0.212520,0.213171,0.262355,0.193158,0.193041,0.063313,0.193226,0.232014,0.166619,0.024590,0.446727,0.496391,0.012324,0.004219,0.006107,0.064530,0.064410,0.869755,0.263476,0.221150,0.198613,0.857590,0.849805,0.604041,0.155773,0.396843,0.036550,0.036538,0.004880,0.024977,0.103659,0.357896,0.327758,0.272897,0.024760,0.287181,0.302778,0.230186,0.306745,0.446774,0.314481,0.275541,2.083189,3.131888,0.208072,0.096254,0.214763,1.252124,2.387409,0.023298,0.059006,0.427158,0.541482,1.206324,0.096272,0.182384,0.212041,0.982210,0.212378,0.187431,0.159896,0.424995,0.489114,0.465310,0.524643,0.386725,0.386724,0.126535,0.398564,0.538585,0.343357,0.049143,0.945698,1.049106,0.024659,0.008440,0.011974,0.180536,0.180492,1.742693,0.526705,0.451219,0.625103,1.717432,1.702269,1.744990,0.445732,0.775695,0.073041,0.073058,0.009755,0.050935,0.207391,0.866654,0.678251,0.697778,0.049822,0.760162,0.951824,0.616382,0.642494,1.051407,0.629522,0.794286,5.027757,7.122027,0.418767,0.196761,0.562773,4.510863,4.833391,0.048502,0.120814,0.848521,1.267528,2.423199,0.195881,0.551202,0.578835,1.993067,0.584347,0.588115,0.361872,0.851432,1.007540,1.009306,1.048356,0.773492,0.773926,0.253527,0.774146,1.163759,0.640933,0.099228,1.966135,2.188851,0.049314,0.017331,0.032802
ec2-p3-cpu,0.089388,0.089377,0.370488,0.134469,0.160070,0.257585,0.429120,0.467106,0.330511,0.181007,0.265751,0.020925,0.020896,0.004745,0.028020,0.057067,0.336448,0.224336,0.361230,0.032918,0.361913,0.410418,0.239013,0.312996,0.372884,0.242976,0.295244,1.190225,1.940340,0.104240,0.059746,0.201720,1.030559,1.597194,0.014970,0.033641,0.362853,0.601727,0.911271,0.058504,0.235733,0.319349,0.558306,0.319137,0.235649,0.091419,0.317028,0.254908,0.325964,0.299105,0.301728,0.295711,0.075742,0.111176,0.334841,0.494728,0.027954,0.429296,0.491784,0.013944,0.011473,0.017748,0.181650,0.181654,0.747042,0.270087,0.319484,0.551644,0.829855,0.935947,0.913944,0.382801,0.514264,0.041769,0.041818,0.009368,0.056179,0.114211,1.054813,0.452228,0.706324,0.066208,0.707131,0.808630,0.467127,0.769142,1.549801,0.474755,0.597456,2.886604,4.378114,0.216905,0.123181,0.395988,2.931881,3.380681,0.031636,0.069890,0.743090,1.270299,1.814970,0.123250,0.491059,0.666681,1.117871,0.655725,0.483212,0.185790,0.635939,0.560735,1.004458,0.613731,0.606535,0.606877,0.154495,0.228611,0.865807,0.979536,0.055855,0.907681,1.041527,0.027949,0.023735,0.036404,0.380108,0.380004,1.590822,0.540448,0.642615,2.279888,1.671621,1.880959,2.634044,1.617206,0.968501,0.083598,0.083569,0.018996,0.113092,0.228024,2.133594,1.469767,1.518615,0.133255,1.496966,2.717073,1.662713,1.791012,3.190029,0.968166,3.080235,12.197449,17.273164,0.525286,0.355125,1.247894,8.915888,8.815524,0.083362,0.143502,1.489614,2.556966,4.229496,0.368182,1.635590,1.343811,2.280581,1.354521,1.502302,0.425710,1.274906,1.161088,2.452881,1.227628,1.213037,1.202403,0.306663,0.452433,3.293523,1.889705,0.116306,1.897689,2.212881,0.055838,0.046331,0.080100
pascal-cpu,0.073733,0.073762,0.310848,0.109788,0.129269,0.209319,0.335711,0.380048,0.268699,0.151309,0.198558,0.017113,0.017076,0.003831,0.022926,0.046738,0.309704,0.183504,0.298380,0.027310,0.302473,0.344906,0.196839,0.259177,0.365589,0.182164,0.244758,0.972045,1.574956,0.084793,0.049082,0.166302,0.863782,1.286503,0.012244,0.027514,0.297459,0.495265,0.729556,0.047936,0.194953,0.264652,0.457068,0.263828,0.194370,0.074611,0.258854,0.207902,0.265867,0.249287,0.245392,0.248272,0.061707,0.091961,0.276997,0.404204,0.023448,0.349541,0.401818,0.011428,0.009468,0.014706,0.152663,0.152734,0.631301,0.220235,0.264027,0.510355,0.691311,0.762160,0.748787,0.380597,0.396907,0.034204,0.034157,0.007844,0.046069,0.093469,0.947628,0.379654,0.624359,0.054655,0.626288,0.728229,0.414734,0.663937,1.395525,0.365625,0.546769,2.431236,3.660381,0.174224,0.102042,0.348295,2.584390,2.778516,0.025961,0.057411,0.605891,1.049547,1.623745,0.100406,0.408333,0.548110,0.914922,0.550604,0.407669,0.152079,0.520739,0.455962,0.784375,0.484206,0.494456,0.496237,0.123363,0.186782,0.716169,0.800108,0.045676,0.739786,0.851635,0.022884,0.019862,0.030449,0.319970,0.320653,1.344614,0.441156,0.526958,2.009516,1.350342,1.525641,2.151839,1.405606,0.752651,0.068334,0.068310,0.015707,0.093561,0.186931,1.885722,1.167742,1.332357,0.110205,1.334336,2.045504,1.292437,1.462828,2.849206,0.752027,2.429009,8.898220,12.151540,0.432932,0.265584,1.118450,7.634986,8.743181,0.064686,0.118976,1.229832,2.254713,3.546384,0.253548,1.411444,1.211012,1.925444,1.183664,1.394595,0.362360,1.044399,0.959092,2.041122,0.998186,0.993568,0.994910,0.249822,0.416218,2.613161,1.551592,0.095062,1.550433,1.823358,0.045737,0.039492,0.068147
lassen-cpu,0.073023,0.073068,0.495119,0.140798,0.161425,0.113280,0.480567,0.438379,0.295939,0.104791,0.242142,0.028234,0.028236,0.004965,0.027580,0.071223,0.249253,0.236350,0.299710,0.019925,0.298128,0.327080,0.230840,0.338161,0.291329,0.353369,0.200656,1.764139,2.831625,0.147231,0.096586,0.261519,1.168261,2.361295,0.023564,0.059504,0.465381,0.736891,1.428183,0.092756,0.158490,0.313760,0.972734,0.256815,0.149180,0.085360,0.334276,0.238039,0.341020,0.490782,0.472698,0.473434,0.066162,0.103297,0.462222,0.405418,0.048022,0.474584,0.508899,0.023822,0.011400,0.018263,0.152731,0.154950,0.993601,0.281992,0.324350,0.290013,0.959506,0.875676,0.819744,0.219000,0.485549,0.056472,0.056474,0.009930,0.054701,0.142460,0.507123,0.472908,0.607025,0.040173,0.604246,0.674581,0.465260,0.723180,0.589986,0.706647,0.483877,4.090710,6.231495,0.295276,0.193541,0.516097,3.459103,4.729928,0.047383,0.119232,0.923716,1.475456,2.816319,0.185440,0.361318,0.630894,1.946219,0.522938,0.336352,0.170187,0.673666,0.480420,0.696872,0.981885,0.944500,0.945382,0.132453,0.208714,0.919543,0.827764,0.094926,0.999293,1.069289,0.047660,0.023180,0.036009,0.319330,0.316738,1.982914,0.563871,0.640344,0.614451,1.920240,1.754633,2.531528,0.447855,1.084550,0.112949,0.112930,0.019956,0.110411,0.284863,0.987697,0.946607,1.237398,0.084335,1.221582,1.367507,0.947819,1.306430,1.190640,1.413241,1.031156,9.801317,14.068558,0.591831,0.390548,1.052194,10.083797,9.453605,0.095901,0.238257,1.833692,2.951916,5.636234,0.373288,0.797647,1.270092,3.893646,1.060096,0.773859,0.340289,1.327966,1.016924,1.405277,1.965139,1.890424,1.892028,0.265035,0.393739,1.843076,1.533176,0.185522,2.091528,2.236292,0.095336,0.045582,0.071243
