no,corona,quartz,lassen,ruby
1091,464.1022,1549.607,374.8198,621.3963
1092,1026.2448,1293.2694,382.1577,526.1647
1093,1896.9972,4512.7757,1245.9776,1887.645
1094,311.5074,533.663,140.7904,201.6961
1095,2220.8228,3126.2094,663.7889,1266.3432
1096,1585.072,2621.9541,571.4665,1057.5326
1097,1627.7757,6647.7203,1502.7017,2600.5302
1098,637.1007,1553.7798,377.8288,629.9286
1099,811.0997,938.1608,239.9259,360.4121
1100,155.1939,558.6161,144.3998,230.1059
1101,497.2717,1781.6288,395.627,2260.6278
1102,1304.5766,3026.8393,676.2338,1247.8055
1103,418.097,1434.8267,314.5106,583.5978
1104,1042.4991,3562.6625,935.0193,1519.1178
1105,1397.5872,3444.1649,879.2478,1369.2746
1106,830.3083,2289.3272,3281.3798,969.6742
1107,1814.601,3473.578,799.6624,1437.6554
1108,1039.6683,3148.9517,729.9726,1252.7946
1109,579.8257,1680.9247,405.0762,679.0768
1110,2004.1265,7227.5354,2075.7852,2860.3691
1111,701.3507,1237.6605,257.4753,497.2859
1112,710.0381,1611.7368,406.8276,654.41
1113,682.0981,1402.1176,339.5946,1681.7421
1114,1948.2436,4038.9318,1130.2196,1762.4808
1115,1535.2319,2068.876,533.4876,808.3025
1116,2099.5044,2958.267,820.6105,1167.8264
1117,177.6027,745.7141,211.1083,282.778
1118,1432.4404,5397.8005,1456.8766,2137.5686
1119,713.2059,2315.1085,538.7984,950.4434
1120,1997.2921,7456.4859,1549.2424,2884.9695
1121,2040.6068,5112.4332,1251.0499,2169.4704
1122,31.1817,92.756,24.8342,115.7023
1123,1147.9364,1262.2114,1778.0036,486.58
1124,1984.0662,3066.2271,905.8342,1265.1
1125,1337.9114,1682.8374,384.7087,663.4925
1126,348.0876,1323.9358,381.3691,553.9566
1127,681.7308,2360.5567,542.2731,963.8628
1128,994.2594,3065.9031,739.4649,1242.7036
1129,1045.6984,1242.9496,317.6589,503.0458
1130,683.8124,910.682,225.1955,386.2603
1131,2005.5449,7411.2579,1832.517,2847.056
1132,1481.4982,5390.7359,1347.2429,2276.5059
1133,1900.4535,8005.8522,1962.4514,10193.6125
1134,1043.4385,1342.8122,324.1237,519.2426
1135,591.5422,1293.1489,313.1614,529.112
1136,1869.4598,3558.6516,857.543,1396.7066
1137,828.1759,2279.8159,533.268,933.0234
1138,1491.8143,5372.1622,1495.1673,2134.0814
1139,2264.4284,6472.7754,1596.4344,2482.8777
1140,2064.0483,5884.7331,1785.5529,2426.698
1141,1649.8467,3825.8884,1092.8355,1646.3323
1142,2153.6937,8390.7568,2068.5811,3507.3824
1143,223.8091,311.4938,67.1927,128.4547
1144,2232.6667,8304.7627,2298.5977,3532.4967
1145,1865.1628,3702.6287,877.2925,1470.8214
1146,1060.8253,2346.5517,659.9549,874.5704
1147,835.2012,2825.0159,686.3286,1120.3938
1148,2108.135,6316.7319,1700.1403,2417.2436
1149,651.7908,1859.0836,496.9584,715.3165
1150,1723.8662,3633.8536,1130.541,1518.2923
1151,269.2721,844.1572,199.4491,350.4694
1152,2264.7381,5150.0635,1159.54,2200.9427
1153,885.503,2430.7133,820.7948,937.8627
1154,813.2867,2174.0489,540.3467,845.5688
1155,1401.7651,3250.7637,754.0718,1247.5732
1156,166.1998,216.4374,48.7851,82.7772
1157,223.7108,858.2045,207.5978,338.807
1158,739.9318,1873.1783,432.3167,700.1146
1159,1487.3104,5788.1571,1286.3068,2233.8446
1160,827.4967,1299.0294,317.7512,544.8184
1161,837.3747,1200.0637,331.8463,448.9562
1162,3.2943,13.236,3.3165,5.2232
1163,1200.6771,1706.3892,495.1385,669.2251
1164,39.291,145.2548,34.3738,59.4813
1165,623.044,2082.4002,475.9197,806.4324
1166,984.8723,1893.343,471.9754,742.2063
1167,344.5144,812.7851,221.2913,339.4016
1168,893.7744,2616.1311,674.7098,1045.0581
1169,363.2842,959.2261,221.1515,394.3999
1170,1980.7583,3127.1862,702.3097,3797.2745
1171,1662.4444,5445.3348,1384.6185,2220.4542
1172,1371.5308,3281.8733,835.2232,1378.7349
1173,1645.3925,4352.1067,1078.4572,1779.9094
1174,1238.1718,3812.2982,1024.2346,1593.8088
1175,357.7143,897.0938,195.3161,367.9616
1176,55.8526,229.119,53.9056,87.7324
1177,1996.3496,8456.3416,2084.7306,3238.9795
1178,1767.2293,6132.3729,1938.083,2342.8495
1179,1902.3567,3923.6631,1009.017,5456.4444
1180,1940.1384,7580.1709,2058.8499,2987.525
1181,182.3718,547.1309,121.3532,214.4455
1182,1833.0167,6832.5561,1805.6037,2737.2438
1183,2191.0229,8270.3489,2038.301,3399.9652
1184,1893.0835,2454.3532,850.7906,1019.7966
1185,1741.1122,7053.3764,1836.3812,2775.427
1186,2158.6194,4291.6095,993.8062,1715.326
1187,492.7661,1820.6814,472.7195,693.9492
1188,2247.8519,5845.5099,1255.7542,2276.12
1189,1764.9556,3477.6371,873.4173,1381.5713
1190,1346.1747,4345.1427,1231.1392,1740.3556
1191,1326.2377,3500.3409,974.909,1425.006
1192,1268.4194,4138.6777,1041.4127,1717.3341
1193,311.4957,1079.6569,284.3482,413.4059
1194,360.0478,1485.9957,347.2974,570.4312
1195,118.5082,419.5885,104.7363,162.426
1196,1875.4183,3530.5004,1025.0718,1339.4622
1197,1447.796,6048.4262,1471.7804,2448.0014
1198,2142.1461,5023.4663,1209.8756,2043.3485
1199,1607.4361,4842.876,1351.7961,1874.2588
1200,1498.5096,6051.5136,1656.135,2545.7762
1201,1019.6181,1253.7809,307.0986,524.0044
1202,144.7701,501.3929,136.0196,186.0849
1203,854.0984,3269.117,880.0789,1308.3321
1204,133.8044,180.6604,50.1038,68.4702
1205,287.8074,710.8356,177.6489,283.2795
1206,1321.9264,1869.5185,521.1094,734.5132
1207,206.9724,505.4129,130.3309,202.7653
1208,2087.0991,7842.3364,1647.412,3194.7743
1209,756.6656,1914.4466,567.0694,760.4483
1210,1719.8355,6751.4414,1584.7981,2588.569
1211,998.0223,1389.7341,393.1729,559.4333
1212,241.9399,956.1569,217.8103,361.7346
1213,1959.8677,7473.1059,1705.3047,3152.6288
1214,2007.6407,7906.7982,1758.9805,3188.7425
1215,1625.1378,2152.4378,479.8484,854.1444
1216,1486.0285,2377.6124,690.3714,951.2159
1217,1337.6366,3889.6163,991.871,1638.724
1218,1727.7876,2568.3631,631.5952,978.9842
1219,1877.2163,6434.4258,1684.0175,2614.1914
1220,1399.8257,2282.7746,588.051,945.8433
1221,1862.3304,6923.6191,1791.861,2583.1599
1222,1414.2451,1885.3514,436.6395,770.1473
1223,1325.9418,4824.09,1155.5556,1845.9741
1224,1735.8267,7322.5131,2065.1636,2759.9735
1225,1987.6676,4296.5974,1202.9899,1756.6125
1226,126.2795,314.132,71.4525,125.4318
1227,1944.8387,6970.2438,1997.7138,2643.5196
1228,2149.2128,2715.5513,712.893,1119.5156
1229,1011.3098,3584.8783,939.0888,1322.4581
1230,348.5307,454.397,114.9345,600.1246
1231,1948.9455,2683.855,626.8711,1071.3315
1232,1065.1277,1871.3676,556.8646,765.8169
1233,1269.2977,1545.0936,437.1307,639.1462
1234,1731.8089,2541.1692,595.2708,1006.4103
1235,1038.5651,4064.3373,965.5136,1611.0476
1236,17.0129,38.9634,9.8431,15.6419
1237,1156.2254,2789.576,717.9111,1063.2733
1238,1029.9675,4285.0741,1154.2268,1699.7002
1239,1740.8942,4958.8133,1231.5049,6246.4359
1240,58.7593,179.3725,49.9712,71.0862
1241,71.8175,96.2413,24.1085,38.7069
1242,324.3907,690.9409,161.4277,854.503
1243,929.3472,2337.6741,537.0243,986.5136
1244,761.7838,1711.5398,413.5292,667.0449
1245,464.7035,1686.0181,353.6507,2177.6875
1246,109.0732,201.1106,47.0401,80.5069
1247,2074.2942,2268.8118,605.4559,936.3266
1248,745.1136,2059.3912,521.6317,825.5915
1249,385.2701,1250.7626,275.2002,488.8565
1250,1096.4811,1195.0613,340.1326,453.49
1251,2025.7203,3658.2881,1027.5982,1404.2253
1252,295.4066,686.4724,183.1236,272.7928
1253,1542.7092,5506.2291,1112.3143,2187.6708
1254,1754.5702,3458.7981,823.7915,4763.8555
1255,391.5735,585.8612,140.2466,232.5449
1256,360.6188,900.2558,209.8111,370.8622
1257,1310.0768,2531.3185,622.4624,975.2859
1258,1729.2717,2531.4367,584.7326,1039.5831
1259,668.4321,2105.1932,485.8145,832.0546
1260,725.8084,1104.8484,251.7767,479.8033
1261,898.8512,3129.9319,919.1317,1249.7323
1262,83.0767,94.3354,24.2042,36.942
1263,1292.6695,3869.6539,1044.4871,1493.9754
1264,935.7773,3687.2821,1060.0751,1428.624
1265,643.9766,1207.9232,318.2096,477.2109
1266,2084.2526,4032.9624,1085.0906,1632.4238
1267,1219.559,4385.4654,1177.3714,1804.8276
1268,2249.5334,4590.7223,1112.5794,1835.2182
1269,206.3514,413.1231,105.5109,163.4298
1270,1602.083,5347.6087,1508.2931,2161.9389
1271,264.2126,538.744,145.2668,225.411
1272,822.5459,1937.4151,450.3328,785.4354
1273,2264.6176,3041.1372,702.3522,3507.6569
1274,1517.6223,3213.9949,828.7992,1273.4164
1275,1042.1039,4025.6127,1094.3554,1586.7188
1276,1884.2473,2501.3259,648.0064,1004.1439
1277,1613.882,1809.5247,464.133,708.1746
1278,1202.9807,2731.3201,683.3272,1070.2997
1279,639.7712,2013.2892,2849.064,780.9113
1280,1535.3384,6395.3975,1995.7355,2878.5099
1281,416.0358,860.3972,224.5817,329.3308
1282,1864.3675,2089.521,3265.9351,841.4147
1283,1482.5177,1753.6442,372.2751,704.4861
1284,1041.6869,3489.8035,848.5117,1400.7965
1285,2061.2408,4703.8477,1023.5103,1834.0745
1286,1893.2209,3218.9535,836.2124,3847.4849
1287,1530.199,1947.9442,524.0013,781.356
1288,800.9401,1209.0739,283.1071,511.7205
1289,2218.0882,4802.3979,1083.5894,1869.5667
1290,1402.6671,1660.2239,392.7173,678.4492
1291,301.5727,588.2768,154.861,223.3828
1292,1606.8421,5320.573,1200.1902,2098.1963
1293,2127.2319,8420.6357,2392.111,3456.2087
1294,1739.1524,5635.3539,1393.5392,2259.6492
1295,961.2749,2182.8651,501.3677,890.8891
1296,1692.0088,2097.837,532.1586,804.8393
1297,1654.7305,4160.8694,928.8962,1747.0146
1298,421.1771,664.3499,161.3863,275.6957
1299,2228.9203,3245.7061,778.3795,1259.0736
1300,411.865,1198.5556,258.3331,477.7442
1301,345.8613,1452.3156,326.4865,565.2209
1302,1916.0193,4295.7942,1107.1872,1617.7211
1303,2141.563,5317.6337,1643.3529,2052.4527
1304,2096.6881,7861.6115,2067.4371,3215.0838
1305,326.4593,1098.3794,270.9503,420.7229
1306,600.4985,1326.6069,357.702,534.3898
1307,636.4556,1828.8904,385.6432,708.4634
1308,1461.1894,1945.7353,495.3775,748.615
1309,428.8938,680.878,167.4142,279.8022
1310,290.8328,461.4937,121.4372,184.3633
1311,2025.8404,3884.9033,849.6937,1512.8119
1312,1287.6237,3223.6724,790.0003,1238.5148
1313,1508.8386,5468.4186,1578.3929,2172.3387
1314,169.2258,477.4595,128.9708,209.5129
1315,1708.3754,5255.9747,1302.63,2099.1633
1316,1991.9467,4767.7436,1346.5501,1848.4826
1317,1583.1525,2903.3879,714.2204,3448.2953
1318,546.5464,734.3156,196.9753,303.3475
1319,1055.4504,1250.2741,338.8266,506.3618
1320,1527.9055,5008.1516,1279.6871,1991.8065
1321,1867.1849,5212.7279,1349.9398,2015.5182
1322,990.2525,3138.2221,732.3437,1197.1808
1323,2179.6522,4859.6935,1252.6607,1791.5989
1324,1194.5917,1615.0696,410.2397,702.914
1325,1895.0069,5067.0892,1318.5035,5795.0697
1326,1771.6463,4247.6992,1083.3914,1590.7138
1327,1393.3458,3419.5412,948.2925,1357.488
1328,1237.6241,2969.8389,774.0078,1207.265
1329,1598.3734,6011.5278,1266.3627,2561.822
1330,1875.5415,2281.9569,524.3596,994.3398
1331,670.0504,2480.1571,568.4449,978.5285
1332,714.3138,1887.7266,485.1959,731.627
1333,571.0182,2088.1649,553.8691,849.1254
1334,893.9259,3454.5187,770.7472,1355.4817
1335,1756.0117,2802.1449,812.2974,1091.9614
1336,442.6417,672.4383,145.668,262.1637
1337,854.1666,2922.8357,672.0483,1214.6776
1338,1105.4362,2643.2522,621.9366,999.1438
1339,347.7876,684.4889,182.9791,280.0175
1340,754.1931,1855.1889,539.169,828.6524
1341,1458.885,4012.5597,943.7093,1540.063
1342,1941.8719,4048.519,1255.0266,1645.3776
1343,900.726,2627.5776,700.7756,1006.0754
1344,719.0197,1168.8848,288.7408,473.2963
1345,2165.5715,2852.0284,676.3903,1170.0015
1346,793.3489,1314.7175,403.7021,519.8607
1347,1490.5912,2438.5685,716.3818,945.8343
1348,1730.8679,5831.0444,1382.8234,2200.4089
1349,1215.4679,4675.2629,1088.616,1808.0836
1350,573.4359,1561.5567,431.1284,598.9199
1351,1226.3592,1504.0477,402.9445,566.1794
1352,465.7866,1279.1542,311.5668,497.0027
1353,2225.9956,6987.3085,2233.234,2738.6684
1354,1668.0603,2771.102,786.1599,1043.5434
1355,1586.1718,5207.8356,1214.1703,2062.5565
1356,2192.5704,5948.4729,1301.5216,2373.2328
1357,277.8548,1091.3503,300.2037,440.5264
1358,953.9439,1578.2232,405.8091,604.9059
1359,758.1865,1441.3586,365.9799,570.032
1360,2265.6808,7621.5486,2010.7968,3139.2107
1361,1860.2042,7008.7788,1670.8263,2675.4398
1362,23.7064,90.2995,22.5908,37.5951
1363,2111.7496,6968.4719,1729.8039,2804.1559
1364,1027.2224,3081.2226,743.2508,1175.1018
1365,2278.9894,3498.5547,868.173,1453.6541
1366,526.2823,1980.9015,438.6153,845.059
1367,1512.9702,2842.9682,766.3317,1150.6454
1368,1065.7095,3765.1418,821.1771,1512.8181
1369,475.8584,926.0349,207.4583,378.891
1370,1721.7032,6576.4795,1597.1337,2615.3402
1371,703.8738,1642.7952,392.5578,664.3492
1372,1279.9452,5159.758,1376.2015,2257.8576
1373,1275.1553,3340.3169,922.5338,4426.7909
1374,919.0187,1314.7631,386.932,513.1447
1375,421.4002,702.0173,202.0068,300.4747
1376,1912.6503,3499.1153,905.9861,1346.9569
1377,1892.9203,4210.9995,1054.2178,1682.1394
1378,1525.3845,6094.4369,1643.0653,2433.3346
1379,524.91,2103.2679,632.5975,876.1958
1380,899.9657,2559.454,669.1282,1132.4891
1381,1108.0664,2470.7885,616.485,1012.1309
1382,2108.4966,4895.3964,1178.7675,1863.0755
1383,857.4471,1241.329,297.7778,463.1181
1384,521.1504,1373.8708,387.5801,508.6736
1385,1471.2955,1687.8449,449.763,679.4795
1386,1580.8028,2687.5848,611.628,1097.263
1387,1596.8742,4986.2231,1219.218,2018.5372
1388,2020.7796,4409.4961,1164.8389,1768.1824
1389,95.1254,302.111,71.7321,126.1477
1390,386.1258,611.6751,175.4252,234.8123
1391,590.0734,2090.8776,471.9801,827.0811
1392,1224.8735,4687.9022,1154.5812,1891.6392
1393,1400.5103,5596.6168,1267.1658,2352.4578
1394,628.1218,2294.0488,724.3191,954.4732
1395,1302.4595,4667.3514,1167.9941,1966.7269
1396,2221.457,4832.7126,1393.2143,1892.6437
1397,1360.1003,1542.1895,323.8512,2032.2005
1398,338.609,529.5153,143.4298,206.2446
1399,1401.9266,4348.8809,1302.295,1756.1388
1400,427.7601,1041.8773,267.6786,414.8631
1401,1757.543,2379.7692,579.6519,936.801
1402,1532.5236,2772.1479,747.6236,1118.6262
1403,674.8439,2228.8391,592.2604,925.7301
1404,855.4745,3517.3859,736.2914,1478.0918
1405,1497.1107,4787.3902,1368.0082,1904.8654
1406,624.893,1536.4857,351.7078,630.0809
1407,801.3934,3237.0543,5043.8367,1302.5137
1408,1082.9511,4126.2369,1025.9126,1735.9927
1409,1587.6804,5029.5502,1142.0464,1959.0916
1410,1990.3577,8376.8019,1779.9993,3339.1484
1411,240.7595,753.4778,170.7365,290.5237
1412,816.3654,2782.536,760.6086,1125.7954
1413,2114.4087,4033.0766,1105.5677,1702.4417
1414,1980.5013,8114.445,2120.3348,3245.7431
1415,206.4343,305.6203,82.9932,121.7696
1416,409.0677,544.0845,140.9902,221.3236
1417,2242.5175,9518.6275,2239.386,3563.7375
1418,1029.8886,1170.4412,275.2321,461.9343
1419,892.3953,3350.533,905.7637,1359.4969
1420,246.1029,287.1667,69.4175,114.7493
1421,963.2977,1907.7168,465.3634,766.0271
1422,1575.1741,4392.8205,1216.3221,1692.0627
1423,103.8217,211.0313,51.1757,85.5164
1424,1998.1458,7379.1873,1734.0329,2789.453
1425,2210.5667,2785.0674,659.0804,1065.5927
1426,1203.898,3167.8098,742.6721,1267.9075
1427,1075.5725,2398.3465,588.0714,991.7268
1428,1238.1963,4957.1837,1277.103,1953.6523
1429,473.8174,1686.6628,2607.871,692.5014
1430,1344.7867,1933.0728,459.6499,768.3719
1431,1425.2366,5105.8687,1278.1685,1836.5043
1432,968.2382,1593.4928,470.8574,615.6408
1433,2097.5496,6371.8883,1466.3813,2553.001
1434,2199.9394,3825.5092,864.7042,1533.4795
1435,1534.4939,5174.865,1316.5019,1877.2598
1436,3.3375,5.6734,1.3954,2.3561
1437,794.4226,2684.5644,717.6728,1074.253
1438,271.6593,877.1513,203.0189,348.3516
1439,1670.6197,3832.9534,932.0152,1709.9681
1440,2161.2435,4697.1187,1247.9143,6301.3475
1441,1757.0748,6146.1281,1500.8907,2398.5536
1442,918.361,2542.0079,576.2483,1001.552
1443,775.2555,983.7514,211.2556,387.1136
1444,2047.6687,6456.6803,1765.5886,2645.0885
1445,2032.485,8441.9603,1694.6943,3370.1255
1446,1518.5718,4480.1569,1113.8693,1858.1686
1447,65.2517,168.171,35.44,65.5248
1448,244.9993,314.7692,97.5842,123.8631
1449,1571.8725,5038.0656,1380.7053,1954.0166
1450,1883.2211,3381.9391,860.6022,1287.9432
1451,124.064,275.9126,83.3716,116.1146
1452,2238.9835,4820.4528,1536.903,1915.9404
1453,1930.4926,8045.2398,2178.5043,3148.8642
1454,1814.1601,7484.163,2019.3187,2964.6355
1455,1791.4151,4633.488,1069.5782,1662.0736
1456,326.4295,1102.1039,254.6475,485.5807
1457,905.9572,3710.5151,999.1939,1423.8408
1458,313.4555,841.7473,189.9092,1039.8376
1459,1012.2935,1475.9555,339.5748,638.9786
1460,1325.5946,1937.8146,453.3119,811.1264
1461,2176.3898,6759.8391,1603.8049,2609.1542
1462,2165.4926,5112.9908,6882.6659,2076.2375
1463,2280.1383,6106.5945,1273.0842,2317.2994
1464,810.0324,1995.5162,424.2109,835.4716
1465,1613.9788,6267.2786,1690.2549,2397.5299
1466,1633.3878,6543.9634,1499.8321,2575.5397
1467,2022.1501,5431.9153,1472.0916,1958.2001
1468,1005.7985,3611.1885,1008.1488,1394.4779
1469,422.4253,1714.8434,438.0223,661.5554
1470,1376.9521,1662.8093,445.5793,666.48
1471,1131.7365,2120.4661,509.3725,863.3521
1472,1612.2602,5304.6247,1392.0119,2228.3191
1473,1621.6739,3084.0037,751.2363,1228.1408
1474,1576.7899,3620.6577,970.2943,1541.036
1475,1187.6531,2471.3828,697.1046,931.523
1476,2147.0394,7300.7841,1773.516,2777.4746
1477,505.0326,850.2137,188.2778,364.9499
1478,1212.783,4170.0109,965.6458,1734.7064
1479,2234.8063,7854.1109,2076.3936,3053.2047
1480,2110.7247,8951.3724,2090.0594,3277.7488
1481,1382.6644,1876.6521,424.7946,745.9484
1482,1616.8872,2179.7449,647.3591,882.1407
1483,477.5195,880.2158,213.227,374.2795
1484,538.449,1906.6973,481.3692,721.5781
1485,2136.9093,8655.9517,2024.7864,3536.7344
1486,944.1896,2567.564,709.1203,1044.8787
1487,1466.3446,3772.4697,947.7308,4453.0869
1488,1490.8199,2674.0664,676.0924,1066.559
1489,1612.9558,5058.8512,1166.2127,2061.2592
1490,495.7461,883.5504,241.1569,375.4789
1491,1509.1965,3030.8414,883.6201,1169.8385
1492,1257.3392,4324.2522,1145.3356,1819.8282
1493,1973.235,5935.8717,1455.8361,2472.2507
1494,1392.175,4036.5346,913.6229,1611.2196
1495,37.4655,157.5258,40.2209,63.741
1496,37.0647,60.7942,15.2948,24.3508
1497,1141.5039,3884.8266,903.6653,1671.1407
1498,212.9458,780.6438,169.64,318.9954
1499,1520.0023,3821.9494,838.0912,1596.3128
1500,1690.3429,2386.9045,640.296,918.2042
1501,1499.4532,5448.9556,1756.7093,2226.1906
1502,313.5274,381.2518,89.4134,152.8597
1503,1293.7373,4787.1664,1344.4945,1923.2445
1504,2182.0935,4531.7828,1272.2649,1936.5559
1505,1049.9508,3271.7823,771.5959,4392.3457
1506,146.6782,159.3621,43.5461,63.7534
1507,475.3642,986.5091,226.1914,391.5611
1508,2030.4479,2342.6637,620.321,972.8718
1509,1609.1584,5307.938,1264.6174,2128.2183
1510,788.7206,1714.8181,452.5881,702.1911
1511,703.3142,2009.5503,477.575,757.0764
1512,2060.9961,6746.3956,1568.8343,2664.8888
1513,915.0407,1083.9462,261.1673,411.8845
1514,976.7446,2091.1645,540.6848,830.7797
1515,2162.4692,2851.6195,665.2294,3401.8481
1516,606.495,1379.8207,348.8805,517.6217
1517,479.0952,1961.7361,523.5336,794.8224
1518,1362.8547,1798.1875,413.7897,667.4753
1519,772.6341,2290.3401,495.8212,877.4928
1520,977.372,1294.3232,322.7251,522.2833
1521,2228.3215,3604.178,890.8346,1503.8592
1522,1463.2524,3738.2392,945.239,1443.6605
1523,575.9386,1717.1249,468.8317,699.4615
1524,2059.4515,3393.5465,1219.1382,1491.197
1525,331.4839,1018.7644,255.9228,388.7502
1526,689.348,2375.8866,525.8433,977.1543
1527,98.9218,257.8712,66.8284,102.9604
1528,459.1513,1908.1862,479.6535,755.3555
1529,145.1676,457.2057,150.5661,195.1484
1530,1249.4887,2718.9839,651.6038,1143.0695
1531,968.564,2757.4853,702.872,1091.6971
1532,84.2408,128.6195,31.6099,50.2685
1533,542.3002,1378.4957,364.8049,547.6832
1534,312.7922,766.3363,176.332,301.3118
1535,926.0347,2964.6633,798.4863,1181.1603
1536,128.01,370.081,98.8654,149.1842
1537,1354.4976,2650.6475,3983.0916,1077.1485
1538,1441.1218,5956.773,1456.9507,2423.5577
1539,1732.8434,2125.4434,481.8611,886.6119
1540,903.4071,3698.1164,905.9879,1438.4937
1541,858.9533,3497.4369,966.9845,1347.4616
1542,350.1713,1233.7451,339.407,476.4469
1543,2282.049,8929.9639,2332.1261,3621.9527
1544,1127.878,2571.3514,501.9347,1033.3047
1545,612.221,2492.3571,625.5048,1052.4298
1546,894.6273,2998.8204,593.6559,1249.8924
1547,666.5068,1373.962,438.2449,517.1555
1548,1961.4941,3327.6728,831.7977,1432.4718
1549,789.0675,1306.2266,319.6868,535.6988
1550,519.7667,1790.2095,482.0608,709.2354
1551,1927.5898,7876.063,2167.7986,3270.1393
1552,1776.1285,2931.6765,690.602,1166.7265
1553,1251.2,3131.2882,831.3826,1227.2548
1554,995.5775,3668.4342,1044.3344,1462.5254
1555,1013.592,1427.6511,402.6706,546.8983
1556,758.9509,1264.8258,326.6818,477.1457
1557,865.8705,3433.0905,775.5994,1323.9932
1558,1310.7764,4345.8614,1028.3839,1749.5294
1559,1308.7138,5429.0341,1204.1424,2223.4769
1560,627.7695,2330.8918,511.3862,3202.6627
1561,207.8717,731.1821,155.8337,281.6303
1562,342.9678,502.0027,124.5269,202.5648
1563,1236.5636,2252.9339,552.6397,912.6546
1564,1514.9735,5397.9784,1338.5884,6721.0193
1565,2043.4574,7252.4642,1689.569,2971.218
1566,274.17,407.7387,97.9279,158.0886
1567,1564.3624,3691.2734,1080.7388,1532.2996
1568,1708.0572,3287.9247,854.2319,1364.9797
1569,534.3383,1238.9529,306.5395,498.9008
1570,1604.5457,3881.5314,918.1634,1525.8672
1571,2085.1568,6586.7716,1808.1839,2669.9329
1572,287.1723,675.2834,179.1079,270.7678
1573,1452.059,5476.3235,1609.9268,2225.9276
1574,1067.0239,1840.1003,513.8759,704.7896
1575,1844.9503,7818.1892,1832.7239,3312.7442
1576,227.0775,443.2091,116.3307,177.6921
1577,1555.8077,2217.3093,599.5187,875.8577
1578,1545.7959,5520.0965,1312.8433,2414.4142
1579,900.0764,2587.9667,523.0065,968.4365
1580,837.9804,1231.2124,339.9317,472.8873
1581,1064.0597,2289.3162,489.5503,981.326
1582,1972.3745,6285.157,1713.4122,2607.3172
1583,2219.7387,2936.9269,704.9275,1230.1805
1584,916.2022,2497.4208,760.3043,1003.3839
1585,28.4463,54.7889,12.9807,22.9059
1586,1586.6223,4310.6201,1287.4348,1754.2718
1587,297.8416,765.9796,177.5602,306.2132
1588,708.1751,1524.8046,361.9477,628.8494
1589,578.1399,2306.3019,503.945,899.03
1590,338.2402,793.668,202.7983,339.0876
1591,538.52,1914.9846,473.6546,734.8612
1592,2062.2691,3958.2787,1091.6377,1621.5842
1593,779.9895,2117.3727,451.569,818.2271
1594,1296.3428,2842.8684,683.9084,1138.8147
1595,527.3336,1889.264,383.4084,2224.5149
1596,442.1558,1309.5918,329.8888,513.8274
1597,206.7229,818.0413,181.7253,339.6004
1598,1105.2625,2052.7798,561.5306,848.3252
1599,1764.4295,5251.3716,1181.2121,2105.6035
1600,2279.1055,9309.8976,2360.7006,3790.9771
1601,1828.7304,3370.4603,958.1708,1291.0572
1602,547.7883,1606.3627,429.662,630.6211
1603,1490.5323,6286.1443,1931.6117,2395.6555
1604,1922.5971,5555.6346,1212.0497,2287.8093
1605,575.8597,1268.6132,290.6457,519.748
1606,701.8501,2272.7927,546.7623,879.1197
1607,1146.7588,4367.1754,1243.1464,1735.5261
1608,1906.9654,6751.1322,1855.6304,2633.0705
1609,769.4142,1226.4639,306.3826,504.3391
1610,111.5501,421.0094,111.4009,159.1891
1611,1750.3223,6743.8806,1891.7947,2642.4611
1612,761.1631,2226.377,534.409,2731.7761
1613,2230.1254,4638.9191,1222.8027,1793.0647
1614,1791.1947,4816.0012,1155.5394,1879.854
1615,1483.0262,6258.8823,1713.9492,2539.7226
1616,865.0533,1745.1495,396.6706,706.086
1617,471.0345,1810.9972,478.3436,728.5389
1618,1217.0581,5132.131,7586.7448,2084.6371
1619,374.8047,934.113,243.0959,366.9451
1620,1797.1026,3379.7398,851.262,1374.0001
1621,1430.5818,3993.7214,1001.6662,1586.7359
1622,1640.8681,3723.2021,849.5234,1473.9445
1623,1419.144,2069.6304,502.0171,2561.9873
1624,796.2545,1518.2633,373.5008,1819.4638
1625,2276.839,4031.8446,1115.7295,1533.3694
1626,1870.3506,2828.7492,890.5178,1043.6549
1627,1681.8689,2889.1252,655.4099,1265.3482
1628,910.8294,3385.4055,4765.1166,1350.628
1629,1334.845,4771.9519,1120.2153,1867.3729
1630,1153.4516,3217.2384,814.8534,1238.752
1631,1406.9404,4084.3942,1031.003,1658.7141
1632,98.511,371.6154,97.4046,154.6839
1633,1455.2679,5310.6139,1178.276,2046.9947
1634,1577.6479,4726.3806,1415.9072,1884.2054
1635,2272.491,4789.8537,997.8809,1870.201
1636,522.4358,2118.3365,642.8912,837.8359
1637,498.7248,2092.1805,610.184,882.3656
1638,366.4372,892.5201,239.6699,349.7334
1639,1352.2728,3366.0968,966.3365,1464.8767
1640,689.0209,902.0851,260.7108,358.0916
1641,644.2255,2131.3899,505.3999,842.9819
1642,343.669,954.4309,248.0511,390.0856
1643,1600.0227,2023.4902,509.7702,794.0286
1644,80.522,276.6636,71.8905,122.3497
1645,737.8117,2854.9309,814.7924,1106.5847
1646,1646.9346,4871.2445,1255.6622,1961.0254
1647,1068.4689,3848.7592,919.0701,1573.0485
1648,1002.4078,3844.5545,957.2272,1507.6226
1649,761.0792,2145.0368,552.7767,835.1142
1650,1634.2664,2532.7988,637.9468,1003.0392
1651,2200.642,2457.8588,558.9345,1000.7943
