no,corona,quartz,lassen,ruby
7180,0.6288,248.1453,63.9576,102.5945
7181,0.7721,182.7712,44.5463,72.7963
7182,0.8382,93.6278,21.9165,39.4398
7183,1.1052,25.8556,5.5172,31.9087
7184,0.311,62.4286,13.5209,25.5819
7185,2.2262,831.57,207.54,329.0992
7186,0.2381,30.5763,7.7733,12.5816
7187,2.2214,832.3039,222.4482,314.8715
7188,1.0395,389.2565,80.6694,150.4531
7189,1.6305,586.212,143.3262,242.6463
7190,0.7593,85.9028,19.0271,36.1134
7191,0.1441,17.034,4.5248,6.9456
7192,0.202,69.6848,20.0261,30.4575
7193,1.1732,478.7349,118.2711,180.8774
7194,2.2093,753.5878,186.7902,318.0885
7195,0.1111,3.5522,0.8279,1.3593
7196,1.3211,146.2146,30.8877,62.4301
7197,0.5678,28.0033,7.7839,10.8577
7198,1.3878,524.4701,113.5631,210.7401
7199,0.9866,377.6906,84.8704,148.9434
7200,0.3608,109.027,27.4084,45.4951
7201,0.5637,178.4654,49.1842,72.8211
7202,0.014,4.6974,1.1382,1.8084
7203,1.7531,526.8148,128.0213,213.9899
7204,1.711,240.1921,57.0918,96.5305
7205,1.1324,281.9941,70.1216,109.5549
7206,0.1838,32.6292,7.2915,12.5717
7207,1.864,53.6933,13.633,19.579
7208,1.4508,68.5123,15.0827,28.0346
7209,0.5673,146.1733,35.0103,59.5846
7210,1.1461,250.8419,74.5145,95.2358
7211,0.3907,12.7329,3.34,5.1959
7212,2.1042,868.2018,216.4518,363.1221
7213,1.8292,851.5857,227.7877,328.1763
7214,1.7412,358.0282,74.6869,148.2106
7215,1.7551,324.6538,78.9081,132.6905
7216,2.0704,219.416,56.823,88.1337
7217,0.5318,248.8862,75.1635,99.2396
7218,1.0235,227.8609,60.7406,95.0156
7219,1.6804,132.0179,30.9194,53.6746
7220,0.9,268.283,64.0456,108.1816
7221,0.8786,264.1735,69.6371,105.2581
7222,2.158,647.34,172.6793,233.6937
7223,2.0702,962.617,1334.9669,371.7172
7224,1.2043,162.5686,46.1359,69.3426
7225,0.6259,272.0049,72.5283,101.4154
7226,1.7281,801.0007,210.3443,313.2726
7227,0.8318,60.5143,20.5185,26.4198
7228,1.092,94.5613,25.4128,37.518
7229,2.0538,421.1806,112.8366,166.9102
7230,0.5173,97.2459,26.1606,37.8115
7231,2.1586,301.5661,75.6356,121.0969
7232,1.6582,768.7415,190.8915,331.1511
7233,0.0541,24.0032,5.8123,9.8066
7234,0.0863,3.4617,1.0149,1.3216
7235,1.6057,488.0882,118.49,649.8815
7236,1.4818,23.1172,6.0758,9.0744
7237,2.0678,858.9175,261.3129,305.6906
7238,0.4674,99.784,23.6151,40.203
7239,0.539,209.2277,49.1932,77.3523
7240,1.0962,512.6577,131.0101,204.4085
7241,0.1666,10.3889,2.7573,4.1791
7242,0.3908,15.7634,4.2201,6.1182
7243,2.0573,722.3018,153.8074,297.7707
7244,0.6939,72.4442,98.8482,91.8446
7245,2.1711,313.3673,79.7914,441.7979
7246,0.1697,65.2532,16.9627,26.9797
7247,0.4277,18.7249,4.3093,7.9954
7248,0.6395,185.1654,45.5995,72.6169
7249,0.1276,16.387,3.9896,6.4298
7250,0.3543,14.6495,3.7256,5.8689
7251,0.9401,142.237,42.3703,57.7177
7252,1.4902,686.5016,155.3156,275.3221
7253,0.275,73.7905,20.6452,28.6256
7254,0.5563,15.5289,3.274,6.0179
7255,1.5322,546.9409,157.5237,215.4867
7256,1.3384,462.1262,108.2966,187.0931
7257,2.2066,196.8407,43.5748,78.614
7258,0.9533,214.9163,56.092,265.9018
7259,0.896,395.9109,121.3606,153.9481
7260,2.0844,52.5327,13.7239,19.9353
7261,0.0955,20.362,5.9534,8.6222
7262,2.1917,988.7776,244.4101,387.4511
7263,1.2203,6.3705,1.4209,2.5291
7264,1.2918,190.2926,43.3051,70.5225
7265,0.2525,30.5539,8.2629,11.7594
7266,0.6651,70.9818,17.0378,26.4003
7267,0.4174,34.629,8.7548,13.1575
7268,0.8539,354.5633,100.3053,139.2838
7269,1.4112,579.2572,142.332,225.9205
7270,1.1584,139.3898,39.3243,56.1159
7271,0.5609,218.2549,52.3941,80.487
7272,1.0994,404.9811,103.2084,166.8732
7273,0.6978,312.2982,89.1931,122.9162
7274,0.6674,283.4913,67.1269,115.8246
7275,1.1609,433.3687,122.0959,170.4514
7276,1.568,213.9529,58.4735,85.4813
7277,0.0382,13.7893,3.0322,5.1421
7278,0.2789,128.0207,29.2311,51.2211
7279,1.5247,534.3445,140.6781,227.1895
7280,0.3978,2.6316,0.5984,1.0203
7281,1.1052,189.1001,55.5805,71.1453
7282,1.1507,418.188,88.0814,164.4405
7283,1.3725,98.7356,26.5951,38.648
7284,0.5669,166.8119,40.29,64.1767
7285,0.0945,10.5694,3.1255,4.3247
7286,1.3632,496.4123,131.7374,184.8362
7287,1.1165,190.4999,46.35,75.2183
7288,1.5109,610.9784,172.2972,246.64
7289,1.1757,12.9083,4.0817,5.0045
7290,1.0885,203.0223,44.5323,83.2353
7291,0.7348,130.3426,35.115,54.3785
7292,0.5349,132.9597,32.2382,52.0814
7293,1.2663,270.2136,66.3313,99.274
7294,1.9037,782.4233,203.8095,320.8602
7295,1.1774,121.561,33.407,46.3068
7296,1.583,737.3251,169.1806,301.4694
7297,0.2274,49.9507,12.7954,20.1903
7298,1.2398,66.1272,16.564,26.8502
7299,2.0905,612.8741,156.215,250.5554
7300,1.3013,573.7432,139.6559,225.9972
7301,1.8869,530.8535,139.8571,211.1455
7302,1.0031,346.4343,85.8778,136.5869
7303,1.6823,605.1085,145.9095,231.3771
7304,1.6467,756.589,177.4267,303.0952
7305,1.814,274.8523,61.8005,118.3064
7306,1.0187,280.2307,85.3887,121.1077
7307,0.0455,6.2907,1.568,2.4577
7308,1.7374,159.435,42.7574,64.3153
7309,1.1868,530.9142,137.7481,204.4125
7310,1.9955,702.5053,191.5316,299.717
7311,0.7175,237.0034,55.331,90.6882
7312,1.9672,96.8652,21.1385,39.8638
7313,1.9751,756.7222,206.0959,295.1806
7314,2.096,95.6082,26.19,39.6394
7315,0.082,36.8851,10.0743,14.6085
7316,0.2843,39.1967,11.1232,14.1965
7317,2.1657,672.1818,157.4203,261.7264
7318,0.6712,293.956,83.6552,115.4173
7319,0.6628,193.4766,56.5104,76.971
7320,0.6496,67.7179,17.3581,29.8135
7321,0.8601,205.143,45.0231,80.3856
7322,1.3507,64.3268,15.3478,25.562
7323,1.941,778.8541,204.3823,307.1138
7324,0.0248,8.1907,1.6747,3.0435
7325,2.1187,421.366,118.0051,166.8458
7326,1.8094,41.5192,10.0383,16.1915
7327,0.9672,215.3088,52.5443,85.2665
7328,1.4672,603.7963,146.7824,243.9026
7329,1.6231,347.5908,92.49,142.6957
7330,2.1443,329.161,75.704,137.0865
7331,0.6754,135.5525,32.5067,57.0965
7332,2.2186,711.6848,237.2653,280.0998
7333,2.1861,143.5179,34.1568,55.7953
7334,1.0561,239.3977,60.2825,328.4885
7335,2.181,328.173,86.8505,127.7079
7336,0.757,289.3479,71.1885,111.3619
7337,0.7709,234.5419,61.7032,90.5828
7338,0.6623,39.9581,8.9972,15.9208
7339,1.4737,555.3055,860.9489,228.1329
7340,2.1193,613.2785,178.0474,235.3341
7341,1.0056,52.0643,12.2734,21.5875
7342,2.1424,944.9759,250.9842,376.6631
7343,0.0728,34.3889,7.594,13.5666
7344,1.3934,560.5694,143.6328,218.7638
7345,0.3812,1.4127,0.3419,0.5721
7346,0.9791,96.9167,20.5546,39.9961
7347,0.3481,162.5525,40.6069,66.5284
7348,1.5308,328.0787,88.7695,124.4038
7349,1.3583,579.4531,151.162,228.3291
7350,1.5606,321.4806,82.5309,131.7457
7351,0.6195,77.8646,18.6358,30.316
7352,0.9654,186.113,45.2189,237.2403
7353,1.2657,292.0767,71.6467,374.3878
7354,0.9925,281.555,70.8109,122.6165
7355,1.6486,488.7843,116.9329,207.9771
7356,1.551,97.7104,26.4934,35.6313
7357,1.1923,492.3156,113.5763,192.0759
7358,0.8397,297.4193,69.0283,113.8117
7359,0.5683,4.4115,1.1008,1.746
7360,1.6089,649.4877,182.2776,260.8995
7361,0.432,169.7458,49.9089,64.3278
7362,0.4094,191.4616,52.7693,77.0971
7363,2.0455,758.0006,202.1762,291.4714
7364,1.7463,475.4288,102.8032,188.3001
7365,0.186,24.0448,6.7146,9.5606
7366,0.3386,86.5777,22.7612,35.5404
7367,1.2381,146.1194,43.2604,60.2415
7368,0.6306,52.3196,10.0799,19.0435
7369,0.3521,157.7146,40.0733,60.1918
7370,0.8013,119.3267,162.1815,47.5777
7371,1.8419,72.4035,20.6332,27.3006
7372,2.1635,612.4125,165.7649,242.7632
7373,0.4802,66.9272,14.0617,27.5645
7374,0.5398,87.5869,21.6357,36.6404
7375,0.9489,395.1365,96.0753,162.334
7376,0.559,250.4567,63.818,102.322
7377,0.6325,98.7582,24.6964,40.4967
7378,1.0725,287.0898,80.3954,112.7773
7379,0.1721,65.0134,15.2205,26.5265
7380,1.8006,26.3587,6.6323,9.8584
7381,0.8994,398.9352,103.4369,147.6495
7382,1.6451,644.8817,162.6883,259.784
7383,0.9598,265.6948,60.9991,100.4876
7384,0.7702,278.8159,59.4441,107.0596
7385,0.9579,439.838,98.8083,171.2961
7386,0.3819,81.381,21.1572,32.9793
7387,1.9258,75.9539,17.8603,29.3989
7388,2.1298,74.8402,21.4911,28.1803
7389,1.5239,43.8051,10.8148,17.8822
7390,0.484,158.4458,46.8185,67.1069
7391,1.5554,590.8897,136.1004,237.0952
7392,0.2396,24.0101,5.7089,9.7801
7393,1.2444,269.8876,66.6969,112.1001
7394,0.5075,65.8055,17.0736,27.0257
7395,1.9243,753.257,181.2616,318.2653
7396,0.1865,63.4955,17.2594,27.3321
7397,1.7817,731.9911,1025.144,290.3356
7398,1.36,67.079,15.816,28.9588
7399,0.1382,36.1747,8.476,14.4614
7400,1.6269,213.638,58.7949,90.3289
7401,0.2531,95.1208,24.5788,40.1428
7402,0.7406,141.2548,42.1914,56.5808
7403,1.086,237.3172,66.2896,102.5559
7404,0.1169,3.1148,0.6979,1.2107
7405,1.5159,690.8398,177.5001,293.5001
7406,2.0062,793.0442,190.234,318.5241
7407,1.9266,117.736,27.4644,47.3346
7408,0.0574,11.1843,3.2191,4.3104
7409,1.2918,187.4199,279.3383,71.2578
7410,1.6697,118.7886,27.8729,48.059
7411,1.3182,43.244,9.3818,16.7186
7412,0.8094,95.5104,21.1464,37.005
7413,2.2018,30.4281,8.5702,12.2751
7414,1.1834,335.1673,77.1475,144.5476
7415,0.9132,162.8892,51.957,62.1229
7416,0.7671,299.5279,75.3815,116.3687
7417,0.5702,246.9063,60.8731,96.7015
7418,0.4571,210.2101,52.9249,86.3923
7419,1.6922,91.1562,20.8334,35.1982
7420,0.0604,2.0586,0.6132,0.887
7421,1.2599,147.0402,34.9081,56.2514
7422,0.8355,328.4354,75.1012,131.6103
7423,2.209,601.3317,138.6929,256.4083
7424,1.2741,469.0886,140.0107,179.5494
7425,1.0369,116.7772,27.6285,45.9072
7426,1.9359,0.0356,0.0085,0.0146
7427,0.4757,11.3418,2.9,4.7272
7428,0.9887,139.7252,36.6782,54.5808
7429,1.6963,268.9319,62.0467,111.5295
7430,1.4268,28.5632,5.9684,11.6742
7431,1.1831,481.5656,108.5091,187.2205
7432,1.1487,433.3469,88.9225,182.045
7433,1.1099,411.123,98.9859,163.9877
7434,0.7279,55.7704,15.3787,22.3554
7435,1.0026,104.1729,24.5916,42.1488
7436,1.1393,537.5397,122.5115,705.5518
7437,0.255,27.6026,7.285,10.8654
7438,1.8596,445.8477,106.8642,180.0314
7439,1.4897,534.804,151.0068,221.2389
7440,1.4276,253.962,61.8358,102.0714
7441,1.8939,447.3689,118.6994,180.9175
7442,0.7098,184.2012,47.0578,80.5223
7443,1.5644,139.2951,30.1631,54.4131
7444,0.0816,11.118,2.9787,4.5611
7445,0.5901,243.8377,50.3429,99.7853
7446,1.9595,589.5814,157.4769,242.4775
7447,0.9082,319.429,81.9993,127.3046
7448,0.8562,268.3126,57.3875,361.4776
7449,0.3908,149.1649,39.08,179.4465
7450,0.1138,34.5692,9.371,14.0327
7451,2.0539,687.8651,152.5742,271.805
7452,0.9613,217.2394,51.0285,84.3449
7453,0.9118,187.1078,41.4249,75.3147
7454,1.948,70.7208,19.6235,28.5688
7455,0.7972,17.6828,4.8938,7.0681
7456,0.3289,145.4861,35.3564,57.4284
7457,0.6809,114.4894,26.7306,47.5139
7458,0.6137,62.2995,15.3976,26.1065
7459,1.6285,248.4955,54.5958,98.5568
7460,1.0538,424.7268,107.1478,547.7434
7461,0.3458,108.3405,27.1751,43.4565
7462,2.0383,495.6782,104.6179,203.3089
7463,0.5118,110.5751,30.1823,43.9853
7464,1.8778,176.8564,37.3026,69.4276
7465,1.4795,578.6467,155.5488,212.9034
7466,1.653,635.2096,145.7471,247.703
7467,1.1219,372.6844,80.4372,158.0039
7468,0.4497,103.2793,23.5782,39.767
7469,2.0153,845.4167,196.5303,336.0807
7470,0.1767,0.4821,0.1398,0.1992
7471,0.5259,182.8414,47.5624,73.7701
7472,1.3193,256.0408,56.7672,102.5414
7473,1.6547,338.5484,86.9004,123.6563
7474,0.4301,76.1871,19.486,29.907
7475,0.7047,326.8499,81.7356,137.8436
7476,1.8441,340.2825,81.5982,138.7189
7477,0.7708,70.0548,19.1664,28.7571
7478,1.2258,139.9547,35.6549,54.8972
7479,1.9782,816.9537,185.3025,313.625
7480,0.6055,12.0153,2.8024,5.003
7481,1.4301,531.2877,116.0904,214.2177
7482,0.7739,160.7562,39.509,64.8767
7483,1.7548,394.9956,87.5245,158.7311
7484,1.2644,354.4552,94.6902,137.8519
7485,1.1043,137.911,39.5692,55.6164
7486,1.8042,664.1678,182.4922,238.5902
7487,1.6407,185.1002,49.2673,76.5046
7488,1.2555,462.6906,116.7401,193.8631
7489,0.7774,113.65,32.2287,45.184
7490,0.5163,216.5267,55.2404,91.6851
7491,1.1867,475.6642,144.7676,191.4833
7492,0.0105,3.3667,0.8948,1.3349
7493,0.1287,59.4243,15.2871,23.5398
7494,1.0536,458.8926,122.7554,188.0582
7495,2.0617,49.179,12.6595,19.0494
7496,0.3195,16.3225,4.5513,6.61
7497,1.1566,328.1065,82.6884,124.824
7498,1.0506,92.1969,24.1251,34.609
7499,1.5278,538.2393,685.2396,213.168
7500,1.4085,360.5724,81.3517,145.5503
7501,2.1342,355.708,87.7617,144.0226
7502,1.6014,713.782,180.4394,275.7189
7503,1.085,477.1543,124.8098,189.3055
7504,1.8306,584.4298,132.8496,211.6108
7505,0.0372,13.9648,4.0606,5.7332
7506,0.7411,205.4234,44.8154,84.6761
7507,0.8216,356.0609,81.5942,151.5819
7508,1.5513,46.9319,12.2928,19.2001
7509,0.7746,327.2636,91.9147,136.1703
7510,0.2693,27.3312,6.2734,10.36
7511,1.4089,504.5046,133.2934,187.9893
7512,1.6784,492.0878,122.5483,193.6026
7513,1.386,162.723,36.4754,65.318
7514,1.0948,300.6063,62.3914,113.2637
7515,0.2445,56.9351,14.3527,23.0778
7516,0.7499,126.5653,33.7746,51.75
7517,0.19,70.0218,17.8739,27.5707
7518,2.1734,345.9591,75.6286,143.4242
7519,0.7364,275.3187,75.8989,105.2032
7520,1.9972,530.217,153.9465,225.4754
7521,1.926,345.4739,89.6473,135.8944
7522,0.4459,137.0507,30.8534,54.0637
7523,1.6586,513.0233,112.0265,207.5008
7524,0.5674,14.3129,4.0791,6.1156
7525,0.5691,38.4279,9.185,16.1958
7526,1.8259,727.7547,171.4549,298.5029
7527,0.13,53.7367,13.4476,20.4444
7528,0.3876,47.9176,13.0935,18.6964
7529,0.6094,62.9022,17.1252,24.6115
7530,0.5706,39.8996,9.839,15.6354
7531,1.5148,462.1275,87.931,181.296
7532,0.2745,13.9993,4.3246,5.6743
7533,0.9841,389.1121,93.2103,154.7547
7534,0.8687,76.9518,30.7336,96.2498
7535,1.1851,486.9267,126.9795,193.7711
7536,0.4816,195.921,45.7517,76.8993
7537,1.6647,399.715,94.8252,149.925
7538,1.9346,712.4442,163.2837,290.1559
7539,1.0859,481.6633,112.8297,205.026
7540,0.3049,123.4743,32.7347,147.8965
7541,0.6553,10.9541,2.8527,4.2349
7542,1.3062,405.4171,96.2874,153.647
7543,1.5375,98.5634,22.2189,39.6677
7544,0.9598,299.8507,83.5358,113.2971
7545,1.8037,703.1508,192.0249,297.7749
7546,0.0487,13.8817,3.3576,5.6436
7547,1.9895,812.4072,286.8146,313.8883
7548,0.1678,42.6332,11.1014,18.34
7549,1.6735,512.0136,118.0779,210.4719
7550,1.0462,304.79,68.7344,127.1972
7551,1.8907,78.5515,16.1483,28.3289
7552,1.8126,312.1749,85.4611,122.508
7553,0.2362,78.3022,20.0921,32.1916
7554,0.9293,258.1531,75.6403,94.3179
7555,1.8435,631.7403,186.1889,251.8814
7556,1.3155,265.4475,64.3762,102.7658
7557,1.5736,72.4038,15.0139,29.1473
7558,2.1344,838.1251,235.3841,344.2129
7559,0.9654,443.6947,116.3572,186.4192
7560,1.8213,36.4164,9.5239,14.9307
7561,0.8762,374.3546,111.8665,149.7879
7562,1.2609,568.7613,164.5035,217.3703
7563,0.189,23.6218,6.0911,9.3864
7564,0.1806,63.7198,16.3972,27.3765
7565,0.8246,195.3088,49.2103,80.6793
7566,1.2484,544.4796,126.6996,212.8891
7567,0.8634,26.13,5.9602,32.9823
7568,0.1265,10.8588,2.5274,4.3468
7569,0.6317,88.985,24.5887,33.5058
7570,2.1508,343.1369,103.8805,137.166
7571,1.4272,401.021,110.2387,164.968
7572,0.5476,190.2956,45.1716,72.6914
7573,0.7849,21.341,5.9847,8.8187
7574,0.2555,109.0248,28.9059,43.3679
7575,0.8741,101.2881,24.1596,40.809
7576,0.051,8.829,2.2743,3.6835
7577,1.793,292.3555,80.4823,118.0521
7578,1.4602,88.1682,19.5133,33.8553
7579,1.0668,461.8456,122.193,195.7265
7580,1.1869,241.0517,58.8383,93.7676
7581,1.3735,523.661,117.1251,208.555
7582,1.1164,408.8389,106.7061,162.7824
7583,1.3365,19.1271,4.3453,7.3591
7584,0.7207,81.2095,17.6853,30.4627
7585,0.7931,39.4758,10.6082,14.2163
7586,0.0076,0.6832,0.181,0.2815
7587,1.8539,827.8336,239.4599,334.7003
7588,1.9836,131.0665,25.4093,53.8821
7589,0.6611,310.5448,95.7881,115.8051
7590,0.0224,4.2476,1.2984,1.5987
7591,1.6862,411.7287,98.0954,152.3895
7592,2.0133,845.1051,197.5589,311.6689
7593,0.9002,200.8234,51.557,81.8694
7594,2.2246,137.9681,37.1025,52.9169
7595,0.1414,46.7737,13.1328,17.498
7596,2.171,600.1209,136.7738,239.5602
7597,1.276,532.4268,122.3242,219.6126
7598,1.9167,479.0441,138.5267,184.4608
7599,0.6953,154.9341,43.0858,59.7929
7600,1.6003,115.4894,35.2395,46.4307
7601,0.8463,190.7956,52.8009,80.3938
7602,0.1325,44.6826,11.0487,17.8827
7603,0.1359,16.9035,4.7223,7.2493
7604,0.8421,364.0445,91.1522,139.3794
7605,2.0053,786.8476,197.299,318.2557
7606,0.5602,220.2592,64.7691,83.2618
7607,1.2031,468.8526,130.1361,173.892
7608,0.5781,82.9737,22.4923,33.7822
7609,1.6693,290.1398,78.8866,123.02
7610,1.9848,98.5404,21.2667,41.9545
7611,2.0246,702.1343,193.792,285.5862
7612,0.7447,62.1109,17.2897,26.2656
7613,0.2854,85.8972,22.714,32.7132
7614,2.1928,656.1019,170.4654,270.5688
7615,0.0609,11.3064,2.8806,4.6578
7616,1.3687,92.0016,25.0953,39.7865
7617,0.427,132.6356,31.6895,185.6533
7618,1.9063,795.2483,217.4233,316.2601
7619,1.8517,739.0627,193.9594,302.7603
7620,1.8596,216.0658,57.3973,87.0261
7621,0.5585,190.8882,45.1091,77.282
7622,1.5129,690.7387,167.0061,273.7476
7623,0.204,76.2711,18.4976,29.7139
7624,1.4326,270.391,71.0715,106.2686
7625,1.6972,49.4522,13.2371,19.8942
7626,0.2346,19.8924,5.1592,8.0719
7627,0.7186,248.5434,59.0851,97.4762
7628,0.6424,180.4993,243.3233,69.1374
7629,1.596,671.7432,150.018,251.1587
7630,0.9533,309.8697,70.1999,127.1424
7631,0.8825,297.0138,62.7785,114.028
7632,0.2585,78.7666,18.9616,31.9936
7633,1.2333,461.8451,97.5553,509.0155
7634,0.7736,36.9611,8.8581,14.8712
7635,1.343,46.3636,11.2922,17.8056
7636,0.9891,105.2457,29.5646,40.3604
7637,0.1811,77.2113,17.1589,31.3849
7638,0.9057,273.6045,70.3804,115.4485
7639,1.1907,422.7893,105.5546,186.998
7640,1.7041,764.451,187.1443,312.0237
7641,0.3675,124.7316,30.7743,51.2139
7642,2.2147,31.2224,9.705,12.8704
7643,1.7748,556.4958,134.9357,221.1234
7644,0.77,311.4022,75.4106,122.5666
7645,0.0312,7.2716,1.7948,2.9241
7646,2.0032,879.3235,219.087,353.6853
7647,0.3884,53.2154,14.6244,20.9795
7648,1.5666,587.1512,170.459,250.6055
7649,0.1627,36.0051,10.2244,15.2216
7650,0.263,27.948,6.7987,11.5833
7651,1.7163,369.0688,92.7344,139.5234
7652,0.6446,295.5611,72.8926,123.5209
7653,1.214,68.6844,17.2114,28.5595
7654,0.6539,148.7165,39.4192,58.0375
7655,1.2935,266.6485,63.6333,107.1829
7656,2.1343,225.1126,55.605,92.1705
7657,0.6969,175.3421,51.9204,70.3437
7658,1.1141,426.1844,114.7432,162.8685
7659,1.3185,537.2471,118.51,225.4662
7660,1.5003,464.4658,110.2098,182.6887
7661,0.8744,373.729,93.6204,425.6362
7662,1.7912,610.2658,148.346,807.9507
7663,2.0152,880.9644,197.0762,350.797
7664,1.2008,139.2927,31.7087,54.4796
7665,0.9107,300.5284,62.2896,121.2792
7666,1.2036,258.0136,67.3995,105.6365
7667,0.1177,22.0171,5.5382,8.1666
7668,0.0999,44.6337,10.7619,16.9054
7669,0.2995,28.7239,7.5955,11.8398
7670,1.7742,210.3497,50.4158,79.6744
7671,1.5083,366.9511,83.5999,144.4425
7672,2.0912,485.8467,157.8649,190.9288
7673,0.9499,9.5889,2.7264,3.9043
7674,0.4261,163.0697,39.825,64.5136
7675,1.7514,655.7065,143.8978,255.76
7676,0.6963,267.5449,57.0452,110.1371
7677,0.0395,6.0418,1.608,2.436
7678,1.1008,383.2684,97.3324,148.0428
7679,0.8179,263.5285,50.3267,111.5633
7680,0.5864,208.8161,60.0209,85.2707
7681,1.2101,389.6923,88.277,156.0755
7682,1.8886,659.7828,149.8659,259.1895
7683,1.1144,137.4711,32.1285,56.6902
7684,1.5339,284.594,67.6759,115.3847
7685,1.1042,469.4195,113.7376,191.9719
7686,2.044,233.9738,64.3691,88.5726
7687,1.9412,808.4829,180.3871,328.1206
7688,1.6933,349.6581,73.1332,137.5649
7689,0.3031,29.2851,6.1872,10.8174
7690,31.8802,35.9045,8.9215,14.0712
7691,65.4234,67.5652,18.8728,27.6161
7692,112.3668,131.6343,37.2288,53.8997
7693,136.4661,112.1302,30.0066,46.7008
7694,66.3344,47.6772,11.6616,19.3116
7695,44.0322,64.4489,16.3001,27.6062
7696,158.898,72.6286,18.4508,30.293
7697,66.6919,79.4673,19.1571,30.129
7698,28.4157,15.9038,4.0224,6.1664
7699,140.1855,166.3331,38.6683,64.8613
7700,187.804,106.1312,27.788,40.206
7701,58.4739,82.648,21.5265,32.6093
7702,166.4394,71.5003,14.8978,94.6343
7703,17.9728,28.4769,6.3672,12.0448
7704,51.4061,82.8467,21.6294,31.2486
7705,109.4523,65.7679,18.0376,26.9898
7706,178.9497,140.0641,34.1673,53.6804
7707,29.0049,31.4724,7.5433,12.5924
7708,134.8299,206.3525,49.5435,82.9956
7709,109.2428,105.4062,24.1486,39.3945
7710,141.3315,92.0035,22.0863,38.8525
7711,139.9929,153.29,34.199,183.6661
7712,109.8564,139.0509,38.48,56.5704
7713,76.5767,97.8974,23.4231,39.1807
7714,54.0417,27.7971,8.008,11.0827
7715,28.4615,31.0361,8.9895,12.1877
7716,15.2116,17.9685,4.322,7.6225
7717,34.7338,40.2286,9.3012,16.1613
7718,139.9579,194.8095,53.7016,76.4337
7719,175.2225,224.6964,57.9533,89.4862
7720,69.458,44.104,9.2869,18.1453
7721,138.3134,236.187,59.5806,94.5689
7722,159.6425,83.4083,19.4389,35.0576
7723,105.0113,170.824,41.0361,68.2274
7724,120.2507,182.6847,42.8303,68.1963
7725,62.0133,40.5805,9.3775,18.3012
7726,185.7566,306.0781,72.7463,125.1889
7727,11.5632,13.4594,3.5881,5.2187
7728,27.5952,41.6736,10.437,16.9048
7729,183.0733,275.8878,385.6725,109.6286
7730,171.5602,205.6182,55.4355,85.3913
7731,58.2767,86.5205,23.3978,106.8668
7732,162.1706,243.6278,70.7461,96.88
7733,51.5876,53.083,13.1751,21.7056
7734,42.0106,45.0434,12.01,18.3946
7735,102.2738,147.9678,33.1438,62.5891
7736,43.4193,20.7458,5.9995,8.3271
7737,38.2982,17.1366,4.6435,6.5704
7738,41.8311,61.2911,17.9669,23.528
7739,13.9448,15.0383,3.3145,6.2675
7740,153.2725,99.2202,26.8541,40.4875
7741,89.5314,100.7386,26.4627,41.3621
7742,186.3109,205.838,59.3697,258.0318
7743,162.6431,175.7471,43.5165,71.4672
7744,102.2724,172.9471,40.3675,63.8922
7745,68.7153,60.8237,14.8317,24.3994
7746,149.6614,190.8421,44.8447,78.1548
7747,187.0871,125.1762,28.0485,51.5173
7748,88.4621,97.4026,24.8345,38.7685
7749,146.8239,105.9521,24.9571,44.1906
7750,72.4296,64.0845,17.2959,26.5089
7751,169.8052,157.0607,44.5814,58.8844
7752,26.4753,33.4818,9.3662,12.7455
7753,41.6215,58.3608,13.5907,25.1351
7754,88.978,77.1969,23.1582,33.3014
7755,17.3947,11.5452,3.4322,4.802
7756,154.3528,78.9338,23.0959,30.928
7757,3.5105,3.2758,0.7304,1.3248
7758,113.3595,159.1571,38.4335,64.2998
7759,107.5591,169.8279,38.7945,69.1278
7760,97.5353,160.4122,46.4316,64.9637
7761,110.6579,130.3991,32.715,50.1843
7762,66.7536,44.7068,12.6955,17.6274
7763,163.0581,178.7228,47.0474,72.1278
7764,80.7242,120.905,35.1487,47.9966
7765,118.2291,65.6805,15.7098,25.7273
7766,106.1452,52.234,12.9009,19.6363
7767,120.8679,177.6357,46.1839,69.3816
7768,22.1906,29.7354,7.7589,12.3741
7769,129.1714,113.53,26.5991,46.7829
7770,41.7761,65.4078,19.3299,28.7199
7771,44.3771,74.4717,20.4642,30.9923
7772,182.5016,277.7066,71.8134,114.9342
7773,20.1433,19.3618,5.0135,22.9209
7774,82.1684,116.306,27.005,44.4626
7775,10.2553,13.8405,2.9526,5.719
7776,32.6778,48.05,11.7009,20.6124
7777,93.0334,99.6301,24.8431,120.4958
7778,43.0055,48.9866,10.111,20.615
7779,193.1154,85.8247,19.0396,37.1
7780,87.4346,110.2836,24.5688,43.1143
7781,99.2819,54.5048,14.7191,20.911
7782,134.7725,95.6811,27.8232,37.4479
7783,61.369,81.6268,20.0866,101.9953
7784,156.7707,118.0595,29.8309,48.3228
7785,93.9066,67.9301,17.6687,26.9492
7786,25.9306,16.1888,4.8155,6.1071
7787,138.8564,165.9345,51.4082,65.8842
7788,46.9463,40.4379,10.0506,15.505
7789,88.9274,79.3264,21.6673,31.1323
7790,67.9894,66.7095,15.9494,27.3705
7791,178.233,182.2087,40.4618,77.5245
7792,70.1264,66.8822,18.5621,29.2259
7793,40.6029,37.0773,7.9321,14.4766
7794,92.5049,102.99,28.5883,41.058
7795,37.7537,41.0801,10.1768,16.3223
7796,144.8637,121.9326,34.3185,49.3963
7797,91.7567,60.9918,14.4469,24.1276
