machine,app,args,ranks,duration,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,REALTIME (sec),PM_MATH_FLOP_CMPL,L1-DCACHE-LOAD-MISSES,L1-ICACHE-LOAD-MISSES,Overhead
lassen,kripke.exe,--niter 10 --pmethod bj --groups 8 --legendre 0,1,0.0333,14207523.712085756,43314815.49685525,28039254.36546948,121749633.78310366,4421822.576108358,23250044.00184978,3318707.2946271636,4856280.6763262665,-1.0,666666.6666666665,44666666.66666666,731120.0,6.14891469123689e+18,44704933.81942421,0.058857000000000013,,,,1.9391430000000003
lassen,kripke.exe,--niter 10 --pmethod bj --groups 8 --legendre 1,1,0.0333,16666077.060492173,53669860.45289179,45222518.67447972,150769585.20899957,3955573.439499667,31312851.206842184,6137517.662307539,5473998.2928776285,-1.0,666666.6666666665,42000000.0,731120.0,6.14891469123689e+18,66550166.23750321,0.06258633333333334,,,,1.9354136666666668
lassen,kripke.exe,--niter 10 --pmethod bj --groups 8 --legendre 2,1,0.0333,18112593.233579088,40137939.30171659,35909617.44459137,135029040.54829213,4066584.8784638783,26284385.79019323,6399160.006155843,5848493.111783374,-1.0,666666.6666666665,46000000.0,731138.6666666665,6.14891469123689e+18,66168872.21689769,0.055510000000000004,,,,1.9424900000000003
lassen,kripke.exe,--niter 10 --pmethod bj --groups 8 --legendre 3,1,0.0333,15866242.886975853,44563095.267313786,39142803.61774017,129914139.12440042,4511492.621014829,16737398.720336212,3062847.413586604,7210323.76055747,-1.0,666666.6666666665,41333333.333333336,731120.0,6.14891469123689e+18,27694656.15977525,0.052264333333333336,,,,1.945735666666667
lassen,kripke.exe,--niter 10 --pmethod bj --groups 8 --legendre 4,1,0.0333,18090086.253326725,28723194.13580264,28775726.4210268,127625814.75870997,4572935.594944255,25733091.92514537,10674368.472101517,4993338.80271973,-1.0,666666.6666666665,38666666.66666666,731120.0,6.14891469123689e+18,47041563.25726063,0.057339,,,,1.9406610000000002
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 16 --legendre 0,1,0.0333,15258670.748706708,32.70250127176539,25433216.2633648,61210648.67541479,2066739.9839747625,6413193.331627143,1310812.0884764523,2504307.6594228544,-1.0,666666.6666666665,39333333.333333336,731129.3333333335,6.14891469123689e+18,29209219.869247466,0.05556566666666666,,,,1.9424343333333336
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 16 --legendre 1,1,0.0333,15599651.139314398,16541279.579937413,23878195.177275985,99299183.53110296,1724766.7150783166,40323623.724420585,1222806.8154088126,6309065.768570532,-1.0,666666.6666666665,37333333.333333336,731148.0,6.14891469123689e+18,53373733.68380331,0.05534066666666667,,,,1.9426593333333335
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 16 --legendre 2,1,0.0333,15295958.36006779,15714781.114905678,24017272.85136704,88834965.56579308,1168236.138210072,23048330.10270821,3050053.212686027,5116272.39053994,-1.0,666666.6666666665,36666666.66666666,731120.0,6.14891469123689e+18,32476837.49302787,0.057237,,,,1.9407630000000002
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 16 --legendre 3,1,0.0333,17193051.784103945,16265417.105973355,28696631.34808972,93485030.18534592,1935302.9625258604,33096329.22529207,6224935.871832943,3284966.3966133213,-1.0,666666.6666666665,39333333.333333336,731148.0,6.14891469123689e+18,28038424.18411612,0.06882933333333334,,,,1.9291706666666668
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 16 --legendre 4,1,0.05,18059432.11654684,6488180.057881364,28065950.11852029,86220966.98837139,2094413.1834134685,34818374.19734458,2191251.2848499413,5111775.648800971,-1.0,666666.6666666665,38666666.66666666,731120.0,6.14891469123689e+18,67442804.57418847,0.056950333333333325,,,,2.9430496666666666
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 32 --legendre 0,1,0.0333,19377342.163240507,16061699.602367615,33445414.50342135,88332620.39261575,3016236.207625147,50461543.75328308,1271171.1927651428,5462260.288861938,-1.0,666666.6666666665,42666666.66666666,731129.3333333335,6.14891469123689e+18,68406869.67317182,0.06848766666666667,,,,1.9295123333333335
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 32 --legendre 1,1,0.05,18453741.44609715,20147876.06811668,40332929.30059723,107350038.43936227,2140560.3947544373,77873482.23525432,628662.8355820639,7730409.05987325,-1.0,666666.6666666665,48000000.0,731138.6666666665,6.14891469123689e+18,74757534.23890504,0.05896000000000001,,,,2.94104
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 32 --legendre 2,1,0.05,17199217.080858182,36895401.28703697,47495319.78982213,113350786.36879328,2285684.717304266,14830373.109838605,1332121.677006716,4812236.788690168,-1.0,666666.6666666665,45333333.33333334,731129.3333333335,6.14891469123689e+18,84502392.6025163,0.06905333333333334,,,,2.930946666666667
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 32 --legendre 3,1,0.0333,23094672.44730353,24595898.156137634,44487082.79297936,183817448.73976249,2989792.1299137888,74270005.58674808,1399377.2911988995,8661739.40123504,-1.0,666666.6666666665,50000000.0,731148.0,6.14891469123689e+18,75697003.5872952,0.07942433333333332,,,,1.918575666666667
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 32 --legendre 4,1,0.05,23735106.10490233,22867790.007671986,36521438.19496364,146063590.78886303,2819743.734518078,109006070.33777142,1691072.16856377,10474400.514342917,-1.0,1333333.333333333,62666666.66666666,731138.6666666665,6.14891469123689e+18,96943356.05011068,0.08395433333333334,,,,2.9160456666666668
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 8 --legendre 0,1,0.0333,10168566.288723787,26361476.037888784,23777443.356993195,126242498.37289304,1014810.9026957672,15239832.31924663,493067.4141356026,1705994.8269771757,-1.0,666666.6666666665,36000000.0,731120.0,6.14891469123689e+18,16095816.011728687,0.047114666666666666,,,,1.9508853333333336
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 8 --legendre 1,1,0.0333,12296083.305293525,13675392.735196404,12473811.924016615,81289788.41895005,1302108.9668005724,14290687.76632061,687229.9006202283,3355531.151124738,-1.0,666666.6666666665,38000000.0,731120.0,6.14891469123689e+18,39675641.37879347,0.046957,,,,1.9510430000000003
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 8 --legendre 2,1,0.0333,13069105.720695926,937604.0879411405,12689278.747168722,63876779.2898885,2005531.5718274948,21375722.562482007,575354.5058493945,4007356.252656194,-1.0,666666.6666666665,36000000.0,731138.6666666665,6.14891469123689e+18,44292020.95983431,0.048742666666666684,,,,1.9492573333333336
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 8 --legendre 3,1,0.0333,11652741.096673328,38336660.59831374,17721312.018291358,89442649.6400257,1630228.3390725444,9415143.662691373,2153878.853132748,2973648.2701753075,-1.0,666666.6666666665,32666666.66666667,731120.0,6.14891469123689e+18,14959792.593523895,0.043674333333333336,,,,1.9543256666666668
lassen,kripke.exe,--niter 10 --pmethod sweep --groups 8 --legendre 4,1,0.0333,14298679.172609566,19214730.892519567,13474730.066634178,89849380.31211872,1754384.8226730116,20684529.73842,1152300.4515689062,4069550.074945414,-1.0,666666.6666666665,40000000.0,731129.3333333335,6.14891469123689e+18,34616353.02175511,0.049171,,,,1.9488290000000001
lassen,kripke.exe,--niter 15 --pmethod bj --groups 16 --legendre 0,1,0.0333,28885223.00798901,56596994.24872089,70853352.48035775,259636876.3241473,10347630.502399696,67855210.59282021,6991795.249628991,10183664.137714667,-1.0,666666.6666666665,67333333.33333333,731148.0,6.14891469123689e+18,107035683.2427482,0.09588733333333334,,,,1.9021126666666668
lassen,kripke.exe,--niter 15 --pmethod bj --groups 16 --legendre 1,1,0.05,26848887.263071384,72849394.83666746,89572258.47999312,291994952.51175743,7567847.777207578,56713437.03402364,6955850.417254672,18644141.210320987,-1.0,666666.6666666665,63333333.33333334,731120.0,6.14891469123689e+18,97485373.55771628,0.091236,,,,2.908764
lassen,kripke.exe,--niter 15 --pmethod bj --groups 16 --legendre 2,1,0.05,27904733.46464781,72583536.90154141,82421064.06757618,231194253.01113507,10732086.218503097,62679241.15691143,6146370.532008524,13773219.068384258,-1.0,666666.6666666665,63333333.33333334,731138.6666666665,6.14891469123689e+18,133674857.82452483,0.09902166666666666,,,,2.900978333333333
lassen,kripke.exe,--niter 15 --pmethod bj --groups 16 --legendre 3,1,0.0333,31517908.68933929,67567934.3210386,65459905.46757522,265600037.2819409,7431058.301194829,89031762.86875047,6287402.985410549,16565311.664617855,-1.0,666666.6666666665,67333333.33333333,731148.0,6.14891469123689e+18,105805505.97947375,0.10207900000000003,,,,1.8959210000000002
lassen,kripke.exe,--niter 15 --pmethod bj --groups 16 --legendre 4,1,0.0333,32606845.989400994,67785336.70190725,82740214.48554271,262598363.4978481,9621916.504424213,88314372.08196758,5794515.820955709,16554348.362228498,-1.0,666666.6666666665,67333333.33333333,731120.0,6.14891469123689e+18,121714278.36767556,0.092179,,,,1.9058210000000002
lassen,kripke.exe,--niter 15 --pmethod bj --groups 32 --legendre 0,1,0.0333,33378362.75771876,176374178.61296418,172484710.28709036,397768449.3945963,15226256.889247354,149871446.48164186,6708167.890087052,34411884.43156991,-1.0,666666.6666666665,80666666.66666667,731148.0,6.14891469123689e+18,168812111.37518153,0.1311203333333333,,,,1.866879666666667
lassen,kripke.exe,--niter 15 --pmethod bj --groups 32 --legendre 1,1,0.05,37800667.45841787,134693311.27661487,168898151.28787348,406933725.86150366,15087066.88299759,135502144.43827933,5921208.268519263,34291750.370976195,-1.0,666666.6666666665,79333333.33333333,731129.3333333335,6.14891469123689e+18,205928478.7568401,0.14246700000000004,,,,2.857533
lassen,kripke.exe,--niter 15 --pmethod bj --groups 32 --legendre 2,1,0.05,38944962.50444054,127876367.20212008,161502239.3269934,358060408.82837653,15927764.387985485,137540484.97376984,8242891.333067263,33737928.32399613,-1.0,666666.6666666665,74000000.0,731129.3333333335,6.14891469123689e+18,203426787.0360943,0.1457726666666667,,,,2.8542273333333332
lassen,kripke.exe,--niter 15 --pmethod bj --groups 32 --legendre 3,1,0.05,39768528.73465676,121863450.664249,160927081.76844674,406641959.1995621,16409753.820730256,208003936.8972765,5607405.200645383,40792193.11125196,-1.0,666666.6666666665,81333333.33333333,731148.0,6.14891469123689e+18,183855162.38248032,0.150713,,,,2.849287
lassen,kripke.exe,--niter 15 --pmethod bj --groups 32 --legendre 4,1,0.05,41665958.55960348,139329731.26694787,175740566.17299408,422654113.17023283,15748297.823782822,213655950.13315937,5472730.198669193,40764728.45573216,-1.0,1333333.333333333,94666666.66666669,731138.6666666665,6.14891469123689e+18,194111335.1239407,0.156342,,,,2.843658
lassen,kripke.exe,--niter 15 --pmethod bj --groups 8 --legendre 0,1,0.0333,22860315.53921764,46914668.92628052,43328565.84195689,167603619.50746924,5738779.170770912,45841051.38314029,6678388.196163484,7556066.2403866025,-1.0,666666.6666666665,59333333.33333334,731120.0,6.14891469123689e+18,75212903.10267343,0.06519533333333334,,,,1.932804666666667
lassen,kripke.exe,--niter 15 --pmethod bj --groups 8 --legendre 1,1,0.0333,23088423.613375496,82653815.13784637,54907383.61328303,163668718.60733622,5326680.134917628,35728650.14941996,13116037.011130175,8517741.798521051,-1.0,666666.6666666665,61333333.33333334,731148.0,6.14891469123689e+18,81508889.61662367,0.061026666666666673,,,,1.9369733333333334
lassen,kripke.exe,--niter 15 --pmethod bj --groups 8 --legendre 2,1,0.0333,21389191.901191432,53448020.00284066,47468581.42073428,194009414.34244943,5831503.563253253,34811950.662107736,7170715.5720073385,8381102.16265275,-1.0,666666.6666666665,56666666.66666666,731129.3333333335,6.14891469123689e+18,71635465.41588803,0.06411966666666667,,,,1.9338803333333336
lassen,kripke.exe,--niter 15 --pmethod bj --groups 8 --legendre 3,1,0.0333,17985606.168377347,105306022.21062894,62233536.7021657,209212850.468146,5045676.322387817,49448541.72794706,3700028.4159348905,9348499.697701633,-1.0,666666.6666666665,62000000.0,731148.0,6.14891469123689e+18,71804710.96925904,0.07730433333333334,,,,1.9206956666666668
lassen,kripke.exe,--niter 15 --pmethod bj --groups 8 --legendre 4,1,0.0333,24422720.26489566,69971861.26193462,61580582.33763146,221420351.73465225,6688915.100422137,33038244.265223715,1698539.7025425946,8982747.08325046,-1.0,666666.6666666665,68666666.66666667,731138.6666666665,6.14891469123689e+18,83379447.87884906,0.082053,,,,1.9159470000000003
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 16 --legendre 0,1,0.0333,22408885.05895642,14261602.249697804,26377070.18686803,107375839.89487226,2746699.3407557704,30220354.10540403,1505796.485195705,4302245.296957584,-1.0,666666.6666666665,52000000.0,731120.0,6.14891469123689e+18,49259238.99910785,0.06917333333333335,,,,1.928826666666667
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 16 --legendre 1,1,0.0333,19639158.979618784,26044835.71925865,27386827.61069481,134639854.37470374,2443190.3519903715,22843715.236152884,3499975.916191124,5049044.542945129,-1.0,666666.6666666665,52666666.66666666,731138.6666666665,6.14891469123689e+18,70985404.97161338,0.06553266666666667,,,,1.9324673333333335
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 16 --legendre 2,1,0.0333,19636677.01803044,28674923.55769733,42690674.12792334,144681819.17258215,2639068.252192053,50351750.70476923,2191382.216794499,7016260.564146968,-1.0,666666.6666666665,50000000.0,731120.0,6.14891469123689e+18,67016611.94393614,0.06914733333333334,,,,1.9288526666666668
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 16 --legendre 3,1,0.0333,24315320.85546958,28111580.05319517,54855978.53140564,171445033.08002293,1760782.8437811434,50964939.08594597,1661352.4864089868,5186653.411559633,-1.0,666666.6666666665,58000000.0,731148.0,6.14891469123689e+18,65147232.72005668,0.067451,,,,1.9305490000000003
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 16 --legendre 4,1,0.05,22930668.7870049,30455432.194676656,64759545.86723059,160824746.61809847,3668603.718948346,62275516.78136552,3478680.4404500886,8073729.723901497,-1.0,666666.6666666665,60000000.0,731129.3333333335,6.14891469123689e+18,80755608.85341626,0.056919666666666674,,,,2.9430803333333335
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 32 --legendre 0,1,0.05,30348628.215299945,21005006.40262368,62592271.06139142,167361255.373825,3163275.4603227344,68205917.34115736,3811798.436660292,11634056.371790528,-1.0,666666.6666666665,62000000.0,731129.3333333335,6.14891469123689e+18,90717175.69112672,0.07888033333333334,,,,2.921119666666667
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 32 --legendre 1,1,0.05,26158817.03748147,29708091.430099986,61270638.03917802,216256200.8012011,2660594.0921646915,80592623.59617083,2755186.6549205515,10850999.53281057,-1.0,666666.6666666665,66000000.0,731148.0,6.14891469123689e+18,86739760.00654308,0.08887133333333333,,,,2.9111286666666665
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 32 --legendre 2,1,0.05,20761324.794928085,53373980.79126755,52619952.70307358,187240106.22123417,2263046.955305927,98116804.06939772,3532852.01216409,9021645.304862754,-1.0,666666.6666666665,62000000.0,731138.6666666665,6.14891469123689e+18,116738608.44788627,0.097422,,,,2.902578
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 32 --legendre 3,1,0.05,31779232.19150411,29840405.19383385,94835841.50804111,194624475.91306767,6121927.506683703,72451460.31757022,1688576.469968387,13139916.883440996,-1.0,666666.6666666665,72000000.0,731120.0,6.14891469123689e+18,137158040.63995436,0.109312,,,,2.890688
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 32 --legendre 4,1,0.05,32624325.42120151,27658198.47765493,78637898.93775155,208188900.1965699,6353601.332046017,89362554.70686688,4573931.87120998,14392362.81145527,-1.0,1333333.333333333,71333333.33333333,731129.3333333335,6.14891469123689e+18,130119728.00788713,0.09523166666666666,,,,2.904768333333333
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 8 --legendre 0,1,0.0333,17636079.04283016,23010770.458359186,35146408.26306134,104524774.41018908,2182022.45367245,5684265.1103933975,824266.0350304694,3570777.244392346,-1.0,666666.6666666665,49333333.33333334,731120.0,6.14891469123689e+18,56384864.31980974,0.062574,,,,1.9354260000000003
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 8 --legendre 1,1,0.0333,19002154.093933214,30127761.87702188,23257255.93747385,114610967.49267934,2252537.58273405,22077090.16724247,3846454.01942718,1682373.6645545831,-1.0,666666.6666666665,49333333.33333334,731120.0,6.14891469123689e+18,50258607.05854243,0.05058633333333334,,,,1.9474136666666668
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 8 --legendre 2,1,0.0333,18983297.41094314,19664147.41873328,25055578.51316826,113458692.72427052,3252902.210987142,11131547.638586055,5214657.712288825,4362294.102417375,-1.0,666666.6666666665,45333333.33333334,731120.0,6.14891469123689e+18,40191948.55998589,0.045689,,,,1.9523110000000001
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 8 --legendre 3,1,0.0333,21386904.764825035,26126583.19607954,33910346.458867796,153185724.49122584,2232741.2254895377,15627617.363755366,574887.9640415753,2732575.2175377817,-1.0,666666.6666666665,51333333.33333334,731148.0,6.14891469123689e+18,63809312.12031071,0.05412,,,,1.9438800000000003
lassen,kripke.exe,--niter 15 --pmethod sweep --groups 8 --legendre 4,1,0.0333,21157348.650229834,22715649.633251786,25689443.716748986,107386987.22949196,2356833.919630461,30969500.696237016,1966896.9072517392,4749527.99913023,-1.0,666666.6666666665,52666666.66666666,731148.0,6.14891469123689e+18,60526635.41587183,0.05586633333333333,,,,1.9421336666666669
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 16 --legendre 0,1,0.05,51963572.09572149,73102908.42511754,88201828.77611819,308225890.36204326,8548049.569979938,65643905.68117529,5838681.931341284,14314818.93211721,-1.0,666666.6666666665,121333333.33333331,731120.0,6.14891469123689e+18,185676633.78152984,0.11389,,,,2.88611
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 16 --legendre 1,1,0.05,49989247.67541485,64794097.2171104,98626663.29015052,308228136.8094436,5727863.275859863,82411711.51778753,4765954.310028796,14288107.06104234,-1.0,666666.6666666665,132666666.66666669,731120.0,6.14891469123689e+18,135948600.60059592,0.11042733333333336,,,,2.8895726666666666
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 16 --legendre 2,1,0.05,57228852.78014267,45264437.44872338,124383117.07677272,372231292.97778034,7467816.3156852275,97227761.96793193,5662719.0947377775,15868165.396177275,-1.0,666666.6666666665,126000000.0,731129.3333333335,6.14891469123689e+18,173794121.06277734,0.12038733333333332,,,,2.8796126666666666
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 16 --legendre 3,1,0.05,56749580.47436986,64842025.92407528,93314411.39676549,347302632.4393311,8102491.384995294,89105527.63738607,3693430.9456842537,18076324.266204048,-1.0,1333333.333333333,140666666.66666666,731138.6666666665,6.14891469123689e+18,182536955.83811983,0.13360233333333335,,,,2.866397666666667
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 16 --legendre 4,1,0.0666,63059117.52427864,72479501.2865234,115709420.74303807,356554377.9853224,8564758.118642451,112589227.3825985,3199988.1437778887,18976568.133384313,-1.0,1333333.333333333,136666666.66666666,731148.0,6.14891469123689e+18,163687524.40196648,0.15746433333333335,,,,3.838535666666667
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 32 --legendre 0,1,0.0666,64600768.17773098,65469443.66444605,152058676.8592376,448927417.43314815,9986009.716879005,161139429.61358628,4336024.676060496,28640171.93832525,-1.0,1333333.333333333,142666666.66666666,731120.0,6.14891469123689e+18,214306855.82771316,0.16296300000000002,,,,3.8330370000000005
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 32 --legendre 1,1,0.0833,60831246.94072557,54965372.68488943,156860361.90369633,422033881.8843244,9796920.82261275,161603097.25466952,4140335.346037047,30234670.822617665,-1.0,1333333.333333333,144666666.66666666,731120.0,6.14891469123689e+18,224628030.7313172,0.1913183333333333,,,,4.806681666666667
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 32 --legendre 2,1,0.0666,75974634.0770593,30487233.750778794,146360430.89601508,467277811.9122464,12302206.35155718,234347718.02978733,4809180.307216897,36948846.60283537,-1.0,1333333.333333333,156000000.0,731129.3333333335,6.14891469123689e+18,242258452.3985605,0.19460433333333332,,,,3.801395666666667
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 32 --legendre 3,1,0.0666,74317789.15472881,81649931.17682475,188749788.9334033,462022923.0279864,14552096.214362353,170638386.57278377,6805057.359289672,37964579.18270918,-1.0,1333333.333333333,161333333.33333334,731120.0,6.14891469123689e+18,292938076.3722483,0.20470566666666667,,,,3.791294333333334
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 32 --legendre 4,1,0.0833,83140586.82342961,85818722.85488684,213197652.45777103,561734852.1734235,14419220.92418816,267318667.4421732,4060659.104112826,41774700.52178352,-1.0,1333333.333333333,182000000.0,731148.0,6.14891469123689e+18,256267523.0638288,0.207533,,,,4.7904670000000005
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 8 --legendre 0,1,0.0333,46888319.94306886,54919885.59049104,64844254.89643281,275490579.27011627,5553977.342124428,39639442.75455152,2797550.7504541352,7382367.528674617,-1.0,666666.6666666665,122666666.66666669,731148.0,6.14891469123689e+18,132491801.44181196,0.088835,,,,1.9091650000000002
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 8 --legendre 1,1,0.05,50359846.02585528,66180131.44317582,67756451.96620901,316482311.4321848,6254893.975168592,54368378.96327125,1831586.0910353232,6701938.220003706,-1.0,666666.6666666665,108000000.0,731120.0,6.14891469123689e+18,134698226.7814616,0.09203133333333334,,,,2.9079686666666666
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 8 --legendre 2,1,0.0333,46440151.12195844,65720147.57317284,65695651.8441281,305418512.86468565,5962502.647568091,42679383.72722144,2893432.043209156,6261160.129447684,-1.0,666666.6666666665,116000000.0,731120.0,6.14891469123689e+18,161449435.32980224,0.10707133333333334,,,,1.890928666666667
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 8 --legendre 3,1,0.05,46751571.01398096,60082671.04610056,72745429.74204129,286003742.2765851,6023462.677454121,29206477.313787226,3584779.324350814,6715534.031716962,-1.0,666666.6666666665,124666666.66666669,731129.3333333335,6.14891469123689e+18,121884030.34395534,0.09891066666666666,,,,2.901089333333333
lassen,kripke.exe,--niter 40 --pmethod sweep --groups 8 --legendre 4,1,0.0666,56641761.72081021,53725884.00644726,55062549.21965189,270495465.49170285,8283037.0496377265,40492154.23346532,3169512.460362009,10273267.893445335,-1.0,666666.6666666665,118000000.0,731148.0,6.14891469123689e+18,112444696.47403853,0.10770233333333334,,,,3.8882976666666673
lassen,kripke.exe,--niter 5 --pmethod bj --groups 16 --legendre 0,1,0.0333,10455570.212681675,40811988.158965796,31248567.384720746,89337562.58731239,3363235.081793426,36538243.98568364,4442505.417836047,5044417.325353154,-1.0,666666.6666666665,26666666.66666667,731120.0,6.14891469123689e+18,73389883.93422621,0.044347,,,,1.9536530000000003
lassen,kripke.exe,--niter 5 --pmethod bj --groups 16 --legendre 1,1,0.0333,10853027.99810974,51883246.88717497,40633317.92671741,127883860.61280112,1846055.205237549,47993028.60323069,1568081.2813177512,9029696.535268797,-1.0,666666.6666666665,27333333.33333333,731129.3333333335,6.14891469123689e+18,35336118.90142066,0.05551166666666666,,,,1.9424883333333336
lassen,kripke.exe,--niter 5 --pmethod bj --groups 16 --legendre 2,1,0.0333,10449482.821565364,24693572.41709476,23538845.102960866,79719391.86302309,3520186.268664617,20341784.681047376,1706473.7740742525,4586566.647993241,-1.0,666666.6666666665,29333333.33333333,731120.0,6.14891469123689e+18,49756077.80179418,0.05230666666666667,,,,1.9456933333333335
