"tf.Tensor(0.02535607578266813, shape=(), dtype=float64)"
"tf.Tensor(0.005926862658617016, shape=(), dtype=float64)"
"tf.Tensor(0.0011101747384781328, shape=(), dtype=float64)"
"tf.Tensor(0.030672470815490373, shape=(), dtype=float64)"
"tf.Tensor(0.006780632214125656, shape=(), dtype=float64)"
"tf.Tensor(0.009122843995360522, shape=(), dtype=float64)"
