"tf.Tensor(0.0018971788888647956, shape=(), dtype=float64)"
"tf.Tensor(0.002022626308376449, shape=(), dtype=float64)"
"tf.Tensor(0.0018712111137380585, shape=(), dtype=float64)"
"tf.Tensor(0.002015437705510495, shape=(), dtype=float64)"
