"tf.Tensor(0.007025363078854803, shape=(), dtype=float64)"
"tf.Tensor(-9.419372958324662e-07, shape=(), dtype=float64)"
"tf.Tensor(0.025378099069554357, shape=(), dtype=float64)"
"tf.Tensor(0.00774464896523918, shape=(), dtype=float64)"
"tf.Tensor(-9.095416764060017e-07, shape=(), dtype=float64)"
"tf.Tensor(0.009122843995360522, shape=(), dtype=float64)"
