"tf.Tensor(0.002061328137295421, shape=(), dtype=float64)"
"tf.Tensor(0.0020172992116683497, shape=(), dtype=float64)"
"tf.Tensor(0.0020191605548878304, shape=(), dtype=float64)"
"tf.Tensor(0.002065999885175323, shape=(), dtype=float64)"
