"tf.Tensor(0.0012506378993141407, shape=(), dtype=float64)"
"tf.Tensor(-1.3331456011876158e-06, shape=(), dtype=float64)"
"tf.Tensor(0.025509689911573603, shape=(), dtype=float64)"
"tf.Tensor(0.007025363078854803, shape=(), dtype=float64)"
