"tf.Tensor(0.0009573523927588131, shape=(), dtype=float64)"
"tf.Tensor(0.006004346992829859, shape=(), dtype=float64)"
"tf.Tensor(-1.3331456011876158e-06, shape=(), dtype=float64)"
"tf.Tensor(0.007498153376320602, shape=(), dtype=float64)"
"tf.Tensor(0.0075380089245449, shape=(), dtype=float64)"
"tf.Tensor(0.03058734873404583, shape=(), dtype=float64)"
