"tf.Tensor(0.006060663552592483, shape=(), dtype=float64)"
"tf.Tensor(0.0011297879343474724, shape=(), dtype=float64)"
"tf.Tensor(0.025484178415097265, shape=(), dtype=float64)"
"tf.Tensor(0.006085367222953841, shape=(), dtype=float64)"
"tf.Tensor(0.02789290940019312, shape=(), dtype=float64)"
"tf.Tensor(0.0076530544077662455, shape=(), dtype=float64)"
"tf.Tensor(0.03229955340405673, shape=(), dtype=float64)"
