"tf.Tensor(0.0009820491762466703, shape=(), dtype=float64)"
"tf.Tensor(0.0011297879343474724, shape=(), dtype=float64)"
"tf.Tensor(0.02789290940019312, shape=(), dtype=float64)"
"tf.Tensor(0.006004346992829859, shape=(), dtype=float64)"
