"tf.Tensor(0.024063732075544072, shape=(), dtype=float64)"
"tf.Tensor(0.031536612539167286, shape=(), dtype=float64)"
"tf.Tensor(0.0009573523927588131, shape=(), dtype=float64)"
"tf.Tensor(0.024478084823350753, shape=(), dtype=float64)"
