"tf.Tensor(0.02789290940019312, shape=(), dtype=float64)"
"tf.Tensor(-1.3393943194506906e-06, shape=(), dtype=float64)"
"tf.Tensor(0.0011297879343474724, shape=(), dtype=float64)"
"tf.Tensor(0.03229955340405673, shape=(), dtype=float64)"
"tf.Tensor(0.006004346992829859, shape=(), dtype=float64)"
"tf.Tensor(0.025484178415097265, shape=(), dtype=float64)"
