"machine","app","exec","args","ranks","spack_env","exec_path","events","path","duration","PAPI_BR_INS","perf::L1-DCACHE-STORES","PAPI_BR_TKN (proxy)","PAPI_BR_UCN (proxy)","PAPI_BR_CN","IO Bytes Written","IO Bytes Read","REALTIME (sec)","PAPI_VEC_DP (proxy)","PAPI_REF_CYC","PAPI_DP_OPS (proxy)","perf::LLC-STORE-MISSES","perf::L1-DCACHE-LOADS","perf::L1-DCACHE-LOAD-MISSES","perf::LLC-STORES","PAPI_TOT_INS","PAPI_L2_TCM","clx::RESOURCE_STALLS","PAPI_BR_PRC (proxy)","perf::ITLB-LOADS","perf::ITLB-LOAD-MISSES","perf::LLC-LOAD-MISSES","perf::LLC-LOADS","perf::DTLB-LOAD-MISSES","perf::DTLB-LOADS","perf::DTLB-STORE-MISSES","perf::DTLB-STORES","clx::HW_INTERRUPTS"
"ec2-c5.metal","TestDfft","TestDfft","10 256","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e REALTIME -e IO","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/a188da2bd613f8dd2327a1ddb5009c6e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/e617da06fa4a52e374ab9187e4633cbb', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/46ffcc1ba58935484599afc00cc623a7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/65183c83b605277c56807a96ce634341', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/6b09a7eaa5fe16f3fd21b151c80d5130', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/8f32b25fc9ed12f5e2415fdf002c3a12', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/7a4966bfadb41a8f36ea8b5d391a3d5c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/6748e89e95100baa293803af79dfa10a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/aac08cef813a2616c8965503d87cfe7c']",0.5333,14742000000.0,10110837546.0,4182604375.0,80723178.0,14658000000.0,3261.0,11576.0,31.346459000000024,6518139951.0,93792000000.0,33525981351.0,917446819.0,12861220970.0,4462849880.0,962900458.0,82634000000.0,3388000000.0,100628814278.0,14648479377.0,15672.0,83591.0,578275077.0,695869264.0,343395167.0,12859073073.0,362785395.0,10147486044.0,261.0
"ec2-c5.metal","TestDfft","TestDfft","10 256","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e REALTIME -e IO -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/d4606a4053133f9b55e9c9fe751db530', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/e0bd2e42536ba3d5688a51cdda169085', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/19e3096f4b1df6dfde047299eac03a30', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/e2c049f1d7e911f6f79ad0cc5c79c2af', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/834f46b27c88c424ec83c321d1e9a2a6', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/d5b7c40bddce6a3659ab9cd8b2021651', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/5d4f5b9948693b2a95fff14ee25d344b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/4f71066d0a5f4a182e3e698d6a1ea3de', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/78d8444f80bf02fe1ed9bba1100a5ddf']",0.05,2460000000.0,2063052639.0,1356845643.0,445914754.0,1952000000.0,4717.0,11576.0,2.294904,486671088.0,6982000000.0,1845841024.0,20728197.0,4322664411.0,158340794.0,27469344.0,11744000000.0,130000000.0,3918594366.0,1941165272.0,20885.0,41185.0,17205647.0,26812520.0,526487.0,5939080720.0,1173107.0,2199937755.0,10.0
"ec2-c5.metal","TestDfft","TestDfft","10 32","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/3599b59e26d62f9cfead617151ce8d70', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/98fe08bdeb008c2a5cdd1005f0ee3107', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/c1da2c7a4d90013d5511b19ff93d8e6b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/ccfbf8782ea40326eea010c7e1422ee8', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/3c7ec2e1f1c64b563a4a2cbdab3ce86c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/ef619efa244c022db67b5cb4909d2a1e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/136131924448831a41533f57e6ea2e51', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/87cb3f5155183eda3ef3e216c6818011', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/88cfbcc53f70e6acd0e7c73ae363d3bc']",0.0,38000000.0,32695202.0,10818698.0,3949996.0,34000000.0,3212.0,11576.0,0.08057500000000001,80703385.0,112000000.0,203563961.0,4950.0,49509271.0,7064375.0,701074.0,352000000.0,4000000.0,25431889.0,26814311.0,6466.0,5165.0,3079.0,441178.0,3090.0,45697928.0,7290.0,36772852.0,""
"ec2-c5.metal","TestDfft","TestDfft","10 32","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/fc30151378644301fd36bd27b3648e0b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/7e9e8b3d1805e606487bb47243803bc5', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/5874c54f5ccad134440ddc6c68494dc5', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/8de190ef8b742928d44faad91de1f05f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/f3d8246fa2e0b5b8db83d58a05e29c90', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/1411da6e2eef05f7fc0d79b3f996b83a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/6db653ccfc470527b8f4c453c28d0ad6', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/4d366fd68d41eacebaca121882b3221b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/56cdf46755a900d445b40490518de41d']",0.0,30000000.0,21362628.0,5565397.0,3929032.0,10000000.0,4628.0,11576.0,0.075569,33961325.0,98000000.0,87820013.0,3428.0,40124814.0,2.0,38002.0,434000000.0,"",8609951.0,"",10928.0,6372.0,22151.0,55086.0,6226.0,56020749.0,1558.0,28245193.0,""
"ec2-c5.metal","TestDfft","TestDfft","10 64","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/85702ab497cecd299660a810a03c5eb3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/557884853f02cfa59de16bafd9c1dc49', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/2fb39e5d9e8c986d2958e082f79163b9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/ff370389abec9ad98bed561af1633ee2', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/5f8886070882dd6402f75bfce469bf06', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/ca85762933124100858679b82efede34', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/c0ec1bc9e252630a366c270d5cfb76f4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/2ad35adcb862ee81aaa82d83dc2a83d2', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/6e966d364fc74bfd8aeadac9806b1397']",0.0,262000000.0,273607089.0,76460112.0,13026367.0,250000000.0,3239.0,11576.0,0.34568,613874066.0,882000000.0,1406335860.0,67180.0,456598513.0,83577668.0,14016373.0,2304000000.0,70000000.0,455645329.0,244675834.0,7340.0,14873.0,34429.0,15259347.0,50159.0,454693139.0,558367.0,276670512.0,""
"ec2-c5.metal","TestDfft","TestDfft","10 64","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/096c1dfcb7dabd80348116410e34d45a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/3b51e5570da3a9604982a7c07174fc69', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/1eda0252578397518e8ed6e144900031', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/2415f2096a9101d7c3f0c59f962a10ba', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/a314042e60096b644f270a722e068316', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/0acaa4d317dfef266fc4a009d0e57e28', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/fad6082d5bcbaa4b30a196973fe5f658', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/b15647d689ff9e1418db779922b03ba6', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/92f51a03e89e0fc3ff59acca5a214827']",0.0,78000000.0,86079944.0,35499835.0,21395067.0,56000000.0,4695.0,11576.0,0.12039899999999999,103343702.0,256000000.0,267494488.0,5686.0,219916777.0,3012620.0,31416.0,944000000.0,"",25185217.0,"",16079.0,3681.0,20570.0,113901.0,5772.0,198425873.0,2516.0,96401360.0,""
"ec2-c5.metal","TestDfft","TestDfft","12 128","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/a10fb09d98ad7a7a569a1a37e85f3cad', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/8f943997fe79b2fe33da6b6e223cd10c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/6d14d1f44dfa9ccab3f77ae1b5a4af5e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/6c52771d6e7e92cc7b8328436e39a62b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/992c5cc1810b0ad07bb9577f1c9b712f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/b5a73e6e1c29c1c7f8ba8221a8136532', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/cfd47c57a6c0ef6ac5ee908ae0ec5c1f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/8ad67a0b50a3944c1fb6cfbc6ecb2146', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/a4f8758df0fbbd5280566b6886f3c9b1']",0.0833,2250000000.0,1754323582.0,631737462.0,34199166.0,2222000000.0,3798.0,11576.0,4.684627,2414024978.0,14322000000.0,8999436620.0,113611807.0,2541977384.0,777037779.0,141121841.0,14784000000.0,580000000.0,13299784915.0,2216827967.0,14077.0,43482.0,71233546.0,126286018.0,27145223.0,2542737114.0,29624269.0,1754675866.0,49.0
"ec2-c5.metal","TestDfft","TestDfft","12 128","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/3be536d1f33634a6c67e30ca8a995e47', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/974c5064bdf7b7cb98b4ee5a9902084e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/c4a5e51c3600757f6344478f14a8d5e0', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/9e48f5eee7897345996ae57c9e530628', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/53a1eaab04dd8e066b7716428dffea01', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/9c4c2f393b1dfa2d5709c8dfed145ac8', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/362c95b98ea3f157fe67cc7fddcc51e1', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/1b23c3b4a9a78ca1b23368c2f61d6428', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/8b3cfda8d1ee671475f86f94731adc39']",0.0166,396000000.0,387391029.0,181944105.0,74689753.0,280000000.0,5262.0,11576.0,0.340678,175332861.0,864000000.0,545142025.0,528074.0,464845690.0,25648515.0,2952560.0,2314000000.0,16000000.0,224392112.0,252044387.0,37883.0,11585.0,396936.0,3394019.0,13140.0,710963768.0,11917.0,306470054.0,""
"ec2-c5.metal","TestDfft","TestDfft","12 32","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/39d22766a80c6efc82f9b2e669aad490', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/64dd111b46ffb906a6ed8bf83e1815cd', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/0eab05cacefa21e1434f61fd945214c7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/87aeda207f8b254da23671f219645b44', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/c567bbb362fea1b16a73d3f2e167ee8a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/228f57eb8176c303dd97860ee3ad3ff3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/0573b59e526a2f9f92488589adc6c76f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/5b4526afdc1317d99629f4a0e7f4f1a8', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/fec01c9013482d67a5307a0f51bb2f39']",0.0,44000000.0,34729450.0,12415230.0,4032672.0,40000000.0,3788.0,11576.0,0.075142,81063827.0,124000000.0,208884835.0,7534.0,55957431.0,7669606.0,895609.0,384000000.0,4000000.0,25748410.0,28264992.0,6471.0,6348.0,8954.0,466692.0,4200.0,51540642.0,6205.0,39662188.0,2.0
"ec2-c5.metal","TestDfft","TestDfft","12 32","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e REALTIME -e IO -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/1c664107aa2f9519894e63ef5c01f2d9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/b9ac5cae9a57aff9549aa132041fe2e5', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/78b4712aac2b34ef627efb3637ee9d6c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/f9c624d9e4231f603e61a4b951d4e820', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/4142063654a3445232a63862c717efa3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/d07af7fedc5ea31d7f31c0c15a756921', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/7ebdef89003107fab0b90e2f77a9edd5', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/a521f3ec47abdbb687462ae18a9469a7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/0b60f8059dc6b5a4ea3b64f7061bac87']",0.0166,32000000.0,24094504.0,5702807.0,3986732.0,10000000.0,5324.0,11576.0,0.07542599999999999,34879536.0,102000000.0,89364784.0,3979.0,93779505.0,2.0,36963.0,276000000.0,"",7529066.0,"",23286.0,2.0,10492.0,49666.0,4085.0,38679162.0,1670.0,19111259.0,""
"ec2-c5.metal","TestDfft","TestDfft","12 64","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/TestDfft","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/1e36876af1544faa46b94c8e575ab6b5', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/f5d6e9b44a264e9a5d85e45e565b2785', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/614d9d474fb358dfe5e29e3f7961fd98', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/3d477a5106e3a966c3f17a91d0f8616f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/fbca1441381c716a3fdebe8305ec275e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/95ed6cf14cc0b92db521babe49d79287', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/5252d609e98c52b995ccd153247d5a2c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/b151e15928ef7024c2f50739f69aa229', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/TestDfft/a1c1871b840580a79f4dd6c4fba8a160']",0.0,306000000.0,305818546.0,88192195.0,13189848.0,294000000.0,3793.0,11576.0,0.375706,648465569.0,982000000.0,1471561347.0,66616.0,502879136.0,97414844.0,16035947.0,2562000000.0,80000000.0,1.0,288691627.0,6149.0,17995.0,37146.0,17012980.0,59488.0,497943567.0,632940.0,308867963.0,1.0
