"machine","app","exec","args","ranks","spack_env","exec_path","events","path","duration"
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s XL -G hash","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/354ca7104c587ae51831062e736650b0', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/d5b7f260748baf1b2c80b6ad36c430aa', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/c1c0b9cffbee7585171474c672a3f0a4', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/c21aefaccd6c078ba1512258d08258cc', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/12d147a8a99f740be2dded12916695c4', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/bf56c9ead0e3c99b460f319bdb840165', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/c1fde55fcab587ffac2bb5adb8b88583', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/87884927fecf438db60a4b3cb8e6d31b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/0cdd6365274a62d709ee3e4b0faa9ba1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/f063a4d7e0fbd9b837822ad42429d939', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/8adaf58b2cd98a0d25e05d2266219eb5']",0.0333
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s XL -G nuclide","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_BR_PRC -e PAPI_L2_TCM -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/e429903e0793b1dd509f928577780e4b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/fd5e52a27b8ad0deafd22781e9357ba2', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/4f2f575407b6a0967aa13ec119367a13', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/c41c3e9cde6ec1fdc74644ced89452ad', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/41285c3c0fc255948d9b40ed7ad23e6e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/18027d0320ccb469d2defeb5625f5d06', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/45b5ff10a43c27f41e9212b332a4c9a6', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/646e030d50d412f3f611eea4a33db0aa', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/7262eb6c16c8eef710db8c550dbfac36', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/4645eda8ca848c0e2797b57520f7465b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/9ac995cdc3af7c8b61c23aee3d153b3d']",0.0333
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s XL -G unionized","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/e932bbcda350bfda4c03f6098397a7ad', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/d3e548025994ff19df913a929cb46bd8', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/f8b908141ba3365fb10db1c589a2f459', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/1fb78116f1a03f203e8d1f7bb05f5b4e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/11ae52b526261a3e04e47ac05a3fadc5', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/0d8490b599fe13757b254efe2a77aef1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/8469580d164c0dd8c806e59f82b1933a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/9228098427a88308a8417d2a562c8fab', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/a6b163a75ce6806994bbebc3324f2119', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/77b904b4c98dddc4566f21ef2146a4f7', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/cc5914177ee003c49763d1ef5d94bbec']",0.05
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s XXL -G unionized","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/a2c51e92d3dd4fa6bdad1a4571a1b8fa', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/143a06afb7e143be444f2a32a69b0fae', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/925b1273cdbeafb93e3e8f0aef025c81', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/3a56e27f2d97da42721dfcb23eec89a6', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/17b823b23a9919a70bb05547692b7a07', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/36aded3a3b7e8ffc69f8d02e8f7de583', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/a1adb34a776c653c711356ef5731863c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/7244f4528e9f5d4d30676165a825b75b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/b484ab41741a58ac933623662baf8559', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/c93b9224ab16746735167b28f7bd7f01', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/bdb07273f8bb20f215ac5c055f38e952']",0.0333
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s large -G hash","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/7a6b150f9198e27399d9e19c18e2ca4f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/1524086d0ee92d5593ac03dca47e87dd', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/28d02d46c31fca55dd6ecc5999bff0d0', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/e1c59145efeb6f7a3d8597460bf80c3c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/362dd63f5db0a08598f3a41d5a37ec61', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/6032a6774724a126f71b4a5b4986aafd', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/73e23ab343700825979b648cfeca3b2f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/fd21b7d62b2c1e9c55e490815d04267a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/04027f8e7f4d2c640376fc127c854f78', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/46e1b1d5824fab2c9de00f89b89a3da4', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/e0b6a4e6ab50c3b746b795e93347b595']",0.0333
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s large -G nuclide","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/8cd47bee084f6179d8e673683426dfdb', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/b0b25bd2f0aa4b81b98fd5f60d1e0bfc', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/fa2be4d0f7f78348a27af31dcd977545', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/e610c7a9ce1ee04c1253b7a37c64ed97', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/5a24b0c229c0a68b8af93da896e950b2', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/68bbb251e73aa7cf6bd6aad35735e455', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/c313e7dbd3c08c2a63597b209d020903', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/1791516cee6788702e5ffdf3110d4d42', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/71fbf4af7cf080d3d37ccd4fde7d7cce', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/42486e77bd5319a75e0ffb8caa7d48e1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/b3c306aa589244f10e7d45f0eb572c27']",0.0333
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s large -G unionized","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e REALTIME -e IO","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/909187ace907baf88986529902c4730a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/4948fba49f75e8f5d65d2eb606160703', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/7a56fe3915f707b89d9bec582bfcee94', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/0d4bfe09965f0fcdd96ce52989c5f2a1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/21e797725dd8c59ed609ce09f35747f5', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/b7e97010d1462168e06458faec0d8cca', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/dd78c42e1c63bf0cc9a3dcdf2f0e3673', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/e00c4262207b2143b8d74ae8ca03a198', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/5e033a05c9cb3f5cbef996ff283dd2e9', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/139470e14ec9f3409f2731a6910406d7', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/e21323cf282020cc28b815f4c155820b']",0.0333
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s small -G hash","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e REALTIME -e IO -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/77582ba7c8d0165297e9684210c264c3', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/8d8234b3c311cd64f7576225d764487e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/8feb57c5e3d5717f92bf81ee4d780f79', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/0571ea619b0da9d26740f9bbbd19e257', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/02d03d33eaaaa58ad1fc49cce04ee612', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/6974d4598989fb7752ce427721182e47', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/ca30a2b6a09d8dcc243f64b9683d274c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/4269bc073c3e0c94c8252e1722496edc', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/e46a723fb917602b16cfda0426c3bf36', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/85b421b31bc515b9e9cc41857f186815', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/7bbd07e9b5e9478f711832c831e23778']",0.05
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s small -G nuclide","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/c706764a78ee619638fc6ca089774080', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/35f91c6c873656ba8ae16425f31f527b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/1940c34eaab12bce5047bd2d1f90bb2f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/07c18b9fad4eb8b4c48c29b365cb1f94', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/c54483a5198fd13ad934e831cbb37e68', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/468ea2b8de57184b518efddbbd7a8556', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/8c51c2f29fa886e91fc44e494c199fd4', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/c2d81f073da528c4cff471fbb8e5e4e3', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/01a4b86973fbf9d7db749309443265cf', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/516380c87fb56edc4425102c38e6008c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/9f619f697b41f7eca56fea9f8b1ceb7b']",0.0333
"ec2-c6i.metal","XSBench","XSBench","-t 32 -m history -s small -G unionized","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/XSBench","-e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e REALTIME -e IO -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/be4444b29c37724b131e3f4b07af6574', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/7d5faab9df783adbe2848d0de7a1f5ae', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/72e640d93868955b1b0c3c43ed40b15f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/b216e162a61dda425d129497597dcc61', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/8eee060fb27828c7f253186a7cd9ebe6', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/e4740e42b7a5e1390a2474236cbc79e0', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/19dd4ab8e6e00e8f14457340ee1e668b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/ce9f927e8f63ce47eb15d5c8ba7c2746', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/6e76492eaa23a8dc5396291e60c49530', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/1238810f4c770b948610e55222d31e78', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/XSBench/762d8e67b3097ce04460a2db05e11b59']",0.0333
