"machine","app","exec","args","ranks","spack_env","exec_path","events","path","duration","perf::L1-DCACHE-STORES","perf::LLC-STORE-MISSES","perf::L1-DCACHE-LOADS","perf::L1-DCACHE-LOAD-MISSES","perf::LLC-STORES","IO Bytes Written","IO Bytes Read","REALTIME (sec)","perf::DTLB-LOAD-MISSES","perf::DTLB-LOADS","perf::DTLB-STORE-MISSES","perf::DTLB-STORES","PAPI_TOT_INS","perf::ITLB-LOAD-MISSES","perf::ITLB-LOADS","perf::LLC-LOAD-MISSES","perf::LLC-LOADS","PAPI_VEC_DP (proxy)","PAPI_REF_CYC","PAPI_DP_OPS (proxy)","clx::RESOURCE_STALLS","clx::HW_INTERRUPTS"
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 1 -tf 3.5 -pa","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e REALTIME -e IO","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/29763365d5ad08449276a23c20b37b1b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/e34edcb4edd457fc1c7adb5672458fb9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/2527bd5844c81f8be80d0d5641e518e0', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/6b0282a089dc76aacfdd04c03f6380ef', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/41f909953deff6ef4b545decf3eed5a6', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/2e52136434eb5910c320aab2f62786c6', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/0cf55cac5c8022deb4047e07d8a55765', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/a7715aedf7b9e224f703fe3e96602421', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/be565d0ef446c53f596894271fefef1e']",0.0333,1.0,551.0,1.0,2.0,1959.0,3123.0,11576.0,0.04006900000000001,8755.0,1.0,126.0,219.0,2000000.0,1.0,1200.0,809.0,1.0,9.0,2000000.0,9.0,1.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 1 -tf 3.5 -pa","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/bda04907546e6e1fbfd2a11cfe091ac3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/a96799624b35e9b66a11bfb74b8e163a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/fff042d26807c1ba96209bf6860029e3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/98c2b6f6664f963b0112cff09c925fc0', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/2ec8e02e9b57b4e194a797b04d32dda9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/d8dbd514aedaf57a1fc1b3cc73f6e35c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/9105e20c872a7f55ddf7a94322a0a351', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/9188fa18c4a829b9b1d12f2beeedf805', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/2b2dd1b782c034630c21602a9231954a']",0.0333,1.0,844.0,42.0,2.0,481.0,4659.0,11576.0,0.045401,2485.0,1.0,899.0,32436.0,2000000.0,64.0,111.0,2.0,2.0,9.0,2000000.0,9.0,1.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 1 -tf 4 ","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/0e03ebaecfd80023b8ae180a4a7a6521', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/44af6fb37695d8a6cf67885050101189', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/90e2457279c154f2e77e9588ec65083a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/26c0ed177e7472fdb54a565efbb07ff9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/cf9e3ef30161a709884d1f428ee4a815', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/34edf34c3210adf40c1ebd88d8eea28c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/9c41e352cd0217db3f2d9a6ebd508af9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/2f3498b5ce3e3e3b76dd461759ade39f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/a03695874c26b116a3a0edecfa30766b']",0.05,1.0,89.0,1.0,2.0,4738.0,3115.0,11576.0,0.040393,2162.0,1.0,216.0,2.0,2000000.0,1.0,1060.0,2001.0,1.0,9.0,2000000.0,9.0,2.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 1 -tf 4 ","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/61b3fe74d0c4249e77b262fdc4804fb1', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/a5d0fd9a191a7c909d5393960e82a98f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/c5d539f20a80cb993a55dff85af14863', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/f1e1455a0856c217da170c737bc191fc', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/7665f28671e4786acf5a665e7d7d6616', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/97e9b1e423f7eb409b3b29c7cfbad570', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/d921dff0289482663dd40c7c1715152e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/0a415ab5374855d2784e00f8e643b83c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/d65c3fd0243913d257e932793833304f']",0.0333,1.0,476.0,1.0,2.0,1858.0,4635.0,11576.0,0.045556,7765.0,1.0,153.0,191.0,2000000.0,1.0,460.0,2.0,2324.0,9.0,2000000.0,9.0,2.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 1 -tf 4 -pa","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/480a6908bbeb396ecffd475e6b972448', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/45bbdd3c09e8832e0fcb287219e8a8d4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/80f9e3e28841d4eaf59a7dd64e5600eb', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/e71a25affce8bb1219a002378daaf800', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/a29fead987e6fd855d3d3a98f3647b98', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/eb389ec4ba8d46e897e8cf6d78fa38b3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/a9c991a0c30a60dcb9c6b64706ce6a32', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/6902abc0633d8e0a94387e2607d7e8f0', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/349ba88cb96f9fcb1753c549f95c42d3']",0.0333,1.0,390.0,1.0,2.0,6.0,3139.0,11576.0,0.040223,1907.0,1.0,1041.0,2.0,2000000.0,1.0,1626.0,1895.0,92.0,"","","",2.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 1 -tf 4 -pa","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/bc6f6d3fa33af3c0c0d7a50a74a50783', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/04138edb5d8b7966ac0d9b7c94d152e1', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/e266800321817765e45f709178dc37f7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/4e5465a5cd2ebab622172a655f481d9d', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/519363381007d18a1104c1d66bf87d00', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/2bdb7eb4df7a0e517d06bbd510735651', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/73ce0abc4b9eef780bfbd2d7f627c30c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/32568d0092e10e17000fc562b135e491', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/f0946e0f113c94c58d678e77e7ddf73a']",0.0333,1.0,1.0,2.0,2.0,4.0,4659.0,11576.0,0.04552200000000001,2005.0,1.0,189.0,198.0,"",3002.0,14.0,5921.0,22069.0,9.0,2000000.0,9.0,2.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 2 -tf 3 ","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/9a4ed4df3880cc49acc89746ef0b0875', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/e3dc6d0d48258926fd1a65c6048bc833', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/c0b09ec793f17751ccc17cea3f5e03db', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/8045d65b17dffce73ddcf4647e16fbbc', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/b55c6c39aaa60e3dd3a93b3aa81da84f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/5a1fbc67133421fc8fefbbdccfd540e5', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/98059446c65f0b3de44d9b35cc1a7f63', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/5d1f1d28559ec40863b5e8145d25daa4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/004dcc4bba20488d9823e73c385d01fc']",0.05,1.0,100.0,1.0,2.0,6.0,3115.0,11576.0,0.04007,3368.0,1.0,133.0,217.0,2000000.0,4238.0,1903.0,1422.0,30755.0,"","","",2.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 2 -tf 3 ","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/f101d04cc14f44d053c8f4b8fde473bb', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/4a690a897cde093d8023de45c008aa50', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/41fb885f9a26d2665eab1502e9f188b7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/66062c83d13885e3a03ce7e502018847', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/a6fbfff0688bf975c8ef4ba2abdef63b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/980f3b4f2f10e7f2696e415288fc039d', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/0ccf1cc7786f446585f49176a083410f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/2c7df5ae629f43a199777b24a720f3d4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/e765734698e305c56367611c27d41826']",0.0333,1.0,1.0,2.0,2.0,26.0,4683.0,11576.0,0.045606,4470.0,1.0,260.0,198.0,2000000.0,7706.0,1430.0,4859.0,23344.0,9.0,2000000.0,9.0,2.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 2 -tf 3 -pa","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e REALTIME -e IO -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/c7dadad555f09fd56a2067c2b6396376', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/81bd00aab88de06af24d56253955e5ec', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/60a5c2d6c3b44218583a75f0f9b8cb27', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/e5a5418fd1f945be5c05e95439f6077e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/bdaa5387ad8b6a33d8ca9d601f084974', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/16bae81448aae7010690eb49516945f9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/37108feefb1d2f6310c1c91e3eaca582', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/6159150cd58eca927b7fba076abdec26', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/3d51408db1dc4d20f5d156add8f7c07a']",0.0333,1.0,231.0,1.0,2.0,6.0,3123.0,11576.0,0.040075,2483.0,1.0,1427.0,210.0,2000000.0,3428.0,105.0,1328.0,62.0,9.0,2000000.0,9.0,2.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 2 -tf 3 -pa","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/620a4b6defab8f936e922f88265e1c08', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/9c10b732d46453f2ddcf66026fdb7bd3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/193fb2a26253ba72326ff61812921a62', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/e79bc8f7b4b1e9fdc4356a2ed250caba', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/ee597fb0ad668b547ec358d0f6da34dd', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/95c74f8f8fa3bf0f86de84c596089579', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/f141a309dcafc13da13620b4c80f9dd3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/c00a88a1434a24e2ccbf369b7a5e117d', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/2a3b4a059145e421897259f927ed02f4']",0.05,1.0,1804.0,2.0,2.0,2329.0,4227.0,11576.0,0.040388,2941.0,1.0,1.0,29399.0,2000000.0,218.0,1238.0,8192.0,29123.0,9.0,2000000.0,9.0,1.0,""
"ec2-c5.metal","laghos","laghos","-p 3 -dim 3 -rs 2 -tf 3.5 ","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e REALTIME -e IO","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/2db8524128e54b58d793eba3857b14ce', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/ba56aa999109801bf2c863dbf0f72a9b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/f99c3c40bbba57f34cbbb54403fe3b27', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/d823aa9c963d2842de3a491533701ff3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/f6febc1b135a06efe01bcba3cfe5bca2', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/b5359c25aacd2229388e24101fc61453', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/7d627ae726b304d1580b86e938fa6ab2', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/a6d83bc7acb305607024b65fb0d8e466', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/laghos/28020292fbb591c4d1c9d76cb82d15ef']",0.05,1.0,78.0,1.0,2.0,6.0,3123.0,11576.0,0.040084,2581.0,1.0,148.0,219.0,2000000.0,1.0,1855.0,2907.0,3993.0,9.0,2000000.0,9.0,2.0,""
