"machine","app","exec","args","ranks","spack_env","exec_path","events","path","duration","IO Bytes Written","IO Bytes Read","REALTIME (sec)","PAPI_TOT_INS","PAPI_VEC_DP (proxy)","PAPI_REF_CYC","PAPI_DP_OPS (proxy)","perf::L1-DCACHE-LOADS","perf::LLC-STORE-MISSES","perf::L1-DCACHE-LOAD-MISSES","perf::LLC-STORES","perf::DTLB-LOAD-MISSES","perf::DTLB-STORES","perf::DTLB-STORE-MISSES"
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 3 -rs 2 -tf 5.5 ","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ae9633fa0ddce84b91a372e8a94ea803', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/80366d4fb5266f7eb9d1880699a99446', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a03a181e4ffd6ab064b0f67ce363d86c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/f0485903e5443dfad49623db607c54fc', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/72552eaa81188957419181a6a6600849', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/94c5c41762618c35ca95ecac3320a066', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/b7d58e663fbc5176695cccfb5fa478d0', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/1e739ee8b16b04a5bf1eff6d909b253c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/f14849b628dd54a74f9d7edc4de91bf8', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/c1a303cee3ff83cc444b028c5d652907', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/9472f474ca5a474cfb5858445a47e4be']",0.0333,4291.0,11576.0,0.045057,2000000.0,9.0,2000000.0,9.0,1.0,"",1.0,1267.0,2169.0,208.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 3 -rs 2 -tf 5.5 -pa","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/18eaecee885ca5e6cca2b8b553a467ec', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/b6f864bcc4431dfae95653d676e2f956', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d45c1422fe98d67e1d327c0b443660ef', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/7a9e8bd1bb431c8a417949f665bb278e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/dd3dcb739736a407edeee19943473169', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/310b9a6ee95a1efed323256d40006f5b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/f1b96a06a5b5a763ab9894f55c337e87', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/187b57c2274a510faae699441c08188f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/fe2c5eceaaaf317f07e73da7703b4f42', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/087ad976b4ab2340f2262dcc20a25f89', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/420bf1e642da195b396f6530746c7d22']",0.05,3155.0,11576.0,0.04507099999999999,2000000.0,9.0,2000000.0,9.0,"",234.0,1.0,904.0,1976.0,186.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 3 -rs 2 -tf 5.5 -pa","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/4ed2a2011cf25642c99ee05439ebc5da', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/9864c23d41558b4198782e0809e07494', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/30eb7ce7d6239a301895be4a0f94373d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/5e0df3409d10e56476c408af7a978860', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/1a5efdfe10a2280a774a29de95c9f99b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/83145e46f973b171be0984c7bc53ca03', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/45567448b5dc2a9348e00fd519249300', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/84961bc491e2c3e284492d3114c529eb', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/37c925084882c6b5f8ca5fe6ea7b1e58', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/293e280cf7773c13f54164a588a37d23', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/68027c86a3ff48d3e738aac8b8ec47d0']",0.0333,4659.0,11576.0,0.040075000000000006,2000000.0,9.0,2000000.0,9.0,1.0,702.0,1.0,1188.0,393.0,1.0,149.0
"ec2-c6i.metal","laghos","laghos","-p 2 -dim 2 -rs 2 -tf 5.5 -pa","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/5ac0244fac13019cb33ceec5626a8dc8', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/26d636ebef1b15bad0df3173035b8828', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/665e45421208e92e305269f301777f7d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/f8d4facf7d0d5cd00f0499c92d177319', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/9c66f1b5535d65b8900c4756b097538f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/14082a65d48b1a160451f98524353365', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/150dd1b7399db7cdbe0b74ecf3c3e832', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/160fd09ce282fda571387e9c945d0529', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ddc91c7e42a539e7270097199cfc21f9', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/cc885a84bbb4929a8951a2a0303e9096', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/4cff27521f4e2141aa32a3dc8e87089e']",0.05,3139.0,11576.0,0.040095,2000000.0,9.0,2000000.0,9.0,1.0,529.0,1.0,473.0,1345.0,210.0,""
"ec2-c6i.metal","laghos","laghos","-p 2 -dim 2 -rs 2 -tf 5.5 -pa","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e REALTIME -e IO -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/8dd3830558accb15c3be93ab7ff7e3f9', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/3b9933294e17faefbe57b6800c792b65', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d0c51b3640f4908e36b3299083f53552', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/117204b5f77668674eadfe9bd9db09fe', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a4be9e98b7f72e739011ab87e686f597', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/acaa878449f96fb301d9d88071a6d116', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a239dbc260e6ad97426856eb688aeea1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/6eb8cdc111932eb53074402c29b73f6b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d8b1d03d5fda5b0926590f6abeab5bab', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a151e830e3672a8e2a29d147f8d98b94', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/2a96683b4703d6636d32d4d2480fe307']",0.05,4643.0,11576.0,1.042052999999998,2000000.0,9.0,2000000.0,9.0,"",631.0,1.0,945.0,1808.0,185.0,""
"ec2-c6i.metal","laghos","laghos","-p 2 -dim 3 -rs 1 -tf 3 ","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e REALTIME -e IO -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/b45a5d7453fbc5ee33129f428ab2f2a2', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/e2d5372fe36c4c5cfe46879428655898', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/86cc886da7c022777dd592b0ea04da32', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/fe590321cb7849f65600e7a7a28fdacd', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a0381239a9b5101e3e3f9296fc32ffc2', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/3f965c76f9979776382be0661eaf81b3', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/1cf63d8f62a7e2f166dd20613b2c5f5f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/14cbc3100c553250d9e47e8e923c5949', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/72b4f25242dc7cab0b56a7bbf225abe8', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/f1db77332988678fd4419bfece6d6226', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/4cfaca1d69c535ed3837f18d1fd54d05']",0.0333,3139.0,11576.0,0.045100999999999995,2000000.0,9.0,2000000.0,9.0,1.0,715.0,1.0,1032.0,1395.0,217.0,""
"ec2-c6i.metal","laghos","laghos","-p 2 -dim 3 -rs 1 -tf 3 ","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ff241028f488bc0f85ff1c5414544bb0', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/15dd40ea62dabfe053b4f0ae3c383e57', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/80ad188f22ffc2dd400bf85ba9f02640', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/40b1858be2a62d98fc8b756038dddfb2', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/e86263080ce97a1d02da28668ae95cba', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/e36e9046c2684a80636676f5f48dc186', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d1a9d88799883d4da91884bec0d6fe96', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/58cb838e8de98307762b8771636b4bc0', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/37eb74a136159da7ee16beabaaf7c3ed', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d79a5df59e23394c23c2b36771f04abc', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/7472f4e189bb7b62a882d205d90d8193']",0.05,4683.0,11576.0,0.045058,2000000.0,9.0,2000000.0,9.0,1.0,390.0,1.0,1002.0,1940.0,201.0,365.0
"ec2-c6i.metal","laghos","laghos","-p 2 -dim 3 -rs 1 -tf 3 -pa","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/35c80f7d4f48120a9756f484b98350de', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/6e82805231cc136e9cb3c5586482fd84', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/4656e59f5c31786a81b2726484457263', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ac1ba1060b3e44267f70e7dd57b3bce3', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ccbaa654cc3a0ccf1beee3376d66bc6b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ce155c674a6446333590d9a57f81358c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a817fdddf027bc963a083d4bee4c5f8f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/7cbeab05605d7cf001d36b876c10cf61', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/6813e8635f785a2ec679f2fe01a16f53', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/4a7a8419fdea10bb1bdef86533d4817c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/4d9de92e077fc7882591d990f5c3eb23']",0.0333,3131.0,11576.0,0.040049999999999995,2000000.0,9.0,2000000.0,9.0,"",217.0,1.0,484.0,1402.0,213.0,""
"ec2-c6i.metal","laghos","laghos","-p 2 -dim 3 -rs 1 -tf 3 -pa","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e REALTIME -e IO -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/1e591946c77915ae37dd664a010d1f17', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/3758263eff40ba934af31241a739f7af', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/910f769759502ec9753ca11e254b084c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/277e8e3ca82bd8f9212a7e8cf504ae21', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/22508fe524ef956e0ce34c87e308c91d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/1bdaf8c7abb9b1a0c61429940a94705b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/74c2cd5bc54153452641db00cbc0c084', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ad7bc65a68a1b88fa6f6e2867cc45f11', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/f703779e5e0e8d06c6ce9fce85f5d47e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/2e36dc3705e2f1726c80b6820cf98287', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/5d93f5c65df74ccd15057c85d154de98']",0.05,4683.0,11576.0,0.04008300000000001,2000000.0,9.0,2000000.0,9.0,1.0,"",1.0,290.0,2471.0,35947.0,114.0
"ec2-c6i.metal","laghos","laghos","-p 2 -dim 3 -rs 1 -tf 3.5 ","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_BR_PRC -e PAPI_L2_TCM -e REALTIME -e IO -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a1f5ac07b236732494deb8af97c833d8', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/3e909d71b2113c69e7d13cc62f5ec003', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/e7e32349dee3c2b7e8787edb1936b062', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/5770b4ffefc8172c66a9c1650364b213', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d2a4ff43913ff49b46cf31baa5f35906', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/416490b1c8eefa22d87c64b0e5d1da94', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ac7439d632163939647fbc9b772a5f9e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/b9f2ecb2831218c9572106eeb2709677', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/fdd8ad1e82fedd59f297fbee166692d2', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/cbb74f31cde65d94fd82f578c8f4052a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/983447bd57159dcf2dca8d917690d351']",0.0333,3139.0,11576.0,0.045086,2000000.0,9.0,2000000.0,9.0,"",158.0,1.0,1707.0,2418.0,203.0,""
