"machine","app","exec","args","ranks","spack_env","exec_path","events","path","duration","PAPI_BR_INS","perf::L1-DCACHE-STORES","PAPI_VEC_SP (proxy)","PAPI_SP_OPS (proxy)","PAPI_TOT_INS","PAPI_BR_TKN (proxy)","PAPI_BR_UCN (proxy)","PAPI_BR_CN","PAPI_L2_TCM","clx::RESOURCE_STALLS","PAPI_BR_PRC (proxy)","perf::L1-DCACHE-LOADS","perf::L1-DCACHE-LOAD-MISSES","perf::LLC-STORE-MISSES","perf::LLC-STORES","clx::HW_INTERRUPTS","perf::DTLB-LOAD-MISSES","perf::DTLB-LOADS","perf::DTLB-STORE-MISSES","perf::DTLB-STORES","IO Bytes Read","IO Bytes Written","REALTIME (sec)","perf::ITLB-LOAD-MISSES","perf::ITLB-LOADS","perf::LLC-LOAD-MISSES","perf::LLC-LOADS","PAPI_REF_CYC","PAPI_VEC_DP (proxy)","PAPI_DP_OPS (proxy)"
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 100 -ny 100 -nz 50","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e REALTIME -e IO -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/d5fb5340bd7849c6c05d4545f834a99c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/f718d468dcfbdd6b0fdd1d18cb9b9976', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/4109535eeb0c0d5287e9f906f6f4b2a0', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/268083b1ca182ea18cc3ae1e01c74afa', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/b73eea148e0fcba01f8e744fe5e73065', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/532af6f4a5dae1b57d9165a816ec82a2', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/3c3b1bf7e7b72f71ac98381bdddd6ec3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/b2db7041aba0f3b2c4034c22d582f2a6', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/cab8f2a32fce7595c72603a9b1a27712']",0.0666,5576000000.0,792981769.0,13.0,13.0,31738000000.0,3445720169.0,537705121.0,5038000000.0,704000000.0,7267564009.0,5028139503.0,12275128648.0,756469196.0,189721.0,386132.0,5.0,325335.0,12264745796.0,398619.0,798019446.0,11576.0,1056.0,4.610879000000003,45874.0,3767.0,9243331.0,63838022.0,13248000000.0,8013045657.0,9703295390.0
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 100 -ny 100 -nz 50","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/9e3f7dce21696b1583f9991a0e9d378b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/5792d92cd928d081d6d710778d5d3e66', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/8a5c5a4fb5e787969cc3ca9c105f60c8', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/375e1d4def2e252b1f42ad775f049cf9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/a64d3a6b73ddb266e0a89e00e2e2aa9c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/8de8dd567a1eedb46fa0bd4071c0850c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/de3a56d32cc24d1990333db405c2b7ac', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/361baca0e0801af9fd2cbfb7a98fdaa4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/1a9958da91b80b6464383a2ef72619fb']",0.0166,376000000.0,184246898.0,52.0,108.0,1772000000.0,236973575.0,81879859.0,342000000.0,18000000.0,277235107.0,257906884.0,964674447.0,22524980.0,49572.0,76442.0,1.0,21865.0,731191894.0,16597.0,165751634.0,11576.0,1966.0,0.326251,3621.0,65.0,1.0,2.0,950000000.0,258432680.0,317498367.0
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 100 -ny 50 -nz 50","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/60730253c0e1c0387dc32494996c570f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/b7afcef4406de7a384d69a02689acd12', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/75887d451e9fb5bb1fd91b2bbd96290c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/1b9da7f7be1be9442a588359b9475953', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/d98dbb1f16420b53000bdec888e9e776', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/fc413c9543250003b253efbd87f4f813', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/091dbeef6903e16a4fc172fe31729150', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/96bd6c912ca7b00913894df8ba3132e9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/b2cf13235e6475a4b0d1478dd676a30b']",0.0333,2770000000.0,401425738.0,13.0,13.0,15818000000.0,1719799866.0,268912703.0,2498000000.0,354000000.0,3430825023.0,2495700270.0,6096878099.0,377470551.0,46431.0,164399.0,"",112793.0,6091110306.0,207137.0,401905750.0,11576.0,1059.0,2.3282679999999996,21715.0,1.0,3955521.0,33663993.0,6764000000.0,4018291287.0,4866516412.0
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 100 -ny 50 -nz 50","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/28d044afc08486d79ebb9ffb7ab97731', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/8b8340799d6e83f230d14ee71b3d09d4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/e36baf46941aa4c03f46ef4a1538f3f2', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/d8e8582faf1af5ea007e63acb1a7735b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/53e57a07dd98ee6abe1ed8ac639119e3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/a6b40fdc0b29680c667c4ef9c2db92d8', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/6ba88af9ada112eae393b6956212879e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/db0fbc7c8dd3199193a8a93bca57c39a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/b622c948ac8977e3bc4eaa5f9b1df911']",0.0,122000000.0,37929511.0,52.0,108.0,1330000000.0,127543679.0,45174650.0,184000000.0,10000000.0,93265055.0,164546434.0,276742920.0,11923329.0,24012.0,64876.0,4.0,20219.0,244845768.0,10375.0,35533552.0,11576.0,2358.0,0.19557800000000003,13403.0,6433.0,142578.0,311364.0,490000000.0,134627131.0,166070288.0
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 100 -ny 75 -nz 50","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e REALTIME -e IO -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/c9c1c04daebed5e19f95ea6d0938fab4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/988bef461517f6296c9e82370d6a1070', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/8c64fd6d9cd45802b125f3c116bc50e4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/b1b9f880935b68a07cd942fc717aa0a7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/5d72a5f67c371ee97c9cc2bf2cb4ae46', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/08eb03c86451667496c4b27adb301580', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/6d828ec64904ead3f16a36eb2ba6465f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/c64b1001d72b5003957eb90dd225d39c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/3a0d34a0b25bbde1ec1bb2388f8f69aa']",0.0666,4176000000.0,597268195.0,13.0,13.0,23804000000.0,2587191667.0,403878861.0,3776000000.0,530000000.0,5198502877.0,3772686726.0,9191138699.0,579058281.0,76225.0,261991.0,8.0,199493.0,9194658201.0,295217.0,599800466.0,11576.0,1061.0,3.5081100000000007,24892.0,5363.0,6331251.0,49091796.0,10240000000.0,6015667719.0,7284906954.0
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 100 -ny 75 -nz 50","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/430e991d7f7ca4462e2d35674c4def6a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/e2361368b4774c72bbe6e71c71bdbcee', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/a2183e7b3bb36d07e1022b5931996063', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/93963d33ca1201c23861662452ba6ea4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/3ca801b0061a451b649aca0ccdc08ed2', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/17447a03b8f75c0be213cd0cdb30afd4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/2f6de011c9b87d8e580a19a384cc91dd', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/15f559cfcdc3cc0efd909849a12e9e18', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/ccd8e249c20cdfce14ad7a0f6ddfea7a']",0.0,192000000.0,62245701.0,52.0,108.0,1914000000.0,144569033.0,33706900.0,200000000.0,14000000.0,169927043.0,246580400.0,467226817.0,17204144.0,33670.0,66822.0,"",31150.0,375930932.0,14582.0,54516652.0,11576.0,1995.0,0.255707,104.0,188.0,2.0,2.0,696000000.0,196529797.0,241784219.0
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 125 -ny 100 -nz 50","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e REALTIME -e IO -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/d3189f74e9500a62c3fe7bc1836f29d3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/960e68bf11f1bf5e93dc6af35e554c26', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/faf73db7804d6fcedc6cf881cea6d217', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/e9d41cef58e41f9876acd370283f5a71', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/24deb536d13ee279ac3c089c0c426f9f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/b9ae596fd5e7af836a76b9e9680a8c53', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/0472b6fefd793263c9bd41aea5c3a161', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/2b5e6f28c9ed5d8f5c40bc5852075a3f', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/79a6a720afcb35af02cab0f1f394e66d']",0.1,6996000000.0,989507838.0,13.0,13.0,39746000000.0,4315318448.0,671723585.0,6322000000.0,880000000.0,10196113863.0,6317323644.0,15372494061.0,973171051.0,213022.0,1.0,191.0,258637.0,15382784620.0,473867.0,995689951.0,11576.0,1052.0,5.826212000000005,27610.0,4325.0,21.0,78803536.0,16920000000.0,10008799747.0,12119090054.0
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 125 -ny 100 -nz 50","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/9193eecccc241be726c16c2923be13fc', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/9843ad0802de49ede9265ce809617940', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/dde4290eef9ab192d6a083e817341ddb', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/ea1cffc3baa69bf8c61f09c8ffb9ec42', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/1e6388dc139dc4294349bada83a55a0c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/e4bcc5469e002dc39bc1763e82c1baa3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/f48431d13fd9c2fe98263a65a7e02c2a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/2482e16afb128fadf0febc932b8a196e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/0906f931d431d14593e02033624095cc']",0.0166,534000000.0,271458847.0,52.0,108.0,3070000000.0,278128299.0,95218733.0,404000000.0,24000000.0,427655833.0,259580285.0,1199908810.0,28198202.0,72814.0,107061.0,"",32937.0,1201307587.0,22714.0,290572113.0,11576.0,2214.0,0.37578200000000006,24804.0,22513.0,744178.0,871845.0,1038000000.0,325494894.0,399682472.0
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 125 -ny 125 -nz 50","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e REALTIME -e IO","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/9493af8f974c341d2c35d44f8b549c11', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/42113d39be63efdffb9db19ba7c3a57c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/2e8d8e317f2e860fcab3a040b6a34aad', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/fb5845ba01be07e0ee9865ac9dc023b0', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/e83990225896f91a3e07f543dc231550', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/d4c88f4e8593837cb269196c41f2390b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/c99ee0d2bdc36aef0ab6af7478170a87', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/6d33c68faebe15b782541d2a3be15948', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/0d45b3251b1a11f677f5c781045451ef']",0.1333,8790000000.0,1234070614.0,13.0,13.0,49834000000.0,5417121619.0,846413906.0,7946000000.0,1098000000.0,12262380025.0,7935880746.0,19294459381.0,1223739279.0,188701.0,572785.0,98.0,446375.0,19286435012.0,617337.0,1246551708.0,11576.0,1057.0,7.136724000000007,33187.0,11122.0,17298254.0,94722749.0,21818000000.0,12503657674.0,15139590645.0
"ec2-c5.metal","miniFE.x","miniFE.x","-nx 125 -ny 125 -nz 50","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/miniFE.x","-e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e REALTIME -e IO -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/76cfceb56db3928a6106043e409454dd', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/fc1ba614256448f58ccaccc1add635e2', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/f61cb8f38db08bb01701ac2f27aded0b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/8dbe09b45d52695426cbd4294e378739', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/026a22237a97b1c8fab619c7b3b16f21', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/e5ce87002604a60ab30e855d09429018', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/2bb76a7d42b1e691cb8f9baa52df85e1', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/d1f48baf408504bbe7f6030de00757f0', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/miniFE.x/0b0325cfdd0d4d2aa185e78d7fe5422c']",0.0,538000000.0,240377815.0,52.0,108.0,3454000000.0,195527043.0,41980498.0,294000000.0,30000000.0,565502635.0,304707709.0,819427273.0,37421849.0,49061.0,95736.0,3.0,36759.0,1549507595.0,33709.0,367725100.0,11576.0,2351.0,0.47620399999999996,26301.0,15972.0,1.0,960950.0,1456000000.0,416459485.0,510888782.0
