"machine","app","exec","args","ranks","spack_env","exec_path","events","path","duration","PAPI_VEC_DP (proxy)","PAPI_REF_CYC","PAPI_DP_OPS (proxy)","IO Bytes Read","IO Bytes Written","REALTIME (sec)","PAPI_BR_TKN (proxy)","clx::HW_INTERRUPTS","PAPI_BR_UCN (proxy)","PAPI_BR_CN","perf::ITLB-LOADS","perf::LLC-LOAD-MISSES","perf::LLC-LOADS","perf::ITLB-LOAD-MISSES","perf::L1-DCACHE-STORES","perf::L1-DCACHE-LOADS","perf::L1-DCACHE-LOAD-MISSES","perf::LLC-STORES","perf::DTLB-LOAD-MISSES","perf::DTLB-LOADS","perf::DTLB-STORE-MISSES","perf::DTLB-STORES","perf::LLC-STORE-MISSES","PAPI_BR_INS","PAPI_L2_TCM","clx::RESOURCE_STALLS","PAPI_BR_PRC (proxy)","PAPI_TOT_INS"
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/cartesian/basic.in","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/acf856ec14fc6749f42f6900885de0e7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/500040e1b7c0f4e2d70c48bdd58add0b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/22d2d088be84969b740d521de69ab250', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/a1ff8eb8372c2c52083afe494299da69', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/665dd80cbd0f325ab186b72ad14b6851', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/ec4a933c19d3a9209cb66543e545cd7a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/54debd7b097ff573004d9aa99867476b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/401c6df00340e37f3e3b885615d70319', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/f7ed84db4c0dfef2868168e4a442f1ce']",2.8833,74283732050.0,500316000000.0,74283732050.0,13382.0,1698.0,167.5712039999993,1267268215.0,28.0,1740143754.0,1606000000.0,190303.0,13641981.0,38367356.0,1044154.0,8414460250.0,379415100681.0,1832440906.0,7866205.0,4209344.0,379421405618.0,4441712.0,8422782816.0,6265414.0,3352000000.0,804000000.0,12715954355.0,1670677167.0,1062634000000.0
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/cartesian/basic.in","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/997dea683bfafe811f32515aac4ff68a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/28163843c61aea54775b0904e2de90af', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/363f69e27f1e75de5ef583d836baecd9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/0a79321916c29f7eac6f9218fbd7c646', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/0fbe5ceca25a95d7e38c0c44a7ae9876', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/eea6398504225b54fb8fa6e612f725cd', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/18b62045d7991f7cac9d496685c5c5e3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/705e6b9e4f53975fffd47ee4a5e3c667', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/a946f3e5a6139dead0eb4d6afbfdbf08']",0.3666,116515859.0,6964000000.0,116515859.0,13382.0,4646.0,22.517139000000004,925645673.0,10.0,477468317.0,1246000000.0,7769.0,833659.0,973570.0,19384.0,1712509767.0,4642296053.0,8425280.0,1204095.0,141525.0,4932519246.0,126530.0,1688812899.0,982630.0,1912000000.0,6000000.0,688121538.0,1173483917.0,""
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/cartesian/skinny.in","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e REALTIME -e IO -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/2bd9bb49d2d12d6aa6c85f882e60156a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/cdc1917d645db09e768469aa49738d76', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/a4e78897ac568b69e007be87e8aec204', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/34471e225dbe9b53776b7fa73b656b8b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/86ee9e936c6bb3db0302b359b53e6313', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/2d6e61beffea03ca0f8f1a8b4f9bd6aa', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/0dc97c067a7443ea9f33e487c2ed35e5', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/6dd7f745f132bbb99792e94cef821fa0', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/89cfba2eaab1d4186b9a74e1361ab4d5']",4.8833,129918558407.0,874486000000.0,129918558407.0,13258.0,1702.0,293.45543400000327,2160510034.0,4.0,3100964996.0,2764000000.0,453039.0,22422838.0,65919094.0,2058934.0,14731264340.0,664302570201.0,3547068300.0,15760168.0,6282850.0,664300969249.0,7385709.0,14764578599.0,14215435.0,5872000000.0,1448000000.0,22836932748.0,2895120153.0,1859922000000.0
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/cartesian/skinny.in","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/f51061b761236016569072506fe123bf', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/4803d88609c24959188cccc74e880ee3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/d9bb69992d1d1e6e225218d1e6f7ba5c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/7b461f76e36af84053a1e02d05c836e8', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/0ceccb620680b1b5bf1265fb511fd74c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/bdafa028c7c03d59dfcedd52a1f957be', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/a59b74bd175c6735cc722c151cefb7aa', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/c4e32e1f57370fa79b2b4d48b58c106c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/c4df9b50e95a1221be1a0514dd7cc8c7']",0.4333,"","","",13258.0,4217.0,25.493278,889122447.0,4.0,513085456.0,1212000000.0,9164.0,1638134.0,1881898.0,1.0,1605881801.0,5607848849.0,13735639.0,3163112.0,187317.0,4388079668.0,288374.0,1354437098.0,2583567.0,1744000000.0,16000000.0,939195190.0,1351834265.0,""
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/cartesian/uni.in","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/0c65bf3483db3de78d56916f02bd736e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/dd73446ec579699c3262ec2ff39b6aab', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/7cdc88bde21fd7177c3d8179f2a86429', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/6f201376ba4ce29ce84a689aea37ebf7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/8da49063ec0be50e4bcc9fa4b6b4895c', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/b75a336bd1aae8a754c7c9361720b084', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/0c9ab7491859fe82245d8b9272976b05', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/acdab3eab615a4bff6b0148f9916260a', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/d767fb6cf79fefdacef2ec1baa569383']",4.2833,209287430326.0,768550000000.0,209287430326.0,13504.0,1656.0,256.98553899999894,11291485493.0,147.0,32377414472.0,62522000000.0,283873.0,12944036.0,37360926.0,7495493.0,64400833572.0,525527009878.0,1869605643.0,8009076.0,5053412.0,525521787648.0,4554324.0,64404034832.0,6606825.0,94904000000.0,796000000.0,1.0,62625778444.0,1671672000000.0
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/cartesian/uni.in","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e REALTIME -e IO -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/9fe94b38ca6444df3b0a994eee975788', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/1ddfc40fe037d815517379a5eebebe16', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/7c84745f0076ef06ff44b9b0cdaa5f53', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/f71acf16eef280bbbe106291541c84c7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/d5490295945676173aed2ac219523b88', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/da515bf4737b2f33f7430bc2fb82f042', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/6a998f7e86f5a34121256ddba76ffd59', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/e6fe5cfa9b51f2eeb6cb4236a6fe598e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/16a72476d12c9c99cacbf7153a26d974']",0.4333,"","","",13504.0,4832.0,26.89881800000001,1473796642.0,1.0,1889624839.0,3976000000.0,129627.0,948901.0,844066.0,467907.0,7515125744.0,11114193101.0,7760633.0,1189696.0,139938.0,11005825646.0,138581.0,4035458170.0,944870.0,9520000000.0,4000000.0,6782965746.0,673406724.0,""
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/cartesian/uni_rev.in","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/faa595935a466b12735bf94d4c7e86eb', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/2ce1ab59a8c6b5c6b69a04f508a52fa2', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/4fd16435dd9cdd89e9d29dfcace1dd8e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/2a0d96ee77ac48d8fc944edb77152b37', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/87cb1742f85ee46cef5d39c6d5b8d903', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/4883e3157517420b9ecdd97245fa32c7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/e5fc30d04a4893709e39f14b20be56cd', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/0bbdc8eee59e83a3ddc6f5c8efc5d0e3', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/384f16ace17ca094d46c1006115f01af']",0.0166,"","","",13502.0,512.0,"","","","","",59.0,168.0,2.0,1.0,1.0,1.0,1.0,868.0,395.0,1.0,75.0,1.0,1.0,"","",1.0,"",""
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/cartesian/uni_rev.in","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/d0ebc324c583e6d221e480db1a37fba4', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/cb40b9f01df12d52942c31b6bff74a04', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/6c5e603e9d49151da68d8f1fdc7b0c70', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/c3f92daba62c197444cd9391a10e6f34', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/bba152e7b7a56407066925c5adeae3ce', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/ed8fd06ea7854500105e392e30cf86ba', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/dbad8c48bff8b9049fa7514efcbf02fe', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/f30de4a0de1d56f6be99af48018bdf6b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/c01dd0588408937a1e5c6ff180cea084']",0.05,"","","",13502.0,2016.0,0.9935840000000002,"","","","",918.0,400.0,1.0,"",1.0,54.0,1.0,500.0,542.0,1.0,18.0,156.0,62.0,"","",2.0,"",2000000.0
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/loh1/LOH.1-h100.in","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/3f8965097a64e4411e99aa987138c1ef', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/f0dda027c8178d3ed89b8318394ba56e', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/0ee44cbde91776cc052c67a4c26651f7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/7730bece3f095145e5cba851c0f16108', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/c89b19134297fa161611312a8a06992b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/97172d4cd9b643994aab550b0e6af678', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/c6b46dfcaad1fcddf501d97b4d0afa1b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/da8f6eed6dad7835f79b8445ac87c1f8', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/825c75abe2d1f7bcd49f23263df57b86']",0.0166,"","","",15163.0,475.0,"","","","","",885.0,960.0,7433.0,2461.0,1.0,1.0,1.0,120.0,331.0,1.0,75.0,1.0,"","","",2.0,"",""
"ec2-c5.metal","sw4lite","sw4lite","/home/ec2-user/spack/opt/spack/linux-amzn2-cascadelake/gcc-10.3.1/sw4lite-1.0-rvjw75ynkxs4tusnr3nbhw2cwyuelaqv/tests/loh1/LOH.1-h100.in","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/sw4lite","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e REALTIME -e IO -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS","['/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/0a61390120a8d4678e22cf7883ff77cf', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/181ddc514e4bbe9dc6cc1f26ebabcab9', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/a6d8e54dde5b1a1e5edd5597c92bea6d', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/cebea8bb4cd40444d2743dae90cdcf9b', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/15202eac36433e8b0fe8c1de69c76db7', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/941d3ff2bef2c8899c9f9f6215942af5', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/3db999141a683f24b6908498cd204b3d', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/1ad67c63df7ccae3df6e8e5ad03c4dee', '/home/ec2-user/aws_data_collection/data/ec2-c5.metal/sw4lite/83e9063a4e1d7f982cb2f497f0be67a8']",0.05,"","","",15163.0,1539.0,0.9962030000000004,"","","","",967.0,377.0,1.0,1.0,1.0,2.0,1.0,454.0,597.0,1.0,16.0,199.0,194.0,"","",1.0,"",2000000.0
